decision_time,cik10,ticker,assets,assets__period_end,assets__available_at,capital_expenditure,capital_expenditure__period_end,capital_expenditure__available_at,capital_expenditure__prior_year,capital_expenditure__yoy_growth,cash,cash__period_end,cash__available_at,diluted_shares,diluted_shares__period_end,diluted_shares__available_at,diluted_shares__prior_year,diluted_shares__yoy_growth,equity,equity__period_end,equity__available_at,liabilities,liabilities__period_end,liabilities__available_at,net_income,net_income__period_end,net_income__available_at,net_income__prior_year,net_income__yoy_growth,operating_cash_flow,operating_cash_flow__period_end,operating_cash_flow__available_at,operating_cash_flow__prior_year,operating_cash_flow__yoy_growth,operating_income,operating_income__period_end,operating_income__available_at,operating_income__prior_year,operating_income__yoy_growth,revenue,revenue__period_end,revenue__available_at,revenue__prior_year,revenue__yoy_growth,shares_outstanding,shares_outstanding__period_end,shares_outstanding__available_at,stock_compensation,stock_compensation__period_end,stock_compensation__available_at,stock_compensation__prior_year,stock_compensation__yoy_growth,operating_margin,net_margin,operating_cash_flow_margin,capital_expenditure_to_revenue,stock_compensation_to_revenue,free_cash_flow_margin,liabilities_to_assets,cash_to_assets,equity_to_assets,debt_to_assets,debt_current,debt_current__period_end,debt_current__available_at,debt_noncurrent,debt_noncurrent__period_end,debt_noncurrent__available_at,gross_profit,gross_profit__period_end,gross_profit__available_at,gross_profit__prior_year,gross_profit__yoy_growth,share_repurchases,share_repurchases__period_end,share_repurchases__available_at,gross_margin,repurchases_to_revenue,share_repurchases__prior_year,share_repurchases__yoy_growth,cash_conversion_spread,operating_margin_change,operating_cash_flow_margin_change,free_cash_flow_margin_change,equity_to_assets_change,debt_to_assets_change,event_time,event_key,revenue_acceleration,operating_income_acceleration,operating_cash_flow_acceleration,revenue_yoy_growth,operating_income_yoy_growth,operating_cash_flow_yoy_growth,negative_dilution,decision_at,company_name_as_filed,sector,tradable_member,cap_decision,market_cap,eligible_week
2024-07-01 00:00:00+00:00,0000813672,813672,5722130000.0,2024-03-31,2024-04-25 00:00:00+00:00,49601000.0,2024-03-31,2024-04-25 00:00:00+00:00,26719000.0,0.8563943261349602,1012418000.0,2024-03-31,2024-04-25 00:00:00+00:00,269606000.0,2024-03-31,2024-04-25 00:00:00+00:00,269501000.0,0.000389608943937,3567596000.0,2024-03-31,2024-04-25 00:00:00+00:00,,,,247643000.0,2024-03-31,2024-04-25 00:00:00+00:00,241804000.0,0.0241476567798712,253232000.0,2024-03-31,2024-04-25 00:00:00+00:00,267401000.0,-0.052987834750057,249956000.0,2024-03-31,2024-04-25 00:00:00+00:00,322463000.0,-0.224853704145902,1009103000.0,2024-03-31,2024-04-25 00:00:00+00:00,1021690000.0,-0.0123197838874805,272134000.0,2024-03-31,2024-04-25 00:00:00+00:00,88129000.0,2024-03-31,2024-04-25 00:00:00+00:00,74288000.0,0.1863154210639672,0.247701176193114,0.2454090414952685,0.250947623780724,0.0491535551871315,0.0873339986106472,0.2017940685935925,,0.1769302689732669,0.6234734268532871,0.0524068834507429,299879000.0,2018-06-30,2018-07-24 00:00:00+00:00,,,,,,,,,125006000.0,2024-03-31,2024-04-25 00:00:00+00:00,,0.1238783355118357,125010000.0,-3.199744020476736e-05,0.0055385822854554,-0.0385931428039673,-0.0104174120810833,-0.033455087397939,0.0230189945241767,-0.0004865773555269,2024-04-25 00:00:00+00:00,2024-03-31|2024-03-31|2024-03-31|2024-03-31,-0.1458741196945346,-0.3481662770120737,0.1526133393159189,-0.0123197838874805,-0.224853704145902,-0.052987834750057,-0.000389608943937,2024-04-01 00:00:00+00:00,CADENCE DESIGN SYSTEMS INC,technology,True,2024-04-01 00:00:00+00:00,84742555587.677,2024-04-26
2024-10-01 00:00:00+00:00,0000813672,813672,7225741000.0,2024-06-30,2024-07-25 00:00:00+00:00,49601000.0,2024-03-31,2024-04-25 00:00:00+00:00,26719000.0,0.8563943261349602,1058955000.0,2024-06-30,2024-07-25 00:00:00+00:00,270912000.0,2024-06-30,2024-07-25 00:00:00+00:00,269714000.0,0.0044417419933706,4260892000.0,2024-06-30,2024-07-25 00:00:00+00:00,,,,229520000.0,2024-06-30,2024-07-25 00:00:00+00:00,221120000.0,0.0379884225759767,253232000.0,2024-03-31,2024-04-25 00:00:00+00:00,267401000.0,-0.052987834750057,293876000.0,2024-06-30,2024-07-25 00:00:00+00:00,299328000.0,-0.0182141329912336,1060681000.0,2024-06-30,2024-07-25 00:00:00+00:00,976579000.0,0.0861189929334953,273820000.0,2024-06-30,2024-07-25 00:00:00+00:00,87569000.0,2024-06-30,2024-07-25 00:00:00+00:00,76608000.0,0.1430790517961571,0.2770635091983358,0.2163892819801618,0.2387447309794368,0.0467633529779453,0.0825592237439908,0.1919813780014914,,0.1465531355192498,0.5896823592210128,0.041501487529099,299879000.0,2018-06-30,2018-07-24 00:00:00+00:00,,,,,,,,,125006000.0,2024-03-31,2024-04-25 00:00:00+00:00,,0.1178544727396832,125010000.0,-3.199744020476736e-05,0.0223554489992749,0.0293623330052217,-0.0122028928012872,-0.009812690592101,-0.0337910676322743,-0.0109053959216438,2024-07-25 00:00:00+00:00,2024-06-30|2024-06-30|2024-03-31|2024-06-30,0.09843877682097579,0.2066395711546684,0.0,0.0861189929334953,-0.0182141329912336,-0.052987834750057,-0.0044417419933706,2024-07-01 00:00:00+00:00,CADENCE DESIGN SYSTEMS INC,technology,True,2024-07-01 00:00:00+00:00,83749238500.0,2024-07-26
2025-01-01 00:00:00+00:00,0000813672,813672,9167031000.0,2024-09-30,2024-10-31 00:00:00+00:00,49601000.0,2024-03-31,2024-04-25 00:00:00+00:00,26719000.0,0.8563943261349602,2786040000.0,2024-09-30,2024-10-31 00:00:00+00:00,272244000.0,2024-09-30,2024-10-31 00:00:00+00:00,269229000.0,0.0111986450196672,4563338000.0,2024-09-30,2024-10-31 00:00:00+00:00,,,,238111000.0,2024-09-30,2024-10-31 00:00:00+00:00,254321000.0,-0.0637383464204686,253232000.0,2024-03-31,2024-04-25 00:00:00+00:00,267401000.0,-0.052987834750057,350056000.0,2024-09-30,2024-10-31 00:00:00+00:00,292906000.0,0.1951137907724662,1215499000.0,2024-09-30,2024-10-31 00:00:00+00:00,1023094000.0,0.188061898515679,274263000.0,2024-09-30,2024-10-31 00:00:00+00:00,109013000.0,2024-09-30,2024-10-31 00:00:00+00:00,88032000.0,0.2383337877135587,0.2879936552806707,0.1958956774131447,0.2083358357349533,0.0408071088499455,0.089685799823776,0.1675287268850077,,0.3039195569427004,0.497798905665313,0.0327127725432585,299879000.0,2018-06-30,2018-07-24 00:00:00+00:00,,,,,,,,,125006000.0,2024-03-31,2024-04-25 00:00:00+00:00,,0.1028433589826071,125010000.0,-3.199744020476736e-05,0.0124401583218085,0.0109301460823349,-0.0304088952444835,-0.0244526511164837,-0.0918834535556997,-0.0087887149858405,2024-10-31 00:00:00+00:00,2024-09-30|2024-09-30|2024-03-31|2024-09-30,0.1019429055821837,0.2133279237636998,0.0,0.188061898515679,0.1951137907724662,-0.052987834750057,-0.0111986450196672,2024-10-01 00:00:00+00:00,CADENCE DESIGN SYSTEMS INC,technology,True,2024-10-01 00:00:00+00:00,74213434265.74707,2024-11-01
2025-07-01 00:00:00+00:00,0000813672,813672,9013486000.0,2025-03-31,2025-05-01 00:00:00+00:00,23061000.0,2025-03-31,2025-05-01 00:00:00+00:00,49601000.0,-0.5350698574625512,2777674000.0,2025-03-31,2025-05-01 00:00:00+00:00,271973000.0,2025-03-31,2025-05-01 00:00:00+00:00,269606000.0,0.0087794782015238,4776257000.0,2025-03-31,2025-05-01 00:00:00+00:00,,,,273579000.0,2025-03-31,2025-05-01 00:00:00+00:00,247643000.0,0.1047314077119079,487021000.0,2025-03-31,2025-05-01 00:00:00+00:00,253232000.0,0.9232206040310862,361520000.0,2025-03-31,2025-05-01 00:00:00+00:00,249956000.0,0.4463345548816591,1242366000.0,2025-03-31,2025-05-01 00:00:00+00:00,1009103000.0,0.2311587617914128,273042000.0,2025-03-31,2025-05-01 00:00:00+00:00,107613000.0,2025-03-31,2025-05-01 00:00:00+00:00,88129000.0,0.2210850003971451,0.2909931533863611,0.2202080546312439,0.3920108889006943,0.0185621628409019,0.0866194020119675,0.3734487260597923,,0.3081686708117148,0.5299011947208883,0.0332700355888942,299879000.0,2018-06-30,2018-07-24 00:00:00+00:00,,,,,,,,,350007000.0,2025-03-31,2025-05-01 00:00:00+00:00,,0.2817261579920893,125006000.0,1.7999216037630197,0.1718028342694504,0.0029994981056904,0.183675053165741,0.2059199991747846,0.0091382136374118,-0.0001445949156852,2025-05-01 00:00:00+00:00,2025-03-31|2025-03-31|2025-03-31|2025-03-31,0.04309686327573378,0.25122076410919286,0.9762084387811432,0.2311587617914128,0.4463345548816591,0.9232206040310862,-0.0087794782015238,2025-04-01 00:00:00+00:00,CADENCE DESIGN SYSTEMS INC,technology,True,2025-04-01 00:00:00+00:00,69713888141.90674,2025-05-02
2025-10-01 00:00:00+00:00,0000813672,813672,9508698000.0,2025-06-30,2025-07-31 00:00:00+00:00,23061000.0,2025-03-31,2025-05-01 00:00:00+00:00,49601000.0,-0.5350698574625512,2822762000.0,2025-06-30,2025-07-31 00:00:00+00:00,271294000.0,2025-06-30,2025-07-31 00:00:00+00:00,270912000.0,0.0014100519725963,5006538000.0,2025-06-30,2025-07-31 00:00:00+00:00,,,,160051000.0,2025-06-30,2025-07-31 00:00:00+00:00,229520000.0,-0.3026707912164517,487021000.0,2025-03-31,2025-05-01 00:00:00+00:00,253232000.0,0.9232206040310862,241797000.0,2025-06-30,2025-07-31 00:00:00+00:00,293876000.0,-0.1772141991860513,1275441000.0,2025-06-30,2025-07-31 00:00:00+00:00,1060681000.0,0.2024736937872933,272490000.0,2025-06-30,2025-07-31 00:00:00+00:00,118325000.0,2025-06-30,2025-07-31 00:00:00+00:00,87569000.0,0.3512201806575385,0.1895791338054837,0.1254867924114091,0.3818451813921616,0.0180808049921556,0.0927718334285945,0.363764376400006,,0.296861042384562,0.5265219276077545,0.031537335605779,299879000.0,2018-06-30,2018-07-24 00:00:00+00:00,,,,,,,,,350007000.0,2025-03-31,2025-05-01 00:00:00+00:00,,0.2744203769519719,125006000.0,1.7999216037630197,0.2563583889807525,-0.1014140195808774,-0.0101657075085326,-0.0096843496597863,-0.0033792671131337,-0.0017326999831151,2025-07-31 00:00:00+00:00,2025-06-30|2025-06-30|2025-03-31|2025-06-30,-0.02868506800411949,-0.6235487540677104,0.0,0.2024736937872933,-0.1772141991860513,0.9232206040310862,-0.0014100519725963,2025-07-01 00:00:00+00:00,CADENCE DESIGN SYSTEMS INC,technology,True,2025-07-01 00:00:00+00:00,84137890633.48389,2025-08-01
2026-01-01 00:00:00+00:00,0000813672,813672,9599271000.0,2025-09-30,2025-10-30 00:00:00+00:00,23061000.0,2025-03-31,2025-05-01 00:00:00+00:00,49601000.0,-0.5350698574625512,2753246000.0,2025-09-30,2025-10-30 00:00:00+00:00,271152000.0,2025-09-30,2025-10-30 00:00:00+00:00,272244000.0,-0.0040111076828139,5199002000.0,2025-09-30,2025-10-30 00:00:00+00:00,,,,287122000.0,2025-09-30,2025-10-30 00:00:00+00:00,238111000.0,0.2058325738836088,487021000.0,2025-03-31,2025-05-01 00:00:00+00:00,253232000.0,0.9232206040310862,425390000.0,2025-09-30,2025-10-30 00:00:00+00:00,350056000.0,0.2152055671092625,1338838000.0,2025-09-30,2025-10-30 00:00:00+00:00,1215499000.0,0.101471905776969,272201000.0,2025-09-30,2025-10-30 00:00:00+00:00,116073000.0,2025-09-30,2025-10-30 00:00:00+00:00,109013000.0,0.0647629181840698,0.3177307486043867,0.2144561179171789,0.3637639505302359,0.0172246380816797,0.0866968221696725,0.3465393124485561,,0.2868182385933265,0.541603836374658,0.0312397681032236,299879000.0,2018-06-30,2018-07-24 00:00:00+00:00,,,,,,,,,350007000.0,2025-03-31,2025-05-01 00:00:00+00:00,,0.2614259529532325,125006000.0,1.7999216037630197,0.149307832613057,0.128151614798903,-0.0180812308619257,-0.0172250639514498,0.0150819087669035,-0.0002975675025553,2025-10-30 00:00:00+00:00,2025-09-30|2025-09-30|2025-03-31|2025-09-30,-0.10100178801032429,0.39241976629531383,0.0,0.101471905776969,0.2152055671092625,0.9232206040310862,0.0040111076828139,2025-10-01 00:00:00+00:00,CADENCE DESIGN SYSTEMS INC,technology,True,2025-10-01 00:00:00+00:00,95714840061.03516,2025-10-31
2023-07-01 00:00:00+00:00,0000814549,814549,1541550000.0,2023-03-31,2023-05-11 00:00:00+00:00,2445000.0,2023-03-31,2023-05-11 00:00:00+00:00,9303000.0,-0.7371815543373106,91763000.0,2023-03-31,2023-05-11 00:00:00+00:00,30841000.0,2023-03-31,2023-05-11 00:00:00+00:00,30712000.0,0.0042003125814014,673906000.0,2023-03-31,2023-05-11 00:00:00+00:00,867644000.0,2023-03-31,2023-05-11 00:00:00+00:00,6129000.0,2023-03-31,2023-05-11 00:00:00+00:00,18377000.0,-0.6664852805136856,7170000.0,2023-03-31,2023-05-11 00:00:00+00:00,5567000.0,0.2879468295311658,30485000.0,2023-03-31,2023-05-11 00:00:00+00:00,30110000.0,0.0124543341082696,242761000.0,2023-03-31,2023-05-11 00:00:00+00:00,286253000.0,-0.1519355255665443,30901440.0,2023-05-03,2023-05-24 23:59:59+00:00,644000.0,2023-03-31,2023-05-11 00:00:00+00:00,964000.0,-0.3319502074688797,0.125576183983424,0.0252470536865476,0.0295352218848991,0.0100716342410848,0.0026528149084902,0.0194635876438142,0.562838701307126,0.0595264506503194,0.437161298692874,0.4545483441990204,0.0,2014-12-31,2015-03-17 00:00:00+00:00,700709000.0,2018-12-31,2019-03-02 00:00:00+00:00,71380000.0,2020-12-31,2021-04-28 00:00:00+00:00,93072000.0,-0.2330668729585697,0.0,2020-03-31,2020-05-12 00:00:00+00:00,0.2940340499503627,0.0,10972000.0,-1.0,0.0042881681983514,0.0078540858383777,0.0079496706720447,0.0339495979422199,0.0082725760130349,-0.001181044343178,2023-05-11 00:00:00+00:00,2023-03-31|2023-03-31|2023-03-31|2023-03-31,-0.49703503739530885,-0.0666258478650031,0.6389610519606366,-0.1519355255665443,0.0124543341082696,0.2879468295311658,-0.0042003125814014,2023-04-01 00:00:00+00:00,EBIX INC,technology,True,2023-04-01 00:00:00+00:00,,2023-05-12
2023-10-01 00:00:00+00:00,0000814549,814549,1540508000.0,2023-06-30,2023-08-10 00:00:00+00:00,2445000.0,2023-03-31,2023-05-11 00:00:00+00:00,9303000.0,-0.7371815543373106,76399000.0,2023-06-30,2023-08-10 00:00:00+00:00,30866000.0,2023-06-30,2023-08-10 00:00:00+00:00,30745000.0,0.0039355992844365,676857000.0,2023-06-30,2023-08-10 00:00:00+00:00,863651000.0,2023-06-30,2023-08-10 00:00:00+00:00,-72000.0,2023-06-30,2023-08-10 00:00:00+00:00,18852000.0,-1.0038192234245704,7170000.0,2023-03-31,2023-05-11 00:00:00+00:00,5567000.0,0.2879468295311658,29141000.0,2023-06-30,2023-08-10 00:00:00+00:00,30107000.0,-0.0320855614973262,118430000.0,2023-06-30,2023-08-10 00:00:00+00:00,250781000.0,-0.5277552924663351,30901440.0,2023-08-07,2023-08-10 00:00:00+00:00,644000.0,2023-03-31,2023-05-11 00:00:00+00:00,964000.0,-0.3319502074688797,0.2460609642826986,-0.0006079540656928,0.0605420923752427,0.0206451068141518,0.0054378113653635,0.0398969855610909,0.5606274034279601,0.0495933808847471,0.4393725965720398,0.4548558008137575,0.0,2014-12-31,2015-03-17 00:00:00+00:00,700709000.0,2018-12-31,2019-03-02 00:00:00+00:00,71380000.0,2020-12-31,2021-04-28 00:00:00+00:00,93072000.0,-0.2330668729585697,0.0,2020-03-31,2020-05-12 00:00:00+00:00,0.6027189056826817,0.0,10972000.0,-1.0,0.0611500464409355,0.1204847802992746,0.0310068704903436,0.0204333979172766,0.0022112978791657,0.000307456614737,2023-08-10 00:00:00+00:00,2023-06-30|2023-06-30|2023-03-31|2023-06-30,-0.3758197668997908,-0.0445398956055958,0.0,-0.5277552924663351,-0.0320855614973262,0.2879468295311658,-0.0039355992844365,2023-07-01 00:00:00+00:00,EBIX INC,technology,True,2023-07-01 00:00:00+00:00,,2023-08-11
2024-01-01 00:00:00+00:00,0000814549,814549,1561991000.0,2023-09-30,2023-11-15 00:00:00+00:00,2445000.0,2023-03-31,2023-05-11 00:00:00+00:00,9303000.0,-0.7371815543373106,87096000.0,2023-09-30,2023-11-15 00:00:00+00:00,30866000.0,2023-09-30,2023-11-15 00:00:00+00:00,30777000.0,0.0028917698281183,651544000.0,2023-09-30,2023-11-15 00:00:00+00:00,910447000.0,2023-09-30,2023-11-15 00:00:00+00:00,-10729000.0,2023-09-30,2023-11-15 00:00:00+00:00,17526000.0,-1.6121761953668834,7170000.0,2023-03-31,2023-05-11 00:00:00+00:00,5567000.0,0.2879468295311658,20533000.0,2023-09-30,2023-11-15 00:00:00+00:00,30361000.0,-0.3237047528078786,119228000.0,2023-09-30,2023-11-15 00:00:00+00:00,257904000.0,-0.5377039518580558,30901440.0,2023-11-08,2023-11-15 00:00:00+00:00,644000.0,2023-03-31,2023-05-11 00:00:00+00:00,964000.0,-0.3319502074688797,0.1722162579259905,-0.0899872513168047,0.0601368805985171,0.0205069279028416,0.0054014157748179,0.0396299526956755,0.5828759576719712,0.05575960424868,0.4171240423280288,0.448599895902089,0.0,2014-12-31,2015-03-17 00:00:00+00:00,700709000.0,2018-12-31,2019-03-02 00:00:00+00:00,71380000.0,2020-12-31,2021-04-28 00:00:00+00:00,93072000.0,-0.2330668729585697,0.0,2020-03-31,2020-05-12 00:00:00+00:00,0.5986848726809139,0.0,10972000.0,-1.0,0.1501241319153219,-0.073844706356708,-0.0004052117767256,-0.0002670328654154,-0.022248554244011,-0.0062559049116684,2023-11-15 00:00:00+00:00,2023-09-30|2023-09-30|2023-03-31|2023-09-30,-0.009948659391720627,-0.29161919131055236,0.0,-0.5377039518580558,-0.3237047528078786,0.2879468295311658,-0.0028917698281183,2023-10-01 00:00:00+00:00,EBIX INC,technology,True,2023-10-01 00:00:00+00:00,,2023-11-17
2023-07-01 00:00:00+00:00,0000816761,816761,1986000000.0,2023-03-31,2023-05-06 00:00:00+00:00,4000000.0,2023-03-31,2023-05-06 00:00:00+00:00,1000000.0,3.0,555000000.0,2023-03-31,2023-05-06 00:00:00+00:00,101400000.0,2023-03-31,2023-05-06 00:00:00+00:00,105000000.0,-0.0342857142857142,230000000.0,2023-03-31,2023-05-06 00:00:00+00:00,1756000000.0,2023-03-31,2023-05-06 00:00:00+00:00,40000000.0,2023-03-31,2023-05-06 00:00:00+00:00,36000000.0,0.1111111111111111,109000000.0,2023-03-31,2023-05-06 00:00:00+00:00,151000000.0,-0.2781456953642384,79000000.0,2023-03-31,2023-05-06 00:00:00+00:00,68000000.0,0.161764705882353,476000000.0,2023-03-31,2023-05-06 00:00:00+00:00,496000000.0,-0.0403225806451612,101100000.0,2023-04-28,2023-05-06 00:00:00+00:00,28000000.0,2023-03-31,2023-05-06 00:00:00+00:00,31000000.0,-0.0967741935483871,0.1659663865546218,0.0840336134453781,0.2289915966386554,0.0084033613445378,0.0588235294117647,0.2205882352941176,0.8841893252769386,0.2794561933534743,0.1158106747230614,0.2507552870090634,0.0,2023-03-31,2023-05-06 00:00:00+00:00,498000000.0,2023-03-31,2023-05-06 00:00:00+00:00,302000000.0,2023-03-31,2023-05-06 00:00:00+00:00,301000000.0,0.0033222591362125,84000000.0,2023-03-31,2023-05-06 00:00:00+00:00,0.634453781512605,0.1764705882352941,300000000.0,-0.72,0.1449579831932773,0.1060143481853172,-0.1331187151119441,-0.1391239949217096,-0.011785764446078,0.0044644858221198,2023-05-06 00:00:00+00:00,2023-03-31|2023-03-31|2023-03-31|2023-03-31,0.053155680224404006,0.3284313725490196,-0.6508729680915112,-0.0403225806451612,0.161764705882353,-0.2781456953642384,0.0342857142857142,2023-04-01 00:00:00+00:00,TERADATA CORP /DE/,technology,True,2023-04-01 00:00:00+00:00,4060223876.953126,2023-05-12
2023-10-01 00:00:00+00:00,0000816761,816761,1869000000.0,2023-06-30,2023-08-09 00:00:00+00:00,4000000.0,2023-03-31,2023-05-06 00:00:00+00:00,1000000.0,3.0,506000000.0,2023-06-30,2023-08-09 00:00:00+00:00,101000000.0,2023-06-30,2023-08-09 00:00:00+00:00,103500000.0,-0.0241545893719806,218000000.0,2023-06-30,2023-08-09 00:00:00+00:00,1651000000.0,2023-06-30,2023-08-09 00:00:00+00:00,17000000.0,2023-06-30,2023-08-09 00:00:00+00:00,-4000000.0,-5.25,109000000.0,2023-03-31,2023-05-06 00:00:00+00:00,151000000.0,-0.2781456953642384,33000000.0,2023-06-30,2023-08-09 00:00:00+00:00,14000000.0,1.3571428571428572,462000000.0,2023-06-30,2023-08-09 00:00:00+00:00,430000000.0,0.0744186046511627,99900000.0,2023-07-28,2023-08-09 00:00:00+00:00,28000000.0,2023-03-31,2023-05-06 00:00:00+00:00,31000000.0,-0.0967741935483871,0.0714285714285714,0.0367965367965368,0.2359307359307359,0.0086580086580086,0.0606060606060606,0.2272727272727272,0.8833600856072766,0.270733012306046,0.1166399143927233,0.2664526484751204,6000000.0,2023-06-30,2023-08-09 00:00:00+00:00,492000000.0,2023-06-30,2023-08-09 00:00:00+00:00,276000000.0,2023-06-30,2023-08-09 00:00:00+00:00,258000000.0,0.069767441860465,84000000.0,2023-03-31,2023-05-06 00:00:00+00:00,0.5974025974025974,0.1818181818181818,300000000.0,-0.72,0.1991341991341991,-0.0945378151260504,0.0069391392920804,0.0066844919786096,0.0008292396696619,0.0156973614660569,2023-08-09 00:00:00+00:00,2023-06-30|2023-06-30|2023-03-31|2023-06-30,0.1147411852963239,1.1953781512605042,0.0,0.0744186046511627,1.3571428571428572,-0.2781456953642384,0.0241545893719806,2023-07-01 00:00:00+00:00,TERADATA CORP /DE/,technology,True,2023-07-01 00:00:00+00:00,5399750984.573364,2023-08-11
2024-01-01 00:00:00+00:00,0000816761,816761,1740000000.0,2023-09-30,2023-11-08 00:00:00+00:00,4000000.0,2023-03-31,2023-05-06 00:00:00+00:00,1000000.0,3.0,349000000.0,2023-09-30,2023-11-08 00:00:00+00:00,99200000.0,2023-09-30,2023-11-08 00:00:00+00:00,102700000.0,-0.0340798442064265,122000000.0,2023-09-30,2023-11-08 00:00:00+00:00,1618000000.0,2023-09-30,2023-11-08 00:00:00+00:00,12000000.0,2023-09-30,2023-11-08 00:00:00+00:00,8000000.0,0.5,109000000.0,2023-03-31,2023-05-06 00:00:00+00:00,151000000.0,-0.2781456953642384,27000000.0,2023-09-30,2023-11-08 00:00:00+00:00,25000000.0,0.08,438000000.0,2023-09-30,2023-11-08 00:00:00+00:00,417000000.0,0.0503597122302157,97800000.0,2023-10-31,2023-11-08 00:00:00+00:00,28000000.0,2023-03-31,2023-05-06 00:00:00+00:00,31000000.0,-0.0967741935483871,0.0616438356164383,0.0273972602739726,0.2488584474885844,0.0091324200913242,0.0639269406392694,0.2397260273972602,0.9298850574712644,0.2005747126436781,0.0701149425287356,0.2862068965517241,12000000.0,2023-09-30,2023-11-08 00:00:00+00:00,486000000.0,2023-09-30,2023-11-08 00:00:00+00:00,259000000.0,2023-09-30,2023-11-08 00:00:00+00:00,259000000.0,0.0,84000000.0,2023-03-31,2023-05-06 00:00:00+00:00,0.591324200913242,0.1917808219178082,300000000.0,-0.72,0.2214611872146118,-0.009784735812133,0.0129277115578485,0.0124533001245329,-0.0465249718639877,0.0197542480766037,2023-11-08 00:00:00+00:00,2023-09-30|2023-09-30|2023-03-31|2023-09-30,-0.024058892420947005,-1.2771428571428571,0.0,0.0503597122302157,0.08,-0.2781456953642384,0.0340798442064265,2023-10-01 00:00:00+00:00,TERADATA CORP /DE/,technology,True,2023-10-01 00:00:00+00:00,4497498045.730591,2023-11-10
2024-07-01 00:00:00+00:00,0000816761,816761,1745000000.0,2024-03-31,2024-05-08 00:00:00+00:00,6000000.0,2024-03-31,2024-05-08 00:00:00+00:00,4000000.0,0.5,338000000.0,2024-03-31,2024-05-08 00:00:00+00:00,97400000.0,2024-03-31,2024-05-08 00:00:00+00:00,101400000.0,-0.039447731755424,54000000.0,2024-03-31,2024-05-08 00:00:00+00:00,1691000000.0,2024-03-31,2024-05-08 00:00:00+00:00,20000000.0,2024-03-31,2024-05-08 00:00:00+00:00,40000000.0,-0.5,27000000.0,2024-03-31,2024-05-08 00:00:00+00:00,109000000.0,-0.7522935779816513,48000000.0,2024-03-31,2024-05-08 00:00:00+00:00,79000000.0,-0.3924050632911392,465000000.0,2024-03-31,2024-05-08 00:00:00+00:00,476000000.0,-0.023109243697479,96700000.0,2024-04-26,2024-05-08 00:00:00+00:00,34000000.0,2024-03-31,2024-05-08 00:00:00+00:00,28000000.0,0.2142857142857142,0.1032258064516129,0.043010752688172,0.0580645161290322,0.0129032258064516,0.0731182795698924,0.0451612903225806,0.969054441260745,0.1936962750716332,0.030945558739255,0.2859598853868195,25000000.0,2024-03-31,2024-05-08 00:00:00+00:00,474000000.0,2024-03-31,2024-05-08 00:00:00+00:00,284000000.0,2024-03-31,2024-05-08 00:00:00+00:00,302000000.0,-0.0596026490066224,124000000.0,2024-03-31,2024-05-08 00:00:00+00:00,0.610752688172043,0.2666666666666666,84000000.0,0.4761904761904763,0.0150537634408602,0.0415819708351745,-0.1907939313595522,-0.1945647370746796,-0.0411313232682196,0.0195423733740058,2024-05-08 00:00:00+00:00,2024-03-31|2024-03-31|2024-03-31|2024-03-31,-0.0734689559276947,-0.47240506329113924,-0.4741478826174129,-0.023109243697479,-0.3924050632911392,-0.7522935779816513,0.039447731755424,2024-04-01 00:00:00+00:00,TERADATA CORP /DE/,technology,True,2024-04-01 00:00:00+00:00,3766457821.6552734,2024-05-10
2024-10-01 00:00:00+00:00,0000816761,816761,1622000000.0,2024-06-30,2024-08-07 00:00:00+00:00,6000000.0,2024-03-31,2024-05-08 00:00:00+00:00,4000000.0,0.5,301000000.0,2024-06-30,2024-08-07 00:00:00+00:00,96500000.0,2024-06-30,2024-08-07 00:00:00+00:00,101000000.0,-0.0445544554455445,75000000.0,2024-06-30,2024-08-07 00:00:00+00:00,1547000000.0,2024-06-30,2024-08-07 00:00:00+00:00,37000000.0,2024-06-30,2024-08-07 00:00:00+00:00,17000000.0,1.176470588235294,27000000.0,2024-03-31,2024-05-08 00:00:00+00:00,109000000.0,-0.7522935779816513,66000000.0,2024-06-30,2024-08-07 00:00:00+00:00,33000000.0,1.0,436000000.0,2024-06-30,2024-08-07 00:00:00+00:00,462000000.0,-0.0562770562770562,96100000.0,2024-07-26,2024-08-07 00:00:00+00:00,34000000.0,2024-03-31,2024-05-08 00:00:00+00:00,28000000.0,0.2142857142857142,0.1513761467889908,0.0848623853211009,0.0619266055045871,0.0137614678899082,0.0779816513761468,0.0481651376146789,0.9537607891491984,0.1855733662145499,0.0462392108508014,0.3033292231812577,25000000.0,2024-06-30,2024-08-07 00:00:00+00:00,467000000.0,2024-06-30,2024-08-07 00:00:00+00:00,265000000.0,2024-06-30,2024-08-07 00:00:00+00:00,276000000.0,-0.039855072463768,124000000.0,2024-03-31,2024-05-08 00:00:00+00:00,0.6077981651376146,0.2844036697247706,84000000.0,0.4761904761904763,-0.0229357798165137,0.0481503403373779,0.0038620893755548,0.0030038472920982,0.0152936521115464,0.0173693377944382,2024-08-07 00:00:00+00:00,2024-06-30|2024-06-30|2024-03-31|2024-06-30,-0.033167812579577204,1.3924050632911391,0.0,-0.0562770562770562,1.0,-0.7522935779816513,0.0445544554455445,2024-07-01 00:00:00+00:00,TERADATA CORP /DE/,technology,True,2024-07-01 00:00:00+00:00,3341952132.797241,2024-08-09
