decision_at,event_time,cik10,company_name_as_filed,sector,market_cap,score
2024-12-06,2024-11-13 00:00:00+00:00,0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,69327900.0,-0.005303030303030321
2024-12-06,2024-11-08 00:00:00+00:00,0001658566,PERMIAN RESOURCES CORP,energy,10922526770.150826,-0.03675645342312009
2025-05-09,2025-05-01 00:00:00+00:00,0000813672,CADENCE DESIGN SYSTEMS INC,technology,69713888141.90674,0.504792404918661
2025-05-09,2025-05-01 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,3595252370.916077,0.48834125738971057
2025-05-09,2025-05-07 00:00:00+00:00,0001321655,PALANTIR TECHNOLOGIES INC.,technology,197394301568.718,0.48022795895713666
2025-05-09,2025-04-24 00:00:00+00:00,0000033213,EQT CORP,energy,31921272812.324524,0.4187146187146187
2025-05-09,2025-05-02 00:00:00+00:00,0001315098,ROBLOX CORP,technology,38845564120.12482,0.39740904616565637
2025-05-09,2025-05-01 00:00:00+00:00,0001433270,ANTERO RESOURCES CORP,energy,12584118772.6593,0.3682983682983683
2025-05-09,2025-05-08 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,90100859997.92,0.366161628048196
2025-05-09,2025-05-07 00:00:00+00:00,0001831651,"SHOALS TECHNOLOGIES GROUP, INC.",technology,555495748.8303185,0.2981820979933751
2025-05-09,2025-05-02 00:00:00+00:00,0000023194,COMSTOCK RESOURCES INC,energy,5957972687.755894,0.2748584748584748
2025-05-09,2025-04-30 00:00:00+00:00,0000895126,EXPAND ENERGY CORP,energy,25904157138.46561,0.27099567099567096
2025-05-09,2025-05-01 00:00:00+00:00,0000789019,MICROSOFT CORP,technology,2790642700092.874,0.2463054174364328
2025-05-09,2025-05-07 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,4593633246.092102,0.2409815637532454
2025-05-09,2025-05-06 00:00:00+00:00,0001827090,"CERTARA, INC.",technology,1594075911.0765932,0.23769799307279477
2025-05-09,2025-04-19 00:00:00+00:00,0000009092,BADGER METER INC,technology,5595422393.25,0.2335280946872036
2025-05-09,2025-04-25 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4685558557.945358,0.23117623117623115
2025-05-09,2025-04-26 00:00:00+00:00,0000820313,AMPHENOL CORP /DE/,technology,79434805373.01852,0.2259309277669272
2025-05-09,2025-05-01 00:00:00+00:00,0001809987,"MIRION TECHNOLOGIES, INC.",technology,2996802000.0,0.21051950249497842
2025-05-09,2025-05-08 23:59:59+00:00,0001616543,"SENSEONICS HOLDINGS, INC.",technology,6022407815.476636,0.20961107821675423
2025-05-09,2025-05-08 00:00:00+00:00,0001725057,"DAYFORCE, INC.",technology,9269894769.79,0.2036127169081514
2025-05-09,2025-05-08 00:00:00+00:00,0001410384,"Q2 HOLDINGS, INC.",technology,4858846289.588974,0.18618334728759106
2025-05-09,2025-04-25 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,24016101538.085938,0.18055186730391648
2025-05-09,2025-05-03 00:00:00+00:00,0001562088,"DUOLINGO, INC.",technology,14896293669.891356,0.17570843997503172
2025-05-09,2025-05-01 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,246633756.65283203,0.16986346986346987
2025-05-09,2025-04-24 00:00:00+00:00,0001674101,VERTIV HOLDINGS CO,technology,27491995786.165146,0.1691521189971084
2025-05-09,2025-05-06 00:00:00+00:00,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,27761321745.117188,0.14387718856474366
2025-05-09,2025-05-02 00:00:00+00:00,0001833756,"LEONARDO DRS, INC.",technology,8718385426.338978,0.14209113856059916
2025-05-09,2025-05-07 00:00:00+00:00,0001162194,STANDARD BIOTOOLS INC.,technology,409305287.2243302,0.129611013986014
2025-05-09,2025-05-08 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,3295172767.5578003,0.1292226292226292
2025-05-09,2025-05-07 00:00:00+00:00,0001510295,MARATHON PETROLEUM CORP,energy,45539173872.89459,0.04951714951714954
2025-05-09,2025-05-08 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",energy,98179830.9240866,-0.02687312687312684
2025-05-16,2025-04-25 00:00:00+00:00,0001910139,MOBILEYE GLOBAL INC.,technology,11678399690.62805,0.6761632154364284
2025-05-16,2025-05-12 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,523365569.77940655,0.5241758241758242
2025-05-16,2025-05-01 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,3595252370.916077,0.5082192802914118
2025-05-16,2025-05-01 00:00:00+00:00,0000813672,CADENCE DESIGN SYSTEMS INC,technology,69713888141.90674,0.48519184257876596
2025-05-16,2025-05-06 00:00:00+00:00,0001627475,"UPWORK, INC",technology,1767748001.5868711,0.46721325586163315
2025-05-16,2025-05-08 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,8357996567.840576,0.4595870155410993
2025-05-16,2025-05-07 00:00:00+00:00,0001321655,PALANTIR TECHNOLOGIES INC.,technology,197394301568.718,0.4548533520754665
2025-05-16,2025-05-13 00:00:00+00:00,0001830043,BUMBLE INC.,technology,521197406.0845184,0.4483216182989682
2025-05-16,2025-05-09 00:00:00+00:00,0001861795,DEFINITIVE HEALTHCARE CORP.,technology,326313741.0948694,0.4294335914716682
2025-05-16,2025-04-24 00:00:00+00:00,0000033213,EQT CORP,energy,31921272812.324524,0.4130128205128205
2025-05-16,2025-05-02 00:00:00+00:00,0001315098,ROBLOX CORP,technology,38845564120.12482,0.3939296824866318
2025-05-16,2025-05-09 00:00:00+00:00,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",technology,951101175.3590012,0.34851188267212996
2025-05-16,2025-05-08 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,166487902354.1656,0.34292445805419075
2025-05-16,2025-05-08 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,90100859997.92,0.3407968380285788
2025-05-16,2025-05-09 00:00:00+00:00,0001451809,SITIME CORP,technology,3607400309.746216,0.3064284020122755
2025-05-16,2025-05-10 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,18760474003.26892,0.3049627790795621
2025-05-16,2025-05-01 00:00:00+00:00,0001433270,ANTERO RESOURCES CORP,energy,12584118772.6593,0.30355311355311354
2025-05-16,2025-05-07 00:00:00+00:00,0001831651,"SHOALS TECHNOLOGIES GROUP, INC.",technology,555495748.8303185,0.2884991589095146
2025-05-16,2025-04-19 00:00:00+00:00,0000009092,BADGER METER INC,technology,5595422393.25,0.2652091329406566
2025-05-16,2025-05-02 00:00:00+00:00,0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,technology,37838086821.0,0.2650548131833193
2025-05-16,2025-05-07 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,4593633246.092102,0.2624532198199324
2025-05-16,2025-05-10 00:00:00+00:00,0001800667,JFROG LTD,technology,3612097632.0,0.2580088660879182
2025-05-16,2025-05-02 00:00:00+00:00,0000023194,COMSTOCK RESOURCES INC,energy,5957972687.755894,0.25473443223443226
2025-05-16,2025-05-08 00:00:00+00:00,0001410384,"Q2 HOLDINGS, INC.",technology,4858846289.588974,0.25297454139162784
2025-05-16,2025-05-09 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3009769423.728737,0.2506874053721648
2025-05-16,2025-04-30 00:00:00+00:00,0000895126,EXPAND ENERGY CORP,energy,25904157138.46561,0.19626373626373622
2025-05-16,2025-04-25 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4685558557.945358,0.1824074074074074
2025-05-16,2025-05-01 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,246633756.65283203,0.07315934065934063
2025-05-16,2025-05-08 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,3295172767.5578003,-0.009126984126984143
2025-05-16,2025-05-09 00:00:00+00:00,0001064728,PEABODY ENERGY CORP,energy,1647241287.7371836,-0.013525641025641032
2025-05-23,2025-04-25 00:00:00+00:00,0001910139,MOBILEYE GLOBAL INC.,technology,11678399690.62805,0.680301756392885
2025-05-23,2025-05-01 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,3595252370.916077,0.5737734912354113
2025-05-23,2025-05-12 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,523365569.77940655,0.5656935817805382
2025-05-23,2025-05-13 00:00:00+00:00,0001830043,BUMBLE INC.,technology,521197406.0845184,0.4991086636795611
2025-05-23,2025-05-01 00:00:00+00:00,0000813672,CADENCE DESIGN SYSTEMS INC,technology,69713888141.90674,0.49518214458952825
2025-05-23,2025-05-08 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,8357996567.840576,0.49076554288183016
2025-05-23,2025-05-07 00:00:00+00:00,0001321655,PALANTIR TECHNOLOGIES INC.,technology,197394301568.718,0.47124446813133575
2025-05-23,2025-05-06 00:00:00+00:00,0001627475,"UPWORK, INC",technology,1767748001.5868711,0.4594732998975181
2025-05-23,2025-05-08 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,166487902354.1656,0.45490073406624854
2025-05-23,2025-05-02 00:00:00+00:00,0001315098,ROBLOX CORP,technology,38845564120.12482,0.41651463224322294
2025-05-23,2025-05-09 00:00:00+00:00,0001861795,DEFINITIVE HEALTHCARE CORP.,technology,326313741.0948694,0.41543741465875605
2025-05-23,2025-05-02 00:00:00+00:00,0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,technology,37838086821.0,0.364716338945086
2025-05-23,2025-05-09 00:00:00+00:00,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",technology,951101175.3590012,0.3599475694881171
2025-05-23,2025-05-08 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,90100859997.92,0.3577018374150236
2025-05-23,2025-05-09 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3009769423.728737,0.34904358295925414
2025-05-23,2025-05-09 00:00:00+00:00,0001451809,SITIME CORP,technology,3607400309.746216,0.3468389507996926
2025-05-23,2025-05-14 00:00:00+00:00,0001038074,SILICON LABORATORIES INC.,technology,3653761027.694702,0.3323237414899958
2025-05-23,2025-05-07 00:00:00+00:00,0001831651,"SHOALS TECHNOLOGIES GROUP, INC.",technology,555495748.8303185,0.33090752779530846
2025-05-23,2025-05-10 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,18760474003.26892,0.3295541996769499
2025-05-23,2025-05-10 00:00:00+00:00,0001800667,JFROG LTD,technology,3612097632.0,0.3288813625038651
2025-05-23,2025-05-22 00:00:00+00:00,0000866374,FLEX LTD.,technology,12673049760.882645,0.32703097015797383
2025-05-23,2025-05-13 00:00:00+00:00,0001084991,NATURAL GAS SERVICES GROUP INC,energy,274768279.7524528,0.3246943115364168
2025-05-23,2025-05-07 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,4593633246.092102,0.3182193642522536
2025-05-23,2025-05-02 00:00:00+00:00,0000023194,COMSTOCK RESOURCES INC,energy,5957972687.755894,0.310624502626791
2025-05-23,2025-04-25 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4685558557.945358,0.2521132651567434
2025-05-23,2025-04-30 00:00:00+00:00,0000895126,EXPAND ENERGY CORP,energy,25904157138.46561,0.2180201326768832
2025-05-23,2025-05-07 00:00:00+00:00,0001510295,MARATHON PETROLEUM CORP,energy,45539173872.89459,0.2081261784236612
2025-05-23,2025-05-01 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,246633756.65283203,0.1987609669760699
2025-05-23,2025-05-09 00:00:00+00:00,0001064728,PEABODY ENERGY CORP,energy,1647241287.7371836,0.19004274520292824
2025-05-23,2025-04-25 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,41599083241.29425,0.13934193190486094
2025-05-30,2025-05-12 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,523365569.77940655,0.5329670329670331
2025-05-30,2025-05-13 00:00:00+00:00,0001830043,BUMBLE INC.,technology,521197406.0845184,0.513340057888467
2025-05-30,2025-05-08 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,8357996567.840576,0.5110453596936366
2025-05-30,2025-05-07 00:00:00+00:00,0001321655,PALANTIR TECHNOLOGIES INC.,technology,197394301568.718,0.466842105885684
2025-05-30,2025-05-06 00:00:00+00:00,0001627475,"UPWORK, INC",technology,1767748001.5868711,0.422670072746617
2025-05-30,2025-05-02 00:00:00+00:00,0001315098,ROBLOX CORP,technology,38845564120.12482,0.421867519317633
2025-05-30,2025-05-08 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,166487902354.1656,0.4153309437081843
2025-05-30,2025-05-08 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,90100859997.92,0.4073119858445099
2025-05-30,2025-05-09 00:00:00+00:00,0001451809,SITIME CORP,technology,3607400309.746216,0.37129937702496885
2025-05-30,2025-05-14 00:00:00+00:00,0001038074,SILICON LABORATORIES INC.,technology,3653761027.694702,0.35301360317724834
2025-05-30,2025-05-02 00:00:00+00:00,0000023194,COMSTOCK RESOURCES INC,energy,5957972687.755894,0.34437229437229444
2025-05-30,2025-05-22 00:00:00+00:00,0000866374,FLEX LTD.,technology,12673049760.882645,0.3425335275850034
2025-05-30,2025-05-09 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3009769423.728737,0.3398574031800302
2025-05-30,2025-05-10 00:00:00+00:00,0001800667,JFROG LTD,technology,3612097632.0,0.3243051919897005
2025-05-30,2025-05-02 00:00:00+00:00,0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,technology,37838086821.0,0.3117584709036724
2025-05-30,2025-05-14 23:59:59+00:00,0001411690,"BIONANO GENOMICS, INC.",technology,4404494275.065651,0.3075126526332254
2025-05-30,2025-05-07 00:00:00+00:00,0001831651,"SHOALS TECHNOLOGIES GROUP, INC.",technology,555495748.8303185,0.3001121555943114
2025-05-30,2025-05-20 23:59:59+00:00,0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",technology,491556094.28982925,0.29956807167806454
2025-05-30,2025-05-10 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,18760474003.26892,0.29566987461200783
2025-05-30,2025-05-09 00:00:00+00:00,0001861795,DEFINITIVE HEALTHCARE CORP.,technology,326313741.0948694,0.2868917993420081
2025-05-30,2025-05-10 00:00:00+00:00,0000796505,"CLEARFIELD, INC.",technology,419989269.93664354,0.28453666887389556
2025-05-30,2025-05-13 00:00:00+00:00,0001084991,NATURAL GAS SERVICES GROUP INC,energy,274768279.7524528,0.2755244755244755
2025-05-30,2025-05-13 23:59:59+00:00,0001726445,"SEER, INC.",technology,124115339.040792,0.27237967601605456
2025-05-30,2025-05-07 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,4593633246.092102,0.27160135420797754
2025-05-30,2025-05-07 00:00:00+00:00,0001510295,MARATHON PETROLEUM CORP,energy,45539173872.89459,0.16881451881451884
2025-05-30,2025-05-16 23:59:59+00:00,0001899883,FTAI INFRASTRUCTURE INC.,energy,983208190.9761372,0.1382783882783883
2025-05-30,2025-05-09 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,780704852.6307964,0.1237762237762238
2025-05-30,2025-05-09 00:00:00+00:00,0001064728,PEABODY ENERGY CORP,energy,1647241287.7371836,0.0803862803862804
2025-05-30,2025-05-08 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",energy,98179830.9240866,0.019064269064269078
2025-05-30,2025-05-08 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,3295172767.5578003,-0.02845302845302844
2025-06-06,2025-05-12 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,523365569.77940655,0.6006432748538012
2025-06-06,2025-05-13 00:00:00+00:00,0001830043,BUMBLE INC.,technology,521197406.0845184,0.46956281031426417
2025-06-06,2025-05-14 00:00:00+00:00,0001038074,SILICON LABORATORIES INC.,technology,3653761027.694702,0.45119641795262044
2025-06-06,2025-05-09 00:00:00+00:00,0001841666,APA CORP,energy,7652632088.975418,0.42845029239766086
2025-06-06,2025-05-09 00:00:00+00:00,0001928446,"GRANITE RIDGE RESOURCES, INC.",energy,795341218.1797829,0.42405782975958417
2025-06-06,2025-05-13 00:00:00+00:00,0001084991,NATURAL GAS SERVICES GROUP INC,energy,274768279.7524528,0.38280701754385965
2025-06-06,2025-05-09 00:00:00+00:00,0001451809,SITIME CORP,technology,3607400309.746216,0.38133322398677005
2025-06-06,2025-05-13 00:00:00+00:00,0000833640,POWER INTEGRATIONS INC,technology,2875116500.0,0.3710376834757695
2025-06-06,2025-05-09 00:00:00+00:00,0001861795,DEFINITIVE HEALTHCARE CORP.,technology,326313741.0948694,0.3688279523868093
2025-06-06,2025-06-05 00:00:00+00:00,0001535527,"CROWDSTRIKE HOLDINGS, INC.",technology,21642769895.751957,0.3520096816756152
2025-06-06,2025-05-22 00:00:00+00:00,0000866374,FLEX LTD.,technology,12673049760.882645,0.34333722205009004
2025-06-06,2025-05-09 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,3009769423.728737,0.32885560125567387
2025-06-06,2025-05-10 00:00:00+00:00,0001511737,UBIQUITI INC.,technology,18760474003.26892,0.3221103647574144
2025-06-06,2025-05-10 00:00:00+00:00,0001800667,JFROG LTD,technology,3612097632.0,0.3134595561158121
2025-06-06,2025-05-09 00:00:00+00:00,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",technology,951101175.3590012,0.3010077029858246
2025-06-06,2025-05-20 23:59:59+00:00,0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",technology,491556094.28982925,0.29864641325606506
2025-06-06,2025-05-10 00:00:00+00:00,0000796505,"CLEARFIELD, INC.",technology,419989269.93664354,0.2934087548034381
2025-06-06,2025-05-09 00:00:00+00:00,0001049502,MKS INSTRUMENTS INC,technology,5400313540.560036,0.2873588396711992
2025-06-06,2025-05-16 23:59:59+00:00,0001899883,FTAI INFRASTRUCTURE INC.,energy,983208190.9761372,0.2760416666666667
2025-06-06,2025-05-09 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,424198540.85395616,0.2685672514619883
2025-06-06,2025-05-09 00:00:00+00:00,0001441683,APPIAN CORP,technology,2131939960.4797363,0.264441754740173
2025-06-06,2025-06-03 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,37685284539.61426,0.24380181984782662
2025-06-06,2025-05-14 23:59:59+00:00,0001411690,"BIONANO GENOMICS, INC.",technology,4404494275.065651,0.24274282773009928
2025-06-06,2025-05-23 00:00:00+00:00,0000006281,ANALOG DEVICES INC,technology,100023576418.44994,0.23346463469684214
2025-06-06,2025-05-09 00:00:00+00:00,0001477333,"CLOUDFLARE, INC.",technology,38580098475.83007,0.21772696869445385
2025-06-06,2025-05-13 00:00:00+00:00,0001834494,"MERIDIANLINK, INC.",technology,1419883096.87,0.20977672669003028
2025-06-06,2025-05-09 00:00:00+00:00,0000807863,MITEK SYSTEMS INC,technology,373260648.75,0.2087739575253705
2025-06-06,2025-05-09 00:00:00+00:00,0001486159,CHORD ENERGY CORP,energy,6721443625.109985,0.1989603638726445
2025-06-06,2025-05-09 00:00:00+00:00,0001064728,PEABODY ENERGY CORP,energy,1647241287.7371836,0.16529239766081874
2025-06-06,2025-05-13 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",energy,1596013720.523636,0.0482293697205978
2025-08-01,2025-07-29 00:00:00+00:00,0001030894,CELESTICA INC,technology,17951398067.985535,0.6350472813238771
2025-08-01,2025-07-23 00:00:00+00:00,0001133421,NORTHROP GRUMMAN CORP /DE/,technology,71961215517.54227,0.4905737632703405
2025-08-01,2025-07-29 23:59:59+00:00,0001507605,"MARATHON DIGITAL HOLDINGS, INC.",technology,5518227196.0398245,0.47324534161490683
2025-08-01,2025-07-11 00:00:00+00:00,0001800347,"E2OPEN PARENT HOLDINGS, INC.",technology,1001842882.25,0.47277102330293824
2025-08-01,2025-07-31 00:00:00+00:00,0001604778,"QORVO, INC.",technology,7898768289.55838,0.44753700277520814
2025-08-01,2025-07-25 00:00:00+00:00,0001792580,OVINTIV INC.,energy,9885961084.476875,0.429020979020979
2025-08-01,2025-07-30 00:00:00+00:00,0001549346,"SHUTTERSTOCK, INC.",technology,668410195.56427,0.3330985786235555
2025-08-01,2025-07-24 00:00:00+00:00,0001288469,"MAXLINEAR, INC",technology,1227371985.4948995,0.3300031936919079
2025-08-01,2025-07-26 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,17520991324.958443,0.30756280756280757
2025-08-01,2025-07-31 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,5680191669.25,0.24887908755855107
2025-08-01,2025-07-30 00:00:00+00:00,0001699039,"RANGER ENERGY SERVICES, INC.",energy,266367719.3388319,0.22156177156177154
2025-08-01,2025-07-25 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2084318551.087219,0.18304195804195805
2025-08-01,2025-07-25 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,42101166211.322464,0.17902097902097902
2025-08-01,2025-07-26 00:00:00+00:00,0000820313,AMPHENOL CORP /DE/,technology,119447909248.75,0.15074791125207404
2025-08-01,2025-07-30 00:00:00+00:00,0001047127,"AMKOR TECHNOLOGY, INC.",technology,5185711428.573303,0.14050742992232354
2025-08-01,2025-07-31 23:59:59+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,3194793525.195565,0.11548243102359661
2025-08-01,2025-07-26 00:00:00+00:00,0001520006,MATADOR RESOURCES CO,energy,5974675191.955383,0.11357161357161358
2025-08-01,2025-07-23 00:00:00+00:00,0001013857,PEGASYSTEMS INC,technology,9214936570.032885,0.11166002231913426
2025-08-01,2025-07-25 00:00:00+00:00,0001708055,RIBBON COMMUNICATIONS INC.,technology,707943028.2678032,0.11116301778188924
2025-08-01,2025-07-30 00:00:00+00:00,0001477294,SENSATA TECHNOLOGIES HOLDING PLC,technology,4404797890.848449,0.1067475816859104
2025-08-01,2025-07-31 00:00:00+00:00,0001674101,VERTIV HOLDINGS CO,technology,48937717302.628845,0.08983469891194219
2025-08-01,2025-07-30 00:00:00+00:00,0000844965,TETRA TECHNOLOGIES INC,energy,447125165.2400899,0.08899896399896401
2025-08-01,2025-07-29 00:00:00+00:00,0000897723,SANMINA CORP,technology,5230364336.705153,0.08754228888595214
2025-08-01,2025-07-31 00:00:00+00:00,0001699838,"CONFLUENT, INC.",technology,8370394636.86,0.08242188303011613
2025-08-01,2025-07-31 00:00:00+00:00,0001121788,GARMIN LTD,technology,40187252931.35596,0.08027887905084946
2025-08-01,2025-07-09 00:00:00+00:00,0001616533,"PENGUIN SOLUTIONS, INC.",technology,1063352375.5030918,0.06750036709102389
2025-08-01,2025-07-31 00:00:00+00:00,0000048898,HUBBELL INC,technology,21797901719.40628,0.05959816585009311
2025-08-01,2025-07-26 00:00:00+00:00,0000866374,FLEX LTD.,technology,18635914867.15869,0.04984321542369648
2025-08-01,2025-07-30 00:00:00+00:00,0000889900,PATTERSON UTI ENERGY INC,energy,2288902997.920936,0.046853146853146885
2025-08-01,2025-07-25 00:00:00+00:00,0000087347,SCHLUMBERGER LIMITED/NV,energy,45973462867.47901,0.03199300699300698
2025-08-08,2025-07-29 00:00:00+00:00,0001030894,CELESTICA INC,technology,17951398067.985535,0.7081447963800905
2025-08-08,2025-07-23 00:00:00+00:00,0001133421,NORTHROP GRUMMAN CORP /DE/,technology,71961215517.54227,0.4963650043225726
2025-08-08,2025-07-11 00:00:00+00:00,0001800347,"E2OPEN PARENT HOLDINGS, INC.",technology,1001842882.25,0.47176807970151624
2025-08-08,2025-07-31 00:00:00+00:00,0001604778,"QORVO, INC.",technology,7898768289.55838,0.4063882260137498
2025-08-08,2025-08-07 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1368387217.7463932,0.3964610794509375
2025-08-08,2025-08-06 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,5375659785.244332,0.38672125799527224
2025-08-08,2025-07-25 00:00:00+00:00,0001792580,OVINTIV INC.,energy,9885961084.476875,0.3131844553913519
2025-08-08,2025-07-24 00:00:00+00:00,0001288469,"MAXLINEAR, INC",technology,1227371985.4948995,0.30385062629675674
2025-08-08,2025-07-30 00:00:00+00:00,0001549346,"SHUTTERSTOCK, INC.",technology,668410195.56427,0.3026950780727141
2025-08-08,2025-08-01 00:00:00+00:00,0000857005,PTC INC.,technology,20671812374.417847,0.28331967685378967
2025-08-08,2025-08-06 00:00:00+00:00,0001710366,"CORE NATURAL RESOURCES, INC.",energy,3672513587.745941,0.28240290581962885
2025-08-08,2025-08-01 00:00:00+00:00,0001534504,PBF ENERGY INC.,energy,2465055472.978764,0.2746784506906211
2025-08-08,2025-08-07 00:00:00+00:00,0001594805,SHOPIFY INC.,technology,149421778345.011,0.2699412558545685
2025-08-08,2025-07-26 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,17520991324.958443,0.2607764195503659
2025-08-08,2025-08-02 00:00:00+00:00,0000866291,"ALLEGRO MICROSYSTEMS, INC.",technology,6321772731.396805,0.251272345435119
2025-08-08,2025-08-05 00:00:00+00:00,0001097864,ON SEMICONDUCTOR CORP,technology,21901370920.09576,0.2465872597739211
2025-08-08,2025-08-02 00:00:00+00:00,0000893538,SM ENERGY CO,energy,2828361301.9867096,0.2381507835147682
2025-08-08,2025-07-31 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,5680191669.25,0.2369103758022971
2025-08-08,2025-08-07 00:00:00+00:00,0001595974,"MAGNITE, INC.",technology,3403586801.504694,0.2267989233179027
2025-08-08,2025-08-07 00:00:00+00:00,0000046129,ALLIENT INC,technology,614687873.908287,0.22317053729201444
2025-08-08,2025-08-01 00:00:00+00:00,0001786842,VONTIER CORP,technology,5457510225.67749,0.21776410178589672
2025-08-08,2025-07-25 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,42101166211.322464,0.211816091954023
2025-08-08,2025-08-04 23:59:59+00:00,0001821769,NAVITAS SEMICONDUCTOR CORP,technology,1201647878.291777,0.18854196882402624
2025-08-08,2025-08-01 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,17753250333.63481,0.18753645318788467
2025-08-08,2025-07-30 00:00:00+00:00,0001699039,"RANGER ENERGY SERVICES, INC.",energy,266367719.3388319,0.1767228178627773
2025-08-08,2025-08-02 00:00:00+00:00,0001110803,"ILLUMINA, INC.",technology,15103403579.711914,0.1707899121654462
2025-08-08,2025-08-05 00:00:00+00:00,0001563190,"COMPASS, INC.",technology,3273427269.001839,0.16687495650409606
2025-08-08,2025-08-05 23:59:59+00:00,0001828161,"FTC SOLAR, INC.",technology,59214119.71252012,0.1658661313132786
2025-08-08,2025-07-30 00:00:00+00:00,0001047127,"AMKOR TECHNOLOGY, INC.",technology,5185711428.573303,0.1656579968892649
2025-08-08,2025-08-05 00:00:00+00:00,0001944558,"VITESSE ENERGY, INC.",energy,852975446.0319748,0.14376087088730768
2025-08-15,2025-07-29 00:00:00+00:00,0001030894,CELESTICA INC,technology,17951398067.985535,0.6153836501662588
2025-08-15,2025-08-07 00:00:00+00:00,0001594805,SHOPIFY INC.,technology,149421778345.011,0.47397631925663963
2025-08-15,2025-07-31 00:00:00+00:00,0001604778,"QORVO, INC.",technology,7898768289.55838,0.4394308280746199
2025-08-15,2025-07-23 00:00:00+00:00,0001133421,NORTHROP GRUMMAN CORP /DE/,technology,71961215517.54227,0.43540660675751175
2025-08-15,2025-08-09 00:00:00+00:00,0000797721,VIASAT INC,technology,1902665990.7129767,0.4283935346951489
