candidate,sleeve,family,holding_weeks,price_confirmation,breadth,market_cap_floor,sector_cap,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown,sleeve_recent_cagr,sleeve_full_cagr,beats_control_both
quality_momentum__hold4__positive_8w__top20__floor50m__sector70__w0.10__50bps,quality_momentum__hold4__positive_8w__top20__floor50m__sector70,quality_momentum,4,positive_8w,20,50000000,0.7,0.1,50,1.0172972474133064,2.772008338431695,-0.10398383150211699,0.3869761253074693,1.5925924801349542,-0.2250779982015182,0.6528483411175001,0.1700773662325079,False
quality_momentum__hold8__none__top30__floor100m__sector60__w0.10__50bps,quality_momentum__hold8__none__top30__floor100m__sector60,quality_momentum,8,none,30,100000000,0.6,0.1,50,1.0171391018387026,2.789222052168968,-0.10093511587760073,0.3817506256050658,1.5777122408171385,-0.22049539871363277,0.684539258181619,0.13791487209620357,False
fundamental_acceleration__hold4__positive_8w__top10__floor50m__sector60__w0.10__50bps,fundamental_acceleration__hold4__positive_8w__top10__floor50m__sector60,fundamental_acceleration,4,positive_8w,10,50000000,0.6,0.1,50,1.0170818771777994,2.806946637038697,-0.09479937659015225,0.3809625728012116,1.578654802246133,-0.22017419016556294,0.6656178587742265,0.11716080034368193,False
balanced_filing_momentum__hold13__positive_8w__top30__floor50m__sector60__w0.10__50bps,balanced_filing_momentum__hold13__positive_8w__top30__floor50m__sector60,balanced_filing_momentum,13,positive_8w,30,50000000,0.6,0.1,50,1.0166966184370154,2.776299796078298,-0.10649868440695853,0.38507632140798775,1.5948718126371069,-0.2177750676553868,0.6723452214544194,0.16412743630516102,False
balanced_filing_momentum__hold13__positive_8w__top10__floor50m__sector70__w0.10__50bps,balanced_filing_momentum__hold13__positive_8w__top10__floor50m__sector70,balanced_filing_momentum,13,positive_8w,10,50000000,0.7,0.1,50,1.0166158523046507,2.747303889650094,-0.10367249807419254,0.39248790608431583,1.5935861371530413,-0.22739676107420204,0.6873799817488986,0.217913901787802,False
quality_momentum__hold8__none__top20__floor250m__sector60__w0.10__50bps,quality_momentum__hold8__none__top20__floor250m__sector60,quality_momentum,8,none,20,250000000,0.6,0.1,50,1.0163901228560945,2.8025943197730574,-0.09554503406906767,0.3823471182528515,1.5848120540808848,-0.21898730555139567,0.6799853452285833,0.1415715711113692,False
fundamental_acceleration__hold13__positive_8w__top20__floor100m__sector70__w0.10__50bps,fundamental_acceleration__hold13__positive_8w__top20__floor100m__sector70,fundamental_acceleration,13,positive_8w,20,100000000,0.7,0.1,50,1.0163213300824587,2.7440409566904616,-0.10557787501428473,0.384365244035221,1.5855198915171074,-0.2166975989402905,0.6761838075539461,0.15967317831306982,False
quality_momentum__hold13__none__top20__floor250m__sector70__w0.10__50bps,quality_momentum__hold13__none__top20__floor250m__sector70,quality_momentum,13,none,20,250000000,0.7,0.1,50,1.0162905260222912,2.750288016619209,-0.09514457250393193,0.3799256593414646,1.5580941956190189,-0.21930052115677567,0.6962030168185942,0.1252250601300282,False
quality_momentum__hold8__positive_4w__top10__floor50m__sector70__w0.10__50bps,quality_momentum__hold8__positive_4w__top10__floor50m__sector70,quality_momentum,8,positive_4w,10,50000000,0.7,0.1,50,1.0162718060619333,2.76313215137422,-0.09281472840730776,0.38785467655170414,1.593457913914336,-0.21963248617134035,0.6755154871389177,0.17595991725139837,False
quality_momentum__hold13__positive_8w__top30__floor100m__sector70__w0.20__50bps,quality_momentum__hold13__positive_8w__top30__floor100m__sector70,quality_momentum,13,positive_8w,30,100000000,0.7,0.2,50,1.0161788202090523,2.818886737439535,-0.11386704145037818,0.3668457887700536,1.5363456628114276,-0.23496545891778264,0.8304543420990791,0.19237817451680916,False
quality_momentum__hold13__none__top30__floor50m__sector70__w0.10__50bps,quality_momentum__hold13__none__top30__floor50m__sector70,quality_momentum,13,none,30,50000000,0.7,0.1,50,1.0160970011880646,2.757430839049794,-0.10110745684518074,0.3819700128258787,1.5672492811499266,-0.2218923647491049,0.6864273435214558,0.14184565713974062,False
balanced_filing_momentum__hold13__positive_8w__top30__floor100m__sector60__w0.20__50bps,balanced_filing_momentum__hold13__positive_8w__top30__floor100m__sector60,balanced_filing_momentum,13,positive_8w,30,100000000,0.6,0.2,50,1.016035411109419,2.888568746084905,-0.11341651021942378,0.3658419496334451,1.5606390232856695,-0.22252220344085694,0.826692944035031,0.1876865182415557,False
balanced_filing_momentum__hold13__positive_8w__top20__floor100m__sector70__w0.20__50bps,balanced_filing_momentum__hold13__positive_8w__top20__floor100m__sector70,balanced_filing_momentum,13,positive_8w,20,100000000,0.7,0.2,50,1.0160101158456296,2.8231754291532583,-0.1191630161542423,0.3678339614476209,1.5371213126022312,-0.23355483780920672,0.8238023456721411,0.1937360617902133,False
quality_momentum__hold13__positive_4w__top10__floor50m__sector60__w0.30__50bps,quality_momentum__hold13__positive_4w__top10__floor50m__sector60,quality_momentum,13,positive_4w,10,50000000,0.6,0.3,50,1.0158041210790603,3.0784428321220663,-0.088549190733341,0.3317063305094712,1.4099018800362912,-0.26729996001006184,0.8916645591485965,0.1444034153769178,False
balanced_filing_momentum__hold4__positive_8w__top30__floor250m__sector60__w0.10__50bps,balanced_filing_momentum__hold4__positive_8w__top30__floor250m__sector60,balanced_filing_momentum,4,positive_8w,30,250000000,0.6,0.1,50,1.015436365419863,2.7801887601315523,-0.10121071564918593,0.3886870336518786,1.6046283943598103,-0.22371971843392802,0.6780877987186418,0.19869367054049492,False
quality_momentum__hold13__positive_4w__top20__floor50m__sector60__w0.20__50bps,quality_momentum__hold13__positive_4w__top20__floor50m__sector60,quality_momentum,13,positive_4w,20,50000000,0.6,0.2,50,1.0149964151124733,2.8739328191444935,-0.11416668412130615,0.35292734124573366,1.4991777205617431,-0.2328599581816202,0.8096567338374046,0.12665287073550924,False
fundamental_acceleration__hold13__positive_4w__top20__floor250m__sector60__w0.10__50bps,fundamental_acceleration__hold13__positive_4w__top20__floor250m__sector60,fundamental_acceleration,13,positive_4w,20,250000000,0.6,0.1,50,1.0148316139165865,2.764692426663144,-0.10293613813809244,0.3811946775939672,1.5695992709566229,-0.22185125946901196,0.6663311867856496,0.13160480023186727,False
quality_momentum__hold8__positive_8w__top10__floor100m__sector70__w0.30__50bps,quality_momentum__hold8__positive_8w__top10__floor100m__sector70,quality_momentum,8,positive_8w,10,100000000,0.7,0.3,50,1.0148175538748028,3.0670559988025965,-0.08453540476091059,0.367886747465207,1.5416464565866588,-0.2789868434197301,0.882387309402817,0.2512991401351248,False
balanced_filing_momentum__hold13__positive_4w__top20__floor100m__sector70__w0.10__50bps,balanced_filing_momentum__hold13__positive_4w__top20__floor100m__sector70,balanced_filing_momentum,13,positive_4w,20,100000000,0.7,0.1,50,1.0145196163267642,2.730554248988044,-0.11028272395942318,0.3837206863428917,1.5752257427894598,-0.21620721436328505,0.6539987651040136,0.15154275222540714,False
quality_momentum__hold13__positive_8w__top20__floor100m__sector60__w0.10__50bps,quality_momentum__hold13__positive_8w__top20__floor100m__sector60,quality_momentum,13,positive_8w,20,100000000,0.6,0.1,50,1.0143853633369129,2.7560811466739636,-0.10898307162663012,0.3869768882381963,1.5879242467084902,-0.2216183728648322,0.644390828619551,0.17598259951033346,False
quality_momentum__hold4__positive_8w__top30__floor50m__sector70__w0.20__50bps,quality_momentum__hold4__positive_8w__top30__floor50m__sector70,quality_momentum,4,positive_8w,30,50000000,0.7,0.2,50,1.0142619070958498,2.8277957265862916,-0.1081700794118291,0.3761827888012905,1.5776513277652493,-0.23052625403174098,0.8195366793624705,0.23203773140542405,False
quality_momentum__hold13__positive_8w__top10__floor100m__sector60__w0.20__50bps,quality_momentum__hold13__positive_8w__top10__floor100m__sector60,quality_momentum,13,positive_8w,10,100000000,0.6,0.2,50,1.0141104112787933,2.941073799355894,-0.09149867701434578,0.3457416677802527,1.4649392761126367,-0.2586268185802012,0.8220717411447116,0.09622956757686585,False
quality_momentum__hold8__none__top10__floor250m__sector60__w0.10__50bps,quality_momentum__hold8__none__top10__floor250m__sector60,quality_momentum,8,none,10,250000000,0.6,0.1,50,1.0141011603617907,2.7429585921642174,-0.0958351706063425,0.38115011313305414,1.561905248864447,-0.21558741150945182,0.6719066344863192,0.12629554845461777,False
balanced_filing_momentum__hold4__positive_8w__top30__floor50m__sector60__w0.20__50bps,balanced_filing_momentum__hold4__positive_8w__top30__floor50m__sector60,balanced_filing_momentum,4,positive_8w,30,50000000,0.6,0.2,50,1.0140950528324484,2.887866803011958,-0.10778656045851664,0.36663233399637285,1.5631379938560355,-0.23027315063708342,0.8146015977427814,0.18874536617532223,False
balanced_filing_momentum__hold4__positive_8w__top20__floor50m__sector60__w0.10__50bps,balanced_filing_momentum__hold4__positive_8w__top20__floor50m__sector60,balanced_filing_momentum,4,positive_8w,20,50000000,0.6,0.1,50,1.014045064127858,2.751121726241909,-0.10553652022157067,0.3884771611317197,1.6002304627532697,-0.22097430314737032,0.629230414751847,0.18327755616444397,False
quality_momentum__hold4__none__top20__floor100m__sector70__w0.10__50bps,quality_momentum__hold4__none__top20__floor100m__sector70,quality_momentum,4,none,20,100000000,0.7,0.1,50,1.0139107284051292,2.7678199226551614,-0.11053862343770127,0.37856244508461456,1.5629109333214786,-0.22309893836843742,0.6041323756277728,0.0987958654905261,False
fundamental_acceleration__hold13__positive_8w__top20__floor50m__sector70__w0.20__50bps,fundamental_acceleration__hold13__positive_8w__top20__floor50m__sector70,fundamental_acceleration,13,positive_8w,20,50000000,0.7,0.2,50,1.0134457155624723,2.827635904003172,-0.10245375894102882,0.3684354393114031,1.5564435010665425,-0.2249011840461712,0.8217777012138763,0.19906320993038973,False
balanced_filing_momentum__hold8__positive_8w__top10__floor50m__sector60__w0.10__50bps,balanced_filing_momentum__hold8__positive_8w__top10__floor50m__sector60,balanced_filing_momentum,8,positive_8w,10,50000000,0.6,0.1,50,1.0134158703814848,2.813067439890526,-0.09227150946500629,0.40735593646675694,1.6681388945680935,-0.2159245766834168,0.6481767179224696,0.35184927821894885,False
quality_momentum__hold13__none__top20__floor250m__sector60__w0.10__50bps,quality_momentum__hold13__none__top20__floor250m__sector60,quality_momentum,13,none,20,250000000,0.6,0.1,50,1.0134088638093877,2.7690221166918474,-0.09563221427806545,0.3829524517215981,1.5757310666736921,-0.21986771200237232,0.6654371832322814,0.14838870422312977,False
quality_momentum__hold13__positive_4w__top10__floor250m__sector60__w0.20__50bps,quality_momentum__hold13__positive_4w__top10__floor250m__sector60,quality_momentum,13,positive_4w,10,250000000,0.6,0.2,50,1.0132795899424294,2.86528156253751,-0.11566403761132915,0.37215206896867437,1.539428185624538,-0.23777084309203922,0.8114444914716334,0.2051617562751682,False
balanced_filing_momentum__hold4__positive_8w__top30__floor250m__sector70__w0.10__50bps,balanced_filing_momentum__hold4__positive_8w__top30__floor250m__sector70,balanced_filing_momentum,4,positive_8w,30,250000000,0.7,0.1,50,1.0131815099049528,2.7668609837853975,-0.10144809598018167,0.38861748854017253,1.6045314868689255,-0.22629286156744155,0.6626650298239796,0.19877264546467566,False
quality_momentum__hold13__positive_8w__top30__floor50m__sector70__w0.10__50bps,quality_momentum__hold13__positive_8w__top30__floor50m__sector70,quality_momentum,13,positive_8w,30,50000000,0.7,0.1,50,1.0130069331847031,2.737999756479997,-0.1080828474948633,0.38637147919512627,1.585804548112621,-0.22421566887156397,0.6470198237021558,0.17596891120715652,False
quality_momentum__hold8__positive_4w__top10__floor50m__sector60__w0.20__50bps,quality_momentum__hold8__positive_4w__top10__floor50m__sector60,quality_momentum,8,positive_4w,10,50000000,0.6,0.2,50,1.012981429457934,2.883287763677343,-0.08690468142594321,0.369217297632761,1.5441299378145397,-0.23225745134336695,0.8218753621214616,0.1916927728565967,False
balanced_filing_momentum__hold13__positive_8w__top10__floor100m__sector70__w0.10__50bps,balanced_filing_momentum__hold13__positive_8w__top10__floor100m__sector70,balanced_filing_momentum,13,positive_8w,10,100000000,0.7,0.1,50,1.0128975643815958,2.7350673292574825,-0.10367249807419276,0.3858824446471869,1.5714861672552152,-0.22739676107420215,0.6557690672413263,0.16324060422683462,False
quality_momentum__hold4__none__top20__floor50m__sector70__w0.10__50bps,quality_momentum__hold4__none__top20__floor50m__sector70,quality_momentum,4,none,20,50000000,0.7,0.1,50,1.0128534720242381,2.767012821583267,-0.1105386234377016,0.38024011137723357,1.568220151065389,-0.22309893836843708,0.5956999501505063,0.11105845866876685,False
quality_momentum__hold4__positive_8w__top20__floor100m__sector70__w0.10__50bps,quality_momentum__hold4__positive_8w__top20__floor100m__sector70,quality_momentum,4,positive_8w,20,100000000,0.7,0.1,50,1.0126715606517065,2.7687182415977936,-0.10327332005776135,0.3854337318939298,1.5905618441165805,-0.22280361968619766,0.6139880957910386,0.158578485606792,False
quality_momentum__hold8__none__top30__floor100m__sector70__w0.10__50bps,quality_momentum__hold8__none__top30__floor100m__sector70,quality_momentum,8,none,30,100000000,0.7,0.1,50,1.012563875042575,2.760418082044689,-0.10219204571403484,0.378400531101317,1.5630636902115067,-0.2194450710648156,0.6470341707474261,0.11115136130737358,False
quality_momentum__hold13__positive_4w__top30__floor50m__sector60__w0.10__50bps,quality_momentum__hold13__positive_4w__top30__floor50m__sector60,quality_momentum,13,positive_4w,30,50000000,0.6,0.1,50,1.012175140586577,2.7585794784705655,-0.10641814604633082,0.3788952287102503,1.5676750752967392,-0.22552824253224213,0.6337007336395875,0.1122320697615129,False
balanced_filing_momentum__hold8__positive_8w__top10__floor100m__sector60__w0.10__50bps,balanced_filing_momentum__hold8__positive_8w__top10__floor100m__sector60,balanced_filing_momentum,8,positive_8w,10,100000000,0.6,0.1,50,1.0119012058274386,2.809014027703388,-0.09227150946500617,0.4035529144161685,1.6550146245210502,-0.2171075349789202,0.6360489035792274,0.3179459130899507,False
quality_momentum__hold8__positive_4w__top30__floor100m__sector60__w0.20__50bps,quality_momentum__hold8__positive_4w__top30__floor100m__sector60,quality_momentum,8,positive_4w,30,100000000,0.6,0.2,50,1.0118302694363481,2.845266118939533,-0.11304170280992909,0.3630819470212425,1.536317087161988,-0.2308068073309325,0.8088980262849039,0.17526792384996637,False
quality_momentum__hold8__positive_8w__top10__floor250m__sector70__w0.10__50bps,quality_momentum__hold8__positive_8w__top10__floor250m__sector70,quality_momentum,8,positive_8w,10,250000000,0.7,0.1,50,1.0116950145429593,2.793368863009462,-0.0889151602399546,0.39503180863051823,1.6182672368207605,-0.22443777256258002,0.6336530105714941,0.2385935787957143,False
quality_momentum__hold8__positive_4w__top30__floor50m__sector60__w0.20__50bps,quality_momentum__hold8__positive_4w__top30__floor50m__sector60,quality_momentum,8,positive_4w,30,50000000,0.6,0.2,50,1.0115310428608777,2.841080719420394,-0.11304170280992909,0.36506857950520333,1.5420571604739624,-0.23080680733093262,0.8076319408575565,0.18340855013257662,False
balanced_filing_momentum__hold13__positive_4w__top30__floor50m__sector70__w0.10__50bps,balanced_filing_momentum__hold13__positive_4w__top30__floor50m__sector70,balanced_filing_momentum,13,positive_4w,30,50000000,0.7,0.1,50,1.0114564414995186,2.749115697917682,-0.10711715538410338,0.37875425143492514,1.563264145624029,-0.2231170124006323,0.6345637122727037,0.1135253682603985,False
balanced_filing_momentum__hold8__none__top20__floor50m__sector60__w0.10__50bps,balanced_filing_momentum__hold8__none__top20__floor50m__sector60,balanced_filing_momentum,8,none,20,50000000,0.6,0.1,50,1.0112548374731634,2.7750726806879356,-0.1000698702524675,0.38346733564524893,1.5844398910985993,-0.21605190656202455,0.6267004659290569,0.14739853141670678,False
fundamental_acceleration__hold13__positive_8w__top30__floor50m__sector70__w0.10__50bps,fundamental_acceleration__hold13__positive_8w__top30__floor50m__sector70,fundamental_acceleration,13,positive_8w,30,50000000,0.7,0.1,50,1.0111531413923784,2.7459878581428594,-0.10166034002447133,0.38803930379930307,1.5984771583419621,-0.2188065815924024,0.6427379559495872,0.1930085759916771,False
quality_momentum__hold13__positive_8w__top30__floor250m__sector60__w0.20__50bps,quality_momentum__hold13__positive_8w__top30__floor250m__sector60,quality_momentum,13,positive_8w,30,250000000,0.6,0.2,50,1.0111178742884528,2.872215996870677,-0.10893501046841614,0.3754731626948751,1.584859118732015,-0.23032415786834204,0.8118008225732538,0.23150379093784168,False
quality_momentum__hold4__positive_4w__top20__floor100m__sector70__w0.10__50bps,quality_momentum__hold4__positive_4w__top20__floor100m__sector70,quality_momentum,4,positive_4w,20,100000000,0.7,0.1,50,1.0111146388380288,2.7793414024699468,-0.10290366605287105,0.38286972093395155,1.5790936840858616,-0.22729906649725584,0.5986822832161132,0.13447037801765127,False
quality_momentum__hold4__positive_4w__top20__floor50m__sector70__w0.10__50bps,quality_momentum__hold4__positive_4w__top20__floor50m__sector70,quality_momentum,4,positive_4w,20,50000000,0.7,0.1,50,1.0111146388380279,2.779341402469947,-0.10290366605287105,0.38532753040613565,1.5893318018762326,-0.2261693695062954,0.5986822832161147,0.15399855774930193,False
quality_momentum__hold4__positive_4w__top10__floor50m__sector60__w0.10__50bps,quality_momentum__hold4__positive_4w__top10__floor50m__sector60,quality_momentum,4,positive_4w,10,50000000,0.6,0.1,50,1.0110522442939391,2.8101558842499537,-0.09090071217121265,0.39658611716678305,1.624738690175997,-0.22798712051101522,0.610984027773489,0.23912195893357824,False
quality_momentum__hold4__positive_4w__top10__floor100m__sector60__w0.10__50bps,quality_momentum__hold4__positive_4w__top10__floor100m__sector60,quality_momentum,4,positive_4w,10,100000000,0.6,0.1,50,1.0110522442939387,2.8101558842499545,-0.09090071217121265,0.3891088263956439,1.6019451312028108,-0.227987120511015,0.6109840277734913,0.17731391465487722,False
quality_momentum__hold13__none__top10__floor250m__sector60__w0.30__50bps,quality_momentum__hold13__none__top10__floor250m__sector60,quality_momentum,13,none,10,250000000,0.6,0.3,50,1.0110357318991636,3.014201910068185,-0.08176024769297108,0.32730136141238275,1.3726568630735865,-0.2432841683239545,0.8886398615741649,0.13312856372491577,False
quality_momentum__hold13__positive_4w__top20__floor250m__sector60__w0.10__50bps,quality_momentum__hold13__positive_4w__top20__floor250m__sector60,quality_momentum,13,positive_4w,20,250000000,0.6,0.1,50,1.0106442463407985,2.7601009469314643,-0.10516066730432105,0.37740325081558757,1.5584737666865371,-0.22621483035979784,0.6246976570796992,0.09919496362269675,False
quality_momentum__hold13__none__top10__floor250m__sector70__w0.10__50bps,quality_momentum__hold13__none__top10__floor250m__sector70,quality_momentum,13,none,10,250000000,0.7,0.1,50,1.0105956772372156,2.7894626845963884,-0.09321579614223374,0.3747173014874534,1.541729078148587,-0.21547968530283845,0.6378625181885795,0.07239804920644355,False
balanced_filing_momentum__hold13__positive_8w__top30__floor250m__sector60__w0.20__50bps,balanced_filing_momentum__hold13__positive_8w__top30__floor250m__sector60,balanced_filing_momentum,13,positive_8w,30,250000000,0.6,0.2,50,1.0103915622814283,2.924504487034505,-0.10468493857652061,0.3702224949857076,1.5833259371829025,-0.22303029971669064,0.8061672146516043,0.20817230304259748,False
balanced_filing_momentum__hold13__positive_4w__top30__floor50m__sector60__w0.10__50bps,balanced_filing_momentum__hold13__positive_4w__top30__floor50m__sector60,balanced_filing_momentum,13,positive_4w,30,50000000,0.6,0.1,50,1.0102880259042175,2.759054073596314,-0.10610833280690701,0.3791562800830681,1.569072263206917,-0.2223550605047765,0.6212923252365712,0.1150212664483945,False
fundamental_acceleration__hold13__positive_8w__top20__floor100m__sector60__w0.10__50bps,fundamental_acceleration__hold13__positive_8w__top20__floor100m__sector60,fundamental_acceleration,13,positive_8w,20,100000000,0.6,0.1,50,1.010274732032856,2.757976123472336,-0.10282957653287705,0.38082543489732146,1.5806923422822434,-0.21824973653081037,0.6192298329956347,0.1287471595168619,False
fundamental_acceleration__hold4__positive_8w__top10__floor50m__sector70__w0.10__50bps,fundamental_acceleration__hold4__positive_8w__top10__floor50m__sector70,fundamental_acceleration,4,positive_8w,10,50000000,0.7,0.1,50,1.0102192724620678,2.7730327590171058,-0.09642296049561716,0.37789120046130154,1.5602020041031563,-0.22605313964417828,0.6162975187086221,0.09377944453935738,False
quality_momentum__hold8__positive_8w__top10__floor100m__sector60__w0.20__50bps,quality_momentum__hold8__positive_8w__top10__floor100m__sector60,quality_momentum,8,positive_8w,10,100000000,0.6,0.2,50,1.010086582694428,2.9860400348837524,-0.08031532584438161,0.37179359400283385,1.5768864918637102,-0.24679508286073681,0.7901850942684487,0.2022753933372612,False
balanced_filing_momentum__hold13__positive_4w__top30__floor100m__sector60__w0.10__50bps,balanced_filing_momentum__hold13__positive_4w__top30__floor100m__sector60,balanced_filing_momentum,13,positive_4w,30,100000000,0.6,0.1,50,1.010084578261858,2.754185470036908,-0.10529507858990472,0.3782585111731165,1.5651150213949816,-0.22342542174987978,0.6226115257894176,0.10869099545190064,False
fundamental_acceleration__hold13__positive_4w__top30__floor250m__sector70__w0.10__50bps,fundamental_acceleration__hold13__positive_4w__top30__floor250m__sector70,fundamental_acceleration,13,positive_4w,30,250000000,0.7,0.1,50,1.0098950521264514,2.7554027679213062,-0.10228424400763281,0.38338946358616655,1.5812990313199717,-0.22202001996108833,0.6306583223986317,0.15353077712172603,False
fundamental_acceleration__hold4__positive_8w__top30__floor100m__sector60__w0.20__50bps,fundamental_acceleration__hold4__positive_8w__top30__floor100m__sector60,fundamental_acceleration,4,positive_8w,30,100000000,0.6,0.2,50,1.0097712315793865,2.975145954208467,-0.10292343626642542,0.3778826258419201,1.616794571195751,-0.22563347736223371,0.7850111767671999,0.23805754446773197,False
balanced_filing_momentum__hold13__positive_8w__top30__floor100m__sector70__w0.40__50bps,balanced_filing_momentum__hold13__positive_8w__top30__floor100m__sector70,balanced_filing_momentum,13,positive_8w,30,100000000,0.7,0.4,50,1.0096399790719626,3.0091804382402536,-0.12715952379433793,0.3347805074717023,1.4635158276366027,-0.2503630058465036,0.9079253209109277,0.2183072145425684,False
quality_momentum__hold13__positive_8w__top20__floor250m__sector60__w0.10__50bps,quality_momentum__hold13__positive_8w__top20__floor250m__sector60,quality_momentum,13,positive_8w,20,250000000,0.6,0.1,50,1.0096386431186017,2.764088348263836,-0.1050927613612117,0.3878015934617218,1.5976941648366754,-0.22182611591331158,0.6186157841437347,0.1867267464585285,False
fundamental_acceleration__hold13__positive_4w__top20__floor250m__sector70__w0.10__50bps,fundamental_acceleration__hold13__positive_4w__top20__floor250m__sector70,fundamental_acceleration,13,positive_4w,20,250000000,0.7,0.1,50,1.0095828674065732,2.7563832906013173,-0.10342928364599313,0.3803440288983049,1.5714026192987012,-0.21744683440422818,0.6221836542642418,0.12499244509786966,False
quality_momentum__hold13__positive_8w__top20__floor250m__sector70__w0.10__50bps,quality_momentum__hold13__positive_8w__top20__floor250m__sector70,quality_momentum,13,positive_8w,20,250000000,0.7,0.1,50,1.0094782991022688,2.729396993609979,-0.10835788603947649,0.3896715705080047,1.5947757272473526,-0.22111159307878092,0.6197693600906025,0.20298752513307639,False
quality_momentum__hold13__positive_4w__top30__floor50m__sector70__w0.10__50bps,quality_momentum__hold13__positive_4w__top30__floor50m__sector70,quality_momentum,13,positive_4w,30,50000000,0.7,0.1,50,1.0093527492002519,2.7441829744364137,-0.10685460337431629,0.37673507270089157,1.5534778701333423,-0.22592845204308487,0.6147099033976497,0.09561869232085174,False
fundamental_acceleration__hold4__positive_8w__top20__floor50m__sector70__w0.10__50bps,fundamental_acceleration__hold4__positive_8w__top20__floor50m__sector70,fundamental_acceleration,4,positive_8w,20,50000000,0.7,0.1,50,1.0093448813206014,2.735170477300072,-0.10689659721174938,0.38725949845102803,1.5874295165887464,-0.2223449729462953,0.5883194912915024,0.1724940167303135,False
