candidate,sleeve,family,holding_weeks,price_confirmation,breadth,market_cap_floor,sector_cap,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown,sleeve_recent_cagr,sleeve_full_cagr
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.10__50bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.1,50,0.9839290788355117,2.7233284634872503,-0.09761038603120509,0.3744576552810217,1.5480782167719551,-0.22127266704933524,0.4300417381524988,0.07205093149380981
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.20__50bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.2,50,0.9178552310523505,2.7442836139916698,-0.09545334180360532,0.3396974404272779,1.451231719275005,-0.2427737408117433,0.4300417381524988,0.07205093149380981
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.30__50bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.3,50,0.8528305044145974,2.7490319385445026,-0.09338004395392951,0.30510616691197523,1.3356440237389613,-0.265441330616902,0.4300417381524988,0.07205093149380981
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.40__50bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.4,50,0.7888954988896597,2.730494236791716,-0.09139103868289289,0.2707209251327569,1.2048969634522795,-0.28756444534669967,0.4300417381524988,0.07205093149380981
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.10__100bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.1,100,0.9776515134949988,2.7102420574722146,-0.09761038603120509,0.36853909889937797,1.528789996642861,-0.2214364206028453,0.38538341860171776,0.027929458434164278
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.20__100bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.2,100,0.9057368080757882,2.716457668769276,-0.09545334180360521,0.32817753396713467,1.4119901595888245,-0.2427737408117433,0.38538341860171776,0.027929458434164278
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.30__100bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.3,100,0.8352957322605237,2.7048367529255177,-0.0933800439539294,0.28829821247312903,1.2764284397847037,-0.265441330616902,0.38538341860171776,0.027929458434164278
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.40__100bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.4,100,0.7663562901182022,2.668511397322626,-0.09139103868289278,0.24893374427568182,1.126378579720748,-0.2875644453466998,0.38538341860171776,0.027929458434164278
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.10__200bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.1,200,0.965149601779711,2.684000500025072,-0.09761038603120509,0.3567719625772523,1.4900782919455653,-0.22176392770986542,0.2997851755607823,-0.055374242327038026
fundamental_acceleration__hold4__none__top10__floor50m__sector60__w0.20__200bps,fundamental_acceleration__hold4__none__top10__floor50m__sector60,fundamental_acceleration,4,none,10,50000000,0.6,0.2,200,0.8817050090911147,2.6604977231972673,-0.09545334180360521,0.30540946700851124,1.3329987975587019,-0.24277374081174363,0.2997851755607823,-0.055374242327038026
