source,factor,feature,mean_weight,mean_abs_weight,weight_std,sign_stability,n_refits
ipca_style_factor_pca,ipca_style_f3,l1_trend_quality_trend_clarity_momentum_score_tradable,-0.029855307751316843,0.029855307751316843,0.0016495566456849594,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_quality_quality_score_asset_class_neutral_tradable,-0.029442252838751626,0.029442252838751626,0.0010156329131717264,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_carry_carry_score_tradable,0.02919603933663052,0.02919603933663052,0.008281129344943175,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_carry_carry_score_asset_class_neutral_tradable,0.02913440584290399,0.02913440584290399,0.005445829337314135,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_xsmom_xsmom_score_tradable,-0.029133849725157583,0.029133849725157583,0.0017469824259440335,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_tsmom_tsmom_score_tradable,-0.028624728069364228,0.028624728069364228,0.0019551530415052045,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_reversal_reversal_4w_score_tradable,-0.027897798441993714,0.027897798441993714,0.0019082598678911876,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_xsmom_xsmom_asset_class_neutral_tradable,-0.027846062499869567,0.027846062499869567,0.0016391331944066432,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_carry_carry_yield_trailing_52w_tradable,0.027544594568625853,0.027544594568625853,0.0077453266495829,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_reversal_reversal_4w_asset_class_neutral_tradable,0.026285086859204842,0.026285086859204842,0.002270969388551015,1.0,33
ipca_style_factor_pca,ipca_style_f3,ma_distance_13w,0.025449730638624404,0.025449730638624404,0.001155840302822741,1.0,33
ipca_style_factor_pca,ipca_style_f2,trend_consistency_26w,0.024111814297535283,0.024111814297535283,0.002819254345595906,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_trend_quality_trend_clarity_momentum_raw_tradable,-0.023744974603753907,0.023744974603753907,0.001358804960097872,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_tsmom_tsmom_vol_scaled_tradable,-0.023687775296468205,0.023687775296468205,0.002279306671246281,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_contained_recovery_contained_recovery_quality_score_tradable,-0.023556207540909785,0.023556207540909785,0.00041901527229383105,1.0,33
ipca_style_factor_pca,ipca_style_f3,mom_4w,0.02350750165486309,0.02350750165486309,0.0015831511930602595,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_moving_average_distance_moving_average_distance_score_tradable,-0.02313989112632586,0.02313989112632586,0.001217585385486919,1.0,33
ipca_style_factor_pca,ipca_style_f1,mom_vol_ratio_26w,-0.022229733936708775,0.022229733936708775,0.0004323075369635194,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_residual_momentum_residual_mom_score_tradable,0.02203679955991664,0.02203679955991664,0.0031417973743056364,1.0,33
ipca_style_factor_pca,ipca_style_f1,trend_consistency_26w,-0.0220114914628324,0.0220114914628324,0.0009273803638235794,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_tsmom_tsmom_score_tradable,-0.021738114885772895,0.021738114885772895,0.0004250715955359586,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_contained_recovery_contained_recovery_quality_tradable,-0.021137189505950216,0.021137189505950216,0.0004679849535378079,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_multi_horizon_mom_multi_mom_equal_score_tradable,-0.020412455295355045,0.020412455295355045,0.0011522436849748252,1.0,33
ipca_style_factor_pca,ipca_style_f1,trend_consistency_13w,-0.02025210091120579,0.02025210091120579,0.0005747409377475048,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_contained_recovery_contained_recovery_quality_score_tradable,0.02013983583879625,0.02013983583879625,0.0008604266299752458,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_bab_bab_score_asset_class_neutral_tradable,-0.020099829044559925,0.020099829044559925,0.0015264752620610378,1.0,33
ipca_style_factor_pca,ipca_style_f3,mom_13w,0.020070245115274835,0.020070245115274835,0.0007872511059216795,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_GLD_13w,0.02007024511527483,0.02007024511527483,0.0007872511059216757,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_LQD_13w,0.02007024511527483,0.02007024511527483,0.0007872511059216747,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_SPY_13w,0.02007024511527483,0.02007024511527483,0.0007872511059216764,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_TLT_13w,0.020070245115274825,0.020070245115274825,0.0007872511059216747,1.0,33
ipca_style_factor_pca,ipca_style_f3,trend_consistency_13w,0.0200545814572394,0.0200545814572394,0.003579972822856273,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_moving_average_distance_moving_average_distance_score_tradable,0.01996777460804628,0.01996777460804628,0.005105540533052102,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_multi_horizon_mom_multi_mom_equal_score_tradable,0.019872474931563678,0.019872474931563678,0.005622362625002866,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,0.019856297519220845,0.019856297519220845,0.004135083171676969,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_tsmom_tsmom_vol_scaled_tradable,-0.01959861107367475,0.01959861107367475,0.00039158603162413997,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,-0.0195463083684944,0.0195463083684944,0.0005256446734889048,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_moving_average_distance_moving_average_distance_score_tradable,-0.019501384097923395,0.019501384097923395,0.00030070598171707055,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_multi_horizon_mom_multi_mom_invvol_score_tradable,-0.019259298990669152,0.019259298990669152,0.0012027737334588252,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_multi_horizon_mom_multi_mom_equal_score_tradable,-0.019163995900728314,0.019163995900728314,0.00048224740875833295,1.0,33
ipca_style_factor_pca,ipca_style_f2,trend_consistency_13w,0.01909736595728499,0.01909736595728499,0.00502229892890191,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_xsmom_xsmom_asset_class_neutral_tradable,0.018959737344129736,0.018959737344129736,0.004011151517151859,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_moving_average_distance_moving_average_distance_tradable,-0.01895084141145362,0.01895084141145362,0.001290754359455369,1.0,33
ipca_style_factor_pca,ipca_style_f1,mom_26w,-0.01868601966189042,0.01868601966189042,0.00031114897120977154,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_GLD_26w,-0.01868601966189042,0.01868601966189042,0.00031114897120976915,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_SPY_26w,-0.01868601966189042,0.01868601966189042,0.0003111489712097693,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_LQD_26w,-0.018686019661890416,0.018686019661890416,0.00031114897120977067,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_TLT_26w,-0.018686019661890412,0.018686019661890412,0.0003111489712097688,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_moving_average_distance_moving_average_distance_tradable,0.018513151142001135,0.018513151142001135,0.0031042465261112524,1.0,33
ipca_style_factor_pca,ipca_style_f1,ma_distance_52w,-0.01848491904625511,0.01848491904625511,0.00038700221551377046,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_multi_horizon_mom_multi_mom_invvol_score_tradable,-0.018411900209394677,0.018411900209394677,0.000812626729232069,1.0,33
ipca_style_factor_pca,ipca_style_f1,ma_distance_26w,-0.01825329055793383,0.01825329055793383,0.00027547649014961185,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_trend_quality_trend_clarity_momentum_score_tradable,-0.01818835058973505,0.01818835058973505,0.0004924915107800034,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_LQD_13w,-0.01817599590447354,0.01817599590447354,0.0003823930689886492,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_SPY_13w,-0.01817599590447354,0.01817599590447354,0.0003823930689886499,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_TLT_13w,-0.01817599590447354,0.01817599590447354,0.0003823930689886504,1.0,33
ipca_style_factor_pca,ipca_style_f1,mom_13w,-0.018175995904473538,0.018175995904473538,0.0003823930689886561,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_GLD_13w,-0.018175995904473538,0.018175995904473538,0.00038239306898864875,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_contained_recovery_contained_recovery_quality_tradable,0.018087352826571826,0.018087352826571826,0.0008151060478823638,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_value_value_score_tradable,0.01804934791857961,0.01804934791857961,0.0013488117969789365,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_breadth_confirmation_breadth_confirmed_momentum_tradable,0.01785495904727698,0.01785495904727698,0.0025257424134619306,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_bab_bab_score_asset_class_neutral_tradable,-0.017789339744302964,0.017789339744302964,0.0037533376334889274,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_reversal_reversal_1w_score_tradable,-0.01748247283139617,0.01748247283139617,0.0019047129598032415,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_breadth_confirmation_breadth_confirmed_momentum_tradable,-0.01710486300861061,0.01710486300861061,0.0003440477542679577,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_moving_average_distance_moving_average_distance_tradable,-0.017079657762076237,0.017079657762076237,0.00026227779375958963,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_xsmom_xsmom_score_tradable,-0.01693943209031793,0.01693943209031793,0.00035220214471410184,1.0,33
ipca_style_factor_pca,ipca_style_f3,ma_distance_26w,0.016861206423247153,0.016861206423247153,0.0006469171163269573,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_xsmom_xsmom_score_tradable,0.016840943724585476,0.016840943724585476,0.00602306272669213,1.0,33
ipca_style_factor_pca,ipca_style_f1,mom_52w,-0.01682204065435786,0.01682204065435786,0.00040471064374184793,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_value_value_score_tradable,0.01672471245269384,0.01672471245269384,0.002230566230988219,1.0,33
ipca_style_factor_pca,ipca_style_f1,ma_distance_13w,-0.01635420675062325,0.01635420675062325,0.000557189134053339,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_reversal_reversal_4w_score_tradable,0.015780156743363305,0.015780156743363305,0.0009416742197344969,1.0,33
ipca_style_factor_pca,ipca_style_f1,drawdown_26w,-0.01560975865926077,0.01560975865926077,0.00046919599649141927,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_trend_quality_trend_clarity_momentum_raw_tradable,0.015476110659867533,0.015476110659867533,0.003636182777884598,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_HYG_26w,-0.015456531782066858,0.015456531782066858,0.0014422818440143605,1.0,31
ipca_style_factor_pca,ipca_style_f3,vol_change_13v26,-0.015455808148741815,0.015455808148741815,0.0037660661683258513,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_HYG_13w,0.015437707532907189,0.015437707532907189,0.002151234219665483,1.0,32
ipca_style_factor_pca,ipca_style_f3,rel_strength_BIL_13w,0.015358397560393533,0.015358397560393533,0.002053038493988831,1.0,31
ipca_style_factor_pca,ipca_style_f1,drawdown_52w,-0.015292402206403344,0.015292402206403344,0.0005535037524561231,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_BIL_26w,-0.01523571301549345,0.01523571301549345,0.0015315784648458001,1.0,31
ipca_style_factor_pca,ipca_style_f3,mom_52w,-0.01511076829136346,0.01511076829136346,0.0019165055902251966,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_quality_quality_score_tradable,-0.014997341738465437,0.014997341738465437,0.0005825161494038624,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_HYG_13w,-0.014926972650464158,0.014926972650464158,0.0013157995406097368,1.0,32
ipca_style_factor_pca,ipca_style_f1,l1_trend_quality_trend_clarity_momentum_raw_tradable,-0.014826830489443043,0.014826830489443043,0.000341363053295296,1.0,33
ipca_style_factor_pca,ipca_style_f1,rel_strength_BIL_13w,-0.014823111563423882,0.014823111563423882,0.001296264708839431,1.0,31
ipca_style_factor_pca,ipca_style_f1,l1_reversal_reversal_1w_asset_class_neutral_tradable,0.01482108147260318,0.01482108147260318,0.0021875615418136666,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_multi_horizon_mom_multi_mom_invvol_score_tradable,0.014463819447707218,0.014463819447707218,0.006411842124230183,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_trend_quality_trend_clarity_momentum_score_tradable,0.014063090326748946,0.014063090326748946,0.005334003030720404,1.0,33
ipca_style_factor_pca,ipca_style_f1,mom_4w,-0.013663606934138095,0.013663606934138095,0.0007841676624467941,1.0,33
ipca_style_factor_pca,ipca_style_f1,downside_vol_13w,0.012583808715401814,0.012583808715401814,0.00038246039798710214,1.0,33
ipca_style_factor_pca,ipca_style_f1,vol_13w,0.0123340241503127,0.0123340241503127,0.0007834075415569456,1.0,33
ipca_style_factor_pca,ipca_style_f1,vol_4w,0.012259337700943061,0.012259337700943061,0.0008019621827662163,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_bab_bab_score_tradable,-0.011650744787476028,0.011650744787476028,0.0013519918765071217,1.0,33
ipca_style_factor_pca,ipca_style_f3,drawdown_52w,-0.01146596411266475,0.01146596411266475,0.002562680305944139,1.0,33
ipca_style_factor_pca,ipca_style_f1,vol_26w,0.011412079324165355,0.011412079324165355,0.0007469848118260236,1.0,33
ipca_style_factor_pca,ipca_style_f1,downside_vol_26w,0.01103087567548551,0.01103087567548551,0.0005740535900913209,1.0,33
ipca_style_factor_pca,ipca_style_f1,vol_change_13v26,0.011021131109270391,0.011021131109270391,0.0015257427568090387,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_quality_quality_score_tradable,-0.011009930388755272,0.011009930388755272,0.003470617517328924,1.0,33
ipca_style_factor_pca,ipca_style_f2,mom_52w,0.010982106718652301,0.010982106718652301,0.001462129067238484,1.0,33
ipca_style_factor_pca,ipca_style_f2,vol_change_13v26,0.01082711654033567,0.01082711654033567,0.005837731478966911,1.0,33
ipca_style_factor_pca,ipca_style_f1,l1_residual_momentum_residual_mom_score_tradable,-0.010732820348387576,0.010732820348387576,0.00232665048402016,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_residual_momentum_residual_mom_score_tradable,-0.01033653712394568,0.01033653712394568,0.003841995479743705,1.0,33
ipca_style_factor_pca,ipca_style_f2,ma_distance_52w,0.00960655037540142,0.00960655037540142,0.00030342320017500535,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_GLD_26w,0.00913354702347216,0.00913354702347216,0.0006578093414035975,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_LQD_26w,0.00913354702347216,0.00913354702347216,0.0006578093414035974,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_SPY_26w,0.00913354702347216,0.00913354702347216,0.0006578093414035972,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_TLT_26w,0.00913354702347216,0.00913354702347216,0.0006578093414035975,1.0,33
ipca_style_factor_pca,ipca_style_f2,mom_26w,0.009133547023472155,0.009133547023472155,0.0006578093414035986,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,-0.008708844566491718,0.008708844566491718,0.0009443850339727675,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_reversal_reversal_4w_asset_class_neutral_tradable,0.00580576003785983,0.008103953322365055,0.008257351045354123,0.696969696969697,33
ipca_style_factor_pca,ipca_style_f2,l1_value_value_score_asset_class_neutral_tradable,0.007591925738115996,0.007655373402695178,0.003610089983667488,0.9393939393939394,33
ipca_style_factor_pca,ipca_style_f1,l1_reversal_reversal_1w_score_tradable,0.007157517533127235,0.007157517533127235,0.0008332440695728114,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_carry_carry_score_asset_class_neutral_tradable,0.005984680237883781,0.006915039205083567,0.00654354004650876,0.7878787878787878,33
ipca_style_factor_pca,ipca_style_f3,vol_26w,0.006784518108877885,0.006784518108877885,0.002908612228087875,1.0,33
ipca_style_factor_pca,ipca_style_f2,mom_4w,-0.006567220665582226,0.006567220665582226,0.0032805062054438307,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_breadth_confirmation_breadth_confirmed_momentum_tradable,-0.00632008310295272,0.00632008310295272,0.0009311081447444011,1.0,33
ipca_style_factor_pca,ipca_style_f3,l1_bab_bab_score_tradable,-0.006069536362345858,0.006069536362345858,0.0019400949852147941,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_reversal_reversal_1w_asset_class_neutral_tradable,0.0051537087941280505,0.006059157139900972,0.006395231753552229,0.6666666666666666,33
ipca_style_factor_pca,ipca_style_f2,ma_distance_26w,0.005669004775125575,0.005669004775125575,0.0020703645155561554,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_contained_recovery_contained_recovery_quality_tradable,0.00552418931230794,0.00552418931230794,0.001771568942075329,1.0,33
ipca_style_factor_pca,ipca_style_f3,vol_13w,0.005446161818768606,0.005446161818768606,0.0030327795197576126,1.0,33
ipca_style_factor_pca,ipca_style_f3,drawdown_26w,-0.0054208502785767785,0.0054208502785767785,0.0026868039122869927,1.0,33
ipca_style_factor_pca,ipca_style_f2,mom_13w,0.005122064498888044,0.005122064498888044,0.002489908000794692,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_SPY_13w,0.005122064498888043,0.005122064498888043,0.0024899080007946875,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_GLD_13w,0.005122064498888042,0.005122064498888042,0.002489908000794687,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_LQD_13w,0.005122064498888042,0.005122064498888042,0.002489908000794687,1.0,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_TLT_13w,0.00512206449888804,0.00512206449888804,0.002489908000794688,1.0,33
ipca_style_factor_pca,ipca_style_f2,l1_value_value_score_tradable,0.003401686132527332,0.005035094118953367,0.004810432483064635,0.696969696969697,33
ipca_style_factor_pca,ipca_style_f2,l1_contained_recovery_contained_recovery_quality_score_tradable,0.0047554435101494616,0.0047554435101494616,0.0021747529725715882,1.0,33
ipca_style_factor_pca,ipca_style_f3,downside_vol_26w,0.004361437388671901,0.004543437898552601,0.003108772081088946,0.9393939393939394,33
ipca_style_factor_pca,ipca_style_f2,l1_tsmom_tsmom_score_tradable,0.004112569185898844,0.004342447700733815,0.003767095563837841,0.8181818181818182,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_HYG_26w,0.004266869447274819,0.004266869447274819,0.0009691804696880802,1.0,31
ipca_style_factor_pca,ipca_style_f2,rel_strength_BIL_26w,0.004014947114907785,0.004014947114907785,0.0010111290562357493,1.0,31
ipca_style_factor_pca,ipca_style_f2,l1_reversal_reversal_4w_score_tradable,0.0018124221917510802,0.0036095215702044163,0.0042159311623436585,0.5454545454545454,33
ipca_style_factor_pca,ipca_style_f3,trend_consistency_26w,0.0033008804964703305,0.003608129707914394,0.0025383802454880732,0.9393939393939394,33
ipca_style_factor_pca,ipca_style_f1,l1_carry_carry_score_tradable,0.0032442998098097487,0.0032442998098097487,0.00290841083166504,1.0,33
ipca_style_factor_pca,ipca_style_f3,vol_4w,0.0027608770168195754,0.003171531152059538,0.003408736501189571,0.7575757575757576,33
ipca_style_factor_pca,ipca_style_f3,mom_vol_ratio_26w,0.002995166215640387,0.002995166215640387,0.0006099940323633016,1.0,33
ipca_style_factor_pca,ipca_style_f2,ma_distance_13w,-0.00142594763255647,0.0027317070635878155,0.003157239542268625,0.5454545454545454,33
ipca_style_factor_pca,ipca_style_f3,ma_distance_52w,-0.0026271375601493023,0.0027056596503999665,0.0018837051085259804,0.9090909090909091,33
ipca_style_factor_pca,ipca_style_f3,mom_26w,0.002575832130054925,0.002575832130054925,0.0007243732387173878,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_TLT_26w,0.0025758321300549166,0.0025758321300549166,0.0007243732387173819,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_LQD_26w,0.002575832130054916,0.002575832130054916,0.0007243732387173851,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_SPY_26w,0.0025758321300549144,0.0025758321300549144,0.0007243732387173799,1.0,33
ipca_style_factor_pca,ipca_style_f3,rel_strength_GLD_26w,0.002575832130054914,0.002575832130054914,0.0007243732387173846,1.0,33
ipca_style_factor_pca,ipca_style_f3,downside_vol_13w,1.767617115993343e-05,0.0024060999614488464,0.0027842652006860947,0.5757575757575758,33
ipca_style_factor_pca,ipca_style_f1,l1_carry_carry_yield_trailing_52w_tradable,0.000652650123108266,0.0020210030848918344,0.0027189002804175657,0.5151515151515151,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_HYG_13w,0.0018280194429586664,0.002012822325374169,0.0013565007622285447,0.90625,32
ipca_style_factor_pca,ipca_style_f2,mom_vol_ratio_26w,-0.0015481310865237438,0.0019126240823353767,0.001787356097470865,0.9090909090909091,33
ipca_style_factor_pca,ipca_style_f2,l1_reversal_reversal_1w_score_tradable,0.0007276538175474676,0.001898555686588907,0.002294401129349871,0.6060606060606061,33
ipca_style_factor_pca,ipca_style_f2,rel_strength_BIL_13w,0.0016266909232635404,0.0018435889697108105,0.0013354077330522687,0.9032258064516129,31
ipca_style_factor_pca,ipca_style_f3,rel_strength_HYG_26w,0.0014948983101273664,0.0014948983101273664,0.0006172434598437649,1.0,31
ipca_style_factor_pca,ipca_style_f3,rel_strength_BIL_26w,0.0014468045713848959,0.0014468045713848959,0.0006115338885727792,1.0,31
ipca_style_factor_pca,ipca_style_f2,l1_tsmom_tsmom_vol_scaled_tradable,0.00013682034962197672,0.001425316517966248,0.0017712886668654864,0.5151515151515151,33
ridge_oos_cross_section,ridge_prediction,rel_strength_BIL_26w,0.0031448721550156114,0.0031448721550156114,0.00010761199041697182,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_HYG_26w,-0.0030662220056613546,0.0030662220056613546,0.0003477366610607881,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_multi_horizon_mom_multi_mom_equal_score_tradable,0.002166893765079906,0.002166893765079906,0.0005610180126733432,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_HYG_13w,0.002159864469148051,0.002159864469148051,0.00012841680459530784,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_BIL_13w,-0.0017726197980230782,0.0017726197980230782,0.0001979302750522667,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_moving_average_distance_moving_average_distance_tradable,0.0015579157504658667,0.0015579157504658667,0.0005497100261841002,1.0,33
ridge_oos_cross_section,ridge_prediction,downside_vol_13w,0.001491685305932349,0.001491685305932349,0.0005308919794111009,1.0,33
ridge_oos_cross_section,ridge_prediction,ma_distance_52w,-0.0014147606324096478,0.0014147606324096478,0.00036406090574100594,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_moving_average_distance_moving_average_distance_score_tradable,-0.0012204015754365737,0.0012341653993753093,0.00038390134689733136,0.9696969696969697,33
ridge_oos_cross_section,ridge_prediction,l1_contained_recovery_contained_recovery_quality_score_tradable,0.001179718851266255,0.001179718851266255,0.00020132335280936925,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_trend_quality_trend_clarity_momentum_raw_tradable,-0.0011213941563737115,0.0011213941563737115,0.0005166298950746194,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_tsmom_tsmom_score_tradable,0.001040166782857988,0.001040166782857988,0.0005054948586470443,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_xsmom_xsmom_score_tradable,0.0009920602882085559,0.0009920602882085559,0.0006337741389990711,1.0,33
ridge_oos_cross_section,ridge_prediction,ma_distance_26w,0.00014280515770366078,0.0009708680309669209,0.0011935912686709064,0.6363636363636364,33
ridge_oos_cross_section,ridge_prediction,l1_quality_quality_score_tradable,0.000945465557404453,0.000945465557404453,0.00021266287385313858,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_tsmom_tsmom_vol_scaled_tradable,-0.0009421969900394883,0.0009421969900394883,0.0005090641153557137,1.0,33
ridge_oos_cross_section,ridge_prediction,mom_vol_ratio_26w,-0.0008426724500494724,0.0009107335748158706,0.0006584111367208135,0.8787878787878788,33
ridge_oos_cross_section,ridge_prediction,l1_reversal_reversal_4w_score_tradable,0.0008826307654150136,0.0008875297988327501,0.00032592095550967247,0.9696969696969697,33
