date,mom_4w,mom_13w,mom_26w,mom_52w,vol_4w,vol_13w,vol_26w,downside_vol_13w,downside_vol_26w,drawdown_26w,drawdown_52w,ma_distance_13w,ma_distance_26w,ma_distance_52w,trend_consistency_13w,trend_consistency_26w,mom_vol_ratio_26w,vol_change_13v26,rel_strength_SPY_13w,rel_strength_SPY_26w,rel_strength_BIL_13w,rel_strength_BIL_26w,rel_strength_TLT_13w,rel_strength_TLT_26w,rel_strength_GLD_13w,rel_strength_GLD_26w,rel_strength_HYG_13w,rel_strength_HYG_26w,rel_strength_LQD_13w,rel_strength_LQD_26w,l1_bab_bab_score_tradable,l1_bab_bab_score_asset_class_neutral_tradable,l1_breadth_confirmation_breadth_confirmed_momentum_tradable,l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,l1_carry_carry_yield_trailing_52w_tradable,l1_carry_carry_score_tradable,l1_carry_carry_score_asset_class_neutral_tradable,l1_contained_recovery_contained_recovery_quality_tradable,l1_contained_recovery_contained_recovery_quality_score_tradable,l1_moving_average_distance_moving_average_distance_tradable,l1_moving_average_distance_moving_average_distance_score_tradable,l1_multi_horizon_mom_multi_mom_equal_score_tradable,l1_multi_horizon_mom_multi_mom_invvol_score_tradable,l1_quality_quality_score_tradable,l1_quality_quality_score_asset_class_neutral_tradable,l1_residual_momentum_residual_mom_score_tradable,l1_reversal_reversal_1w_score_tradable,l1_reversal_reversal_1w_asset_class_neutral_tradable,l1_reversal_reversal_4w_score_tradable,l1_reversal_reversal_4w_asset_class_neutral_tradable,l1_trend_quality_trend_clarity_momentum_raw_tradable,l1_trend_quality_trend_clarity_momentum_score_tradable,l1_tsmom_tsmom_vol_scaled_tradable,l1_tsmom_tsmom_score_tradable,l1_value_value_score_tradable,l1_value_value_score_asset_class_neutral_tradable,l1_xsmom_xsmom_score_tradable,l1_xsmom_xsmom_asset_class_neutral_tradable
2005-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00735939213447957,-0.005261790997627065,,,,,,,,,,
2005-02-04,0.00013635087718703677,,,,0.007638012493818822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006105018497054728,-0.005485407794961085,,,,,,,,,,
2005-02-11,0.006052197931915594,,,,0.004193668672320442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013603752311110466,-0.0031328312313426685,,,,,,,,,,
2005-02-18,0.009133804944260174,,,,0.006224521429239869,,,0.0019905664063337115,,,,0.011151962963556496,,,0.00019063404757356988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0026609272566616962,-0.002169215203962005,-0.004397039299759199,-0.005049880489585074,,,,,,,,
2005-02-25,0.015069213816822252,0.01656085808652537,,,0.0006369559115749948,0.0052872748909440995,,0.0008327895955674322,,,,0.016029737678059028,,,0.009296787828921068,,,,0.01656085808652537,,,,0.01656085808652537,,0.016560858086525368,,,,0.01656085808652537,,,,,,-0.00475708232789392,-0.004963118409966139,0.0015605664411105502,,,,,,,,,,-0.007691885978281894,-0.0071931290593604475,-0.007271532454845937,-0.008075010119553727,,,,,,,,
2005-03-04,0.003946648047137746,0.00230851553196775,,,-0.00046734018992114967,0.004506522711989393,,0.004447559154165374,,,,0.002451836548622107,,,0.006475041324222458,,,,0.00230851553196775,,,,0.00230851553196775,,0.00230851553196775,,,,0.00230851553196775,,,,,,-0.006925183352750737,-0.006657217669662234,-0.0018073817874692502,,,,,,,,,,-0.0028375616914780295,-0.0017839073349883545,-0.005045712958885587,-0.0007101974693961521,,,,,,,,
2005-03-11,-0.0038274367160460055,-0.009842778099731933,,,-0.007178896027122658,-0.004570994089269505,,-0.0016909490164391534,,,,-0.009363480158417323,,,-0.015263967351755205,,,,-0.009842778099731931,,,,-0.009842778099731933,,-0.009842778099731933,,,,-0.009842778099731933,,,,,,0.0012486826003949832,0.0019504877060752231,-0.0031611063239081506,,,,,,,,,,-0.0013402135043451683,0.005479861443332981,0.005140229367102353,0.0041699158495529425,,,,,,,,
