refit_date,factor,feature,characteristic_weight,abs_characteristic_weight,pca_component_weight,sign_rule,sign_anchor_abs_corr,train_weeks
2010-01-01,ipca_style_f1,mom_4w,-0.015616473829600403,0.015616473829600403,0.1293754823045511,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,mom_13w,-0.019265510475361104,0.019265510475361104,0.1628123236455905,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,mom_26w,-0.01932954959470012,0.01932954959470012,0.17026970441561426,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,mom_52w,-0.01762383710647935,0.01762383710647935,0.15748309537280192,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,vol_4w,0.015461487444975273,0.015461487444975273,-0.10856642884903982,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,vol_13w,0.015654916255306312,0.015654916255306312,-0.12220473696174453,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,vol_26w,0.014546987556734992,0.014546987556734992,-0.11880927972582375,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,downside_vol_13w,0.01376219529617766,0.01376219529617766,-0.12490454620275154,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,downside_vol_26w,0.012493349326048208,0.012493349326048208,-0.11678648009871384,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,drawdown_26w,-0.017821298037886957,0.017821298037886957,0.1471158256851863,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,drawdown_52w,-0.017598227146537398,0.017598227146537398,0.14259141965200267,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,ma_distance_13w,-0.017701430604040534,0.017701430604040534,0.1500138588771584,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,ma_distance_26w,-0.01878105042641654,0.01878105042641654,0.16365155903501533,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,ma_distance_52w,-0.018540102713315187,0.018540102713315187,0.1682430314695147,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,trend_consistency_13w,-0.020505829406530514,0.020505829406530514,0.13648836456699182,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,trend_consistency_26w,-0.020699732267005926,0.020699732267005926,0.1416828187936128,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,mom_vol_ratio_26w,-0.023198406052848914,0.023198406052848914,0.1721809372970021,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,vol_change_13v26,0.0118596960212125,0.0118596960212125,-0.0548947671946014,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,rel_strength_SPY_13w,-0.019265510475361028,0.019265510475361028,0.1628123236455899,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,rel_strength_SPY_26w,-0.01932954959470012,0.01932954959470012,0.17026970441561426,dominant_proxy_SPY,0.72443627541698,260
2010-01-01,ipca_style_f1,rel_strength_TLT_13w,-0.019265510475361035,0.019265510475361035,0.16281232364558995,dominant_proxy_SPY,0.72443627541698,260
