date,factor,ggg1_weighted_factor_exposure,market_state,factor_return,ggg1_return
2015-02-13,pca_exp_f2,0.044633030503985476,recovery_fragile,-0.0024783911506940995,-0.0049993602037857
2015-02-20,pca_exp_f2,0.04526695985519493,recovery_fragile,-0.007913415742360532,0.0058624398542575
2015-02-27,pca_exp_f2,0.03397725258972035,recovery_confirmed,0.006470694540031105,-0.0270114199115252
2015-03-06,pca_exp_f2,0.03692422841610971,neutral_mixed,-0.021014555810141118,0.0106886058970431
2015-03-13,pca_exp_f2,0.03377260753678196,neutral_mixed,-0.0013921836852927335,0.0333303011532355
2015-03-20,pca_exp_f2,0.030517189958580722,neutral_mixed,0.01939981110177148,-0.0160178655875625
2015-03-27,pca_exp_f2,0.034676323492899425,neutral_mixed,0.0017753495667727714,0.0101451796370468
2015-04-03,pca_exp_f2,0.03520713725390559,recovery_fragile,0.00303817309886695,0.0002001285962183
2015-04-10,pca_exp_f2,0.03403856031510945,recovery_fragile,-0.0002246960942723954,-0.0012997892867042
2015-04-17,pca_exp_f2,0.03359732921642722,recovery_fragile,0.0049317139532344826,0.0064578332129928
2015-04-24,pca_exp_f2,0.03362913593376118,recovery_fragile,-0.00553768073983721,-0.022694270538939
2015-05-01,pca_exp_f2,0.03457793990022726,neutral_mixed,-0.006821384873395714,-0.0007874747638346
2015-05-08,pca_exp_f2,0.033968609315552,neutral_mixed,0.0006290463606122476,0.00184635820712
2015-05-15,pca_exp_f2,0.034246806107975265,neutral_mixed,0.006994650448614385,-0.00482898188247
2015-05-22,pca_exp_f2,0.035820671002922924,neutral_mixed,-0.008194807995710485,-0.0005491108138017
2015-05-29,pca_exp_f2,0.03536676545311631,neutral_mixed,-0.001642944579321431,-0.020846615503827
2015-06-05,pca_exp_f2,0.03406809818978012,neutral_mixed,-0.015739919183113397,0.0019772925781448
2015-06-12,pca_exp_f2,0.0347591990438339,neutral_mixed,0.0016193459152124368,0.0079853876973263
2015-06-19,pca_exp_f2,0.03435915774401255,neutral_mixed,0.006938666939094859,-0.0136514785276035
2015-06-26,pca_exp_f2,0.014456233766790828,neutral_mixed,-0.011018507858213648,-0.004250973339308
2015-07-03,pca_exp_f2,0.014183428482956945,neutral_mixed,0.0016371687545598214,0.000553210739224
2015-07-10,pca_exp_f2,0.014290926533271246,neutral_mixed,-0.0017400049090274487,0.0113124566876777
2015-07-17,pca_exp_f2,0.014392306186735,stressed_panic,-0.0038615225411197194,-0.007107304408764
2015-07-24,pca_exp_f2,0.014141692763626668,neutral_mixed,-0.004995182449293225,0.0064110434265714
2015-07-31,pca_exp_f2,0.01793696313055399,neutral_mixed,0.0035673952933873865,-0.0063409680614832
2015-08-07,pca_exp_f2,0.017872622283605144,neutral_mixed,-0.00040031363077118367,-0.0004180707398249
2015-08-14,pca_exp_f2,0.01786112149642618,neutral_mixed,0.0030809773044741004,-0.0263177809911845
2015-08-21,pca_exp_f2,0.017834847198808953,stressed_panic,0.005388098264764424,0.0046674879559109
2015-08-28,pca_exp_f2,0.015560499777725053,stressed_panic,-0.0101000129988738,-0.0036396199473819
2015-09-04,pca_exp_f2,0.015332117207175625,stressed_panic,-0.004276008317999903,0.0019411271562177
2015-09-11,pca_exp_f2,0.016135351127778835,stressed_panic,-0.00047817388020036667,0.000148513491688
2015-09-18,pca_exp_f2,0.01585029277582875,stressed_panic,0.0076935043305433526,-0.0054312894870624
2015-09-25,pca_exp_f2,0.02085587639085574,stressed_panic,-0.0038524952008191513,0.0059456447715658
2015-10-02,pca_exp_f2,0.020180920203908347,stressed_panic,0.008193408949398616,-4.7534137505140984e-05
2015-10-09,pca_exp_f2,0.020775540643053824,stressed_panic,0.005303312887300724,0.0034940942183827
2015-10-16,pca_exp_f2,0.019722726277953757,neutral_mixed,0.005673570624347828,0.000489460821879
2015-10-23,pca_exp_f2,0.0201114021722475,neutral_mixed,-0.005208144883606665,-0.0016442174132842
2015-10-30,pca_exp_f2,0.033884066967844524,neutral_mixed,-0.006904005152173347,-0.0081340068460579
2015-11-06,pca_exp_f2,0.034099500480856915,neutral_mixed,-0.018116150247904347,-0.0117829162601318
2015-11-13,pca_exp_f2,0.03212084613540692,neutral_mixed,-0.002596656351849503,0.0139317902151596
2015-11-20,pca_exp_f2,0.03319617225925949,stressed_panic,0.0021660652305265917,0.0047784059827056
2015-11-27,pca_exp_f2,0.03147872732587922,neutral_mixed,-0.002174185214187286,-0.0006458382880144
2015-12-04,pca_exp_f2,0.02990583237671853,neutral_mixed,0.003213036558367808,-0.010334888157948
2015-12-11,pca_exp_f2,0.02933890019504222,neutral_mixed,-0.003529743872935125,0.0007479007775256
2015-12-18,pca_exp_f2,0.02938441263170744,stressed_panic,-0.0014386817824270902,0.0093904432317595
2015-12-25,pca_exp_f2,0.01623257743112547,stressed_panic,0.0038641168328827054,-0.0017209076483729
2016-01-01,pca_exp_f2,0.016426357581317958,neutral_mixed,-0.006500767505325058,-0.0071097200941021
2016-01-08,pca_exp_f2,0.016253254585389676,stressed_panic,0.0070012427382962076,-0.005393800777484
2016-01-15,pca_exp_f2,0.018714351165423193,stressed_panic,-0.001954539736070149,0.0022236873227117
2016-01-22,pca_exp_f2,0.017718849496744703,stressed_panic,0.0020714522350120113,0.0040993383970014
2016-01-29,pca_exp_f2,0.023086329326432106,stressed_panic,0.010072245087059782,-0.0030043429898106
2016-02-05,pca_exp_f2,0.023201305012752017,stressed_panic,0.011077324186118214,-3.760322972416261e-05
2016-02-12,pca_exp_f2,0.025960218867855323,stressed_panic,0.008833555391601185,0.0023960487030616
2016-02-19,pca_exp_f2,0.02608911249825491,stressed_panic,-0.0006629050245826867,0.0018128687413111
2016-02-26,pca_exp_f2,0.022518593668185122,stressed_panic,-0.0015562108755280755,0.0042155005578559
2016-03-04,pca_exp_f2,0.02247634152842495,stressed_panic,0.009251698511103912,0.0017660446746581
2016-03-11,pca_exp_f2,0.02246992515765873,stressed_panic,0.0006646906602139496,0.0039678376580627
2016-03-18,pca_exp_f2,0.022518634911845272,stressed_panic,0.007705467979205935,-0.0027697161423039
2016-03-25,pca_exp_f2,0.04513627985943189,neutral_mixed,-0.00769720625372801,0.0056729972157697
2016-04-01,pca_exp_f2,0.045141934771572384,recovery_fragile,0.005843220939941622,0.0035184298565695
2016-04-08,pca_exp_f2,0.044417728068800066,neutral_mixed,0.005244496780204918,0.0021020029432681
2016-04-15,pca_exp_f2,0.044116712747917355,neutral_mixed,0.0029692437505395917,-0.0049351689866563
2016-04-22,pca_exp_f2,0.04368265820689767,neutral_mixed,-0.0013109925188862258,0.0138613411207939
2016-04-29,pca_exp_f2,0.04741239262575212,recovery_fragile,0.01304583266344272,0.0113371703600519
2016-05-06,pca_exp_f2,0.04722593399254896,neutral_mixed,-0.00222152761296158,-0.0039928631714308
2016-05-13,pca_exp_f2,0.04732303018485166,neutral_mixed,0.00011248115947680967,-0.0153936945482267
2016-05-20,pca_exp_f2,0.046639634781844436,neutral_mixed,-0.009764320199146104,0.0015792015928629
2016-05-27,pca_exp_f2,0.040848365950648995,recovery_confirmed,-0.003617417513397813,0.0140524790040334
2016-06-03,pca_exp_f2,0.041444000542608155,recovery_confirmed,0.0132610997804788,0.0075829273410466
2016-06-10,pca_exp_f2,0.04152519616247673,recovery_confirmed,0.008587276903126818,0.0065051093645849
2016-06-17,pca_exp_f2,0.04143522246845973,recovery_confirmed,0.0029176180321243425,0.0022339238321688
2016-06-24,pca_exp_f2,0.04422044853223149,neutral_mixed,0.0021175868007006554,0.0318199815656258
2016-07-01,pca_exp_f2,0.043540800874756085,neutral_mixed,0.019329043868834942,0.012263888283161
2016-07-08,pca_exp_f2,0.0431844115907911,neutral_mixed,0.005444209856529936,-0.0101564082332862
2016-07-15,pca_exp_f2,0.042215473690168835,calm_trend,-0.010146824552798972,0.0060782612127855
2016-07-22,pca_exp_f2,0.042336286430663506,calm_trend,-0.0021575526479136855,0.009035002417198
2016-07-29,pca_exp_f2,0.049772206442179924,calm_trend,0.008632791837593048,-0.0142409296321458
2016-08-05,pca_exp_f2,0.04954286753605244,calm_trend,-0.008793410819313077,0.0063616643464924
2016-08-12,pca_exp_f2,0.049683631835218026,calm_trend,0.0046076381591001895,-0.0052382059454627
2016-08-19,pca_exp_f2,0.04653101957862804,calm_trend,-0.0012135682364691933,-0.0065371015832402
2016-08-26,pca_exp_f2,0.04744391973288955,calm_trend,-0.007476810534756047,0.0066492397879218
2016-09-02,pca_exp_f2,0.04874476761386406,calm_trend,0.004100398998974094,-0.0177194907419955
2016-09-09,pca_exp_f2,0.04770288569313799,calm_trend,-0.00539082234940686,-0.0065191475595067
2016-09-16,pca_exp_f2,0.048119856686825606,calm_trend,-0.0038525599990683447,0.0224961743518268
2016-09-23,pca_exp_f2,0.0473140106910909,calm_trend,0.011974342540420744,-0.0057835863699024
2016-09-30,pca_exp_f2,0.04061974654923046,calm_trend,-0.0036845945794168724,-0.0241528675953467
2016-10-07,pca_exp_f2,0.04077913796815634,calm_trend,-0.01715021494153894,-0.0066761969369937
2016-10-14,pca_exp_f2,0.040365296894841474,calm_trend,-0.004151822740953905,0.0108693906306837
2016-10-21,pca_exp_f2,0.04020410733202566,calm_trend,0.005674191126984202,-0.0147565387017295
2016-10-28,pca_exp_f2,0.044150815145446436,calm_trend,-0.0034555842098494,-0.0008278293651654
2016-11-04,pca_exp_f2,0.04364669281562613,neutral_mixed,0.005309315733407492,-0.0291814338204435
2016-11-11,pca_exp_f2,0.044118478566379064,neutral_mixed,-0.03045077686632465,-0.0026521483375522
2016-11-18,pca_exp_f2,0.0435943727929286,neutral_mixed,-0.010716051839017053,0.0022487320967002
2016-11-25,pca_exp_f2,0.036730766502614864,neutral_mixed,-0.0027578950291739608,-0.0009594152065109
2016-12-02,pca_exp_f2,0.03702718779923011,neutral_mixed,0.0001543662572884747,0.0063007825602134
2016-12-09,pca_exp_f2,0.039163827794862945,neutral_mixed,-0.002524239110364202,-0.0111576369869898
2016-12-16,pca_exp_f2,0.03556038961633735,calm_trend,-0.0093650281092752,0.0019654655707123
2016-12-23,pca_exp_f2,0.03550964589963334,neutral_mixed,0.0015236210113241792,0.0070074721433466
2016-12-30,pca_exp_f2,0.029008208586348824,calm_trend,0.007939191592714447,0.0130058018340492
2017-01-06,pca_exp_f2,0.029108985270118043,calm_trend,0.008199807353848234,0.0069712049137003
2017-01-13,pca_exp_f2,0.028719814563281397,calm_trend,0.005673766610491019,-0.0018616631482632
2017-01-20,pca_exp_f2,0.02870209079300894,calm_trend,-0.00020139359575076866,0.0049531318744926
2017-01-27,pca_exp_f2,0.01335613229122411,calm_trend,-0.001963912729148085,0.0037144970413139
2017-02-03,pca_exp_f2,0.013425115048229061,calm_trend,0.005550635439736278,0.0058846097661978
2017-02-10,pca_exp_f2,0.013424733748709982,calm_trend,0.005430817816167148,0.0022668551588434
2017-02-17,pca_exp_f2,0.013432928916931416,calm_trend,-0.0005957316118153716,0.0039950264354494
2017-02-24,pca_exp_f2,0.013902857443759284,calm_trend,0.008238198996064913,-0.0005825308024909
2017-03-03,pca_exp_f2,0.014083807075861782,calm_trend,-0.009566422442365316,-0.01826698490476
2017-03-10,pca_exp_f2,0.01402367981467029,neutral_mixed,-0.011914728995844164,0.011690764670293
2017-03-17,pca_exp_f2,0.014133430834685906,neutral_mixed,0.00989842400163348,-0.0033926756398134
2017-03-24,pca_exp_f2,0.0142808980897061,neutral_mixed,0.008334044349690173,0.00827062167767
2017-03-31,pca_exp_f2,0.014589796414738855,calm_trend,0.000318365743079817,-1.0143968410924572e-05
2017-04-07,pca_exp_f2,0.014555826558790196,calm_trend,0.00046189850612616797,-0.0027390291083245
2017-04-14,pca_exp_f2,0.014612916237254475,calm_trend,0.01146725689345377,0.0012027549398312
2017-04-21,pca_exp_f2,0.014675457949261877,neutral_mixed,-0.003221412064994326,0.0099843593376057
2017-04-28,pca_exp_f2,0.010612594622329512,calm_trend,-0.0037364885694810574,0.0027199916721505
2017-05-05,pca_exp_f2,0.010392091078106113,calm_trend,-0.008265763204018919,0.0009227086356955
2017-05-12,pca_exp_f2,0.010447288657537673,calm_trend,0.001438407857372148,0.0045511151905059
2017-05-19,pca_exp_f2,0.010786973359469995,calm_trend,0.010427924962205092,0.0042680285646961
2017-05-26,pca_exp_f2,0.019578671697867756,calm_trend,0.0019195684106593385,0.0082908020683942
2017-06-02,pca_exp_f2,0.01963043063349148,calm_trend,0.006679105239585213,-0.0069379892404995
2017-06-09,pca_exp_f2,0.019610357073512517,calm_trend,-0.004930119019789653,-0.00152481234236
2017-06-16,pca_exp_f2,0.019670893646268714,calm_trend,-0.0007600715561733738,0.0016936416820985
2017-06-23,pca_exp_f2,0.01961078244425456,calm_trend,0.0003763822521643901,-0.0011720914989075
2017-06-30,pca_exp_f2,0.016581359164456917,calm_trend,-0.005076744480678569,-0.0047713729163735
2017-07-07,pca_exp_f2,0.016574051243140375,calm_trend,-0.011127197391972522,0.0154713912966235
2017-07-14,pca_exp_f2,0.01644648185055974,calm_trend,0.008399740107475673,0.0047029092559545
2017-07-21,pca_exp_f2,0.016408672863974114,calm_trend,0.009688109619406866,0.0016068491078054
2017-07-28,pca_exp_f2,0.016138332140029365,calm_trend,0.0013752832893965678,0.0030203330147855
2017-08-04,pca_exp_f2,0.01631475227051535,calm_trend,-0.0012778157119350678,-0.0098061353246291
2017-08-11,pca_exp_f2,0.016053710872702513,calm_trend,0.006540096050605137,0.0012732243646696
2017-08-18,pca_exp_f2,0.01635780192189253,neutral_mixed,-0.00018299702167385434,0.0077398049417468
2017-08-25,pca_exp_f2,0.015976028278800028,neutral_mixed,0.003570272451347733,0.0063626065821214
2017-09-01,pca_exp_f2,0.01612908600641855,calm_trend,0.005117832976281532,0.0018044005223676
2017-09-08,pca_exp_f2,0.01612408939871573,calm_trend,0.00924375896939757,0.0050937571640206
2017-09-15,pca_exp_f2,0.016226350156103377,calm_trend,-0.006819903753640713,-0.0013176740377335
2017-09-22,pca_exp_f2,0.01632894550395565,calm_trend,-0.007771801097907016,7.430315691083794e-05
2017-09-29,pca_exp_f2,0.018493358040671273,calm_trend,-0.005634268673541288,0.002462493783973
2017-10-06,pca_exp_f2,0.018632081284578716,calm_trend,-0.0018916461345944548,0.0102375368918784
2017-10-13,pca_exp_f2,0.01907010635948571,calm_trend,0.01093372727952464,-0.0024142721926077
2017-10-20,pca_exp_f2,0.018392097159962015,calm_trend,-0.00793140044241117,-0.0004211368041435
2017-10-27,pca_exp_f2,0.03049957973178004,neutral_mixed,-0.003255536857603485,0.003126560149795
2017-11-03,pca_exp_f2,0.03036072631932526,neutral_mixed,0.004237426709253705,-0.0017961551200449
2017-11-10,pca_exp_f2,0.030150563596370118,calm_trend,-0.0012755353272460909,0.0042334847616917
2017-11-17,pca_exp_f2,0.030496631307585224,neutral_mixed,0.005531016952389424,0.0082218961910633
2017-11-24,pca_exp_f2,0.02885748898178354,neutral_mixed,0.001059513370093786,-0.0063972000166317
2017-12-01,pca_exp_f2,0.028864721306919264,neutral_mixed,-0.0047934764598456655,-0.0007773168438662
2017-12-08,pca_exp_f2,0.02881822504008613,neutral_mixed,-0.006945097427043774,0.0044997379011993
2017-12-15,pca_exp_f2,0.028736963926749053,neutral_mixed,0.0031272641342726835,0.0063064487171613
2017-12-22,pca_exp_f2,0.028549812790346105,neutral_mixed,-0.0017119884619191323,0.0063002886596135
2017-12-29,pca_exp_f2,0.025521505413334037,neutral_mixed,0.01046835664967873,0.0196671001382945
2018-01-05,pca_exp_f2,0.02517743350314123,neutral_mixed,0.0012408857833345157,0.0097488219541935
2018-01-12,pca_exp_f2,0.025202376903497446,neutral_mixed,-0.001122511350152144,0.0043244851964865
2018-01-19,pca_exp_f2,0.02502894996505282,neutral_mixed,-0.003890059903999455,0.0155009085042555
2018-01-26,pca_exp_f2,0.029144829265890713,neutral_mixed,0.0065803959543331,-0.0299064064820053
2018-02-02,pca_exp_f2,0.029329533924246098,neutral_mixed,-0.014148933117325286,-0.0356816084430961
2018-02-09,pca_exp_f2,0.029377539434913655,stressed_panic,-0.010217865500117444,0.0300165818474522
2018-02-16,pca_exp_f2,0.029351542516720862,stressed_panic,0.00860893246633574,0.0007390441359522
2018-02-23,pca_exp_f2,0.013106390339546577,stressed_panic,-0.003436337471319262,-0.0067674455660885
2018-03-02,pca_exp_f2,0.013104386253418225,stressed_panic,-0.0027995342795616917,0.0053450073954289
2018-03-09,pca_exp_f2,0.01312450722697036,stressed_panic,-0.00027230833259118297,-0.0008935847615999
2018-03-16,pca_exp_f2,0.013088421918968357,stressed_panic,0.0014026410656970093,-0.0078452260553186
2018-03-23,pca_exp_f2,0.013089730339249496,stressed_panic,0.0035997472025460697,0.0065240606496125
2018-03-30,pca_exp_f2,0.013155251753570258,stressed_panic,0.0031125666669708173,-0.0028246684379069
2018-04-06,pca_exp_f2,0.013127033720432172,stressed_panic,-4.527424626053821e-05,0.006548887109964
2018-04-13,pca_exp_f2,0.013069976289555096,stressed_panic,0.0023365927875889352,-0.0001722531515525
2018-04-20,pca_exp_f2,0.01306680189280212,stressed_panic,-0.00533302601174394,-0.0006214799635862
2018-04-27,pca_exp_f2,0.01445970071542607,stressed_panic,-0.0011519515969433385,-0.0004021731023717
2018-05-04,pca_exp_f2,0.014068100851196088,stressed_panic,-0.0021658735039869737,0.0029321001404167
2018-05-11,pca_exp_f2,0.014406891969526252,stressed_panic,0.0001620299619947782,-0.0025311335828392
2018-05-18,pca_exp_f2,0.014015301375589873,stressed_panic,-0.009488666232903169,0.0013826672053284
2018-05-25,pca_exp_f2,0.013624610399015713,stressed_panic,0.0059814729493880845,-0.0007093610888401
2018-06-01,pca_exp_f2,0.01363674754578884,stressed_panic,-0.0002764947344991539,0.0012117724377456
2018-06-08,pca_exp_f2,0.013654556861987783,neutral_mixed,-0.0009343896132004554,-0.004167364673373
2018-06-15,pca_exp_f2,0.013649161996360962,recovery_fragile,-0.002574042868694402,-0.0013277859071213
2018-06-22,pca_exp_f2,0.013546206010844615,neutral_mixed,-0.0003125634788930642,-0.0007805496132178
2018-06-29,pca_exp_f2,0.023208476141272024,neutral_mixed,0.00039784800773198304,0.0025096831209031
2018-07-06,pca_exp_f2,0.02311873001877436,neutral_mixed,0.0031679733596535974,-0.0039048862036521
2018-07-13,pca_exp_f2,0.02314330062803284,neutral_mixed,-0.0036118393867344742,-0.0035178825645929
2018-07-20,pca_exp_f2,0.023045184316263397,neutral_mixed,-0.005402733490489487,0.0024076108210581
2018-07-27,pca_exp_f2,0.01827390732764592,neutral_mixed,-0.0013134490403680446,0.0019986779055308
2018-08-03,pca_exp_f2,0.019613212037490904,neutral_mixed,-0.0007553758582775596,-0.0027291382622827
2018-08-10,pca_exp_f2,0.01877439533008102,neutral_mixed,-0.001157165876690563,-0.0020397633586
2018-08-17,pca_exp_f2,0.018703756071717467,recovery_fragile,-0.003269207699087402,0.0092391468017514
2018-08-24,pca_exp_f2,0.01822796633960219,recovery_fragile,0.004699040426086395,0.0030002728137719
2018-08-31,pca_exp_f2,0.020141442537928624,recovery_fragile,-0.0046442880669334925,-0.0104666428406597
2018-09-07,pca_exp_f2,0.020258681840360337,neutral_mixed,-0.005725903316455849,0.0056332426326248
2018-09-14,pca_exp_f2,0.020391923689843886,neutral_mixed,-0.00047949168673767364,0.002005278519732
2018-09-21,pca_exp_f2,0.020212314269767075,neutral_mixed,0.0005445140417766145,0.0034697497637335
2018-09-28,pca_exp_f2,0.011195918225967393,neutral_mixed,0.0002923654344879441,-0.008611203453101
2018-10-05,pca_exp_f2,0.011157713406973201,neutral_mixed,-0.006694974256067302,-0.0163028765809404
2018-10-12,pca_exp_f2,0.011133448325683002,neutral_mixed,0.0038962336822979437,0.0025142965602788
2018-10-19,pca_exp_f2,0.011337717398953765,stressed_panic,0.00011260426163625775,-0.0129087191841192
2018-10-26,pca_exp_f2,0.006946848744030364,stressed_panic,0.0025687874687679467,0.000626541438783
2018-11-02,pca_exp_f2,0.007070656841506371,stressed_panic,-0.004342978657355034,0.002415073971708
2018-11-09,pca_exp_f2,0.007052250965698928,stressed_panic,-0.0030963800555819797,-0.0042183110888532
2018-11-16,pca_exp_f2,0.00720573357529186,stressed_panic,0.006410211817163027,-0.0089759466858794
2018-11-23,pca_exp_f2,0.007210683789778437,stressed_panic,-0.0015065016846056245,0.0066521740729777
2018-11-30,pca_exp_f2,0.013802897305975774,stressed_panic,0.0015533132359816884,0.0030405584445382
2018-12-07,pca_exp_f2,0.013773236848487419,stressed_panic,0.011646968809115948,-0.0021659772653477
2018-12-14,pca_exp_f2,0.013870682445400738,stressed_panic,-0.0016363555565676988,-0.0136481983532088
2018-12-21,pca_exp_f2,0.014547361602175403,stressed_panic,0.0025121241983472754,0.0015327132938597
2018-12-28,pca_exp_f2,0.019446672593865684,stressed_panic,0.00609547944104045,0.0043995132094028
2019-01-04,pca_exp_f2,0.01738473621287892,stressed_panic,0.005352009725575432,0.005799445177442
2019-01-11,pca_exp_f2,0.01973536565841856,stressed_panic,0.0014755165767161853,0.0013472862040634
2019-01-18,pca_exp_f2,0.019925781528567242,stressed_panic,-0.004011511829930794,0.0026092796683399
2019-01-25,pca_exp_f2,0.021060246405134788,stressed_panic,0.0051875514723902704,0.0051023212874516
2019-02-01,pca_exp_f2,0.02105685140033898,stressed_panic,0.007615113986464564,0.0029953279549354
2019-02-08,pca_exp_f2,0.021170197100165673,neutral_mixed,6.053757558952718e-05,0.0014486473142734
2019-02-15,pca_exp_f2,0.020555747284256867,neutral_mixed,0.0002801394545688868,0.0004799983398265
2019-02-22,pca_exp_f2,0.03898759901216202,neutral_mixed,0.0030418808303918393,-0.0090878965539078
2019-03-01,pca_exp_f2,0.039157027135613934,neutral_mixed,-0.011328440197203613,0.0045995544942202
2019-03-08,pca_exp_f2,0.039429781393324384,neutral_mixed,0.006113746089011213,0.0075817824418288
2019-03-15,pca_exp_f2,0.03984504354498426,neutral_mixed,0.004303775626968778,0.0079060685415546
2019-03-22,pca_exp_f2,0.03931306008531748,neutral_mixed,0.00795118876046578,0.0059070142572758
2019-03-29,pca_exp_f2,0.03666309942580624,neutral_mixed,-0.0015013746594954086,0.0025758202935922
2019-04-05,pca_exp_f2,0.036536151253855766,recovery_confirmed,-0.002106859081196231,7.377728698979968e-05
2019-04-12,pca_exp_f2,0.039525183643863496,recovery_confirmed,-0.00214536362329413,-0.0076550553063175
2019-04-19,pca_exp_f2,0.03812732332238874,recovery_confirmed,-0.0032969845824862296,0.0071664206780017
2019-04-26,pca_exp_f2,0.036227968566791356,recovery_confirmed,0.0027463983218405123,0.0031037781600521
2019-05-03,pca_exp_f2,0.035475338940647874,recovery_confirmed,-0.001985546068764558,-0.0047744459850207
2019-05-10,pca_exp_f2,0.03339693609591316,neutral_mixed,0.0005410491946120273,0.0036204336198174
2019-05-17,pca_exp_f2,0.03257028692647143,neutral_mixed,0.00019627862666265754,0.0017397651091589
2019-05-24,pca_exp_f2,0.032690947832641794,neutral_mixed,0.00520746587096206,-0.0010630573762114
2019-05-31,pca_exp_f2,0.03304135084814858,neutral_mixed,0.008221221074366278,0.0143180406413964
2019-06-07,pca_exp_f2,0.033521337453725764,neutral_mixed,0.00873284230793112,0.002495364456664
2019-06-14,pca_exp_f2,0.03379247942495313,recovery_confirmed,-0.0016094127993330964,0.0085102463387533
2019-06-21,pca_exp_f2,0.034150233042415636,recovery_confirmed,0.013018567418818242,-0.0031406662392486
2019-06-28,pca_exp_f2,0.036210738644525085,recovery_confirmed,0.002094965009698153,0.0095976449979701
2019-07-05,pca_exp_f2,0.03861894419923561,recovery_confirmed,-0.002863708265902602,-0.0041372688153985
2019-07-12,pca_exp_f2,0.03709729038174952,recovery_confirmed,-0.0002235469507253865,-0.0058861820278126
2019-07-19,pca_exp_f2,0.03752666503517997,neutral_mixed,0.0058801761969147345,0.0050451473806237
2019-07-26,pca_exp_f2,0.04494548801751543,neutral_mixed,-0.0025922506209368015,0.013294152421222
2019-08-02,pca_exp_f2,0.045684901683891645,neutral_mixed,0.007457578639668342,0.018400115200076
2019-08-09,pca_exp_f2,0.04475761218349563,neutral_mixed,0.012329232265756504,0.0128902810464598
2019-08-16,pca_exp_f2,0.04356661783174836,neutral_mixed,0.008021327846723974,-0.0005586453327908
2019-08-23,pca_exp_f2,0.04469015258747049,neutral_mixed,0.002881676715634675,0.0094947087550902
2019-08-30,pca_exp_f2,0.04201227289256436,neutral_mixed,0.004270945528788826,-0.0012865830294651
2019-09-06,pca_exp_f2,0.04358837200025925,neutral_mixed,-0.003060137405643038,-0.0185013061637039
2019-09-13,pca_exp_f2,0.04264698332219772,neutral_mixed,-0.015127616540848142,0.0154512098907417
2019-09-20,pca_exp_f2,0.043165176232966423,calm_trend,0.013203872668496658,-0.0019089361934416
2019-09-27,pca_exp_f2,0.04931826994108644,neutral_mixed,-0.002977712971287933,0.0085083126799869
2019-10-04,pca_exp_f2,0.0491205667252539,neutral_mixed,0.007133542198750387,-0.0121956067966206
2019-10-11,pca_exp_f2,0.04847542651829336,neutral_mixed,-0.008962794649155694,0.0050821420941316
2019-10-18,pca_exp_f2,0.04746624552551168,calm_trend,0.00141774473835151,0.0008543418561548
2019-10-25,pca_exp_f2,0.05027887052911089,calm_trend,0.0023712827863027345,0.0070741892662869
2019-11-01,pca_exp_f2,0.05044046929182267,calm_trend,0.0040613297562514675,-0.0279181016565536
2019-11-08,pca_exp_f2,0.05012099270980096,calm_trend,-0.017993879167133704,0.0120892706092221
2019-11-15,pca_exp_f2,0.049168731586507974,calm_trend,0.005631141717560457,-0.0005190256123109
2019-11-22,pca_exp_f2,0.048209811398407826,calm_trend,0.0019529962904815885,0.0069964013788458
2019-11-29,pca_exp_f2,0.05334145877049172,calm_trend,-9.242470804664992e-06,-0.002882807136502
2019-12-06,pca_exp_f2,0.05356851013467194,calm_trend,-0.0010932410097222128,0.0013465422538743
2019-12-13,pca_exp_f2,0.05280785344686112,calm_trend,0.005339710341955304,0.0030514273389377
2019-12-20,pca_exp_f2,0.05358788324583729,calm_trend,0.0004190886003372703,0.0086149938093637
2019-12-27,pca_exp_f2,0.04814218627167033,calm_trend,0.006744020157310678,0.0077147263604389
2020-01-03,pca_exp_f2,0.048092805562579194,calm_trend,0.006532777158177171,0.0020911632954314
2020-01-10,pca_exp_f2,0.0481945019345732,calm_trend,0.0005247781160370068,0.0056234289434563
2020-01-17,pca_exp_f2,0.048379802748604116,calm_trend,0.0006768291680084626,0.0043932835506998
2020-01-24,pca_exp_f2,0.048156133485977165,calm_trend,0.005220322652320759,-0.0017811645704651
2020-01-31,pca_exp_f2,0.051106167427699856,calm_trend,0.0035933862333779524,0.0069164743735823
2020-02-07,pca_exp_f2,0.05151822861414987,calm_trend,-0.004122270386527909,0.0076944797264437
2020-02-14,pca_exp_f2,0.051257645409252386,calm_trend,0.003006301273785655,0.0050910545714146
2020-02-21,pca_exp_f2,0.05081691195177942,calm_trend,0.010975205120790262,-0.0258296864835816
2020-02-28,pca_exp_f2,0.03388580774187389,neutral_mixed,-0.0103881190619311,0.0245189135610315
2020-03-06,pca_exp_f2,0.0343485594948256,stressed_panic,0.02744453559088113,-0.0682627791922948
2020-03-13,pca_exp_f2,0.03379158359816021,stressed_panic,-0.06300048726822424,-0.0512561140623217
2020-03-20,pca_exp_f2,0.03424513758309825,stressed_panic,-0.03502493297537692,0.0701484035321314
2020-03-27,pca_exp_f2,0.02639387774023642,stressed_panic,0.053618105037836344,-0.0040503899793248
2020-04-03,pca_exp_f2,0.027114907816172294,stressed_panic,-0.0001990075522348096,0.022874305120888
2020-04-10,pca_exp_f2,0.02724376542489943,stressed_panic,0.02297998548848722,0.0004442732940313
2020-04-17,pca_exp_f2,0.027342694051086434,stressed_panic,-0.0016122795096364852,0.0025763170300393
