candidate,family,risk_on_threshold,activation_mode,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,delay1_recent_cagr,delay2_recent_cagr,worst_current_delay_recent_cagr,peak_total_stock_weight,annual_one_way_turnover,active_share,selection_gates
slow__score3__confirm,slow,3,confirm,1.1293348809519008,2.806327722237254,-0.09130115412557338,0.40817550238441,1.0000080831419003,1.0157224126704936,1.0913590251045475,1.0157224126704936,0.07378789503220702,4.0169312169312175,0.19576719576719576,False
balanced__score2__bridge1,balanced,2,bridge1,1.1293348809519004,2.806327722237253,-0.09130115412557338,0.3976348772710643,1.0000080831418998,1.0157224126704936,1.0913590251045466,1.0157224126704936,0.07378789503220702,3.356613756613757,0.328042328042328,False
slow__score2__bridge1,slow,2,bridge1,1.1293348809519004,2.806327722237253,-0.09130115412557338,0.3976348772710643,1.0000080831418998,1.0157224126704936,1.0913590251045466,1.0157224126704936,0.07378789503220702,3.356613756613757,0.328042328042328,False
fast__score2__bridge2,fast,2,bridge2,1.1293348809519,2.8063277222372522,-0.09130115412557338,0.3919659574584444,1.0000080831419003,1.0157224126704936,1.091359025104548,1.0157224126704936,0.07378789503220702,3.081481481481481,0.3544973544973545,False
fast__score3__bridge2,fast,3,bridge2,1.1293348809519,2.8063277222372522,-0.09130115412557338,0.3919659574584444,1.0000080831419003,1.0157224126704936,1.091359025104548,1.0157224126704936,0.07378789503220702,3.081481481481481,0.3544973544973545,False
balanced__score3__bridge2,balanced,3,bridge2,1.1293348809519,2.8063277222372522,-0.09130115412557327,0.38994743104894236,1.000008083141899,1.0157224126704936,1.0913590251045484,1.0157224126704936,0.07378789503220702,3.6317460317460317,0.32275132275132273,False
fast__score4__bridge1,fast,4,bridge1,1.129334880951899,2.8063277222372514,-0.09130115412557349,0.407693695884372,1.0000080831418998,1.0157224126704936,1.0913590251045489,1.0157224126704936,0.07378789503220702,3.6317460317460317,0.31216931216931215,False
fast__score5__bridge1,fast,5,bridge1,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.41394454757118515,1.0000080831418998,1.0157224126704936,1.091359025104548,1.0157224126704936,0.07378789503220702,4.292063492063491,0.2804232804232804,False
fast__score5__bridge2,fast,5,bridge2,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.41394454757118515,1.0000080831418998,1.0157224126704936,1.091359025104548,1.0157224126704936,0.07378789503220702,4.292063492063491,0.2804232804232804,False
fast__score1__bridge1,fast,1,bridge1,1.1293348809519008,2.806327722237253,-0.09130115412557316,0.39676784853774794,1.000008083141899,1.0157224126704931,1.0913590251045453,1.0157224126704931,0.07378789503220702,3.356613756613757,0.3333333333333333,False
balanced__score1__bridge1,balanced,1,bridge1,1.1293348809519008,2.806327722237253,-0.09130115412557316,0.39676784853774794,1.000008083141899,1.0157224126704931,1.0913590251045453,1.0157224126704931,0.07378789503220702,3.356613756613757,0.3333333333333333,False
balanced__score4__bridge2,balanced,4,bridge2,1.1293348809519008,2.8063277222372545,-0.09130115412557305,0.40683811248523893,1.0000080831419003,1.0157224126704931,1.0913590251045475,1.0157224126704931,0.07378789503220702,3.6317460317460317,0.2962962962962963,False
slow__score1__bridge1,slow,1,bridge1,1.1293348809519008,2.806327722237253,-0.09130115412557316,0.39676784853774794,1.000008083141899,1.0157224126704931,1.0913590251045453,1.0157224126704931,0.07378789503220702,3.356613756613757,0.3333333333333333,False
fast__score2__confirm,fast,2,confirm,1.1293348809519,2.8063277222372527,-0.09130115412557316,0.42061637936624297,1.0000080831419003,1.0157224126704931,1.0913590251045489,1.0157224126704931,0.07378789503220702,4.016931216931217,0.26455026455026454,False
fast__score4__bridge2,fast,4,bridge2,1.1293348809519,2.806327722237252,-0.09130115412557349,0.40033531136358347,1.0000080831418998,1.0157224126704931,1.0913590251045489,1.0157224126704931,0.07378789503220702,3.356613756613757,0.3386243386243386,False
balanced__score2__confirm,balanced,2,confirm,1.1293348809519,2.8063277222372527,-0.09130115412557316,0.42061637936624297,1.0000080831419003,1.0157224126704931,1.0913590251045489,1.0157224126704931,0.07378789503220702,4.016931216931217,0.26455026455026454,False
slow__score2__confirm,slow,2,confirm,1.1293348809519,2.8063277222372527,-0.09130115412557316,0.42061637936624297,1.0000080831419003,1.0157224126704931,1.0913590251045489,1.0157224126704931,0.07378789503220702,4.016931216931217,0.26455026455026454,False
slow__score3__bridge2,slow,3,bridge2,1.1293348809518986,2.8063277222372527,-0.09130115412557349,0.39201650348453,1.0000080831418998,1.0157224126704931,1.0913590251045475,1.0157224126704931,0.07378789503220702,2.806349206349206,0.35978835978835977,False
balanced__score3__bridge1,balanced,3,bridge1,1.1293348809518982,2.806327722237249,-0.09130115412557327,0.39691895326754656,1.0000080831419007,1.0157224126704931,1.0913590251045475,1.0157224126704931,0.07378789503220702,3.6317460317460317,0.30687830687830686,False
fast__score1__confirm,fast,1,confirm,1.1293348809519004,2.8063277222372536,-0.09130115412557338,0.4200790331177189,1.0000080831418994,1.0157224126704927,1.0913590251045475,1.0157224126704927,0.07378789503220702,4.292063492063491,0.2698412698412698,False
balanced__score1__confirm,balanced,1,confirm,1.1293348809519004,2.8063277222372536,-0.09130115412557338,0.4200790331177189,1.0000080831418994,1.0157224126704927,1.0913590251045475,1.0157224126704927,0.07378789503220702,4.292063492063491,0.2698412698412698,False
balanced__score5__bridge1,balanced,5,bridge1,1.1293348809519004,2.8063277222372536,-0.09130115412557338,0.4200790331177189,1.0000080831418994,1.0157224126704927,1.0913590251045475,1.0157224126704927,0.07378789503220702,4.292063492063491,0.2698412698412698,False
slow__score1__confirm,slow,1,confirm,1.1293348809519004,2.8063277222372536,-0.09130115412557338,0.4200790331177189,1.0000080831418994,1.0157224126704927,1.0913590251045475,1.0157224126704927,0.07378789503220702,4.292063492063491,0.2698412698412698,False
slow__score5__bridge1,slow,5,bridge1,1.1293348809519004,2.806327722237253,-0.09130115412557349,0.4233571083452896,1.0000080831418994,1.0157224126704927,1.0913590251045466,1.0157224126704927,0.07378789503220702,3.8518518518518516,0.2751322751322751,False
slow__score5__bridge2,slow,5,bridge2,1.1293348809519004,2.806327722237253,-0.09130115412557349,0.4233571083452896,1.0000080831418994,1.0157224126704927,1.0913590251045466,1.0157224126704927,0.07378789503220702,3.8518518518518516,0.2751322751322751,False
slow__score4__bridge2,slow,4,bridge2,1.1293348809519,2.806327722237252,-0.09130115412557327,0.41053207404201797,1.0000080831418998,1.0157224126704918,1.091359025104547,1.0157224126704918,0.07378789503220702,3.356613756613757,0.30158730158730157,False
balanced__score3__confirm,balanced,3,confirm,1.0677341951238164,2.74710744604942,-0.09130115412557349,0.41222230901828616,0.8913808284948128,0.9648550504901712,1.0913590251045484,0.9648550504901712,0.07378789503220702,3.906878306878307,0.20634920634920634,False
balanced__score4__confirm,balanced,4,confirm,1.0677341951238182,2.747107446049423,-0.09130115412557338,0.38743857657609926,0.8913808284948128,0.964855050490171,1.0913590251045484,0.964855050490171,0.07378789503220702,3.5216931216931227,0.07407407407407407,False
fast__score4__confirm,fast,4,confirm,1.0677341951238164,2.7471074460494185,-0.09130115412557338,0.41268628530964824,0.8913808284948135,0.964855050490171,1.0913590251045466,0.964855050490171,0.07378789503220702,3.356613756613757,0.1164021164021164,False
fast__score3__confirm,fast,3,confirm,1.0677341951238182,2.7471074460494225,-0.09130115412557338,0.40791975338823416,0.8913808284948121,0.9648550504901707,1.0913590251045489,0.9648550504901707,0.07378789503220702,4.182010582010582,0.2222222222222222,False
fast__score5__confirm,fast,5,confirm,0.9231041941304317,2.4331384584154523,-0.13441888678479008,0.38990562234700343,0.8222769358977458,0.9231041941304321,0.9231041941304314,0.9231041941304314,0.07378789503220702,0.8804232804232804,0.021164021164021163,False
balanced__score5__confirm,balanced,5,confirm,0.9231041941304314,2.433138458415453,-0.13441888678479008,0.3859439073786717,0.8222769358977449,0.9231041941304314,0.9231041941304314,0.9231041941304314,0.0,0.0,0.0,False
slow__score5__confirm,slow,5,confirm,0.9231041941304314,2.433138458415453,-0.13441888678479008,0.3859439073786717,0.8222769358977449,0.9231041941304314,0.9231041941304314,0.9231041941304314,0.0,0.0,0.0,False
slow__score4__confirm,slow,4,confirm,0.9775146911061958,2.542546522452155,-0.12536796357428104,0.3963236858843111,0.809318630527138,0.923078152414109,1.0385829502291668,0.923078152414109,0.07378789503220702,2.9164021164021166,0.09523809523809523,False
fast__score5__union,fast,5,union,1.193304436309016,3.0323364981509897,-0.08708758375337322,0.3962555175783007,0.8656925321954299,0.8529475376236657,1.2179128727473336,0.8529475376236657,0.07378789503220702,8.52910052910053,0.3544973544973545,False
fast__score4__union,fast,4,union,1.0664395919193246,3.037957702085026,-0.087087583753373,0.36833460215949465,0.8203606813659834,0.8144252666616623,1.1056210494826693,0.8144252666616623,0.07378789503220702,4.567195767195768,0.5396825396825397,False
balanced__score5__union,balanced,5,union,0.8208103656707189,2.3257323948251387,-0.09130115412557327,0.35702152258825337,0.5884736402899924,0.7884737704528317,0.8297051207322672,0.7884737704528317,0.07378789503220702,6.162962962962962,0.32275132275132273,False
slow__score5__union,slow,5,union,1.0491064974371982,2.763067646411459,-0.09130115412557327,0.40802930121987013,0.743487774412583,0.8393077338343271,0.7771493966735075,0.7771493966735075,0.07378789503220702,5.722751322751323,0.30687830687830686,False
fast__score4__market_only,fast,4,market_only,1.0066584380842696,2.9853932908717744,-0.087087583753373,0.35447941919291015,0.721490689313931,0.7686376985876764,1.1056210494826675,0.7686376985876764,0.07378789503220702,4.622222222222223,0.3862433862433862,False
fast__score5__market_only,fast,5,market_only,0.980878159749659,2.638330100161843,-0.08954826482735401,0.36470064476885056,0.6998973651923868,0.7678084833054,1.0394764823237628,0.7678084833054,0.07378789503220702,5.392592592592593,0.10582010582010581,False
fast__score3__union,fast,3,union,0.6678655527977573,2.3149428150754967,-0.10565430708644707,0.30157581905845543,0.5286657486763369,0.6691742849631053,0.8207124592878383,0.6678655527977573,0.07378789503220702,4.1269841269841265,0.7248677248677249,False
balanced__score5__market_only,balanced,5,market_only,0.6444609451812306,1.948986848748562,-0.13441888678478986,0.3244021406919899,0.4473135895704343,0.7062971505552968,0.6825009715996764,0.6444609451812306,0.07378789503220702,1.8708994708994713,0.05291005291005291,False
slow__score5__market_only,slow,5,market_only,0.8506461030121151,2.377715260101972,-0.13441888678478997,0.3681039660737402,0.588552359418802,0.7547953999018981,0.6341734811259099,0.6341734811259099,0.07378789503220702,2.3111111111111113,0.037037037037037035,False
fast__score3__market_only,fast,3,market_only,0.6196149639211739,2.2496542566581534,-0.10565430708644652,0.28513467886669397,0.4456387024601647,0.6270521691590685,0.820712459287839,0.6196149639211739,0.07378789503220702,4.842328042328043,0.6772486772486772,False
fast__score2__union,fast,2,union,0.6721290340361217,2.350197633434636,-0.10722795781307104,0.2823207167620567,0.5517304964177601,0.6073118526102972,0.6138053273414301,0.6073118526102972,0.07378789503220702,3.5216931216931218,0.8571428571428571,False
fast__score2__market_only,fast,2,market_only,0.6721290340361212,2.3501976334346355,-0.10722795781307126,0.28280593639454765,0.5517304964177601,0.6073118526102965,0.6138053273414306,0.6073118526102965,0.07378789503220702,3.246560846560847,0.8518518518518519,False
balanced__score3__union,balanced,3,union,0.6170990872380191,2.2226046597615934,-0.10722795781307137,0.2820830536239063,0.47482637758096247,0.6781404654864043,0.5995225547356393,0.5995225547356393,0.07378789503220702,4.897354497354497,0.6878306878306878,False
balanced__score2__market_only,balanced,2,market_only,0.674037351184912,2.4518482297220134,-0.09571299034697134,0.2967415152354691,0.5762981955676674,0.5773934286664066,0.5748402479544381,0.5748402479544381,0.07378789503220702,2.5862433862433862,0.8412698412698413,False
balanced__score2__union,balanced,2,union,0.6740373511849125,2.4518482297220143,-0.0957129903469719,0.29625102448889185,0.5762981955676669,0.5773934286664077,0.5748402479544352,0.5748402479544352,0.07378789503220702,2.8613756613756616,0.8465608465608465,False
balanced__score3__market_only,balanced,3,market_only,0.5703171490295529,2.1553101928810268,-0.10722795781307126,0.27498980557927766,0.39472353108343716,0.6357920854164223,0.599522554735638,0.5703171490295529,0.07378789503220702,4.512169312169313,0.6243386243386243,False
slow__score2__union,slow,2,union,0.5865521187152987,2.203247655178832,-0.09571299034697134,0.2651202737787062,0.5148925999767187,0.5768134605115844,0.5541209187778957,0.5541209187778957,0.07378789503220702,1.7608465608465609,0.8465608465608465,False
slow__score2__market_only,slow,2,market_only,0.5865521187152989,2.2032476551788323,-0.09571299034697145,0.26559898490477263,0.5148925999767187,0.5768134605115842,0.5541209187778948,0.5541209187778948,0.07378789503220702,1.4857142857142858,0.8412698412698413,False
slow__score1__market_only,slow,1,market_only,0.5865521187153009,2.203247655178835,-0.09571299034697145,0.2565360895401936,0.5148925999767184,0.5768134605115849,0.5541209187778942,0.5541209187778942,0.07378789503220702,1.4857142857142858,0.9841269841269841,False
slow__score1__union,slow,1,union,0.5865521187153009,2.203247655178835,-0.09571299034697145,0.2565360895401936,0.5148925999767184,0.5768134605115849,0.5541209187778942,0.5541209187778942,0.07378789503220702,1.4857142857142858,0.9841269841269841,False
fast__score1__market_only,fast,1,market_only,0.5865521187152998,2.203247655178833,-0.09571299034697123,0.25990390166594524,0.5148925999767189,0.5768134605115864,0.5541209187778939,0.5541209187778939,0.07378789503220702,1.4857142857142858,0.9788359788359788,False
fast__score1__union,fast,1,union,0.5865521187152998,2.203247655178833,-0.09571299034697123,0.25990390166594524,0.5148925999767189,0.5768134605115864,0.5541209187778939,0.5541209187778939,0.07378789503220702,1.4857142857142858,0.9788359788359788,False
balanced__score1__market_only,balanced,1,market_only,0.5865521187152998,2.203247655178833,-0.09571299034697123,0.25990390166594524,0.5148925999767189,0.5768134605115864,0.5541209187778939,0.5541209187778939,0.07378789503220702,1.4857142857142858,0.9788359788359788,False
balanced__score1__union,balanced,1,union,0.5865521187152998,2.203247655178833,-0.09571299034697123,0.25990390166594524,0.5148925999767189,0.5768134605115864,0.5541209187778939,0.5541209187778939,0.07378789503220702,1.4857142857142858,0.9788359788359788,False
slow__score3__market_only,slow,3,market_only,0.6145387625138856,2.27929642683861,-0.09571299034697134,0.26824424289628945,0.5091963263412891,0.5313949901754509,0.5755334766147875,0.5313949901754509,0.07378789503220702,3.576719576719577,0.6984126984126984,False
slow__score3__union,slow,3,union,0.6145387625138845,2.2792964268386093,-0.09571299034697145,0.27896491251246647,0.5091963263412906,0.5313949901754489,0.5755334766147888,0.5313949901754489,0.07378789503220702,3.8518518518518516,0.7724867724867724,False
balanced__score4__union,balanced,4,union,0.7795406676940448,2.4042911898032355,-0.09571299034697156,0.3251422949388574,0.5194160951302125,0.5219810895936909,0.7678459129963138,0.5219810895936909,0.07378789503220702,6.217989417989418,0.5343915343915344,False
slow__score4__union,slow,4,union,0.5704289738195745,2.0521168698714893,-0.10930646847847536,0.3035806857144767,0.3472603201869473,0.5057181017164061,0.6278384855716421,0.5057181017164061,0.07378789503220702,5.227513227513227,0.49206349206349204,False
balanced__score4__market_only,balanced,4,market_only,0.7280593687356043,2.3397850944281897,-0.09571299034697112,0.28717220214842176,0.43689142911921053,0.4835734384065429,0.7678459129963144,0.4835734384065429,0.07378789503220702,6.603174603174605,0.3386243386243386,False
slow__score4__market_only,slow,4,market_only,0.4584584110502763,1.7456038747555627,-0.10930646847847525,0.2754239579749356,0.2188066728484579,0.4365140591303265,0.5867594911147922,0.4365140591303265,0.07378789503220702,4.842328042328043,0.31746031746031744,False
