name,state,avg_composite_internal_bil,composite_bil_reduction_vs_prod,avg_composite_hidden_bil_contrib,composite_hidden_bil_reduction_vs_prod,avg_composite_internal_spy,avg_composite_internal_gld,avg_composite_internal_tlt,avg_composite_internal_lqd,avg_composite_internal_hyg,avg_final_portfolio_bil,avg_final_portfolio_spy
improved_phasepp_composite_balanced_defensive_fallback,calm_trend,0.05542372881355933,0.05872881355932202,0.015933662244845978,0.01843287187519809,0.04521186440677966,0.11597881355932205,0.07533050847457629,0.11013559322033896,0.10804661016949155,0.0500472996846406,0.09677318270594513
improved_phasepp_composite_balanced_defensive_fallback,neutral_healthy_proxy,0.14133959044368605,0.08775597269624569,0.03733803085505847,0.025259439741541913,0.042320819112627986,0.14125213310580206,0.11677047781569967,0.12676621160409557,0.09434940273037544,0.187779490195427,0.08667877766465887
improved_phasepp_composite_balanced_defensive_fallback,neutral_mixed,0.2709375,0.0,0.04732310226836011,0.0018761231254640978,0.04112500000000001,0.1083125,0.1046875,0.10212500000000001,0.07325,0.38450804320059573,0.06554565731747605
improved_phasepp_composite_balanced_defensive_fallback,recovery_confirmed,0.09147727272727274,0.09375,0.027793263166671776,0.0340463286843104,0.014204545454545454,0.1924715909090909,0.16732954545454543,0.13721590909090908,0.10071022727272728,0.0915969680619086,0.05995559785304914
improved_phasepp_composite_balanced_defensive_fallback,recovery_fragile,0.14438775510204083,0.0954081632653061,0.03737988492138913,0.027425214973793667,0.012755102040816327,0.1609438775510204,0.12887755102040815,0.14918367346938774,0.13599489795918368,0.19114975889329006,0.06315224710292001
improved_phasepp_composite_balanced_defensive_fallback,stressed_panic,0.537991266375546,0.0,0.0842314793890293,0.0021581243819473184,0.01779475982532751,0.0605349344978166,0.07030567685589519,0.08138646288209608,0.08990174672489082,0.6054259184494252,0.027598407922038378
improved_phasepp_composite_bond_gold_fallback,calm_trend,0.06076271186440678,0.05338983050847457,0.017507355607253132,0.016859178512790937,0.04521186440677966,0.1221186440677966,0.08440677966101695,0.09838983050847457,0.09923728813559321,0.05160481848496456,0.09680141528547345
improved_phasepp_composite_bond_gold_fallback,neutral_healthy_proxy,0.1493174061433447,0.07977815699658702,0.039353219348498114,0.02324425124810227,0.042320819112627986,0.15042662116040956,0.13033276450511946,0.1092150170648464,0.08118600682593857,0.18975631125466447,0.08677739946705193
improved_phasepp_composite_bond_gold_fallback,neutral_mixed,0.2709375,0.0,0.04761329809513842,0.0015859272986857853,0.04112500000000001,0.1083125,0.1046875,0.10212500000000001,0.07325,0.3846751165223846,0.0653594257469294
improved_phasepp_composite_bond_gold_fallback,recovery_confirmed,0.1,0.08522727272727273,0.030344086983023554,0.031495504867958615,0.014204545454545454,0.20227272727272727,0.18181818181818182,0.1184659090909091,0.08664772727272728,0.09414124838340991,0.06014336080147937
improved_phasepp_composite_bond_gold_fallback,recovery_fragile,0.15306122448979592,0.086734693877551,0.03979490886489182,0.025010191030290972,0.012755102040816327,0.17091836734693877,0.14362244897959184,0.13010204081632654,0.12168367346938776,0.1927973341577965,0.06325930166446486
improved_phasepp_composite_bond_gold_fallback,stressed_panic,0.537991266375546,0.0,0.08417180598557743,0.0022177977853991976,0.01779475982532751,0.0605349344978166,0.07030567685589519,0.08138646288209608,0.08990174672489082,0.6052904087406846,0.02741355796770803
improved_phasepp_composite_combined_fallback_redesign,calm_trend,0.06076271186440678,0.05338983050847457,0.017813879209499797,0.016552654910544272,0.04521186440677966,0.1221186440677966,0.08440677966101695,0.09838983050847457,0.09923728813559321,0.0518884161516638,0.0966672463512841
improved_phasepp_composite_combined_fallback_redesign,neutral_healthy_proxy,0.2061860068259386,0.022909556313993135,0.056241452904512525,0.006356017692087858,0.04414675767918088,0.11353384527872583,0.09306029579067121,0.11285551763367464,0.08339163822525596,0.20664233361507625,0.08761386903000351
improved_phasepp_composite_combined_fallback_redesign,neutral_mixed,0.2709375,0.0,0.048378574790284484,0.0008206506035397243,0.04112500000000001,0.1083125,0.1046875,0.10212500000000001,0.07325,0.3852792390645415,0.06564036789686944
improved_phasepp_composite_combined_fallback_redesign,recovery_confirmed,0.15744318181818182,0.027784090909090925,0.0524007306281929,0.009438861222789273,0.014630681818181819,0.16468750000000004,0.14389204545454548,0.12285511363636367,0.08984375,0.11592216148859884,0.0627559300383098
improved_phasepp_composite_combined_fallback_redesign,recovery_fragile,0.19183673469387752,0.04795918367346941,0.051384974098791295,0.0134201257963915,0.0163265306122449,0.1326530612244898,0.10775510204081633,0.13877551020408163,0.1279591836734694,0.20485158396278025,0.06369726658595648
improved_phasepp_composite_combined_fallback_redesign,stressed_panic,0.537991266375546,0.0,0.08458481309870415,0.0018047906722724744,0.01779475982532751,0.0605349344978166,0.07030567685589519,0.08138646288209608,0.08990174672489082,0.6057355923696813,0.02721538729526485
