state,n_weeks,current_offense,current_defense,current_composite,current_cash
calm_trend,295,0.4860551496231372,0.16945186108466728,0.31097656350895186,0.033516425783243604
neutral_healthy_proxy,293,0.4253970555563971,0.15053865180273343,0.2748308920328668,0.14923340060800244
neutral_mixed,200,0.34552910137255316,0.11154105320324462,0.21126220643528348,0.3316676389889186
recovery_confirmed,44,0.42720297040177857,0.17788775316154726,0.3310716607801548,0.06383761565651912
recovery_fragile,49,0.45843794814584216,0.1390698256782358,0.2789790554315232,0.12351317074439862
stressed_panic,229,0.2419112275012731,0.07616459990740157,0.17259945067106483,0.5093247219202602
