block_weeks,annualized_mean_difference,lower_5pct,median,upper_95pct,probability_positive
4,-3.029547262951194e-16,-8.101485939127911e-16,-2.96146754917701e-16,1.0211957066127619e-16,0.1192
13,-3.029547262951194e-16,-8.101485939127911e-16,-3.029547262951194e-16,1.9743116994513396e-16,0.142
