cik10,company_name,recent_cagr,cagr_change
0001653482,GITLAB INC.,0.9644417212646514,-0.08656648004629552
0001107843,"QUALYS, INC.",0.9677068388437888,-0.08330136246715814
0001393052,VEEVA SYSTEMS INC,0.9687958350517949,-0.08221236625915207
0001713683,"ZSCALER, INC.",0.9706710702786197,-0.08033713103232731
0001373715,"SERVICENOW, INC.",0.9719496695991705,-0.07905853171177646
0001773383,"DYNATRACE, INC.",0.9750408742362655,-0.07596732707468146
0001327567,PALO ALTO NETWORKS INC,0.9763159639235943,-0.07469223738735264
0001044777,ONESPAN INC.,0.9773561220742326,-0.07365207923671435
0000851310,HARMONIC INC.,0.9775399810138163,-0.07346822029713063
0001124804,VERADIGM INC.,0.9795008639427576,-0.07150733736818937
0001792849,"HIGHPEAK ENERGY, INC.",0.9805102906829197,-0.07049791062802724
0001493761,TURTLE BEACH CORP,0.9824617506636473,-0.0685464506472997
0001855747,"BLEND LABS, INC.",0.9851832176942248,-0.06582498361672218
0001361113,VARONIS SYSTEMS INC,0.9883207950841166,-0.06268740622683033
0001104485,"NORTHERN OIL & GAS, INC.",1.0425370120037583,-0.008471189307188709
0001031308,BENTLEY SYSTEMS INC,1.0463637911946853,-0.00464441011626171
0000033213,EQT CORP,1.0480937141292084,-0.0029144871817385898
0001013857,PEGASYSTEMS INC,1.0488433554423464,-0.002164845868600551
0001834494,"MERIDIANLINK, INC.",1.0510082013109452,-1.7763568394002505e-15
0000785786,PLEXUS CORP,1.0510082013109452,-1.7763568394002505e-15
0001459417,"2U, INC.",1.0510082013109456,-1.3322676295501878e-15
0001314727,SONOS INC,1.0510082013109456,-1.3322676295501878e-15
0001171486,NATURAL RESOURCE PARTNERS LP,1.051008201310946,-8.881784197001252e-16
0000874499,GULFPORT ENERGY CORP,1.051008201310946,-8.881784197001252e-16
0001070412,CNX RESOURCES CORP,1.051008201310946,-8.881784197001252e-16
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.051008201310946,-8.881784197001252e-16
0001650372,ATLASSIAN CORP,1.051008201310946,-8.881784197001252e-16
0001108524,"SALESFORCE, INC.",1.0510082013109465,-4.440892098500626e-16
0001580808,"A10 NETWORKS, INC.",1.0510082013109465,-4.440892098500626e-16
0001528129,"VITAL ENERGY, INC.",1.051008201310947,0.0
0001658566,PERMIAN RESOURCES CORP,1.051008201310947,0.0
0001114995,IMPINJ INC,1.051008201310947,0.0
0001013462,ANSYS INC,1.051008201310947,0.0
0001819974,"SKYWATER TECHNOLOGY, INC",1.051008201310947,0.0
0001657788,"KIMBELL ROYALTY PARTNERS, LP",1.0510082013109474,4.440892098500626e-16
0001520006,MATADOR RESOURCES CO,1.0510082013109474,4.440892098500626e-16
0001724965,TALOS ENERGY INC.,1.0510082013109474,4.440892098500626e-16
0001475115,"EVENTBRITE, INC.",1.0510082013109474,4.440892098500626e-16
0001621434,"BLACK STONE MINERALS, L.P.",1.0510082013109479,8.881784197001252e-16
0001585521,"ZOOM COMMUNICATIONS, INC.",1.0510082013109479,8.881784197001252e-16
0001615165,"VERITONE, INC.",1.0510082013109483,1.3322676295501878e-15
0001861795,DEFINITIVE HEALTHCARE CORP.,1.0581724224424573,0.007164221131510384
0000917273,RAMBUS INC,1.0586939532781,0.007685751967152932
