additional_delay_weeks,holdout_cagr,holdout_sharpe,holdout_sortino,holdout_drawdown,holdout_turnover,full_cagr,full_sharpe,full_drawdown,beats_xlk,beats_breadth
1,0.4331713517287572,1.3373200619629748,2.2183307439924915,-0.2901092666916253,7.452229299363057,0.09523183436067706,0.5334007869064189,-0.4638444206603918,True,True
2,0.3459697284012291,1.1380747036666632,1.8551880035328978,-0.30211484948747414,7.1210191082802545,0.08872047786871629,0.5026961390957482,-0.4179769880057669,True,True
4,0.28780182998092707,0.9866017267442673,1.5301815896685391,-0.3378538582185764,7.1210191082802545,0.08760034270514327,0.4954947694101097,-0.41777635518590994,False,True
