candidate,holdout_cagr,holdout_sharpe,holdout_sortino,holdout_drawdown,holdout_turnover,full_cagr,full_sharpe,full_drawdown,beats_xlk,beats_breadth
threshold_0.70__low_0.00__top1__score_invvol,0.6464651285124059,1.7955831197191185,3.186919465270687,-0.24959640003613115,7.286624203821656,0.08999461261384889,0.48605052025682577,-0.4627157688961073,True,True
threshold_0.70__low_0.00__top1__equal,0.6464651285124059,1.7955831197191185,3.186919465270687,-0.24959640003613115,7.286624203821656,0.08999461261384889,0.48605052025682577,-0.4627157688961073,True,True
threshold_0.60__low_0.00__top1__equal,0.619758385390204,1.7561692544974423,3.1131047195159596,-0.24959640003613104,7.617834394904459,0.09636938219630431,0.5105413166058943,-0.4309561328547449,True,True
threshold_0.60__low_0.00__top1__score_invvol,0.619758385390204,1.7561692544974423,3.1131047195159596,-0.24959640003613104,7.617834394904459,0.09636938219630431,0.5105413166058943,-0.4309561328547449,True,True
threshold_0.65__low_0.00__top1__score_invvol,0.5963716661666747,1.6990728489923081,2.9991924366515166,-0.24959640003613104,7.286624203821656,0.08772504207258791,0.47713375385895246,-0.4424903862181675,True,True
threshold_0.65__low_0.00__top1__equal,0.5963716661666747,1.6990728489923081,2.9991924366515166,-0.24959640003613104,7.286624203821656,0.08772504207258791,0.47713375385895246,-0.4424903862181675,True,True
threshold_0.70__low_0.25__top1__equal,0.5597756598935115,1.6691654465991788,2.92630445988355,-0.24959640003613104,7.452229299363057,0.08364002720451325,0.4795334878737045,-0.41068758083170365,True,True
threshold_0.70__low_0.25__top1__score_invvol,0.5597756598935115,1.6691654465991788,2.92630445988355,-0.24959640003613104,7.452229299363057,0.08364002720451325,0.4795334878737045,-0.41068758083170365,True,True
threshold_0.55__low_0.00__top1__equal,0.5402078804930441,1.5586702000528139,2.6668892942801747,-0.2662220131941897,8.280254777070063,0.10069067049752056,0.5240550808729342,-0.4309561328547453,True,True
threshold_0.55__low_0.00__top1__score_invvol,0.5402078804930441,1.5586702000528139,2.6668892942801747,-0.2662220131941897,8.280254777070063,0.10069067049752056,0.5240550808729342,-0.4309561328547453,True,True
threshold_0.60__low_0.25__top1__equal,0.5398246956100168,1.6262034307330302,2.847265652575262,-0.24959640003613104,7.700636942675159,0.0879867503831262,0.495414431050268,-0.4247722110034474,True,True
threshold_0.60__low_0.25__top1__score_invvol,0.5398246956100168,1.6262034307330302,2.847265652575262,-0.24959640003613104,7.700636942675159,0.0879867503831262,0.495414431050268,-0.4247722110034474,True,True
threshold_0.65__low_0.25__top1__score_invvol,0.5234638210517288,1.5867251087670333,2.774471787315761,-0.24959640003613115,7.452229299363057,0.08186966039898547,0.4715748943909076,-0.4106875808317032,True,True
threshold_0.65__low_0.25__top1__equal,0.5234638210517288,1.5867251087670333,2.774471787315761,-0.24959640003613115,7.452229299363057,0.08186966039898547,0.4715748943909076,-0.4106875808317032,True,True
threshold_0.70__low_0.00__top2__equal,0.49304136060177295,1.7680484826452216,3.046720932475878,-0.14341964754591152,6.789808917197452,0.1037585335286455,0.5704918734256522,-0.42827866457336483,True,True
threshold_0.55__low_0.25__top1__equal,0.4813801199043477,1.4600499564987426,2.460482471505981,-0.2662220131941896,8.197452229299362,0.09068157607363725,0.5012636999729972,-0.4217753500794089,True,True
threshold_0.55__low_0.25__top1__score_invvol,0.4813801199043477,1.4600499564987426,2.460482471505981,-0.2662220131941896,8.197452229299362,0.09068157607363725,0.5012636999729972,-0.4217753500794089,True,True
threshold_0.70__low_0.00__top2__score_invvol,0.4740236487756089,1.818651616952219,3.137530960385153,-0.13388726687269237,6.9763019009200145,0.09904318532148015,0.5586381707184039,-0.42769138041931576,True,True
threshold_0.70__low_0.50__top1__equal,0.47366834192096796,1.4842020074115896,2.577191304820936,-0.24959640003613104,7.617834394904459,0.07430843352149519,0.44519786711199727,-0.4157388474891278,True,True
threshold_0.70__low_0.50__top1__score_invvol,0.47366834192096796,1.4842020074115896,2.577191304820936,-0.24959640003613104,7.617834394904459,0.07430843352149519,0.44519786711199727,-0.4157388474891278,True,True
threshold_0.60__low_0.50__top1__score_invvol,0.4604708818677621,1.4481663588763458,2.508783313863277,-0.24959640003613115,7.7834394904458595,0.0769136554673302,0.4537414672551967,-0.43253101192354215,True,True
threshold_0.60__low_0.50__top1__equal,0.4604708818677621,1.4481663588763458,2.508783313863277,-0.24959640003613115,7.7834394904458595,0.0769136554673302,0.4537414672551967,-0.43253101192354215,True,True
threshold_0.60__low_0.00__top2__equal,0.4503687900182278,1.6625539369807276,2.8072926583140756,-0.1434196475459112,7.452229299363057,0.10167818225381686,0.5625497466947018,-0.41971737481031857,True,True
threshold_0.65__low_0.50__top1__equal,0.45032445316998393,1.4245958593047179,2.4686293225035154,-0.24959640003613115,7.617834394904459,0.0730852336157608,0.4393098802529008,-0.4157388474891276,True,True
