candidate,holdout_cagr,holdout_sharpe,holdout_sortino,holdout_drawdown,holdout_turnover,full_cagr,full_sharpe,full_drawdown,beats_xlk,beats_breadth
threshold_0.65__low_0.50__top1__score_invvol,0.45032445316998393,1.4245958593047179,2.4686293225035154,-0.24959640003613115,7.617834394904459,0.0730852336157608,0.4393098802529008,-0.4157388474891276,True,True
threshold_0.60__low_0.00__top2__score_invvol,0.43637786400989076,1.7290642623071477,2.938654226296807,-0.1338872668726926,7.597280843827599,0.09767486796294023,0.5540472669571572,-0.41971737481031857,True,True
threshold_0.75__low_0.00__top1__score_invvol,0.43586872271141197,1.411739455109951,2.2288138441760923,-0.3376493287077442,8.280254777070063,0.07403264150885636,0.4269526948930633,-0.5206567935579811,True,True
threshold_0.75__low_0.00__top1__equal,0.43586872271141197,1.411739455109951,2.2288138441760923,-0.3376493287077442,8.280254777070063,0.07403264150885636,0.4269526948930633,-0.5206567935579811,True,True
threshold_0.65__low_0.00__top2__equal,0.43170395507616033,1.591322555803,2.672937582630385,-0.1434196475459113,6.789808917197452,0.09824506255489096,0.5467816963083311,-0.41971737481031857,True,True
threshold_0.55__low_0.50__top1__equal,0.42238266309069616,1.330401622853642,2.2220080958515616,-0.2662220131941897,8.114649681528663,0.07834905543772797,0.4551283262474297,-0.4299108526927431,True,True
threshold_0.55__low_0.50__top1__score_invvol,0.42238266309069616,1.330401622853642,2.2220080958515616,-0.2662220131941897,8.114649681528663,0.07834905543772797,0.4551283262474297,-0.4299108526927431,True,True
threshold_0.55__low_0.00__top2__score_invvol,0.4209832811445322,1.693796025024877,2.8943726379931274,-0.163475123862308,7.604615769810261,0.10109075581335358,0.5696958655604032,-0.41265717331384355,True,True
threshold_0.65__low_0.00__top2__score_invvol,0.4199075120605358,1.6567853064045224,2.7981992335764003,-0.13388726687269226,6.943273208250047,0.09378660754773671,0.5356603740973249,-0.4197173748103187,True,True
threshold_0.70__low_0.25__top2__equal,0.4187705265238202,1.6392196265118815,2.742356900522484,-0.1434196475459114,6.789808917197452,0.09208482223492287,0.547841169588488,-0.3837298219051656,True,True
threshold_0.55__low_0.00__top2__equal,0.4185016247109803,1.575792140290342,2.666879550490903,-0.20175305188153025,7.452229299363057,0.1039107089219855,0.571915069288578,-0.41265717331384344,True,True
threshold_0.75__low_0.25__top1__equal,0.4113998212434682,1.4244864851670387,2.235652980676943,-0.3089722077599021,8.197452229299362,0.07233160003578809,0.4379908890718042,-0.4106875808317032,True,True
threshold_0.75__low_0.25__top1__score_invvol,0.4113998212434682,1.4244864851670387,2.235652980676943,-0.3089722077599021,8.197452229299362,0.07233160003578809,0.4379908890718042,-0.4106875808317032,True,True
threshold_0.70__low_0.25__top2__score_invvol,0.4026350429914516,1.6954112243492956,2.821039888472633,-0.13388726687269248,6.98123182866909,0.08759423025917279,0.5388820669936262,-0.36870417473728634,True,True
threshold_0.70__low_0.00__top3__score_invvol,0.387894932003793,1.7030400611168182,2.8417585333687376,-0.12565329537992198,6.902636050507348,0.08804433421509161,0.523300786288684,-0.4473968577674482,True,True
threshold_0.60__low_0.25__top2__equal,0.38676568159802494,1.5342501977471852,2.5238671667315424,-0.15751307939479475,7.369426751592356,0.09010003542976208,0.537019346550145,-0.38372982190516525,True,True
threshold_0.75__low_0.50__top1__score_invvol,0.3810693629574915,1.348242528815094,2.148862341158105,-0.2837138575480711,8.114649681528663,0.06722311154839944,0.42044410227163825,-0.4157388474891278,True,True
threshold_0.75__low_0.50__top1__equal,0.3810693629574915,1.348242528815094,2.148862341158105,-0.2837138575480711,8.114649681528663,0.06722311154839944,0.42044410227163825,-0.4157388474891278,True,True
threshold_0.70__low_0.00__top3__equal,0.37650690410187226,1.591887304802017,2.6537905013937446,-0.1278564959309162,6.734607218683653,0.0883996196635326,0.520016596824574,-0.4506233380023156,True,True
threshold_0.75__low_0.00__top2__equal,0.3754352352546415,1.4292111271992032,2.2969472060414664,-0.26130968516678776,7.452229299363057,0.0898216143738233,0.5102194464006173,-0.5108744561323924,True,True
threshold_0.60__low_0.25__top2__score_invvol,0.3744224342269973,1.6020809074451328,2.6350333969223816,-0.1400824934305892,7.51969586819922,0.08615130520563707,0.5306933217487302,-0.3687041747372861,True,True
threshold_0.75__low_0.00__top2__score_invvol,0.373821758500791,1.4733479363208184,2.380493493997637,-0.23737395498100466,7.54855854875137,0.08689817866848548,0.5029582901054057,-0.5109057390665528,True,True
threshold_0.65__low_0.25__top2__equal,0.3737881105365932,1.4827323571780946,2.432940489894883,-0.15751307939479497,6.8312101910828025,0.08783841496305134,0.5270769595030043,-0.38372982190516536,True,True
threshold_0.60__low_0.00__top3__score_invvol,0.3652233822976001,1.6711954899667483,2.7857671182459423,-0.12565329537992187,7.13402101225211,0.08920944681727172,0.5315961404844207,-0.4197173748103187,True,True
threshold_0.55__low_0.25__top2__equal,0.3638139252535386,1.4609373521494857,2.4046624946928206,-0.20175305188153025,7.328025477707007,0.09145995739336321,0.5407939537729626,-0.38298382500384054,True,True
threshold_0.55__low_0.25__top2__score_invvol,0.3635714083184718,1.5729788518752783,2.5972473519619768,-0.1634751238623081,7.4808998657279036,0.08845008702799895,0.5399981683464097,-0.36870417473728634,True,True
threshold_0.65__low_0.25__top2__score_invvol,0.3629570032112204,1.549654316245805,2.541166005210572,-0.1400824934305892,6.994646673805035,0.08355790989580836,0.5186593697457887,-0.36870417473728645,True,True
threshold_0.65__low_0.00__top3__score_invvol,0.35881996598019694,1.6238562234241662,2.69081466682242,-0.12565329537992176,6.691432532601298,0.08608336542755324,0.5150668715187148,-0.42659481413083844,True,True
threshold_0.55__low_0.00__top3__score_invvol,0.3583733183452418,1.6850423060377058,2.891935604550737,-0.1256532953799221,7.248234725598039,0.09258602518007453,0.5497356099152645,-0.41265717331384344,True,True
threshold_0.70__low_0.50__top2__equal,0.345501443752134,1.4373572094880198,2.3769577723338013,-0.1434196475459113,6.789808917197452,0.07835410035541934,0.49464535948940286,-0.39063576825158175,True,True
threshold_0.60__low_0.00__top3__equal,0.3422566014690853,1.5054295077453759,2.487397944186521,-0.1278564959309163,6.955414012738854,0.08888340917609461,0.5244048686604924,-0.4197173748103187,True,True
threshold_0.75__low_0.25__top2__equal,0.33606443360757665,1.406973703738193,2.2053019302062116,-0.23277898409413633,7.245222929936306,0.08216169792537587,0.5035876985922493,-0.43533918846718533,True,True
threshold_0.75__low_0.00__top3__score_invvol,0.3346770708936979,1.4366673776329384,2.3030431255697112,-0.20852600402703436,7.11352174971313,0.07877674566438331,0.4761697892120051,-0.5249864912148693,True,True
threshold_0.65__low_0.00__top3__equal,0.334551305635604,1.459467936780418,2.398856535795666,-0.1278564959309162,6.513800424628449,0.08563430460101928,0.507881522376561,-0.42994275111741254,True,True
threshold_0.75__low_0.25__top2__score_invvol,0.33252626930742535,1.4570898264755625,2.294570525896422,-0.2093914415489777,7.338874801083673,0.07902880699603854,0.4978317221593539,-0.42567897062655047,True,True
threshold_0.70__low_0.50__top2__score_invvol,0.3324564981119844,1.4974750269121202,2.443492177846499,-0.13388726687269248,6.986161756418166,0.07413304499468332,0.4880832650527837,-0.3564207275868845,True,True
threshold_0.70__low_0.25__top3__score_invvol,0.3321748676692473,1.6217736320936733,2.611473715355152,-0.12565329537992198,6.8041378472528375,0.08488106337945034,0.5453209284395225,-0.3537442199848727,True,True
threshold_0.55__low_0.00__top3__equal,0.3240247106528882,1.4612629735641263,2.452284443877747,-0.1552207807502043,7.065817409766455,0.08998796712317492,0.5306435276102509,-0.41265717331384355,True,True
threshold_0.60__low_0.50__top2__equal,0.3238532450910909,1.3518308783779514,2.1945199871597927,-0.17213652504853405,7.286624203821656,0.07665107259649795,0.4838766809887738,-0.39063576825158175,True,True
threshold_0.70__low_0.25__top3__equal,0.3173510670282276,1.4872417474192168,2.3971117755696674,-0.12785649593091597,6.624203821656051,0.0832575174888468,0.5278514286443043,-0.376603696065428,True,True
threshold_0.65__low_0.50__top2__equal,0.31603103760673235,1.3206954451559767,2.1442329351298643,-0.17213652504853394,6.872611464968153,0.07541098746899433,0.4791432507058701,-0.39063576825158164,False,True
threshold_0.60__low_0.25__top3__score_invvol,0.315075412797837,1.5836314178148565,2.5523059920072244,-0.12565329537992187,7.039922048115862,0.08544898510618193,0.5491840640635016,-0.3488341234903616,False,True
threshold_0.60__low_0.50__top2__score_invvol,0.3133933209071613,1.4183304956575775,2.285269930922966,-0.14784186019013046,7.442110892570839,0.07281071533782812,0.47893539581478817,-0.3564207275868846,False,True
threshold_0.65__low_0.25__top3__score_invvol,0.3107081789426438,1.5487504935597272,2.48813539912543,-0.12565329537992187,6.682454567808024,0.08335557894228907,0.5379340588448244,-0.3488341234903616,False,True
threshold_0.75__low_0.00__top3__equal,0.3105878319548696,1.3225242854240964,2.1055541957002277,-0.22732991874424757,7.065817409766453,0.07811392959924723,0.4702105434251601,-0.5263742030130064,False,True
threshold_0.55__low_0.25__top3__score_invvol,0.3100664524267187,1.5868537968084426,2.6091256386332113,-0.12565329537992187,7.093834145392455,0.08777391766977893,0.5611738379455495,-0.34883412349036236,False,True
threshold_0.55__low_0.50__top2__equal,0.30936103079791466,1.2997169525616499,2.1070092232281596,-0.20175305188153014,7.203821656050955,0.07735045336261459,0.4842635087585679,-0.39063576825158164,False,True
threshold_0.55__low_0.50__top2__score_invvol,0.306798550510049,1.3980105203172528,2.2583035679046524,-0.1634751238623079,7.357183961645547,0.07418733949182155,0.48336418674665377,-0.3564207275868849,False,True
threshold_0.65__low_0.50__top2__score_invvol,0.3064571070156066,1.3864487850686926,2.2340295803997714,-0.1478418601901308,7.046020139360025,0.07135719524826833,0.47289088740123625,-0.3564207275868848,False,True
threshold_0.75__low_0.25__top3__score_invvol,0.2954312839247373,1.4321083231432614,2.2369450815450396,-0.18405885625533547,6.849765277194921,0.07831240936827788,0.5092802722082875,-0.42247228806781423,False,True
threshold_0.75__low_0.50__top2__equal,0.2941237945611459,1.302637317591156,2.040437711316616,-0.20362445875753177,7.038216560509554,0.07213901968534642,0.46741040857436034,-0.41318975007043046,False,True
threshold_0.60__low_0.25__top3__equal,0.29179462812400914,1.4007133933036577,2.2467394111966503,-0.12786897350326476,6.845010615711253,0.0833091582194192,0.5282597434818165,-0.3650466164705487,False,True
threshold_0.75__low_0.50__top2__score_invvol,0.28917433648737556,1.3615056491350392,2.1261911416400268,-0.18072180118969716,7.147730750767032,0.0688297787913652,0.46303447840536854,-0.3660795839161227,False,True
threshold_0.65__low_0.25__top3__equal,0.28650119072962643,1.3671838087640262,2.186489421439864,-0.12786897350326454,6.48619957537155,0.08111275478766977,0.5169091992576015,-0.3682568826047542,False,True
threshold_0.55__low_0.25__top3__equal,0.27838221683452935,1.3550149039445165,2.191398387375742,-0.1552207807502043,6.900212314225051,0.08391366268699474,0.5301258416766913,-0.3579277404118756,False,False
threshold_0.70__low_0.50__top3__score_invvol,0.2770259307122007,1.4722319052064554,2.3224263739619846,-0.12565329537992198,6.705639643998326,0.07990580085520005,0.5459499721948088,-0.3222694656953575,False,False
threshold_0.75__low_0.25__top3__equal,0.27136202463622716,1.2966720581044273,2.0050599422965703,-0.20074967877785088,6.789808917197452,0.07587317672653793,0.48994806019877185,-0.4417175029024796,False,False
threshold_0.60__low_0.50__top3__score_invvol,0.2653330036355035,1.4339370723036011,2.265861362937123,-0.12565329537992198,6.945823083979615,0.08000805902351593,0.5456269825309265,-0.3222694656953575,False,False
threshold_0.65__low_0.50__top3__score_invvol,0.2628007067671736,1.4130910266899481,2.2317309177017317,-0.12565329537992187,6.673476603014751,0.07883643801126672,0.5400653642012467,-0.32226946569535786,False,False
threshold_0.55__low_0.50__top3__score_invvol,0.26221358364078284,1.4302030176395852,2.2853714321192244,-0.12565329537992187,6.939433565186872,0.08143336895733966,0.5516612245552125,-0.3222694656953575,False,False
threshold_0.70__low_0.50__top3__equal,0.25873812952805997,1.3108725098060416,2.082532339732335,-0.1278564959309162,6.513800424628449,0.07629315256302749,0.5121858871190496,-0.3309796791405164,False,False
threshold_0.75__low_0.50__top3__score_invvol,0.2550459943172647,1.3654139915043404,2.1004360453803264,-0.15904328314634564,6.586008804676709,0.07584914294985312,0.5237959599628084,-0.3222694656953572,False,False
threshold_0.60__low_0.50__top3__equal,0.2415921122506437,1.2379115210383125,1.9578205660112729,-0.13652939302916223,6.73460721868365,0.07605268296057899,0.5095628738477362,-0.3309796791405163,False,False
threshold_0.65__low_0.50__top3__equal,0.23848378048848606,1.2180427951645378,1.925251703782682,-0.13652939302916223,6.45859872611465,0.07480345235155261,0.5036365050928834,-0.3309796791405164,False,False
threshold_0.55__low_0.50__top3__equal,0.23294629830704117,1.1999212102784638,1.8986695316870164,-0.15522078075020396,6.734607218683652,0.07632054037535507,0.5085094821021632,-0.3309796791405165,False,False
threshold_0.75__low_0.50__top3__equal,0.23065387149260008,1.2010470000027165,1.8388691664103434,-0.1735597958727646,6.513800424628449,0.0716099822901568,0.4883353975603272,-0.35971751422831855,False,False
