permutation,holdout_cagr,holdout_sharpe,holdout_sortino,holdout_drawdown,holdout_turnover,full_cagr,full_sharpe,full_drawdown
0,0.2706187981142294,1.1378405956554938,1.976671716753932,-0.2371038386888049,8.197452229299362,0.05631468189107802,0.3686635319795124,-0.48982876489262683
1,0.5180044992892718,1.5395596244878216,2.6590798051618822,-0.24959640003613115,7.203821656050955,0.08126410176751575,0.4648425898855173,-0.4570238691779196
2,0.27412815470823504,1.2274415174624014,2.0286652341508837,-0.23610559809196663,7.700636942675159,0.06801048441987767,0.41681320642933134,-0.40333456834703973
3,0.30205524932529726,0.9836688154777817,1.5757492132214863,-0.3444065585214092,8.694267515923567,0.05998511440179288,0.3727738245062147,-0.501073495608046
4,0.31818309491517405,1.1164587173606488,1.7834892471237882,-0.3935359415720433,7.700636942675159,0.09900917322229996,0.5390925581329766,-0.4063282314564034
5,0.30222476941648524,1.1499626252428725,2.037062732427446,-0.2538709934273665,8.942675159235668,0.054188849784190696,0.3548895547419018,-0.49783661149828196
6,0.3063770996552122,1.0338607229969083,1.6806882132903163,-0.2981186957167703,8.694267515923567,0.05864375838271507,0.37158467081956564,-0.5233457622524416
7,0.2689021900415889,1.0365736661507763,1.7217743009669086,-0.2662220131941895,7.452229299363057,0.052954953236604485,0.3518242788639776,-0.5116434451113434
8,0.27073221001386294,1.13690279808423,1.9086497739328663,-0.29609813433287446,6.955414012738854,0.09726416427897622,0.5514974111038115,-0.4306150568069206
9,0.43272533365122556,1.4012778342454266,2.317001642349968,-0.24959640003613115,7.452229299363057,0.09934458877257302,0.5355459359656536,-0.4047111309294812
10,0.4282589020180483,1.3856453972287048,2.379057417808693,-0.25498525475295397,6.955414012738854,0.07778897297645271,0.45240875937793484,-0.37230487932401324
11,0.3127145177789996,1.2677303464457048,2.147042192848765,-0.20119091015364887,8.445859872611464,0.08458854541983585,0.501262220545924,-0.3354777841520997
12,0.3032077547181393,1.249180638986374,2.1601723260151444,-0.2371038386888048,8.694267515923567,0.041035185475446934,0.2967368259272206,-0.582396129732163
13,0.32814175785145316,1.0725678876703508,1.7029981893292663,-0.3089722077599022,8.694267515923567,0.07515336068144052,0.4420344936484386,-0.5308553411422281
14,0.43769494673772136,1.5007699037512319,2.7797959206701424,-0.13327755378685446,8.942675159235668,0.05141887229650011,0.3419912084563952,-0.5740894804573204
15,0.27743040385431916,0.9941955429577728,1.5448479062900027,-0.344406558521409,8.197452229299362,0.060076008664028846,0.37797753665195516,-0.5053948230031944
16,0.12578055339154437,0.5732359749608688,0.8632284923967206,-0.3482367939276313,6.707006369426751,0.044535654340038144,0.31361833589847166,-0.5621162640272143
17,0.44041410558611216,1.6290730226627474,2.98591808637966,-0.19114419907774816,7.452229299363057,0.08390968882381267,0.48467879874573705,-0.5461739259210545
18,0.35686580693718706,1.32829859883621,2.3779482740033644,-0.20119091015364865,7.700636942675159,0.07961176754340182,0.46192270050739576,-0.4422862064548243
19,0.13617400032063398,0.6758609501649027,0.997705944169961,-0.34502104719901083,8.942675159235668,0.0703727909873324,0.43350823013848055,-0.40213867288156924
20,0.3608830548418298,1.3870374492684712,2.2902653529677632,-0.15257209221491885,8.445859872611464,0.04329288989647484,0.3062786483582196,-0.48672924786922944
21,0.35550626824636544,1.37516622032396,2.488122136529005,-0.23610559809196652,8.445859872611464,0.04633180518960489,0.3238485957500251,-0.42424651684735093
22,0.13643378600414957,0.5861466734757671,0.86059097575852,-0.4425318125557969,9.439490445859873,0.06774329799442436,0.4114726728648055,-0.4471622361184654
23,0.18904674882717187,0.7352227277916173,1.0907053524659138,-0.3444065585214091,6.707006369426751,0.02344029249311541,0.21772877046486305,-0.4949395199686861
24,0.39514359943670785,1.2290601145360283,1.9790939368069025,-0.2662220131941897,8.942675159235668,0.09903200088864961,0.5367834014375653,-0.4142022531589207
25,0.16915719044325117,0.769027635701792,1.2609896805817662,-0.29012700036257677,8.694267515923567,0.025548681010272967,0.22800464829415132,-0.49208954996967225
26,0.2144640137213074,0.8969701271640754,1.3987011805069516,-0.28331344182093876,7.452229299363057,0.05933462075500917,0.3759676367774512,-0.45989050106617024
27,0.29415478241058945,1.1838403172907894,1.9483956920224939,-0.25387099342736663,8.445859872611464,0.08799557714993278,0.5028844750514194,-0.42220716581811746
28,0.3335973288095504,1.1258767711800963,1.7677895709852465,-0.3089722077599021,8.445859872611464,0.10163156504988224,0.5652178560577287,-0.4353018438500458
29,0.27394380228207593,1.075755889911475,1.815223594198467,-0.2662220131941895,9.687898089171973,0.03506536096556356,0.27025867245854707,-0.4582879695148354
30,0.29723953319118634,1.0467179385400365,1.6767484405553046,-0.26928446707953,8.942675159235668,0.10018822585400677,0.5567481466536519,-0.42870066956456987
31,0.25056180040009557,0.8763925838272976,1.3923222140633211,-0.3174738975867035,7.949044585987261,0.06433120973459294,0.39317862816645965,-0.4647128009638287
32,0.278655084355788,1.1531403390591246,1.8311969329119473,-0.2689736806447115,7.949044585987261,0.06360065869327003,0.3979961472100398,-0.45774503870446903
33,0.27388033128095146,1.1004303072370705,1.8872283622971422,-0.29012700036257655,8.197452229299362,0.055463690950836364,0.36671078200216617,-0.5470582995735099
34,0.32071069007004316,1.0949278041584833,1.677327326452843,-0.24959640003613104,6.707006369426751,0.03659655541961859,0.2753167971912731,-0.5527525140500937
35,0.2674312685161415,0.9964521085782443,1.7045997281805472,-0.23610559809196674,9.439490445859873,0.03612110191289353,0.27225077352390875,-0.43644997296853183
36,0.4702563718466921,1.7333103283794593,3.3557173075787414,-0.13327755378685435,6.707006369426751,0.10895745572805371,0.586000229576058,-0.549379431910715
37,0.47622689095039794,1.5696016641196133,2.6781211503165827,-0.24959640003613104,7.949044585987261,0.06745659074799515,0.4134440856646604,-0.4241570917557642
38,0.15511807764590535,0.6588359020265374,0.9961140670739118,-0.3935359415720433,10.184713375796179,0.05622693745358509,0.36478443308486974,-0.47791122159735633
39,0.44937803175868507,1.3985949576506678,2.360277667527167,-0.2549852547529541,6.707006369426751,0.09305238852458486,0.5152037327585466,-0.39979427725592775
40,0.2954528821650182,0.9689596442301139,1.547452512755167,-0.372614775916031,8.942675159235668,0.06978283655849671,0.4129094794775867,-0.4179541644352479
41,0.3152905789295066,1.3246807257094861,2.284213217100728,-0.1525720922149193,8.694267515923567,0.051240798786838404,0.34177671405690846,-0.5362064040636545
42,0.3081745100632969,1.0752719402055935,1.6891571805029189,-0.2981186957167702,8.694267515923567,0.06810080830154641,0.412099869330022,-0.5030790769049966
43,0.17522830066998774,0.7811179909171899,1.2663441367204735,-0.23610559809196652,7.700636942675159,0.07002825131932022,0.43127474565551444,-0.39978115637601574
44,0.35693701880139916,1.3987366774372358,2.5788764954724486,-0.19114419907774804,8.445859872611464,0.09923671852845461,0.5517609037151522,-0.4229267582117723
45,0.296865077671822,0.9821071149825046,1.54832526259903,-0.2689736806447116,7.949044585987261,0.09045300819905666,0.5052769842640227,-0.49781932908157733
46,0.1737763294667305,0.7064345911481349,1.0583467489938208,-0.3935359415720432,8.942675159235668,0.08962284878579463,0.515601593666969,-0.4333808789305986
47,0.44203382389588275,1.4451452446981636,2.4049900446763433,-0.24959640003613126,7.452229299363057,0.0763549235518548,0.4420903202031225,-0.4746231426400057
48,0.18101313470059432,0.7691921959312175,1.2628301401886572,-0.31156869520464225,8.694267515923567,0.08342893038882604,0.49737612590470054,-0.35372700606628993
