halfspread_bps,cand_ann_return,prod_ann_return,delta_ann_return,cand_sharpe,prod_sharpe,delta_sharpe,cand_max_dd,cand_cvar5,cand_calmar,source,delay_weeks,min_trade_size
0.0,0.065609682037069,0.0627544045860053,0.0028552774510637,0.8566424512914247,0.8008624109549246,0.0557800403365,-0.1269898717704217,-0.0260723359339365,0.5166528725667298,cost_sensitivity,,
5.0,0.0638997419184259,0.0612042768173728,0.0026954651010531,0.8343247420524641,0.7811728386405778,0.0531519034118862,-0.1272686069736148,-0.0261117793618587,0.5020856551975426,cost_sensitivity,,
10.0,0.0621923196250573,0.0596562279198686,0.0025360917051886,0.8120168134778687,0.7614888286344553,0.0505279848434133,-0.1275473331073644,-0.0261514459038696,0.4876018816693426,cost_sensitivity,,
,0.0638997419184259,0.0612042768173728,0.0026954651010531,0.8343247420524641,,0.0531519034118862,-0.1272686069736148,,,rebalance_delay_sensitivity,0.0,
,0.0545942841977045,0.0509698104241138,0.0036244737735906,0.7013642390696917,,0.0597809392919919,-0.1291736451706252,,,rebalance_delay_sensitivity,1.0,
,0.0638997419184259,0.0612042768173728,0.0026954651010531,0.8343247420524641,,0.0531519034118862,,,,turnover_threshold_sensitivity,,0.0
,0.064086592834875,0.0614002591395246,0.0026863336953504,0.8361318484387108,,0.0524385718449416,,,,turnover_threshold_sensitivity,,0.005
