Date,ticker,distribution,pull_timestamp_utc,source
2010-12-01,TLT,0.34,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2010-12-28,TLT,0.32,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-02-01,TLT,0.32,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-03-01,TLT,0.297,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-04-01,TLT,0.386,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-05-02,TLT,0.4,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-06-01,TLT,0.352,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-07-01,TLT,0.32,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-08-01,TLT,0.325,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-09-01,TLT,0.322,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-10-03,TLT,0.306,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-11-01,TLT,0.299,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-12-01,TLT,0.29,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2011-12-27,TLT,0.38,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-02-01,TLT,0.289,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-03-01,TLT,0.267,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-04-02,TLT,0.29,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-05-01,TLT,0.283,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-06-01,TLT,0.263,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-07-02,TLT,0.269,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-08-01,TLT,0.273,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-09-04,TLT,0.272,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-10-01,TLT,0.26,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-12-03,TLT,0.245,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2012-12-26,TLT,0.268,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-02-01,TLT,0.26,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-03-01,TLT,0.254,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-04-01,TLT,0.255,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-05-01,TLT,0.261,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-06-03,TLT,0.275,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-07-01,TLT,0.252,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-08-01,TLT,0.27,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-09-03,TLT,0.279,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-10-01,TLT,0.278,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-11-01,TLT,0.288,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-12-02,TLT,0.31,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2013-12-26,TLT,0.335,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-02-03,TLT,0.276,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-03-03,TLT,0.263,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-04-01,TLT,0.28,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-05-01,TLT,0.269,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-06-02,TLT,0.294,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-07-01,TLT,0.292,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-08-01,TLT,0.3,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-09-02,TLT,0.271,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-10-01,TLT,0.289,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-11-03,TLT,0.29,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-12-01,TLT,0.277,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2014-12-24,TLT,0.261,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-02-02,TLT,0.279,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-03-02,TLT,0.252,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-04-01,TLT,0.273,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-05-01,TLT,0.258,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-06-01,TLT,0.264,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-07-01,TLT,0.258,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-08-03,TLT,0.267,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-09-01,TLT,0.263,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-10-01,TLT,0.256,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-11-02,TLT,0.267,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-12-01,TLT,0.257,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2015-12-24,TLT,0.254,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-02-01,TLT,0.241,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-03-01,TLT,0.248,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-04-01,TLT,0.27,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-05-02,TLT,0.26,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-06-01,TLT,0.267,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-07-01,TLT,0.255,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-08-01,TLT,0.258,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-09-01,TLT,0.254,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-10-03,TLT,0.247,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-11-01,TLT,0.25,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-12-01,TLT,0.243,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2016-12-22,TLT,0.309,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-02-01,TLT,0.259,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-03-01,TLT,0.234,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-04-03,TLT,0.255,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-05-01,TLT,0.255,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-06-01,TLT,0.263,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-07-03,TLT,0.258,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-08-01,TLT,0.269,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-09-01,TLT,0.263,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-10-02,TLT,0.252,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-11-01,TLT,0.263,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-12-01,TLT,0.255,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2017-12-21,TLT,0.262,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-02-01,TLT,0.255,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-03-01,TLT,0.239,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-04-02,TLT,0.26,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-05-01,TLT,0.262,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-06-01,TLT,0.281,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-07-02,TLT,0.275,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-08-01,TLT,0.267,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-09-04,TLT,0.272,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-10-01,TLT,0.261,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-11-01,TLT,0.275,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-12-03,TLT,0.267,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2018-12-18,TLT,0.282,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-02-01,TLT,0.275,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-03-01,TLT,0.253,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-04-01,TLT,0.278,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-05-01,TLT,0.259,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-06-03,TLT,0.27,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-07-01,TLT,0.26,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-08-01,TLT,0.264,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-09-03,TLT,0.26,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-10-01,TLT,0.25,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-11-01,TLT,0.246,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-12-02,TLT,0.241,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2019-12-19,TLT,0.218,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-02-03,TLT,0.242,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-03-02,TLT,0.229,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-04-01,TLT,0.238,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-05-01,TLT,0.216,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-06-01,TLT,0.21,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-07-01,TLT,0.192,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-08-03,TLT,0.19,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-09-01,TLT,0.183,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-10-01,TLT,0.169,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-11-02,TLT,0.169,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-12-01,TLT,0.163,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2020-12-17,TLT,0.164,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-02-01,TLT,0.176,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-03-01,TLT,0.172,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-04-01,TLT,0.185,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-05-03,TLT,0.203,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-06-01,TLT,0.199,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-07-01,TLT,0.188,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-08-02,TLT,0.182,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-09-01,TLT,0.189,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-10-01,TLT,0.183,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-11-01,TLT,0.188,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-12-01,TLT,0.184,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2021-12-16,TLT,0.168,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-02-01,TLT,0.198,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-03-01,TLT,0.185,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-04-01,TLT,0.202,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-05-02,TLT,0.203,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-06-01,TLT,0.207,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-07-01,TLT,0.227,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-08-01,TLT,0.213,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-09-01,TLT,0.236,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-10-03,TLT,0.244,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-11-01,TLT,0.236,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-12-01,TLT,0.244,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2022-12-15,TLT,0.261,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-02-01,TLT,0.275,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-03-01,TLT,0.25,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-04-03,TLT,0.269,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-05-01,TLT,0.268,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-06-01,TLT,0.273,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-07-03,TLT,0.278,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-08-01,TLT,0.275,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-09-01,TLT,0.289,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-10-02,TLT,0.28,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-11-01,TLT,0.286,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-12-01,TLT,0.289,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2023-12-14,TLT,0.311,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-02-01,TLT,0.31,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-03-01,TLT,0.295,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-04-01,TLT,0.312,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-05-01,TLT,0.308,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-06-03,TLT,0.308,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-07-01,TLT,0.291,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-08-01,TLT,0.315,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-09-03,TLT,0.313,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-10-01,TLT,0.316,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-11-01,TLT,0.311,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-12-02,TLT,0.325,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2024-12-18,TLT,0.351,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-02-03,TLT,0.312,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-03-03,TLT,0.29,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-04-01,TLT,0.326,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-05-01,TLT,0.328,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-06-02,TLT,0.32,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-07-01,TLT,0.328,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-08-01,TLT,0.331,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-09-02,TLT,0.328,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-10-01,TLT,0.31,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-11-03,TLT,0.325,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-12-01,TLT,0.321,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2025-12-19,TLT,0.342,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2026-02-02,TLT,0.332,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2026-03-02,TLT,0.301,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2026-04-01,TLT,0.345,2026-04-15T08:19:32.717573+00:00,yfinance.dividends
2002-09-03,IEF,0.29,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2002-10-01,IEF,0.258,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2002-11-01,IEF,0.295,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2002-12-02,IEF,0.52,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2002-12-31,IEF,0.416,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-02-03,IEF,0.278,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-03-03,IEF,0.24,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-04-01,IEF,0.249,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-05-01,IEF,0.342,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-06-02,IEF,0.244,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-07-01,IEF,0.663,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-08-01,IEF,0.717,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-09-02,IEF,0.764,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-10-01,IEF,0.731,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-11-03,IEF,0.279,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-12-01,IEF,0.226,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-12-16,IEF,0.84,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2003-12-31,IEF,0.279,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-02-02,IEF,0.255,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-03-01,IEF,0.251,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-04-01,IEF,0.256,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-05-03,IEF,0.268,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-06-01,IEF,0.279,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-07-01,IEF,0.273,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-08-02,IEF,0.273,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-09-01,IEF,0.266,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-10-01,IEF,0.257,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-11-01,IEF,0.265,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-12-01,IEF,0.262,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2004-12-31,IEF,0.271,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-02-01,IEF,0.261,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-03-01,IEF,0.231,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-04-01,IEF,0.279,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-05-02,IEF,0.267,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-06-01,IEF,0.264,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-07-01,IEF,0.264,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-08-01,IEF,0.271,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-09-01,IEF,0.274,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-10-03,IEF,0.277,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-11-01,IEF,0.288,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-12-01,IEF,0.283,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2005-12-28,IEF,0.292,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-02-01,IEF,0.264,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-03-01,IEF,0.267,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-04-03,IEF,0.26,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-05-01,IEF,0.294,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-06-01,IEF,0.294,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-07-03,IEF,0.312,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-08-01,IEF,0.319,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-09-01,IEF,0.312,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-10-02,IEF,0.316,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-11-01,IEF,0.308,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-12-01,IEF,0.304,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2006-12-27,IEF,0.239,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-02-01,IEF,0.311,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-03-01,IEF,0.275,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-04-02,IEF,0.322,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-05-01,IEF,0.314,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-06-01,IEF,0.329,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-07-02,IEF,0.313,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-08-01,IEF,0.322,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-09-04,IEF,0.334,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-10-01,IEF,0.31,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-11-01,IEF,0.297,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-12-03,IEF,0.295,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2007-12-27,IEF,0.313,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-02-01,IEF,0.281,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-03-03,IEF,0.28,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-04-01,IEF,0.311,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-05-01,IEF,0.28,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-06-02,IEF,0.307,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-07-01,IEF,0.292,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-08-01,IEF,0.304,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-09-02,IEF,0.295,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-10-01,IEF,0.305,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-11-03,IEF,0.32,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-12-01,IEF,0.313,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2008-12-29,IEF,0.369,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-02-02,IEF,0.266,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-03-02,IEF,0.248,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-04-01,IEF,0.276,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-05-01,IEF,0.28,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-06-01,IEF,0.272,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-07-01,IEF,0.252,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-08-03,IEF,0.264,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-09-01,IEF,0.257,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-10-01,IEF,0.253,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-11-02,IEF,0.77,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-12-01,IEF,0.208,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2009-12-29,IEF,0.164,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-02-01,IEF,0.3,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-03-01,IEF,0.244,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-04-01,IEF,0.255,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-05-03,IEF,0.273,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-06-01,IEF,0.26,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-07-01,IEF,0.248,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-08-02,IEF,0.253,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-09-01,IEF,0.247,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-10-01,IEF,0.233,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-11-01,IEF,0.235,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-12-01,IEF,0.239,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2010-12-28,IEF,0.248,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-02-01,IEF,0.235,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-03-01,IEF,0.216,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-04-01,IEF,0.248,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-05-02,IEF,0.241,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-06-01,IEF,0.244,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-07-01,IEF,0.231,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-08-01,IEF,0.238,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-09-01,IEF,0.229,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-10-03,IEF,0.211,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-11-01,IEF,0.209,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-12-01,IEF,0.2,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2011-12-27,IEF,0.189,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-02-01,IEF,0.191,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-03-01,IEF,0.17,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-04-02,IEF,0.177,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-05-01,IEF,0.168,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-06-01,IEF,0.171,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-07-02,IEF,0.16,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-08-01,IEF,0.162,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-09-04,IEF,0.151,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-10-01,IEF,0.141,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-11-01,IEF,0.145,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-12-03,IEF,0.137,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2012-12-26,IEF,0.151,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2013-02-01,IEF,0.14,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2013-03-01,IEF,0.127,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2013-04-01,IEF,0.145,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2013-05-01,IEF,0.135,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2013-06-03,IEF,0.142,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2013-07-01,IEF,0.139,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
2013-08-01,IEF,0.141,2026-04-15T08:19:33.653082+00:00,yfinance.dividends
