,decisions,mean_ic,t_stat,bootstrap_p,clears_bonferroni,nonzero_density,deciles_interpretable,decile_spread_annualised,monotonicity,inconclusive,horizon
sue_pead,57,0.004761715738077572,0.684252198149274,0.5266666666666666,False,0.978005666882873,True,0.008739343003356215,0.06772993088782561,False,13
filing_language_jaccard,29,0.030301529636287267,2.569414507587162,0.003,True,1.0,True,-0.007997968065357242,0.11473354231974922,False,13
institutional_ownership_change,62,0.003321337846380418,0.5087222058105167,0.5636666666666666,False,0.9821777800593163,True,-0.004298695207229253,-0.008406647116324535,False,13
fractional_differentiation,189,-0.0024956243192694196,-0.29570607590158404,0.7473333333333333,False,1.0,True,-0.2003470008510213,-0.15491422158088825,False,4
