annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_safe_exposure,average_risky_exposure,average_ml_exposure,average_top3_weight,top_quintile_hit_rate,active_weeks,rank_ic,spearman_rank_corr,ndcg_5,ndcg_10,model_top10_hit_rate,strategy_name,model_name,model_family,target_name,ranking_target,allocation_method,wrapper,split,cost_bps
0.05064132439877422,0.2216619635394872,0.22846194985434612,-0.4954296473832751,0.10221698411923459,-0.07283591317721506,0.8212992545260916,0.04270756123535677,0.004046858359957401,0.037912673056443025,0.9620873269435569,1.0,0.5999999999999999,0.32161874334398294,939,0.08728275629280499,0.08728275629280499,0.4160204267981314,0.4082022919904798,0.30058841197029273,elasticnet_regression_forward_return_4w__top5_equal_weight__raw_ml,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,raw_ml,train,10.0
0.02443382493390156,0.16608881670011838,0.14711300507377356,-0.22084981334614984,0.11063547921412596,-0.050154696543207644,1.0192307692307692,0.053,0.02307692307692308,0.04615384615384615,0.9538461538461539,1.0,0.5999999999999999,0.275,104,0.02247212224689884,0.02247212224689884,0.36051072582188104,0.3503932703454299,0.2586538461538461,elasticnet_regression_forward_return_4w__top5_equal_weight__raw_ml,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,raw_ml,validation,10.0
0.025362936526065916,0.2193939450736723,0.11560454194644736,-0.3937017324251304,0.06442170414093655,-0.07425097161311478,0.9590361445783132,0.04986987951807229,0.040361445783132534,0.11204819277108434,0.8879518072289155,1.0,0.6012048192771084,0.30365853658536585,332,0.05135916918632078,0.05135916918632078,0.38377614030466456,0.37305911496615574,0.2820121951219512,elasticnet_regression_forward_return_4w__top5_equal_weight__raw_ml,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,raw_ml,holdout,10.0
0.02262695655873559,0.17942797500366797,0.1261060687904048,-0.4954296473832751,0.04567138175570443,-0.061869986905374035,0.7291799787007455,0.037917358892438774,0.18791267305644302,0.20788072417465386,0.792119275825346,0.8130990415335463,0.6168796592119276,0.32161874334398294,939,0.08728275629280499,0.08728275629280499,0.4160204267981314,0.4082022919904798,0.30058841197029273,elasticnet_regression_forward_return_4w__top5_equal_weight__bil_fallback_original,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,bil_fallback_original,train,10.0
0.044898201078698685,0.10687554086539784,0.42009800105006984,-0.1458749452286806,0.3077855556916515,-0.03158019430698436,0.7259615384615384,0.037750000000000006,0.35673076923076924,0.36634615384615377,0.6336538461538462,0.6538461538461539,0.6682692307692307,0.275,104,0.02247212224689884,0.02247212224689884,0.36051072582188104,0.3503932703454299,0.2586538461538461,elasticnet_regression_forward_return_4w__top5_equal_weight__bil_fallback_original,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,bil_fallback_original,validation,10.0
0.03202459877255892,0.1480677954449446,0.21628334963943247,-0.22816402298164662,0.14035779328424167,-0.04862964601650448,0.7789156626506025,0.040503614457831336,0.2743975903614458,0.3043674698795181,0.6956325301204819,0.7484939759036144,0.644277108433735,0.30365853658536585,332,0.05135916918632078,0.05135916918632078,0.38377614030466456,0.37305911496615574,0.2820121951219512,elasticnet_regression_forward_return_4w__top5_equal_weight__bil_fallback_original,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,bil_fallback_original,holdout,10.0
0.027034979943178827,0.14267587540414095,0.18948529221636146,-0.3657934534178343,0.07390777415662939,-0.04846343871506015,0.606730564430245,0.03154998935037274,0.33674121405750795,0.3533439829605964,0.6466560170394035,0.6642705005324814,0.6439829605963792,0.32161874334398294,939,0.08728275629280499,0.08728275629280499,0.4160204267981314,0.4082022919904798,0.30058841197029273,elasticnet_regression_forward_return_4w__top5_equal_weight__regime_gate_original,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,regime_gate_original,train,10.0
0.05473446102533441,0.09323393976437223,0.587065838509704,-0.1149557421783961,0.4761350758833236,-0.025750239727998402,0.6348076923076924,0.03301,0.43557692307692303,0.4440384615384616,0.5559615384615384,0.5735576923076923,0.7073076923076923,0.275,104,0.02247212224689884,0.02247212224689884,0.36051072582188104,0.3503932703454299,0.2586538461538461,elasticnet_regression_forward_return_4w__top5_equal_weight__regime_gate_original,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,regime_gate_original,validation,10.0
0.016535194348985982,0.13611084492641898,0.12148329810107966,-0.23515342513645598,0.07031662132665453,-0.04691279650962249,0.7157831325301205,0.03722072289156627,0.3464457831325301,0.37207831325301205,0.6279216867469879,0.6733433734939759,0.6812048192771084,0.30365853658536585,332,0.05135916918632078,0.05135916918632078,0.38377614030466456,0.37305911496615574,0.2820121951219512,elasticnet_regression_forward_return_4w__top5_equal_weight__regime_gate_original,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,regime_gate_original,holdout,10.0
0.0205346783492375,0.11085867776413026,0.18523293587289888,-0.269749776989189,0.07612491316372984,-0.037951689464031955,0.4852822151224708,0.025234675186368478,0.48427050053248144,0.495814696485623,0.504185303514377,0.5161341853035144,0.694877529286475,0.32161874334398294,939,0.08728275629280499,0.08728275629280499,0.4160204267981314,0.4082022919904798,0.30058841197029273,elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,defensive_first,train,10.0
