annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_safe_exposure,average_risky_exposure,average_ml_exposure,average_top3_weight,top_quintile_hit_rate,active_weeks,rank_ic,spearman_rank_corr,ndcg_5,ndcg_10,model_top10_hit_rate,strategy_name,model_name,model_family,target_name,ranking_target,allocation_method,wrapper,split,cost_bps,category
0.09558376118641498,0.08964472895946222,1.0662507689619811,-0.12436402347768105,0.7685804826310472,-0.02724232060832755,0.03897590361445784,0.002026746987951808,0.021686746987951807,0.021987951807228918,0.07861445783132529,0.07861445783132529,0.02379518072289157,0.3710365853658536,332.0,0.03595803956814335,0.03595803956814335,0.457266249574291,0.4401817414902959,0.3710365853658536,random_forest_classifier_top_quintile_4w__top10_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,random_forest_classifier_top_quintile_4w,random_forest_classifier,top_quintile_forward_4w,classification_relevance,top10_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09692667332824922,0.09093524790903545,1.0658867222224668,-0.12132854650974478,0.7988777259477375,-0.027814958850536607,0.041987951807228925,0.0021833734939759038,0.021686746987951807,0.0219277108433735,0.07861445783132529,0.07861445783132529,0.02379518072289157,0.3411585365853659,332.0,0.046260341166742984,0.046260341166742984,0.4130880464055626,0.4123887311295995,0.3411585365853659,xgboost_rank_ndcg_relevance_4w__top10_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,xgboost_rank_ndcg_relevance_4w,xgboost_ranker,forward_return_4w_rank_relevance,relevance_4w,top10_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09628817430980452,0.09039766565449626,1.0651621766188304,-0.12121956963909053,0.7943286269410562,-0.02734423943200686,0.0433729790506209,0.0022553949106322866,0.02185235264998873,0.022650408832819702,0.07861445783132529,0.07861445783132529,0.02073029130795614,0.3276422764227642,332.0,0.03009761550966602,0.03009761550966602,0.42238665331936215,0.41416172645102645,0.3378048780487805,lightgbm_lambdarank_relevance_4w__top15_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_4w,lightgbm_ranker,forward_return_4w_rank_relevance,relevance_4w,top15_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09585358238762964,0.09018247693395136,1.0628847825706955,-0.1212177961117249,0.7907550331906927,-0.027110992610802374,0.03614457831325301,0.0018795180722891568,0.02170682730923695,0.02208835341365462,0.07861445783132529,0.07861445783132529,0.01596385542168675,0.3276422764227642,332.0,0.03009761550966602,0.03009761550966602,0.42238665331936215,0.41416172645102645,0.3378048780487805,lightgbm_lambdarank_relevance_4w__top15_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_4w,lightgbm_ranker,forward_return_4w_rank_relevance,relevance_4w,top15_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09073450662996141,0.08536810735406294,1.0628618747940775,-0.12330450737980458,0.7358571763356507,-0.026425993296204695,0.037865580520495885,0.0019690101870657867,0.04874121815792638,0.06932741350555931,0.07861445783132529,0.07861445783132529,0.05909302630566959,0.2826219512195122,332.0,0.03639247869709685,0.03639247869709685,0.34825688180975317,0.3533785728768102,0.2826219512195122,ridge_regression_forward_return_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ridge_regression_forward_return_4w,ridge_regression,forward_return_4w,regression_score,top10_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.0967295722106023,0.0910670641243996,1.062179539229107,-0.12238777834753711,0.7903531996138147,-0.02748761957879537,0.05362794896332312,0.002788653346092803,0.021864559554832828,0.0221353374612986,0.07861445783132529,0.07861445783132529,0.02990190961861362,0.3378048780487805,332.0,0.03009761550966602,0.03009761550966602,0.42238665331936215,0.41416172645102645,0.3378048780487805,lightgbm_lambdarank_relevance_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_4w,lightgbm_ranker,forward_return_4w_rank_relevance,relevance_4w,top10_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09036357682089857,0.08521351912118134,1.0604370967521406,-0.12306746548387648,0.7342604844067211,-0.02641692440973506,0.0337126431036821,0.0017530574413914693,0.048208880787205644,0.06954956154629019,0.07861445783132529,0.07861445783132529,0.05581519670731657,0.2652439024390244,332.0,0.03639247869709685,0.03639247869709685,0.34825688180975317,0.3533785728768102,0.2826219512195122,ridge_regression_forward_return_4w__top15_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ridge_regression_forward_return_4w,ridge_regression,forward_return_4w,regression_score,top15_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09585066416198296,0.09045165831175915,1.0596894070379017,-0.12265871542448559,0.7814419369245155,-0.02740147144003811,0.051354250425323406,0.002670421022116817,0.021686746987951807,0.022126851600497714,0.07861445783132529,0.07861445783132529,0.03124190395868237,0.3609756097560976,332.0,0.02700492299878407,0.02700492299878407,0.4395150907886535,0.4317379179576744,0.3609756097560976,gradient_boosting_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,gradient_boosting_classifier_top_quintile_4w,gradient_boosting_classifier,top_quintile_forward_4w,classification_relevance,top10_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.0940749670977743,0.08893128909628042,1.0578387882798497,-0.11985535660516755,0.78490415249174,-0.027010274520098656,0.032610441767068274,0.0016957429718875506,0.021686746987951807,0.02214859437751004,0.07861445783132529,0.07861445783132529,0.01596385542168675,0.34390243902439027,332.0,0.03595803956814335,0.03595803956814335,0.457266249574291,0.4401817414902959,0.3710365853658536,random_forest_classifier_top_quintile_4w__top15_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,random_forest_classifier_top_quintile_4w,random_forest_classifier,top_quintile_forward_4w,classification_relevance,top15_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09539411141378373,0.0903417529737722,1.055924954671605,-0.12127313517562255,0.786605469345194,-0.027656560619167877,0.041594393551794784,0.002162908464693329,0.021686746987951807,0.022300749519075975,0.07861445783132529,0.07861445783132529,0.021276187790106236,0.32439024390243903,332.0,0.046260341166742984,0.046260341166742984,0.4130880464055626,0.4123887311295995,0.3411585365853659,xgboost_rank_ndcg_relevance_4w__top15_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,xgboost_rank_ndcg_relevance_4w,xgboost_ranker,forward_return_4w_rank_relevance,relevance_4w,top15_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09656190613399529,0.0916379543213533,1.0537326684026012,-0.12408469695547764,0.7781935121995125,-0.027673546555996922,0.057894670701371824,0.0030105228764713346,0.021686746987951807,0.02186293829341725,0.07861445783132529,0.07861445783132529,0.05514489391434204,0.376829268292683,332.0,0.02700492299878407,0.02700492299878407,0.4395150907886535,0.4317379179576744,0.3609756097560976,gradient_boosting_classifier_top_quintile_4w__top5_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,gradient_boosting_classifier_top_quintile_4w,gradient_boosting_classifier,top_quintile_forward_4w,classification_relevance,top5_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09520849889710514,0.09037172085469011,1.0535209244293593,-0.12108526680042675,0.7862930099830245,-0.027603869571705963,0.03546184738955823,0.001844016064257028,0.021686746987951807,0.0220281124497992,0.07861445783132529,0.07861445783132529,0.01596385542168675,0.32439024390243903,332.0,0.046260341166742984,0.046260341166742984,0.4130880464055626,0.4123887311295995,0.3411585365853659,xgboost_rank_ndcg_relevance_4w__top15_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,xgboost_rank_ndcg_relevance_4w,xgboost_ranker,forward_return_4w_rank_relevance,relevance_4w,top15_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09558017928684892,0.09078974470407482,1.0527640494902626,-0.12221006848074756,0.7820974202457485,-0.027311452538746398,0.04536144578313254,0.0023587951807228923,0.021716867469879518,0.021927710843373496,0.07861445783132529,0.07861445783132529,0.02379518072289157,0.3378048780487805,332.0,0.03009761550966602,0.03009761550966602,0.42238665331936215,0.41416172645102645,0.3378048780487805,lightgbm_lambdarank_relevance_4w__top10_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_4w,lightgbm_ranker,forward_return_4w_rank_relevance,relevance_4w,top10_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09435698362748468,0.08987174939902326,1.0499070537566522,-0.12242877623223958,0.7707091954304558,-0.027289590970223102,0.04528549775080361,0.0023548458830417876,0.021686746987951807,0.02237705269597794,0.07861445783132529,0.07861445783132529,0.02139315512170504,0.33983739837398375,332.0,0.02700492299878407,0.02700492299878407,0.4395150907886535,0.4317379179576744,0.3609756097560976,gradient_boosting_classifier_top_quintile_4w__top15_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,gradient_boosting_classifier_top_quintile_4w,gradient_boosting_classifier,top_quintile_forward_4w,classification_relevance,top15_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.0899614436952505,0.0856983522607011,1.0497453139073285,-0.12452483872082021,0.7224377451067455,-0.026626619571496424,0.04643940634930614,0.0024148491301639193,0.04853988439710018,0.066670165779793,0.07861445783132529,0.07861445783132529,0.0677840683726746,0.28414634146341466,332.0,0.03639247869709685,0.03639247869709685,0.34825688180975317,0.3533785728768102,0.2826219512195122,ridge_regression_forward_return_4w__top5_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ridge_regression_forward_return_4w,ridge_regression,forward_return_4w,regression_score,top5_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09516421828025146,0.09073876994478498,1.0487713062251052,-0.12280454608610603,0.7749242297066576,-0.027518775357553787,0.06577147621069072,0.003420116762955917,0.02198286106718398,0.022072614268787618,0.07861445783132529,0.07861445783132529,0.054586528616360756,0.35000000000000003,332.0,0.03009761550966602,0.03009761550966602,0.42238665331936215,0.41416172645102645,0.3378048780487805,lightgbm_lambdarank_relevance_4w__top5_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_4w,lightgbm_ranker,forward_return_4w_rank_relevance,relevance_4w,top5_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09421468737272254,0.08984820563941295,1.0485984300102058,-0.12359309601427004,0.7622973322218947,-0.02755789454887039,0.05516678758585019,0.00286867295446421,0.022139762090666183,0.02312302156038738,0.07861445783132529,0.07861445783132529,0.022673028007024743,0.32276422764227647,332.0,0.08059237948805736,0.08059237948805736,0.4203367788592211,0.4123047768577439,0.3310975609756097,lightgbm_lambdarank_relevance_13w__top15_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_13w,lightgbm_ranker,forward_return_13w_rank_relevance,relevance_13w,top15_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09477041688924848,0.09062789237286535,1.0457091565071355,-0.12292589281919286,0.7709556930259012,-0.027457857371080578,0.05686746987951808,0.0029571084337349403,0.02174698795180723,0.02180722891566265,0.07861445783132529,0.07861445783132529,0.047289156626506026,0.35000000000000003,332.0,0.03009761550966602,0.03009761550966602,0.42238665331936215,0.41416172645102645,0.3378048780487805,lightgbm_lambdarank_relevance_4w__top5_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_4w,lightgbm_ranker,forward_return_4w_rank_relevance,relevance_4w,top5_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09391920923978869,0.08988454309534134,1.0448872075832631,-0.12359585660886119,0.7598896258877919,-0.027480639031604703,0.048714859437751,0.0025331726907630524,0.02172690763052209,0.022349397590361447,0.07861445783132529,0.07861445783132529,0.01596385542168675,0.32276422764227647,332.0,0.08059237948805736,0.08059237948805736,0.4203367788592211,0.4123047768577439,0.3310975609756097,lightgbm_lambdarank_relevance_13w__top15_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_13w,lightgbm_ranker,forward_return_13w_rank_relevance,relevance_13w,top15_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09341074942337824,0.08946490779242637,1.0441049091573076,-0.12269590093240257,0.7613192349012659,-0.027369899493452615,0.05265060240963856,0.0027378313253012044,0.024859437751004018,0.02939759036144578,0.07861445783132529,0.07861445783132529,0.01596385542168675,0.2652439024390244,332.0,0.03639247869709685,0.03639247869709685,0.34825688180975317,0.3533785728768102,0.2826219512195122,ridge_regression_forward_return_4w__top15_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,ridge_regression_forward_return_4w,ridge_regression,forward_return_4w,regression_score,top15_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09429341968573435,0.09039074893968567,1.0431755549304362,-0.12483847299554518,0.755323398493501,-0.027537831387048975,0.06036144578313255,0.0031387951807228926,0.021716867469879518,0.02246987951807229,0.07861445783132529,0.07861445783132529,0.02379518072289157,0.3310975609756097,332.0,0.08059237948805736,0.08059237948805736,0.4203367788592211,0.4123047768577439,0.3310975609756097,lightgbm_lambdarank_relevance_13w__top10_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_13w,lightgbm_ranker,forward_return_13w_rank_relevance,relevance_13w,top10_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09396685273556682,0.09012667008776737,1.0426087266295292,-0.12302443392242346,0.7638064223471273,-0.027387113498993088,0.04228915662650603,0.0021990361445783134,0.021686746987951807,0.02201807228915663,0.07861445783132529,0.07861445783132529,0.02379518072289157,0.3609756097560976,332.0,0.02700492299878407,0.02700492299878407,0.4395150907886535,0.4317379179576744,0.3609756097560976,gradient_boosting_classifier_top_quintile_4w__top10_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,gradient_boosting_classifier_top_quintile_4w,gradient_boosting_classifier,top_quintile_forward_4w,classification_relevance,top10_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.0949700456996625,0.09119682463533574,1.0413744785458765,-0.12408120359324182,0.7653862386037905,-0.027818431496882134,0.06282822692468915,0.0032670678000838354,0.021686746987951807,0.022159218782135195,0.07861445783132529,0.07861445783132529,0.05462509868691726,0.352439024390244,332.0,0.046260341166742984,0.046260341166742984,0.4130880464055626,0.4123887311295995,0.3411585365853659,xgboost_rank_ndcg_relevance_4w__top5_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,xgboost_rank_ndcg_relevance_4w,xgboost_ranker,forward_return_4w_rank_relevance,relevance_4w,top5_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09296477103594558,0.08936434975399796,1.0402892349338282,-0.12284288532380327,0.7567778206356717,-0.02731785175217801,0.05548192771084338,0.0028850602409638566,0.02635542168674699,0.031837349397590364,0.07861445783132529,0.07861445783132529,0.02379518072289157,0.2826219512195122,332.0,0.03639247869709685,0.03639247869709685,0.34825688180975317,0.3533785728768102,0.2826219512195122,ridge_regression_forward_return_4w__top10_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,ridge_regression_forward_return_4w,ridge_regression,forward_return_4w,regression_score,top10_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09379535721606058,0.0901793010239316,1.04009851652287,-0.12458640507875962,0.7528538700251131,-0.02756563705844789,0.06693104948150586,0.0034804145730383054,0.02186101736073344,0.022862692954185276,0.07861445783132529,0.07861445783132529,0.03184752991877606,0.3310975609756097,332.0,0.08059237948805736,0.08059237948805736,0.4203367788592211,0.4123047768577439,0.3310975609756097,lightgbm_lambdarank_relevance_13w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_13w,lightgbm_ranker,forward_return_13w_rank_relevance,relevance_13w,top10_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09297323614918462,0.08958505260714225,1.037820857871241,-0.12243537595192033,0.7593657913517959,-0.027192641432852667,0.03654618473895582,0.0019004016064257028,0.021686746987951807,0.022188755020080324,0.07861445783132529,0.07861445783132529,0.01596385542168675,0.33983739837398375,332.0,0.02700492299878407,0.02700492299878407,0.4395150907886535,0.4317379179576744,0.3609756097560976,gradient_boosting_classifier_top_quintile_4w__top15_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,gradient_boosting_classifier_top_quintile_4w,gradient_boosting_classifier,top_quintile_forward_4w,classification_relevance,top15_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09402118986314933,0.09071116175281346,1.0364897554653267,-0.1279632144772891,0.7347517038174766,-0.02725945754773247,0.07590361445783134,0.00394698795180723,0.02174698795180723,0.022530120481927714,0.07861445783132529,0.07861445783132529,0.047289156626506026,0.3475609756097561,332.0,0.08059237948805736,0.08059237948805736,0.4203367788592211,0.4123047768577439,0.3310975609756097,lightgbm_lambdarank_relevance_13w__top5_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_13w,lightgbm_ranker,forward_return_13w_rank_relevance,relevance_13w,top5_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09475083102446735,0.09145471598206192,1.036040952147858,-0.12462594396896509,0.760281751992688,-0.027649832450373172,0.048795180722891573,0.002537349397590362,0.021686746987951807,0.02180722891566265,0.07861445783132529,0.07861445783132529,0.047289156626506026,0.376829268292683,332.0,0.02700492299878407,0.02700492299878407,0.4395150907886535,0.4317379179576744,0.3609756097560976,gradient_boosting_classifier_top_quintile_4w__top5_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,gradient_boosting_classifier_top_quintile_4w,gradient_boosting_classifier,top_quintile_forward_4w,classification_relevance,top5_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09310633336911867,0.09018253513012948,1.032420892080382,-0.1279577402289227,0.7276334608797158,-0.027245694334333305,0.08365829337619876,0.004350231255562336,0.02197718481904208,0.022729416155340965,0.07861445783132529,0.07861445783132529,0.05648235644382845,0.3475609756097561,332.0,0.08059237948805736,0.08059237948805736,0.4203367788592211,0.4123047768577439,0.3310975609756097,lightgbm_lambdarank_relevance_13w__top5_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,lightgbm_lambdarank_relevance_13w,lightgbm_ranker,forward_return_13w_rank_relevance,relevance_13w,top5_inverse_vol,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09413117034364116,0.09125807546605133,1.0314831850542217,-0.12470182040607103,0.754850009704096,-0.027774475102602305,0.05433734939759037,0.0028255421686746987,0.021686746987951807,0.021927710843373496,0.07861445783132529,0.07861445783132529,0.047289156626506026,0.352439024390244,332.0,0.046260341166742984,0.046260341166742984,0.4130880464055626,0.4123887311295995,0.3411585365853659,xgboost_rank_ndcg_relevance_4w__top5_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,xgboost_rank_ndcg_relevance_4w,xgboost_ranker,forward_return_4w_rank_relevance,relevance_4w,top5_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09407472182516163,0.09124260740290424,1.0310393850293151,-0.1261743112758984,0.745593305593352,-0.027392771513311754,0.04939759036144579,0.0025686746987951814,0.021686746987951807,0.021987951807228918,0.07861445783132529,0.07861445783132529,0.047289156626506026,0.40487804878048783,332.0,0.03595803956814335,0.03595803956814335,0.457266249574291,0.4401817414902959,0.3710365853658536,random_forest_classifier_top_quintile_4w__top5_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,random_forest_classifier_top_quintile_4w,random_forest_classifier,top_quintile_forward_4w,classification_relevance,top5_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09322463624188537,0.09044576609583654,1.0307241595267636,-0.1229854923658521,0.7580132782211794,-0.02774269276333272,0.056184738955823293,0.0029216064257028117,0.022630522088353415,0.02445783132530121,0.07861445783132529,0.07861445783132529,0.01596385542168675,0.25609756097560976,332.0,0.05135916918632078,0.05135916918632078,0.38377614030466456,0.37305911496615574,0.2820121951219512,elasticnet_regression_forward_return_4w__top15_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top15_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09329955291052139,0.09054503528719977,1.0304215202366929,-0.12250768028690895,0.7615812550855335,-0.027732386299410012,0.06138554216867471,0.003192048192771085,0.02280120481927711,0.024819277108433735,0.07861445783132529,0.07861445783132529,0.02379518072289157,0.2820121951219512,332.0,0.05135916918632078,0.05135916918632078,0.38377614030466456,0.37305911496615574,0.2820121951219512,elasticnet_regression_forward_return_4w__top10_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top10_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09280124821056912,0.09078212699396267,1.0222413957842245,-0.12401496216740393,0.7483068703056943,-0.02791360425247831,0.07626506024096387,0.003965783132530121,0.02319277108433735,0.025,0.07861445783132529,0.07861445783132529,0.047289156626506026,0.30365853658536585,332.0,0.05135916918632078,0.05135916918632078,0.38377614030466456,0.37305911496615574,0.2820121951219512,elasticnet_regression_forward_return_4w__top5_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,elasticnet_regression_forward_return_4w,elasticnet_regression,forward_return_4w,regression_score,top5_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
0.09051149098400257,0.0890157297283112,1.0168033364469027,-0.12401496216740382,0.7298433140819252,-0.027316867995112997,0.06048192771084339,0.003145060240963856,0.030481927710843376,0.03927710843373495,0.07861445783132529,0.07861445783132529,0.047289156626506026,0.28414634146341466,332.0,0.03639247869709685,0.03639247869709685,0.34825688180975317,0.3533785728768102,0.2826219512195122,ridge_regression_forward_return_4w__top5_equal_weight__phase4b_core_plus_10pct_ranker_sleeve,ridge_regression_forward_return_4w,ridge_regression,forward_return_4w,regression_score,top5_equal_weight,phase4b_core_plus_10pct_ranker_sleeve,holdout,10.0,learning_to_rank_model
