annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_safe_exposure,average_risky_exposure,average_ml_exposure,average_top3_weight,top_quintile_hit_rate,active_weeks,strategy_name,market_state,weeks
-0.09790294533548183,0.14801573178411015,-0.6614360794991654,-0.21170711741310888,-0.46244522400464033,-0.049158607495918216,0.8201980198019799,0.04265029702970297,0.16346534653465344,0.16851485148514847,0.8314851485148511,0.8499999999999995,0.5218811881188117,0.3148514851485148,101,elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,calm_trend,101
0.1524355498980028,0.09843435217346476,1.5486011390553478,-0.08777203222592189,1.736721208706202,-0.02620612427174631,0.6054545454545456,0.031483636363636366,0.5041322314049587,0.512396694214876,0.48760330578512395,0.5,0.7041322314049586,0.34710743801652894,121,elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,neutral_mixed,121
-0.08715400233402759,0.16419513647620315,-0.5307952732610862,-0.0932063557129188,-0.9350650142621946,-0.046375754413262416,0.8276190476190476,0.04303619047619048,0.1823809523809524,0.19857142857142857,0.8014285714285714,0.8500000000000001,0.5385714285714286,0.3714285714285715,21,elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,recovery_confirmed,21
0.06908484770488466,0.04489488589836686,1.5388133040649459,-0.009711516486456295,7.1137033851747615,-0.00971151648645632,0.46571428571428586,0.024217142857142868,0.6285714285714283,0.697142857142857,0.3028571428571429,0.4000000000000001,0.7885714285714285,0.24285714285714288,14,elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,recovery_fragile,14
0.0010729853962052616,0.03121151073161631,0.034377874414081466,-0.021469852913228116,0.04997637387371985,-0.0122381896855711,0.16507042253521126,0.00858366197183099,0.9104225352112678,0.9354929577464791,0.0645070422535211,0.09999999999999996,0.9504225352112675,0.2056338028169014,71,elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,stressed_panic,71
0.23260029728088005,0.047093489759960534,4.939117879487447,-0.003461290075380874,67.2004634732283,-0.00346129007538103,0.69,0.035879999999999995,0.7,0.7749999999999999,0.22500000000000003,0.5,0.85,,4,elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,unknown,4
0.03543879521337878,0.080483388886646,0.4403243415022112,-0.07939795559588803,0.4463439259538584,-0.02472868522977648,0.0572830496337897,0.002978718580957064,0.0,0.0012584822570289036,0.09999999999999998,0.09999999999999998,0.039380178150904166,0.30891089108910885,101,random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,calm_trend,101
0.23972846800853542,0.09647683099943515,2.48482941992507,-0.04841194928254933,4.951844979622592,-0.02370870353186787,0.05715786883950547,0.002972209179654285,0.0,0.0,0.1,0.1,0.0393406035821275,0.40247933884297515,121,random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,neutral_mixed,121
0.006410694326166588,0.09170347918900491,0.06990677325288679,-0.035783611857169606,0.1791516840657364,-0.022784658389698564,0.05968557621561449,0.0031036499632119533,0.0,0.0,0.10000000000000002,0.10000000000000002,0.03979830284058281,0.42857142857142866,21,random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,recovery_confirmed,21
0.09863767739889195,0.06264068892385068,1.5746582467954833,-0.02986677636524604,3.3025886755448437,-0.013799301731398324,0.059920118989660084,0.003115846187462324,0.0,0.0009159611992845529,0.10000000000000002,0.10000000000000002,0.039636538762604825,0.34285714285714286,14,random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,recovery_fragile,14
-0.0050199327518628545,0.09415741304829638,-0.05331425948680184,-0.05350863745783263,-0.09381537243998787,-0.033784831107020984,0.008450704225352112,0.00043943661971830995,0.09999999999999996,0.09999999999999996,0.0,0.0,0.0,0.39436619718309857,71,random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,stressed_panic,71
0.07942777744613583,0.007047089320800778,11.271004783732506,-0.000200000000000089,397.1388872305024,-0.0002,0.08616620490497412,0.004480642655058654,0.025,0.025,0.1,0.1,0.05579219210866643,,4,random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,unknown,4
