series,cumulative_return,cagr,annualized_volatility,sharpe_zero_rf,maximum_drawdown,daily_observations
strategy_net_25bps,0.13536057177243177,0.055430266183971844,0.25277803772677904,0.340116258198297,-0.38674454114609935,593
strategy_net_50bps,0.1044397495909748,0.043118249340824644,0.25285089558152196,0.2936910782592917,-0.3894119651492285,593
strategy_net_100bps,0.045010151064241555,0.018885566987514313,0.2531360745370141,0.20081023965780675,-0.3947207848094383,593
strategy_net_150bps,-0.01133728581618132,-0.004833667523170493,0.2536066391286769,0.108059392765183,-0.39999502522590225,593
equal_weight_eligible_net_50bps,0.2083198945977791,0.0837368826802054,0.2230610675010415,0.47250913414214746,-0.33521405724032205,593
ihsg_price_index,-0.09033349028872928,-0.03943519293247344,0.2090867133263162,-0.08737925720489317,-0.4117409758100885,593
lq45_price_index,-0.33677202823180075,-0.16012583360984756,0.230982837533002,-0.6394937613213149,-0.4766595182685974,593
