portfolio,state,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_top5_smooth_sector_sleeve,cash::BIL,phase4b_defensive_aware_top5_sleeve,phase4b_top3_strict_sector_sleeve,phase4b_sector_blend_spy_qqq_sleeve,phase4_top3_sector_momentum_sleeve
improved_phase4b_refined_sector_small_overlay,calm_trend,0.11584220702635141,0.11994316258087738,0.17238100096352016,0.07183837099719859,0.2618451897539607,0.11805265944057705,0.09849653695920199,0.04160087227831248,,,,
improved_phase4b_refined_sector_small_overlay,neutral_mixed,0.08994662300003056,0.1103668024992055,0.13221690578209674,0.09317235062859129,0.20179041419071944,0.08852358185219426,0.05435677967868128,0.22962654236848057,,,,
improved_phase4b_refined_sector_small_overlay,recovery_confirmed,0.06280991957143528,0.16804803610621064,0.11296343572679009,0.20420425720597504,0.21553698195264728,0.09633213685612746,0.055650027485548925,0.08445520509526488,,,,
improved_phase4b_refined_sector_small_overlay,recovery_fragile,0.10504204279476197,0.11551800891875683,0.15992997518778007,0.11407073003440112,0.246473240703838,0.11379091061891547,0.01574343798183139,0.12943165375971485,,,,
improved_phase4b_refined_sector_small_overlay,stressed_panic,0.05304377020802115,0.05787433498795251,0.10013047127718706,0.04439253159933819,0.1596268103063988,0.06498727802390201,0.010709882930398523,0.5092349206668014,,,,
improved_phase4b_refined_sector_20pct,calm_trend,0.12196571406473006,0.11905711813305873,0.1595394785291514,0.06664751139581553,0.22550490815340046,0.09394668740610193,,0.028287005539551508,0.18505157677819017,,,
improved_phase4b_refined_sector_20pct,neutral_mixed,0.09387135098119345,0.11528534563125081,0.13162176694562,0.09453177153764905,0.1962991333264024,0.08238067739124001,,0.19018584026110696,0.09582411392553704,,,
improved_phase4b_refined_sector_20pct,recovery_confirmed,0.05824157439206155,0.17730137376992325,0.11133303876379003,0.20776192624441203,0.20115099559989097,0.09062347457030631,,0.046673587428336424,0.10691402923127909,,,
improved_phase4b_refined_sector_20pct,recovery_fragile,0.10538789367088218,0.11975675069063516,0.16602059266704441,0.12383504785192177,0.24772410114840004,0.11018120872883282,,0.1060966088871473,0.020997796355135954,,,
improved_phase4b_refined_sector_20pct,stressed_panic,0.053017140522877586,0.05714620779871523,0.10871883450658337,0.04564355598731557,0.15726307864847208,0.062044675549231064,,0.4988356482144118,0.017330858772392956,,,
improved_phase4b_refined_sector_25pct_selective,calm_trend,0.12965068349431605,0.12164951158905783,0.1486655212712782,0.05952866383716538,0.20410797046292076,0.08182031115294436,,0.027525423728813562,,0.22705191446350367,,
improved_phase4b_refined_sector_25pct_selective,neutral_mixed,0.09919718624252336,0.11691461610142347,0.12699430765023226,0.08982573617994256,0.1849489627949413,0.07837978043079125,,0.1868582466661562,,0.11688116393398935,,
improved_phase4b_refined_sector_25pct_selective,recovery_confirmed,0.06119860252407217,0.18390982908275563,0.10343320059637304,0.18807208840366132,0.1862825953380147,0.0854174973555924,,0.01522963170055801,,0.17645655499897248,,
improved_phase4b_refined_sector_25pct_selective,recovery_fragile,0.11054016397947115,0.12002953131485317,0.16850289224793222,0.12242157394020402,0.24631159152314314,0.1057624844746248,,0.1060609144152704,,0.02037084810450078,,
improved_phase4b_refined_sector_25pct_selective,stressed_panic,0.05560282470931357,0.05764690481176926,0.10641242952037082,0.04469608313189417,0.15555282691100628,0.06093814651931077,,0.4988360980789074,,0.020314686317427433,,
improved_phase4b_sector_phase3_hybrid,calm_trend,0.12569405092363167,0.11898742176194492,0.15925138622617666,0.08882246014840513,0.23198706050436535,0.09472348031025532,,0.03404125404947785,,,0.1464928860757428,
improved_phase4b_sector_phase3_hybrid,neutral_mixed,0.08911086447034133,0.10654718546175482,0.12100492943383084,0.1116277905034995,0.19436599966566545,0.07795820652546818,,0.22587573591705287,,,0.07350928802238672,
improved_phase4b_sector_phase3_hybrid,recovery_confirmed,0.05838844452220416,0.17044522669852327,0.10290376129258377,0.2182652959195184,0.2050764474816407,0.091130828485931,,0.07429222524230451,,,0.07949777035729383,
improved_phase4b_sector_phase3_hybrid,recovery_fragile,0.10160634714027696,0.11404968684576067,0.15872350497541335,0.1352556257322631,0.24697117912667774,0.09679391551674114,,0.1299304854570511,,,0.0166692552058156,
improved_phase4b_sector_phase3_hybrid,stressed_panic,0.05209007714361587,0.05523376957662948,0.0960011293192876,0.05974734750715992,0.15493042784184513,0.059324495651309136,,0.5092478569052531,,,0.013424896054899388,
improved_phase4b_return_unlock_stretch,calm_trend,0.12982603889899416,0.12155316631696664,0.14840936903838023,0.05874605914974951,0.20362160029300397,0.08164525762113385,,0.027457627118644072,,0.22874088156312733,,
improved_phase4b_return_unlock_stretch,neutral_mixed,0.10004700250222481,0.1175997140985117,0.1280404022609109,0.09021473352572722,0.18607440201340603,0.07878114271423238,,0.1822430009460697,,0.11699960193891701,,
improved_phase4b_return_unlock_stretch,recovery_confirmed,0.05996990711487579,0.18582062551502093,0.1014329341958157,0.19025376990577755,0.18393838434433485,0.0840157592378527,,0.013035910466204375,,0.18153270922011797,,
improved_phase4b_return_unlock_stretch,recovery_fragile,0.11102697409555122,0.1217318650796121,0.1691546191543561,0.12415843370064435,0.24644944721800346,0.10594993183214094,,0.10223817534804987,,0.019290553571641708,,
improved_phase4b_return_unlock_stretch,stressed_panic,0.055705851434324806,0.05762983381953804,0.10754149974601557,0.04467750680487355,0.15733925428173623,0.06162781817963588,,0.49665285752938576,,0.01882537820448982,,
ggg1,calm_trend,0.12268522154338005,0.11321799294679753,0.20214929705572277,0.0886672767835867,0.2886353615597795,0.1483209322109735,,0.03632391789975976,,,,
ggg1,neutral_mixed,0.0889063830588072,0.10829655866459888,0.15031605485636715,0.11233516805900727,0.20360668408260676,0.10789285734521203,,0.22864629393340052,,,,
ggg1,recovery_confirmed,0.05803854147385643,0.16369675120941143,0.13289825283276144,0.2220002127045449,0.21871773793031882,0.12037823004052893,,0.08427027380857775,,,,
ggg1,recovery_fragile,0.10120617063886612,0.12086297504143714,0.1568972352546463,0.12638594760479577,0.24073609687709926,0.12371110709528582,,0.13020046748786926,,,,
ggg1,stressed_panic,0.05539333786690856,0.061382948258247194,0.10476727195284267,0.04848432496907895,0.14890564383203592,0.07183161655141046,,0.509234856569476,,,,
phase2_best,calm_trend,0.12323880200761309,0.11379155840039558,0.20343095932646385,0.08982399670928437,0.29047906634200327,0.14895758528636244,,0.030278031927877248,,,,
phase2_best,neutral_mixed,0.09268574730523883,0.11275146834734366,0.15846336395976907,0.11801514255972129,0.21409003708810276,0.11245540333786089,,0.19153883740196337,,,,
phase2_best,recovery_confirmed,0.05962371190604873,0.16880310897771147,0.13891775902875442,0.23210093153252262,0.2282108119507889,0.12455796923282397,,0.04778570737134977,,,,
phase2_best,recovery_fragile,0.10378882627421972,0.12455268777319548,0.16238344582028882,0.12963248555335385,0.24693112943673867,0.12698820232337152,,0.10572322281883165,,,,
phase2_best,stressed_panic,0.05624703581535346,0.06265054691646878,0.10727269023813667,0.04976046367879026,0.15213356668726083,0.07309897739062333,,0.4988367192733663,,,,
phase3_best,calm_trend,0.1325972305446106,0.11356351120790052,0.1967267597141018,0.10328132845346621,0.27198903796391377,0.14628976067215596,,0.03555237144385094,,,,
phase3_best,neutral_mixed,0.09000876824847809,0.10466572980061797,0.1542328987264108,0.11988429589771409,0.19862809999514625,0.1047408642807702,,0.22783934305086234,,,,
phase3_best,recovery_confirmed,0.057152010202531495,0.16134499542607955,0.13264404585198106,0.2396217876217869,0.20711894325683008,0.12389096038949265,,0.07822725725129799,,,,
phase3_best,recovery_fragile,0.10699748355675363,0.1212959589158143,0.1526530659660387,0.13367109744362063,0.2412554772158556,0.11526356692964644,,0.12886334997227034,,,,
phase3_best,stressed_panic,0.05781590213861163,0.06115064290945181,0.10364092219371342,0.05529239374780308,0.1465755354416348,0.0662909203589549,,0.5092336832098301,,,,
phase4_best,calm_trend,0.10772083497192361,0.11247559097324672,0.15496476068400336,0.061369086830763815,0.23383678359117635,0.10507013713414899,,0.03870337407084259,,,,0.1858594317438943
phase4_best,neutral_mixed,0.08735070681329221,0.10836724825328825,0.12148762741465707,0.08756504724047746,0.18562691821045404,0.08011853669439074,,0.19657597445281463,,,,0.13290794092062524
phase4_best,recovery_confirmed,0.052365736124415266,0.1692854354190588,0.09732890272408286,0.19536867725672993,0.18773006223765132,0.08186419301591624,,0.059599327387835604,,,,0.1564576658343097
phase4_best,recovery_fragile,0.10049470175574693,0.11438913704744655,0.14980379211384773,0.1117003649592918,0.2293074438488773,0.10324929035460671,,0.10694169103952447,,,,0.08411357888065817
phase4_best,stressed_panic,0.0493256952811962,0.05362334977680822,0.09486735596208828,0.03975587470441869,0.15093330006299296,0.060791616281461035,,0.4995112644045843,,,,0.0511915435264499
