weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,peak_largest_stock_weight,average_growth_allocation,maximum_growth_allocation,annual_total_turnover,cap_event_weeks,scenario,variant,cap_schedule,cost_bps,window,exceptional_signal_share
188,2023-01-06,2026-08-07,0.3960402328235022,2.3408868201667925,1.5073776649490134,-0.21799538695058773,0.24115935225411483,0.22003037945599038,0.24999999999999997,0.6,2.3783986249711693,4,base,breadth3_vol_60,monthly,50,full_recent,0.2712765957446808
157,2023-08-11,2026-08-07,0.39924552362641075,1.7573216514718286,1.4498485306646318,-0.21799538695058773,0.25456614670827526,0.22003037945599038,0.27961783439490445,0.6,2.7604781400023275,4,base,breadth3_vol_60,monthly,50,since_incumbent_holdout_start,0.3248407643312102
105,2024-08-09,2026-08-07,0.5914038299776632,1.555295853015187,1.784575545180073,-0.2159001275747886,0.2837567207880793,0.22003037945599038,0.35809523809523813,0.6,3.1695140567366065,3,base,breadth3_vol_60,monthly,50,trailing_2y,0.47619047619047616
53,2025-08-08,2026-08-07,1.0210291920704129,1.0485613868276058,2.4083513297174575,-0.15660766666607984,0.3138849525461424,0.22003037945599038,0.5547169811320755,0.6,2.296743270988578,3,base,breadth3_vol_60,monthly,50,trailing_1y,0.8867924528301887
32,2026-01-02,2026-08-07,1.0445813296986608,0.5528916813210609,2.218042377874936,-0.15660766666607984,0.35107569179928655,0.22003037945599038,0.5874999999999999,0.6,2.2038412311259394,3,base,breadth3_vol_60,monthly,50,ytd,0.9375
188,2023-01-06,2026-08-07,0.3957838310324675,2.3386689553079445,1.507308714434722,-0.21799538695058907,0.24102690671525995,0.2174994571487864,0.24999999999999997,0.6,2.3873305347723623,8,base,breadth3_vol_60,biweekly,50,full_recent,0.2712765957446808
157,2023-08-11,2026-08-07,0.39893779537588436,1.7554911893447,1.4496871499540507,-0.21799538695058862,0.2544158493190478,0.2174994571487864,0.27961783439490445,0.6,2.771173675305667,8,base,breadth3_vol_60,biweekly,50,since_incumbent_holdout_start,0.3248407643312102
105,2024-08-09,2026-08-07,0.590974591487005,1.5539043450208192,1.7846286601141266,-0.2159001275747886,0.2835659650103592,0.2174994571487864,0.35809523809523813,0.6,3.1799708322206564,5,base,breadth3_vol_60,biweekly,50,trailing_2y,0.47619047619047616
53,2025-08-08,2026-08-07,1.0199493834064914,1.0474458253777095,2.408868064617837,-0.1564444818273898,0.313550036102828,0.2174994571487864,0.5547169811320755,0.6,2.3174595243060354,5,base,breadth3_vol_60,biweekly,50,trailing_1y,0.8867924528301887
32,2026-01-02,2026-08-07,1.0427723722368527,0.5520460410065033,2.2181669945422997,-0.15644448182738968,0.35057468086146326,0.2174994571487864,0.5874999999999999,0.6,2.2381525256829784,5,base,breadth3_vol_60,biweekly,50,ytd,0.9375
188,2023-01-06,2026-08-07,0.39576464837417435,2.3385030689444144,1.5091389167866922,-0.21799538695058784,0.2406672783237528,0.20359029710453996,0.24999999999999997,0.6,2.3895218905448865,13,base,breadth3_vol_60,weekly,50,full_recent,0.2712765957446808
157,2023-08-11,2026-08-07,0.3989147731856133,1.755354278971355,1.4515388993101133,-0.21799538695058773,0.2540074710410204,0.20359029710453996,0.27961783439490445,0.6,2.773797719160665,13,base,breadth3_vol_60,weekly,50,since_incumbent_holdout_start,0.3248407643312102
105,2024-08-09,2026-08-07,0.591055720601682,1.5541673205642277,1.7877091345452711,-0.21590012757478894,0.28301830679620565,0.20359029710453996,0.35809523809523813,0.6,3.18273610617403,8,base,breadth3_vol_60,weekly,50,trailing_2y,0.47619047619047616
53,2025-08-08,2026-08-07,1.0201534529877136,1.0476566508847664,2.4158128616172583,-0.1549063796247685,0.31256211939816664,0.20359029710453996,0.5547169811320755,0.6,2.32293789723253,8,base,breadth3_vol_60,weekly,50,trailing_1y,0.8867924528301887
32,2026-01-02,2026-08-07,1.0431141926930412,0.5522058551952436,2.2265949767147935,-0.1549063796247684,0.3490921809792972,0.20359029710453996,0.5874999999999999,0.6,2.2472260808424855,8,base,breadth3_vol_60,weekly,50,ytd,0.9375
188,2023-01-06,2026-08-07,0.3960402328235022,2.3408868201667925,1.5073776649490134,-0.21799538695058773,0.24115935225411483,0.22003037945599038,0.24999999999999997,0.6,2.3783986249711693,4,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,full_recent,0.2712765957446808
157,2023-08-11,2026-08-07,0.39924552362641075,1.7573216514718286,1.4498485306646318,-0.21799538695058773,0.25456614670827526,0.22003037945599038,0.27961783439490445,0.6,2.7604781400023275,4,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,since_incumbent_holdout_start,0.3248407643312102
105,2024-08-09,2026-08-07,0.5914038299776632,1.555295853015187,1.784575545180073,-0.2159001275747886,0.2837567207880793,0.22003037945599038,0.35809523809523813,0.6,3.1695140567366065,3,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,trailing_2y,0.47619047619047616
53,2025-08-08,2026-08-07,1.0210291920704129,1.0485613868276058,2.4083513297174575,-0.15660766666607984,0.3138849525461424,0.22003037945599038,0.5547169811320755,0.6,2.296743270988578,3,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,trailing_1y,0.8867924528301887
32,2026-01-02,2026-08-07,1.0445813296986608,0.5528916813210609,2.218042377874936,-0.15660766666607984,0.35107569179928655,0.22003037945599038,0.5874999999999999,0.6,2.2038412311259394,3,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,ytd,0.9375
188,2023-01-06,2026-08-07,0.3852027203695205,2.2480681810188528,1.5224936374410756,-0.21463021884169908,0.23231652930973784,0.15811016707328268,0.2117021276595744,0.5,2.3119577014513353,4,base,breadth4_vol_50,monthly,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.38624831390529946,1.6807159904126459,1.4613718600902736,-0.21463021884169986,0.24451410126315568,0.15811016707328268,0.2337579617834394,0.5,2.680918308016794,4,base,breadth4_vol_50,monthly,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5631225460529894,1.4644311507133434,1.7914342320471266,-0.21252594302288486,0.2706661830133953,0.15811016707328268,0.2904761904761905,0.5,3.149888870723802,3,base,breadth4_vol_50,monthly,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9422945396291342,0.9672502545776582,2.429208132341795,-0.13969202361643274,0.29208339077916207,0.15811016707328268,0.42641509433962255,0.5,2.650434002454717,3,base,breadth4_vol_50,monthly,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9085301827016663,0.48846239232264543,2.1793794052590467,-0.13969202361643296,0.32105813606001526,0.15811016707328268,0.446875,0.5,2.0003915273079578,3,base,breadth4_vol_50,monthly,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.38513296121851615,2.247476838792039,1.522606796169202,-0.2146302188416992,0.23225711135970456,0.1581101670732827,0.2117021276595744,0.5,2.3182203851100636,8,base,breadth4_vol_50,biweekly,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.3861647180165897,1.680227940139417,1.4614618958311032,-0.21463021884169875,0.24444645028534112,0.1581101670732827,0.2337579617834394,0.5,2.688417572525334,8,base,breadth4_vol_50,biweekly,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5630740038441715,1.4642766173421933,1.7917828913144156,-0.2125259430228844,0.27058390403315896,0.1581101670732827,0.2904761904761905,0.5,3.1555664603527736,5,base,breadth4_vol_50,biweekly,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9421750449934909,0.9671268971798839,2.430103931842499,-0.13949596896873562,0.29193246773008197,0.1581101670732827,0.42641509433962255,0.5,2.661682057380036,5,base,breadth4_vol_50,biweekly,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9083357141065909,0.4883690575539883,2.180402179050243,-0.1394959689687355,0.32082769271215894,0.1581101670732827,0.446875,0.5,2.0190211182780176,5,base,breadth4_vol_50,biweekly,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.385293525931802,2.248838048522403,1.5243624467527959,-0.21463021884169975,0.23203070451965288,0.15811016707328274,0.2117021276595744,0.5,2.3149893383753115,13,base,breadth4_vol_50,weekly,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.386357132009288,1.6813513822862918,1.4633125552501525,-0.21463021884170053,0.24418855376898121,0.15811016707328274,0.2337579617834394,0.5,2.6845485484098353,13,base,breadth4_vol_50,weekly,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5635166342504825,1.4656859054444484,1.7948018640171868,-0.21252594302288585,0.2702338051740603,0.15811016707328274,0.2904761904761905,0.5,3.1486230517216898,8,base,breadth4_vol_50,weekly,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9432647873467408,0.968251871751457,2.436850337975139,-0.13908765322096817,0.2912775249890771,0.15811016707328274,0.42641509433962255,0.5,2.647926247827889,8,base,breadth4_vol_50,weekly,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9101094790817068,0.4892202366748002,2.189151939755367,-0.13908765322096817,0.3198279630083927,0.15811016707328274,0.446875,0.5,1.996238058707274,8,base,breadth4_vol_50,weekly,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.3852027203695205,2.2480681810188528,1.5224936374410756,-0.21463021884169908,0.23231652930973784,0.15811016707328268,0.2117021276595744,0.5,2.3119577014513353,4,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.38624831390529946,1.6807159904126459,1.4613718600902736,-0.21463021884169986,0.24451410126315568,0.15811016707328268,0.2337579617834394,0.5,2.680918308016794,4,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5631225460529894,1.4644311507133434,1.7914342320471266,-0.21252594302288486,0.2706661830133953,0.15811016707328268,0.2904761904761905,0.5,3.149888870723802,3,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9422945396291342,0.9672502545776582,2.429208132341795,-0.13969202361643274,0.29208339077916207,0.15811016707328268,0.42641509433962255,0.5,2.650434002454717,3,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9085301827016663,0.48846239232264543,2.1793794052590467,-0.13969202361643296,0.32105813606001526,0.15811016707328268,0.446875,0.5,2.0003915273079578,3,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.38380152002516454,2.2362052503350798,1.5006798979796983,-0.21799538695058773,0.23552365210258494,0.19061406742094847,0.2276595744680851,0.6,2.874922636119635,4,base,breadth4_vol_60,monthly,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.38456934465570547,1.6709252021025471,1.4386443124935542,-0.21799538695058773,0.2481648035432283,0.19061406742094847,0.2528662420382165,0.6,3.3550419240527205,4,base,breadth4_vol_60,monthly,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5665107628312982,1.4752295725104365,1.7739479381040602,-0.2159001275747886,0.27529022915967316,0.19061406742094847,0.3180952380952381,0.6,4.05852847669767,3,base,breadth4_vol_60,monthly,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9588796017937984,0.9843728544369656,2.408835591698625,-0.14624135529854587,0.298989264110821,0.19061406742094847,0.47547169811320744,0.6,4.057998253930306,3,base,breadth4_vol_60,monthly,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9310525534378915,0.4992473440253369,2.195483763036218,-0.14624135529854598,0.3246780785753492,0.19061406742094847,0.4937499999999999,0.6,2.936876185309854,3,base,breadth4_vol_60,monthly,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.38373140373300285,2.235612452067233,1.5007768580797434,-0.21799538695058907,0.23546553226301975,0.19035055792078162,0.2276595744680851,0.6,2.8811857602919084,8,base,breadth4_vol_60,biweekly,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.38448533757852155,1.6704359501203996,1.4387168307458238,-0.21799538695058862,0.248098703915671,0.19035055792078162,0.2528662420382165,0.6,3.3625417160551874,8,base,breadth4_vol_60,biweekly,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5664612484771683,1.4750715961222913,1.7742702841222735,-0.2159001275747886,0.2752101032045068,0.19035055792078162,0.3180952380952381,0.6,4.064206855055653,5,base,breadth4_vol_60,biweekly,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9587569391913635,0.9842462059596895,2.4096578866513982,-0.14604630846494393,0.29884330890960437,0.19035055792078162,0.47547169811320744,0.6,4.0692478714319735,5,base,breadth4_vol_60,biweekly,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9308522836251796,0.49915165767649317,2.1964697560346997,-0.14604630846494382,0.32445251860136093,0.19035055792078162,0.4937499999999999,0.6,2.95550836429699,5,base,breadth4_vol_60,biweekly,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.383956583831061,2.2375165164490234,1.502773475862571,-0.21799538695058784,0.2352222390946836,0.19035055792078157,0.2276595744680851,0.6,2.877906940546637,13,base,breadth4_vol_60,weekly,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.3847551312393922,1.6720074244708676,1.4408290188936141,-0.21799538695058773,0.2478218679749975,0.19035055792078157,0.2528662420382165,0.6,3.358615486041741,13,base,breadth4_vol_60,weekly,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5670361619358526,1.4769061808038457,1.7776546045931025,-0.21590012757478894,0.274834394828471,0.19035055792078157,0.3180952380952381,0.6,4.057177909986687,8,base,breadth4_vol_60,weekly,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9601814146865384,0.9857169786434306,2.4170687921219103,-0.14549650837529804,0.2981430257150042,0.19035055792078157,0.47547169811320744,0.6,4.055322602899116,8,base,breadth4_vol_60,weekly,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9331785154234387,0.5002628662050901,2.2064937986986903,-0.14549650837529815,0.3233704160105641,0.19035055792078157,0.4937499999999999,0.6,2.932444638289444,8,base,breadth4_vol_60,weekly,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.38380152002516454,2.2362052503350798,1.5006798979796983,-0.21799538695058773,0.23552365210258494,0.19061406742094847,0.2276595744680851,0.6,2.874922636119635,4,base,breadth4_vol_60,monthly_with_weekly_2x_emergency,50,full_recent,0.1595744680851064
157,2023-08-11,2026-08-07,0.38456934465570547,1.6709252021025471,1.4386443124935542,-0.21799538695058773,0.2481648035432283,0.19061406742094847,0.2528662420382165,0.6,3.3550419240527205,4,base,breadth4_vol_60,monthly_with_weekly_2x_emergency,50,since_incumbent_holdout_start,0.1910828025477707
105,2024-08-09,2026-08-07,0.5665107628312982,1.4752295725104365,1.7739479381040602,-0.2159001275747886,0.27529022915967316,0.19061406742094847,0.3180952380952381,0.6,4.05852847669767,3,base,breadth4_vol_60,monthly_with_weekly_2x_emergency,50,trailing_2y,0.2761904761904762
53,2025-08-08,2026-08-07,0.9588796017937984,0.9843728544369656,2.408835591698625,-0.14624135529854587,0.298989264110821,0.19061406742094847,0.47547169811320744,0.6,4.057998253930306,3,base,breadth4_vol_60,monthly_with_weekly_2x_emergency,50,trailing_1y,0.49056603773584906
32,2026-01-02,2026-08-07,0.9310525534378915,0.4992473440253369,2.195483763036218,-0.14624135529854598,0.3246780785753492,0.19061406742094847,0.4937499999999999,0.6,2.936876185309854,3,base,breadth4_vol_60,monthly_with_weekly_2x_emergency,50,ytd,0.46875
188,2023-01-06,2026-08-07,0.3992949828624046,2.369132997705423,1.5519083919113792,-0.21463021884169908,0.23480596578673238,0.18407356044426934,0.21595744680851062,0.5,2.1908322836984904,4,base,breadth3_concentration60_vol_50,monthly,50,full_recent,0.20212765957446807
157,2023-08-11,2026-08-07,0.4031527782873767,1.7806339637681994,1.4964417876734752,-0.21463021884169986,0.24734344495602734,0.18407356044426934,0.2388535031847133,0.5,2.535876406503833,4,base,breadth3_concentration60_vol_50,monthly,50,since_incumbent_holdout_start,0.24203821656050956
105,2024-08-09,2026-08-07,0.5917096722416781,1.556287567780363,1.837404328065666,-0.21252594302288486,0.27431808150092407,0.18407356044426934,0.2980952380952381,0.5,2.9330166941758513,3,base,breadth3_concentration60_vol_50,monthly,50,trailing_2y,0.3523809523809524
53,2025-08-08,2026-08-07,1.01329882078847,1.0405753137124543,2.506316351316777,-0.13849968497632426,0.2982365365353021,0.18407356044426934,0.441509433962264,0.5,2.2207815772182093,3,base,breadth3_concentration60_vol_50,monthly,50,trailing_1y,0.6415094339622641
32,2026-01-02,2026-08-07,0.9861137278743897,0.5254119580645356,2.2356483426969596,-0.13849968497632426,0.3325092847730434,0.18407356044426934,0.47812499999999997,0.5,2.188445545083553,3,base,breadth3_concentration60_vol_50,monthly,50,ytd,0.78125
188,2023-01-06,2026-08-07,0.3991620393287474,2.3679758823830506,1.5519524595726875,-0.2146302188416992,0.23472604741307898,0.18232530551086468,0.21595744680851062,0.5,2.201502714431915,8,base,breadth3_concentration60_vol_50,biweekly,50,full_recent,0.20212765957446807
157,2023-08-11,2026-08-07,0.4029931473643322,1.7796789660974155,1.496441275878385,-0.21463021884169875,0.24725256108568952,0.18232530551086468,0.2388535031847133,0.5,2.548653737573157,8,base,breadth3_concentration60_vol_50,biweekly,50,since_incumbent_holdout_start,0.24203821656050956
105,2024-08-09,2026-08-07,0.5915330010047946,1.55571467534044,1.837643775984659,-0.2125259430228844,0.27420523569190053,0.18232530551086468,0.2980952380952381,0.5,2.9465862499957076,5,base,breadth3_concentration60_vol_50,biweekly,50,trailing_2y,0.3523809523809524
53,2025-08-08,2026-08-07,1.0128561304795598,1.0401179981173438,2.5070827262564626,-0.13828755685630556,0.2980334085329286,0.18232530551086468,0.441509433962264,0.5,2.247664659502831,5,base,breadth3_concentration60_vol_50,biweekly,50,trailing_1y,0.6415094339622641
32,2026-01-02,2026-08-07,0.9853904745404896,0.525070096300013,2.2363065965821045,-0.13828755685630534,0.3322035212018261,0.18232530551086468,0.47812499999999997,0.5,2.2329706501174575,5,base,breadth3_concentration60_vol_50,biweekly,50,ytd,0.78125
188,2023-01-06,2026-08-07,0.39923306470115394,2.3685940379909454,1.5537572603407768,-0.21463021884169975,0.23444293195525626,0.17176723232759442,0.21595744680851062,0.5,2.2029950606906104,13,base,breadth3_concentration60_vol_50,weekly,50,full_recent,0.20212765957446807
157,2023-08-11,2026-08-07,0.4030784301600594,1.7801891461583867,1.4983149508307079,-0.21463021884170053,0.2469303723207703,0.17176723232759442,0.2388535031847133,0.5,2.550440750927518,13,base,breadth3_concentration60_vol_50,weekly,50,since_incumbent_holdout_start,0.24203821656050956
105,2024-08-09,2026-08-07,0.5917979918321725,1.5565739863259922,1.840737825512344,-0.21252594302288585,0.27377000955406183,0.17176723232759442,0.2980952380952381,0.5,2.9480999640576533,8,base,breadth3_concentration60_vol_50,weekly,50,trailing_2y,0.3523809523809524
53,2025-08-08,2026-08-07,1.0135201438562706,1.0408039494187666,2.5141692627934105,-0.13680599508964886,0.2972306058835878,0.17176723232759442,0.441509433962264,0.5,2.250663526984043,8,base,breadth3_concentration60_vol_50,weekly,50,trailing_1y,0.6415094339622641
32,2026-01-02,2026-08-07,0.9864753575915561,0.5255828724327083,2.2449412308352477,-0.13680599508964864,0.3309948660160414,0.17176723232759442,0.47812499999999997,0.5,2.2379375243832147,8,base,breadth3_concentration60_vol_50,weekly,50,ytd,0.78125
188,2023-01-06,2026-08-07,0.3992949828624046,2.369132997705423,1.5519083919113792,-0.21463021884169908,0.23480596578673238,0.18407356044426934,0.21595744680851062,0.5,2.1908322836984904,4,base,breadth3_concentration60_vol_50,monthly_with_weekly_2x_emergency,50,full_recent,0.20212765957446807
157,2023-08-11,2026-08-07,0.4031527782873767,1.7806339637681994,1.4964417876734752,-0.21463021884169986,0.24734344495602734,0.18407356044426934,0.2388535031847133,0.5,2.535876406503833,4,base,breadth3_concentration60_vol_50,monthly_with_weekly_2x_emergency,50,since_incumbent_holdout_start,0.24203821656050956
105,2024-08-09,2026-08-07,0.5917096722416781,1.556287567780363,1.837404328065666,-0.21252594302288486,0.27431808150092407,0.18407356044426934,0.2980952380952381,0.5,2.9330166941758513,3,base,breadth3_concentration60_vol_50,monthly_with_weekly_2x_emergency,50,trailing_2y,0.3523809523809524
53,2025-08-08,2026-08-07,1.01329882078847,1.0405753137124543,2.506316351316777,-0.13849968497632426,0.2982365365353021,0.18407356044426934,0.441509433962264,0.5,2.2207815772182093,3,base,breadth3_concentration60_vol_50,monthly_with_weekly_2x_emergency,50,trailing_1y,0.6415094339622641
32,2026-01-02,2026-08-07,0.9861137278743897,0.5254119580645356,2.2356483426969596,-0.13849968497632426,0.3325092847730434,0.18407356044426934,0.47812499999999997,0.5,2.188445545083553,3,base,breadth3_concentration60_vol_50,monthly_with_weekly_2x_emergency,50,ytd,0.78125
188,2023-01-06,2026-08-07,0.41213496873043676,2.4822515084142536,1.5573251429214148,-0.21799538695058773,0.24075413229331027,0.2200303794559904,0.23617021276595743,0.6,2.6135179163860074,4,base,breadth3_concentration60_vol_60,monthly,50,full_recent,0.20212765957446807
157,2023-08-11,2026-08-07,0.4185843698786538,1.8739936420658787,1.5063041565345825,-0.21799538695058773,0.25409898915241036,0.2200303794559904,0.26305732484076433,0.6,3.042022259658313,4,base,breadth3_concentration60_vol_60,monthly,50,since_incumbent_holdout_start,0.24203821656050956
105,2024-08-09,2026-08-07,0.6244033571685879,1.6634194205245718,1.862018548108867,-0.2159001275747886,0.28293071201008757,0.2200303794559904,0.3333333333333333,0.6,3.5904895499365073,3,base,breadth3_concentration60_vol_60,monthly,50,trailing_2y,0.3523809523809524
53,2025-08-08,2026-08-07,1.1048995081050714,1.1352432343109071,2.5548826622150695,-0.14277563724848064,0.31172997099890914,0.2200303794559904,0.5056603773584906,0.6,3.1307513235544193,3,base,breadth3_concentration60_vol_60,monthly,50,trailing_1y,0.6415094339622641
