observations,block_weeks,draws,annualized_arithmetic_return_difference,ci_2_5,median,ci_97_5,probability_positive,window
157,4,5000,0.025253602760660868,-0.009197661891529088,0.023081240778071124,0.05956344570714968,0.9118,holdout
157,13,5000,0.025253602760660868,-0.009116150478411059,0.02417807525151732,0.06278404499160813,0.922,holdout
105,4,5000,0.04566644070319991,-0.0009411161773585616,0.043068689716682415,0.09314802329193438,0.9732,trailing_2y
105,13,5000,0.04566644070319991,0.0035080177688748184,0.04804124368318799,0.09508470670992115,0.9828,trailing_2y
53,4,5000,0.09809458424735033,0.019002212892257765,0.09749120281450867,0.18296785047300557,0.9914,trailing_1y
53,13,5000,0.09809458424735033,0.04345193414902091,0.09737083747743619,0.14455752641473105,1.0,trailing_1y
