Date,net_return,wealth,target_growth_allocation,growth_weight_end,largest_stock_weight_end,allocation_turnover,quarterly_turnover,cap_turnover,cost,capped_assets,drawdown
2023-01-06,0.019380830994799148,1.0193808309947991,0.1,0.08392554544853817,0.021534477999717045,0.0,0.09999999999999999,0.0,0.001,,0.0
2023-01-13,0.005129236241002255,1.0246094760965208,0.1,0.09912767777136071,0.026733372117034967,0.016074454551461784,0.0,0.0,0.00016074454551461784,,0.0
2023-01-20,0.025719851107732783,1.0509622792652953,0.1,0.09818113080004351,0.02751077012983632,0.0008723222286393054,0.0,0.0,8.723222286393054e-06,,0.0
2023-01-27,0.01889713789018188,1.0708224583739514,0.1,0.10147357051118336,0.02854890053128387,0.001818869199956467,0.0,0.0,1.818869199956467e-05,,0.0
2023-02-03,-0.010065837212899331,1.0600437338240425,0.1,0.10002900724571975,0.028542270475671514,0.0014735705111833513,0.0,0.0,1.4735705111833513e-05,,-0.010065837212899331
2023-02-10,-0.0036426274893924804,1.0561823893792568,0.1,0.09708240752107776,0.028449800881679376,2.9007245719744196e-05,0.0,0.0,2.9007245719744197e-07,,-0.013671798606956442
2023-02-17,-0.024465400439554696,1.0303424642858876,0.1,0.10251044376147433,0.028792084797225077,0.002917592478922173,0.0,0.0,2.9175924789221724e-05,,-0.037802713018862955
2023-02-24,0.027568101716481053,1.0587470501441307,0.1,0.09919216748047921,0.027443276095604558,0.002510443761474395,0.0,0.0,2.5104437614743954e-05,,-0.011276760340044767
2023-03-03,-0.03863929904901697,1.0178378062563471,0.1,0.09313132073861438,0.024352218167320284,0.0008078325195207785,0.0,0.0,8.078325195207786e-06,,-0.049480333273978716
2023-03-10,0.019970846630194883,1.0381648889795065,0.1,0.09525505861107321,0.027004003454606237,0.006868679261385648,0.0,0.0,6.868679261385649e-05,,-0.03049765079080946
2023-03-17,0.021603135433090337,1.0605925056780101,0.1,0.10007323964829191,0.02638156096595648,0.004744941388926739,0.0,0.0,4.7449413889267395e-05,,-0.009553360238144015
2023-03-24,0.04017546332485056,1.1032023009924883,0.1,0.10322241523915232,0.028226503460119654,7.323964829194021e-05,0.0,0.0,7.323964829194021e-07,,0.0
2023-03-31,-0.01656279348143408,1.0849301891129068,0.1,0.0974797093232426,0.02636016569661832,0.0032224152391523847,0.0,0.0,3.222415239152385e-05,,-0.01656279348143408
2023-04-07,-0.017917884532033912,1.065490535259064,0.1,0.0861503688578304,0.02226898310964902,0.0,0.020000000000000004,0.0,0.00020000000000000006,,-0.03418390779233971
2023-04-14,-0.006153771777542505,1.0589337496739482,0.1,0.10045688958469506,0.027836632372900752,0.013849631142169564,0.0,0.0,0.00013849631142169564,,-0.04012731960286364
2023-04-21,0.008393593153324552,1.0678220087450356,0.1,0.09053989088013382,0.02409298251667157,0.00045688958469510335,0.0,0.0,4.568895846951033e-06,,-0.03207053884461897
2023-04-28,-0.00019776313617758667,1.0676108329157068,0.1,0.09834539980314311,0.030156898203792377,0.00946010911986612,0.0,0.0,9.46010911986612e-05,,-0.03226195961045575
2023-05-05,-0.0033181904058434686,1.0640682968927513,0.1,0.10331201062014693,0.03429764706992985,0.0016546001968568546,0.0,0.0006642692633891381,2.318858469245453e-05,0001561550,-0.0354730986914461
2023-05-12,0.02970797065952313,1.09567960663657,0.1,0.0988798256908449,0.03402765922108396,0.003312010620146943,0.0,0.0,3.312010620146943e-05,,-0.006818961807050772
2023-05-19,0.028862489364628763,1.1273036476301586,0.1,0.09820117863953558,0.03383601627245207,0.0011201743091551093,0.0,0.0,1.1201743091551094e-05,,0.0
2023-05-26,0.015961528384893953,1.1452971368002018,0.1,0.10389244635718538,0.03595613413292065,0.0017988213604644646,0.0,0.0,1.7988213604644648e-05,,0.0
2023-06-02,-0.003890071752665092,1.1408418487599272,0.1,0.09443803858824881,0.029158567572637215,0.0038924463571854053,0.0,0.004608997471579769,8.501264426010989e-05,0001561550,-0.003890071752665092
2023-06-09,0.03727765270777095,1.183369754992491,0.1,0.09827264729642303,0.02980195047381483,0.005561961411751221,0.0,0.0,5.5619614117512205e-05,,0.0
2023-06-16,-0.028869535628330723,1.1492064196892464,0.1,0.09534199018715171,0.030548415036162214,0.0017273527035769533,0.0,0.0,1.727352703576953e-05,,-0.028869535628330723
2023-06-23,0.030960640164816144,1.1847865861243418,0.1,0.10232802162745198,0.03263987210543266,0.00465800981284833,0.0,0.0,4.6580098128483296e-05,,0.0
2023-06-30,-0.01304154784953071,1.169335135169919,0.1,0.10260919533123847,0.03219976978222694,0.0023280216274520083,0.0,0.0,2.3280216274520083e-05,,-0.01304154784953071
2023-07-07,0.031128273966582354,1.2057345196162388,0.1,0.10062770319179329,0.021303404114622893,0.0,0.10260919533123841,0.0,0.0010260919533123841,,0.0
2023-07-14,-0.006497812753799348,1.1978998824769802,0.1,0.09798509425979678,0.020749500266895208,0.0006277031917933367,0.0,0.0,6.2770319179333675e-06,,-0.006497812753799348
2023-07-21,0.015202839519259825,1.216111362150418,0.1,0.09968216982798028,0.021889788727343637,0.002014905740203238,0.0,0.0,2.0149057402032383e-05,,0.0
2023-07-28,-0.032732536305999704,1.1763049528366907,0.1,0.10100578917203122,0.022497387376368975,0.00031783017201970735,0.0,0.0,3.1783017201970732e-06,,-0.032732536305999704
2023-08-04,-0.0200179839872201,1.152757699126718,0.1,0.09977389478777965,0.024907955823661714,0.0010057891720312122,0.0,0.0,1.005789172031212e-05,,-0.05209528090558524
2023-08-11,-0.020902061145189665,1.1286626872139833,0.1,0.09634977778420184,0.02449251044840427,0.000226105212220341,0.0,0.0,2.2610521222034103e-06,,-0.07190844330391055
2023-08-18,0.017999754823862624,1.148978338862677,0.1,0.09867206985727052,0.02488404080153496,0.0036502222157980954,0.0,0.0,3.650222215798095e-05,,-0.0552030228292838
2023-08-25,0.03582882207375526,1.1901448793323868,0.1,0.09929599203671151,0.024430427203943738,0.0013279301427294807,0.0,0.0,1.3279301427294808e-05,,-0.02135206003841239
2023-09-01,-0.019502753732520417,1.166933776844747,0.1,0.09889201528509638,0.026685802925829935,0.0007040079632885075,0.0,0.0,7.040079632885075e-06,,-0.04043838980232173
2023-09-08,-0.014599025298032253,1.1498976811154622,0.1,0.10139286685779941,0.027696547283828275,0.0011079847149036105,0.0,0.0,1.1079847149036103e-05,,-0.05444705402461825
2023-09-15,-0.025530280953980133,1.1205404702482542,0.1,0.09884485412262882,0.0283415532657292,0.0013928668577994508,0.0,0.0,1.3928668577994507e-05,,-0.07858728639223334
2023-09-22,-0.0028365067609888994,1.1173620496284333,0.1,0.10200335350693396,0.028049342918096368,0.001155145877371199,0.0,0.0,1.155145877371199e-05,,-0.08120087978404289
2023-09-29,0.012390082620935328,1.1312062577408273,0.1,0.09970828078050224,0.024271649876113983,0.002003353506933988,0.0,0.0,2.003353506933988e-05,,-0.0698168827725244
2023-10-06,0.01123411115103412,1.143914354575033,0.1,0.10314739431734217,0.022099488315301674,0.0,0.10000000000000002,0.0,0.0010000000000000002,,-0.05936710224277564
2023-10-13,-0.02160708726830418,1.1191976972882645,0.1,0.10118672196554686,0.0240001682283063,0.003147394317342199,0.0,0.0,3.147394317342199e-05,,-0.0796914393520538
