Date,target_growth_allocation,high_confidence,growth_momentum_13w_prior,incumbent_momentum_13w_prior,growth_momentum_long_prior,incumbent_momentum_long_prior,selected_count,available_momentum_count,positive_holding_count,positive_holding_share,largest_positive_contribution_share,growth_volatility_13w_prior,growth_volatility_52w_prior,volatility_ratio_13w_to_52w,exceptional_confidence
2024-02-23,0.1,False,0.013623183453211896,0.11091874123459688,0.03433581654368156,0.21672695144108012,5,5,3,0.6,0.7615535471389052,0.17529841723965336,0.25827547937700546,0.6787265196932217,False
2024-03-01,0.1,False,0.061106173511661144,0.12564936323557196,0.049424571777538784,0.19189184731824183,5,5,2,0.4,0.71592648578678,0.19403562193926074,0.26129909089060116,0.7425805473640098,False
2024-03-08,0.1,False,0.10523519984492813,0.11152608754882665,0.08286971907591778,0.20582796972592665,5,5,2,0.4,0.7900501764229488,0.16938932951155436,0.23856153561363333,0.7100445974069011,False
2024-03-15,0.1,False,-0.025699528301113106,0.07534158008001435,0.007893677701399149,0.2184732923766215,5,5,2,0.4,0.8414236432069435,0.2007637303446163,0.2474333455551058,0.8113851020937042,False
2024-03-22,0.1,False,-0.02416111168270818,0.09808894942583346,0.04445446782218365,0.2810373202063925,5,5,2,0.4,0.8588275335507216,0.20072832782988312,0.24649379553648393,0.8143342001489567,False
2024-03-29,0.1,False,-0.026407752369090653,0.09330321834506128,0.020242836980562284,0.2849297225468843,5,5,2,0.4,0.893159838257945,0.20091015599465722,0.23504407733494975,0.8547765094644356,False
2024-04-05,0.1,False,-0.04673136791399568,0.12521829200073187,-0.028743372050356042,0.2523614916574277,5,5,3,0.6,0.8982636385367097,0.21220824045273773,0.23465056506331136,0.9043585315700456,False
2024-04-12,0.1,False,-0.06703517059997188,0.06361997142254694,-0.09571363283587808,0.21979611433213453,5,5,3,0.6,0.7773725771393948,0.21793352725408344,0.23120379170763689,0.9426036037058855,False
2024-04-19,0.1,False,-0.14229374103565595,-0.008807497595567981,-0.12565424546616333,0.20533028050596935,5,5,3,0.6,0.6042311522453131,0.20524065998210572,0.23471654340265125,0.8744192335434138,False
2024-04-26,0.1,False,-0.08717999014104538,0.010750468475531516,-0.05321580565503392,0.2611864767206069,5,5,3,0.6,0.8184562328679144,0.25662147774412747,0.22867169113986702,1.122226701805275,False
2024-05-03,0.1,False,-0.09648990418706471,0.009721830567152923,-0.07673350680894941,0.18485605466385313,5,5,3,0.6,0.585673782331048,0.2536903672686517,0.2280940387799212,1.1122183141025765,False
2024-05-10,0.1,False,-0.044250244232620695,0.001829564348423407,0.0012210969465009658,0.15771034348865154,5,5,3,0.6,0.46452736380423304,0.2766512667779982,0.23014577603827932,1.2020697122504815,False
2024-05-17,0.1,False,-0.019306059765853534,0.05604193872173924,0.0039260470611519604,0.16784961379904306,5,5,3,0.6,0.4065831118301307,0.2822200489093173,0.23075845973792847,1.223010628645353,False
2024-05-24,0.1,False,0.060746748830372344,0.037572646177365776,0.0751974963870865,0.15265889803080923,5,5,3,0.6,0.3983882566086127,0.3152120041039224,0.24106303091962134,1.307591640665237,False
2024-05-31,0.6,True,0.12444779609646361,0.002621476504951037,0.19315849822953846,0.1286002265941073,5,5,5,1.0,0.2789532184202547,0.36847912540385924,0.25735813752892583,1.4317756918117421,True
2024-06-07,0.6,True,0.0744742900980555,0.03720767155654414,0.18754680674476143,0.15288338514087463,5,5,4,0.8,0.49496032205125673,0.3839604442408185,0.2610091896289571,1.4710610181451667,True
2024-06-14,0.1,False,0.12682626875465797,0.09143504058609708,0.0978673651703601,0.1736654810985485,5,5,4,0.8,0.5570212841864247,0.35419310048594554,0.26183802011301044,1.352718372729347,False
2024-06-21,0.1,False,0.103290113802055,0.06704046838687905,0.0766333981440559,0.1717053469257972,5,5,4,0.8,0.506853622400918,0.35970233629360265,0.25239742489872385,1.425142655230875,False
2024-06-28,0.1,False,0.12197011972221272,0.06542327533629289,0.09234141063506907,0.16483069582490484,5,5,4,0.8,0.4874603212947522,0.3582056074825021,0.24683611574896225,1.4511879932789293,False
2024-07-05,0.1,False,0.13468015911833264,0.11105466513077733,0.08165500313786289,0.25017903261789876,5,5,1,0.2,1.0,0.35236488152735534,0.24835210011944367,1.4188117650621326,False
2024-07-12,0.1,False,0.2009736254313974,0.13205675705082576,0.1204661535645366,0.2040781755830996,5,5,1,0.2,1.0,0.34336449308195754,0.24702361349009944,1.3900067618261094,False
2024-07-19,0.1,False,0.26713424689219734,0.1154003907536647,0.08682897450750837,0.10557650449400624,5,5,1,0.2,1.0,0.32021412016846473,0.24564740259391732,1.3035518258575465,False
2024-07-26,0.4,True,0.18488623342745725,0.06139592228551316,0.08158786327899104,0.07280642568810092,5,5,1,0.2,1.0,0.3061916786532244,0.245438785933863,1.2475276777800397,False
2024-08-02,0.1,False,0.024196674400215334,0.016926223796414064,-0.07462796458137144,0.026812608243457214,5,5,1,0.2,1.0,0.42300931870208563,0.2780613986237221,1.5212802668611682,False
2024-08-09,0.1,False,-0.029721046388011207,4.885175601665459e-05,-0.07265612705911295,0.0018785054818708513,5,5,1,0.2,1.0,0.4119889142955014,0.2773027110201608,1.485700997223747,False
2024-08-16,0.1,False,0.006131704349914502,0.033757140651620166,-0.013292734466585299,0.091690894981179,5,5,1,0.2,1.0,0.4288844250305784,0.27855964713243825,1.539650230913273,False
2024-08-23,0.1,False,-0.010621734346465073,0.05127952343094133,0.049479778655419304,0.09077887699832266,5,5,1,0.2,1.0,0.4178410222434532,0.28329672910179354,1.4749235671313223,False
2024-08-30,0.1,False,-0.1279701847700384,0.058272846967092784,-0.01944799613426329,0.06104708437124473,5,5,1,0.2,1.0,0.3514611574041653,0.2833052330519083,1.2405741807803783,False
2024-09-06,0.1,False,-0.17153831631367122,-0.017205067764759607,-0.10983922054769191,0.019362443281285557,5,5,0,0.0,1.0,0.383368097824054,0.29662198737057344,1.2924466632512566,False
2024-09-13,0.1,False,-0.11163921396133802,-0.00181256612452807,0.001028269839900231,0.08945674240440771,5,5,0,0.0,1.0,0.3996207160240638,0.3001095166073004,1.3315829519227673,False
2024-09-20,0.1,False,-0.07801276480302999,0.006844999332024315,0.01721940164450686,0.07434435968023023,5,5,1,0.2,1.0,0.400413179758254,0.29788806883604896,1.3441732705939042,False
2024-09-27,0.1,False,-0.09924356543574131,0.02320788450339628,0.010621804728614404,0.09014949565752772,5,5,1,0.2,1.0,0.3993045849443679,0.29784523964337734,1.3406445086128356,False
2024-10-04,0.1,False,-0.036044199611920624,-0.003546011940891325,0.09378152096738579,0.10711485202124127,5,5,1,0.2,1.0,0.40654733858950104,0.3002486968213722,1.3540353143693058,False
2024-10-11,0.4,True,-0.034878056672415836,-4.352574992971814e-05,0.15908599926152434,0.13200748343151258,5,5,2,0.4,0.9237941977938571,0.4069523512495594,0.2985850481612836,1.3629361341286592,False
2024-10-18,0.4,True,-0.026607973589005796,0.0657015535228247,0.233418372317165,0.1886839292261464,5,5,2,0.4,0.7879427960825975,0.40834816002326946,0.29881054243406086,1.3665788251543385,False
2024-10-25,0.1,False,-0.053843333130045856,0.0802545912305388,0.12108800923981722,0.14657781816229787,5,5,2,0.4,0.7304406559498914,0.412964317264174,0.30016441692132473,1.3757937116590835,False
2024-11-01,0.1,False,0.07601557594112007,0.10728893591128341,0.10205157448172786,0.12603115624781114,5,5,3,0.6,0.6343825267906137,0.3069504630215751,0.29909638075818595,1.026259369115332,False
2024-11-08,0.6,True,0.2058753157055362,0.16762670024303983,0.17003543950929423,0.16768374085771853,5,5,4,0.8,0.462003382951384,0.3709888823180659,0.31705725674991225,1.1701005872598391,True
2024-11-15,0.1,False,0.05255466372033646,0.08202019122429949,0.05900861773039323,0.11854609900735147,5,5,3,0.6,0.5397517269685252,0.3942545138198675,0.32548183913617285,1.2112949676891864,False
2024-11-22,0.1,False,0.10530952060935728,0.08965592823776003,0.09356921651082617,0.14553296494149248,5,5,3,0.6,0.5723164766156321,0.43405435504489176,0.34155996563110885,1.2707998557233682,False
2024-11-29,0.1,False,0.16229200507139896,0.1047863231911057,0.01355328242567344,0.16916536753375766,5,5,3,0.6,0.44622230988624545,0.4284130621028519,0.3421175177195283,1.2522394788742435,False
2024-12-06,0.1,False,0.2972985208249983,0.17050233956503869,0.07476211680646161,0.15036376749401237,5,5,4,0.8,0.45624999741402317,0.36346472472228986,0.33923866239748157,1.0714130345686332,False
2024-12-13,0.1,False,0.16841665136434436,0.08914661874513286,0.037975534826689916,0.0871724684793509,5,5,3,0.6,0.4707983348606797,0.3915324970576114,0.34136951217844513,1.1469462945271587,False
2024-12-20,0.1,False,0.13240519666543626,0.05934843695279435,0.04406313639624737,0.06659967629611785,5,5,3,0.6,0.3946739787645061,0.3961727961820249,0.3419217782268095,1.1586649971129614,False
2024-12-27,0.1,False,0.11859871029503921,0.055073132832653915,0.007584985993537741,0.079559148242071,5,5,3,0.6,0.5047729792480075,0.4000237291975435,0.3430149019367875,1.166199272797955,False
2025-01-03,0.6,True,0.10060606874144518,0.04222987402832823,0.060935603905637015,0.03853411444986943,5,5,4,0.8,0.4788733619531312,0.39596195551637076,0.3428963894280242,1.1547568528699406,True
2025-01-10,0.6,True,0.04461488855285567,0.007601042597133123,0.008180751269059483,0.007557186006123873,5,5,4,0.8,0.5080807237174225,0.39768115938246107,0.34374042508421015,1.156922870753524,True
2025-01-17,0.1,False,0.08098896558192115,0.016730439249114548,0.052226039735710605,0.08353120862172547,5,5,3,0.6,0.40983526801262143,0.4092200475896288,0.3454190570233009,1.1847060527468931,False
2025-01-24,0.1,False,0.07255088935663134,0.04872530003969611,0.014801174522075522,0.13289032030750625,5,5,4,0.8,0.39520098715316115,0.412583137938734,0.34802142649530776,1.1855107373519622,False
2025-01-31,0.1,False,0.05279634137368716,0.03088385860507592,0.13282526161191188,0.14148629084293307,5,5,3,0.6,0.5430325670564792,0.4178302905527608,0.34938894622608246,1.1958886938638045,False
2025-02-07,0.4,True,-0.031262360767084996,-0.01674931967307891,0.16817680654582756,0.14806974738184708,5,5,2,0.4,0.8083133569062879,0.35141287557153705,0.3498766298267625,1.0043908212604404,False
2025-02-14,0.4,True,0.08366671089584776,0.026659962381206714,0.14061845047190236,0.11086680881804534,5,5,2,0.4,0.7725274719297955,0.3229981025659614,0.3516069230175583,0.9186340809046918,False
2025-02-21,0.1,False,-0.07566867553397272,-0.014498830689290032,0.02167221312975709,0.07385719142465952,5,5,1,0.2,1.0,0.2664187773759852,0.3565095602227392,0.7472977083967473,False
2025-02-28,0.1,False,-0.17047700704411706,-0.051869942398964586,-0.03585205726447882,0.047481120244019515,5,5,0,0.0,1.0,0.2953834946860207,0.36333460218726527,0.8129792563323708,False
2025-03-07,0.1,False,-0.23520483138748127,-0.07226422806240818,-0.007832359024874225,0.08591689155112858,5,5,1,0.2,1.0,0.30588204675337327,0.3691831888142404,0.8285373116143759,False
2025-03-14,0.1,False,-0.16105640516573416,-0.06394649319312828,-0.019764334240182313,0.019499511903228628,5,5,1,0.2,1.0,0.31051831483140346,0.3639241130718558,0.8532501795782147,False
2025-03-21,0.1,False,-0.1143467456654137,-0.04410952244473487,0.002918347652140829,0.012621083296230351,5,5,2,0.4,0.8058798717223816,0.32606445432509956,0.3657737595428357,0.8914375233823032,False
2025-03-28,0.4,True,-0.10414709976648417,-0.06383555414188002,0.002099898815281165,-0.01227804526192755,5,5,2,0.4,0.9331889882660849,0.324361332076309,0.3660087370440373,0.8862119923582115,False
2025-04-04,0.1,False,-0.3105716211437429,-0.11802409393433455,-0.24121094226822737,-0.08077836252516069,5,5,0,0.0,1.0,0.514439240251192,0.4223517063986182,1.2180351883452818,False
2025-04-11,0.1,False,-0.25160405593068547,-0.02578546791672387,-0.21821445429262387,-0.01838042175961241,5,5,1,0.2,1.0,0.5430435559483455,0.4261043688393639,1.274437897521455,False
2025-04-18,0.1,False,-0.2752898953753312,-0.04481275448353306,-0.21659637365501339,-0.028832052300890698,5,5,0,0.0,1.0,0.5274043883366423,0.42435391786714527,1.242840860259854,False
2025-04-25,0.1,False,-0.20240445898296255,-0.034448280065098924,-0.14453819313529315,0.012598517192573544,5,5,1,0.2,1.0,0.5488739196027176,0.42318890438752005,1.296995062753597,False
2025-05-02,0.1,False,-0.11513835448097542,0.031665352251413426,-0.06842089697567033,0.0635271591181017,5,5,1,0.2,1.0,0.5756123330214408,0.4297008575777719,1.3395652414244026,False
2025-05-09,0.1,False,-0.10382852327878078,0.030201644076272016,-0.13184495929321105,0.012946467411907525,5,5,1,0.2,1.0,0.5791655643123279,0.42863494377792294,1.3511860680504746,False
2025-05-16,0.1,False,-0.08209512707765287,0.07010726521554633,-0.005297045444968895,0.09863628465004903,5,5,1,0.2,1.0,0.5893542106082126,0.432369496208663,1.3630799947177314,False
2025-05-23,0.1,False,-0.06692852703700702,0.06515097717426377,-0.13753280957464964,0.04970753349768242,5,5,1,0.2,1.0,0.5840162346087694,0.42889963194425146,1.361661776116143,False
2025-05-30,0.1,False,0.010607993339436739,0.11720183422554675,-0.1616774326599315,0.05925263943625003,5,5,2,0.4,0.890434312345753,0.559338967214375,0.41518544262651724,1.3472027431306932,False
2025-06-06,0.1,False,0.1304371029957656,0.16280206256733187,-0.1354471652085063,0.07877306912652782,5,5,4,0.8,0.6456885387589091,0.5436549604492633,0.41548674372631805,1.3084772707149712,False
2025-06-13,0.1,False,0.1402629530202273,0.17343152941963402,-0.04338369913687501,0.09839469811099932,5,5,4,0.8,0.6410590486119724,0.5454385961066107,0.4167642227310523,1.3087462079454815,False
2025-06-20,0.1,False,0.08646298098200456,0.1715961270067805,-0.03777052517923185,0.11991758134641062,5,5,4,0.8,0.5960005282524892,0.5446210992780369,0.4162399442055768,1.30843064645678,False
2025-06-27,0.1,False,0.05292153673737432,0.2299509508065778,-0.05673718759549318,0.15143635029450753,5,5,3,0.6,0.5819530288113584,0.5535242381288896,0.41865600785739226,1.3221456941743872,False
2025-07-04,0.1,False,0.35457948706464393,0.3449351776533507,-0.06611446020108225,0.18620042191040032,5,5,5,1.0,0.3087090205096129,0.2844635977836663,0.41778717108085583,0.680881600666989,False
2025-07-11,0.1,False,0.26812535736483256,0.25373285473310614,-0.05094012597670894,0.2214047664312424,5,5,5,1.0,0.3478898500404072,0.27866875830133464,0.4169386284136405,0.6683687701511558,False
2025-07-18,0.1,False,0.28467338617942994,0.26342744454128186,-0.06898421589337789,0.20680978066129585,5,5,5,1.0,0.2676945441853554,0.2802753043723301,0.4181694891978512,0.6702433142837967,False
2025-07-25,0.1,False,0.20465382306046087,0.2246009897359995,-0.03917348225784956,0.18241559187357614,5,5,5,1.0,0.2614816435286606,0.2727106387862239,0.4182487666175463,0.6520297501214035,False
2025-08-01,0.1,False,0.08541134836420161,0.16306681642724263,-0.039561128221428876,0.19989573686134166,5,5,4,0.8,0.30128980480063083,0.2528831255132881,0.39724989602715355,0.636584497673481,False
2025-08-08,0.1,False,0.1604815675621123,0.18996213835020526,0.03999048010989359,0.2259009513168979,5,5,5,1.0,0.30465442828392275,0.3213849301997638,0.4108675696312035,0.7822105076052613,False
2025-08-15,0.1,False,0.051852232538019516,0.11578741415955629,-0.034499710159101804,0.19401221832820825,5,5,3,0.6,0.38822532842312996,0.3150777639455122,0.40870615547309064,0.7709151421534121,False
2025-08-22,0.1,False,0.1503982979944578,0.13918340335859014,0.07340383440380926,0.21340231526810527,5,5,5,1.0,0.2979989887849861,0.3094878926576514,0.408185786699079,0.758203501303711,False
2025-08-29,0.1,False,0.17972174633400462,0.12728250981230427,0.19223622676150476,0.25940208765268435,5,5,5,1.0,0.29778855277915467,0.30829105530608586,0.4075564194036414,0.756437736294754,False
2025-09-05,0.6,True,0.18701837011330036,0.10475530530615695,0.3418496075136348,0.2846117476422019,5,5,4,0.8,0.3894744540150441,0.3114475095830657,0.3982703241100064,0.782000291583464,True
2025-09-12,0.6,True,0.25636135092937185,0.12371463387556281,0.43258230407120735,0.31860218145982544,5,5,4,0.8,0.3272089387476733,0.3558641893049164,0.40794961823982145,0.8723238689139168,True
2025-09-19,0.6,True,0.36311967597291916,0.1366995212613915,0.48097906659276135,0.3317527566803078,5,5,5,1.0,0.4087153463134333,0.3647593989359676,0.4130146477851749,0.8831633475762178,True
2025-09-26,0.6,True,0.40906587231638136,0.1000977758938173,0.48363580364355285,0.3530663054408023,5,5,4,0.8,0.4695749037205694,0.34325910049602143,0.4129630132163987,0.8312102767328187,True
2025-10-03,0.6,True,0.45380051134327304,0.09430780306613595,0.9692883509496872,0.47177305952420134,5,5,5,1.0,0.3676746188094233,0.3433683979046901,0.41339581474059006,0.8306044368643576,True
2025-10-10,0.6,True,0.41676280497591467,0.06969548787074054,0.7966328383612846,0.3411123777033065,5,5,4,0.8,0.4625527759876775,0.3585158041363449,0.4148877519772179,0.8641272306250957,True
2025-10-17,0.6,True,0.4427884738306469,0.08033133105466583,0.8535119542166691,0.36492025285227814,5,5,3,0.6,0.4940617794062525,0.3618465597800975,0.41719030362555143,0.8673417302260035,True
2025-10-24,0.6,True,0.4844541642953353,0.10872393930816138,0.7882533841763972,0.35774443342077045,5,5,4,0.8,0.5343953221020652,0.35333625263160534,0.4153245295872258,0.8507473733438569,True
2025-10-31,0.6,True,0.5863235707489975,0.1550917408982786,0.7218136058685842,0.34344887376796285,5,5,5,1.0,0.48870563067190537,0.32602838391908395,0.4154699871570377,0.7847218667948042,True
2025-11-07,0.4,True,0.3625297203373723,0.09211554988403092,0.5811906257070807,0.29957615506551183,5,5,3,0.6,0.6948180732849871,0.3269607435355445,0.4061794215394507,0.8049662937042418,False
2025-11-14,0.4,True,0.422085669900921,0.11141643718165395,0.4958239867456087,0.24010447249734468,5,5,4,0.8,0.6564865162381889,0.3025553287273102,0.39792683691371067,0.7603290370508952,False
2025-11-21,0.4,True,0.23468164342070041,0.07609290395687984,0.42037566115617353,0.22586717665962674,5,5,3,0.6,0.8416046963173869,0.3788314169216351,0.39753396504594707,0.9529535844260494,False
2025-11-28,0.4,True,0.3136833139277715,0.15874665788579034,0.5497807732367133,0.30623484073811325,5,5,4,0.8,0.733151668376815,0.40384155176294084,0.40545961467520575,0.9960093117694075,False
2025-12-05,0.4,True,0.2670501773847991,0.17894407741631846,0.5040118364110728,0.3024447241849506,5,5,4,0.8,0.6858876102228831,0.39895809228774864,0.40547567135006624,0.9839260909523455,False
2025-12-12,0.4,True,0.13263561523164014,0.17303531882413292,0.42299961166314337,0.31815695381556397,5,5,3,0.6,0.764229100826203,0.359822485331814,0.4006571372945011,0.8980808073495723,False
2025-12-19,0.4,True,0.07083739969569125,0.20469602812911303,0.4596795292928739,0.3693773984398625,5,5,3,0.6,0.8001446285372328,0.3342039785198641,0.3999287369965039,0.8356588251941137,False
2025-12-26,0.4,True,0.10309401379000604,0.30268290776399187,0.5543321287879934,0.43307856952605817,5,5,3,0.6,0.9276931558969053,0.33248384992187086,0.3986113285517841,0.8341053705870215,False
2026-01-02,0.6,True,0.0697887277927427,0.23017463371315694,0.5552593994943591,0.3461897008063335,5,5,4,0.8,0.4573474127786767,0.3232251233965283,0.39837403209752015,0.8113609255469851,True
2026-01-09,0.6,True,0.1565864828498782,0.31890330054931515,0.6386087096396214,0.4108249095354297,5,5,5,1.0,0.45977805627765045,0.32135509287017733,0.39884605381881233,0.8057121031869665,True
