Date,net_return,wealth,target_growth_allocation,growth_weight_end,largest_stock_weight_end,allocation_turnover,quarterly_turnover,cap_turnover,cost,capped_assets,drawdown
2023-01-06,0.019380830994799148,1.0193808309947991,0.1,0.08392554544853817,0.021534477999717045,0.0,0.09999999999999999,0.0,0.001,,0.0
2023-01-13,0.005129236241002255,1.0246094760965208,0.1,0.09912767777136071,0.026733372117034967,0.016074454551461784,0.0,0.0,0.00016074454551461784,,0.0
2023-01-20,0.025719851107732783,1.0509622792652953,0.1,0.09818113080004351,0.02751077012983632,0.0008723222286393054,0.0,0.0,8.723222286393054e-06,,0.0
2023-01-27,0.01889713789018188,1.0708224583739514,0.1,0.10147357051118336,0.02854890053128387,0.001818869199956467,0.0,0.0,1.818869199956467e-05,,0.0
2023-02-03,-0.010065837212899331,1.0600437338240425,0.1,0.10002900724571975,0.028542270475671514,0.0014735705111833513,0.0,0.0,1.4735705111833513e-05,,-0.010065837212899331
2023-02-10,-0.0036426274893924804,1.0561823893792568,0.1,0.09708240752107776,0.028449800881679376,2.9007245719744196e-05,0.0,0.0,2.9007245719744197e-07,,-0.013671798606956442
2023-02-17,-0.024465400439554696,1.0303424642858876,0.1,0.10251044376147433,0.028792084797225077,0.002917592478922173,0.0,0.0,2.9175924789221724e-05,,-0.037802713018862955
2023-02-24,0.027568101716481053,1.0587470501441307,0.1,0.09919216748047921,0.027443276095604558,0.002510443761474395,0.0,0.0,2.5104437614743954e-05,,-0.011276760340044767
2023-03-03,-0.03863929904901697,1.0178378062563471,0.1,0.09313132073861438,0.024352218167320284,0.0008078325195207785,0.0,0.0,8.078325195207786e-06,,-0.049480333273978716
2023-03-10,0.019970846630194883,1.0381648889795065,0.1,0.09525505861107321,0.027004003454606237,0.006868679261385648,0.0,0.0,6.868679261385649e-05,,-0.03049765079080946
2023-03-17,0.021603135433090337,1.0605925056780101,0.1,0.10007323964829191,0.02638156096595648,0.004744941388926739,0.0,0.0,4.7449413889267395e-05,,-0.009553360238144015
2023-03-24,0.04017546332485056,1.1032023009924883,0.1,0.10322241523915232,0.028226503460119654,7.323964829194021e-05,0.0,0.0,7.323964829194021e-07,,0.0
2023-03-31,-0.01656279348143408,1.0849301891129068,0.1,0.0974797093232426,0.02636016569661832,0.0032224152391523847,0.0,0.0,3.222415239152385e-05,,-0.01656279348143408
2023-04-07,-0.017917884532033912,1.065490535259064,0.1,0.0861503688578304,0.02226898310964902,0.0,0.020000000000000004,0.0,0.00020000000000000006,,-0.03418390779233971
2023-04-14,-0.006153771777542505,1.0589337496739482,0.1,0.10045688958469506,0.027836632372900752,0.013849631142169564,0.0,0.0,0.00013849631142169564,,-0.04012731960286364
2023-04-21,0.008393593153324552,1.0678220087450356,0.1,0.09053989088013382,0.02409298251667157,0.00045688958469510335,0.0,0.0,4.568895846951033e-06,,-0.03207053884461897
2023-04-28,-0.00019776313617758667,1.0676108329157068,0.1,0.09834539980314311,0.030156898203792377,0.00946010911986612,0.0,0.0,9.46010911986612e-05,,-0.03226195961045575
2023-05-05,-0.003213836821760463,1.064179705909572,0.1,0.10406054446871572,0.035053406035033895,0.0016546001968568546,0.0,0.0,1.6546001968568548e-05,,-0.035372111758477986
2023-05-12,0.02959935194347052,1.0956787355558884,0.1,0.09513787585771749,0.030752638221797874,0.004060544468715725,0.0,0.0036855877643155992,7.74598257810122e-05,0001561550,-0.006819751399930407
2023-05-19,0.02881999978715788,1.1272561964814025,0.1,0.09819768158287911,0.03178230968665864,0.004862124142282501,0.0,0.0,4.8621241422825003e-05,,0.0
2023-05-26,0.015807551969041267,1.1450753573897061,0.1,0.10142443582033167,0.031311042819541175,0.0018023184171208802,0.0,0.0023656416061455443,4.1679173868720736e-05,0001561550,0.0
2023-06-02,-0.0038552889256694423,1.1406607610453046,0.1,0.09901520932734391,0.03000512332132797,0.0014244358203316827,0.0,0.0,1.4244358203316829e-05,,-0.0038552889256694423
2023-06-09,0.037348572277052794,1.1832628119228032,0.1,0.09799193756178474,0.02895588903090891,0.0009847906726561002,0.0,0.00030354985377159933,1.2883375370970528e-05,0001561550,0.0
2023-06-16,-0.028930622667397876,1.1490302819947005,0.1,0.09528762055317681,0.029767976072170514,0.002008062438215273,0.0,0.0,2.008062438215273e-05,,-0.028930622667397876
2023-06-23,0.030925689395343126,1.1845648356015122,0.1,0.1010734832521814,0.03056185572185204,0.004712379446823159,0.0,0.0012401295145763511,5.952450521791152e-05,0001561550,0.0
2023-06-30,-0.012989207608505526,1.169178277026149,0.1,0.10264552533268662,0.03052276000625621,0.0010734832521813887,0.0,0.0,1.0734832521813887e-05,,-0.012989207608505526
2023-07-07,0.03112789897288737,1.2055723403147134,0.1,0.1006277031917933,0.021303404114622896,0.0,0.10264552533268666,0.0,0.0010264552533268665,,0.0
2023-07-14,-0.006497812753799459,1.1977387569861886,0.1,0.09798509425979679,0.020749500266895204,0.0006277031917933402,0.0,0.0,6.277031917933401e-06,,-0.006497812753799459
2023-07-21,0.015202839519260047,1.2159477870946476,0.1,0.09968216982798028,0.021889788727343634,0.002014905740203233,0.0,0.0,2.014905740203233e-05,,0.0
2023-07-28,-0.03273253630599959,1.1761467320073722,0.1,0.10100578917203121,0.02249738737636897,0.0003178301720197091,0.0,0.0,3.178301720197091e-06,,-0.03273253630599959
2023-08-04,-0.0200179839872201,1.1526026455594274,0.1,0.09977389478777965,0.024907955823661718,0.0010057891720312573,0.0,0.0,1.0057891720312572e-05,,-0.05209528090558502
2023-08-11,-0.020902061145189554,1.128510874585837,0.1,0.09634977778420184,0.024492510448404267,0.00022610521222028723,0.0,0.0,2.261052122202872e-06,,-0.07190844330391022
2023-08-18,0.017999754823862846,1.148823793644445,0.1,0.09867206985727052,0.02488404080153497,0.0036502222157981552,0.0,0.0,3.650222215798155e-05,,-0.055203022829283466
2023-08-25,0.03582882207375526,1.1899847969410284,0.1,0.0992959920367115,0.02443042720394375,0.001327930142729479,0.0,0.0,1.327930142729479e-05,,-0.021352060038412057
2023-09-01,-0.019502753732520417,1.1667768165008443,0.1,0.09889201528509636,0.026685802925829945,0.0007040079632884546,0.0,0.0,7.040079632884545e-06,,-0.040438389802321284
2023-09-08,-0.014599025298032142,1.149743012239591,0.1,0.1013928668577994,0.02769654728382829,0.001107984714903614,0.0,0.0,1.107984714903614e-05,,-0.05444705402461758
2023-09-15,-0.025530280953980022,1.120389750112239,0.1,0.09884485412262883,0.028341553265729222,0.0013928668577994387,0.0,0.0,1.3928668577994389e-05,,-0.07858728639223256
2023-09-22,-0.0028365067609888994,1.117211757011103,0.1,0.10200335350693393,0.028049342918096378,0.001155145877371186,0.0,0.0,1.1551458773711857e-05,,-0.08120087978404211
2023-09-29,0.012390082620935328,1.131054102985551,0.1,0.09970828078050224,0.02427164987611399,0.0020033535069339282,0.0,0.0,2.0033535069339282e-05,,-0.06981688277252363
2023-10-06,0.011234111151033899,1.1437604904963237,0.1,0.10314739431734218,0.022099488315301674,0.0,0.1,0.0,0.001,,-0.05936710224277497
2023-10-13,-0.02160708726830396,1.1190471577641314,0.1,0.10118672196554684,0.024000168228306296,0.0031473943173421504,0.0,0.0,3.1473943173421507e-05,,-0.07969143935205303
