recommendation,reason,best_candidate
KEEP_SSS3_AS_SHADOW,"improved_phasesss3_calm_old_low_stress_derisk improves a sequence-defined weakness and passed quick audits, but does not clearly dominate GGG1.",improved_phasesss3_calm_old_low_stress_derisk
