family,breadth,issuer_cap,cost_bps,weeks,concentration_top_issuer,concentration_gate_passed,full_cagr,full_universe_cagr,full_excess,full_sharpe,pre_break_cagr,pre_break_universe_cagr,pre_break_excess,pre_break_sharpe,post_break_cagr,post_break_universe_cagr,post_break_excess,post_break_sharpe
earnings_yield,10,0.2,50,192,0.0995450480421865,True,0.3533465803341611,0.19294191919513204,0.16040466113902907,1.254187094081272,0.22473868366459238,0.09122599149133559,0.1335126921732568,0.9548459603568702,0.5814641717738129,0.3708769444155444,0.21058722735826851,1.6402929600098484
earnings_yield,10,0.2,100,192,0.0995450480421865,True,0.32730189680997435,0.1904129847781213,0.13688891203185305,1.178523441221415,0.19808961134121006,0.087811739398443,0.11027787194276706,0.8612138664969827,0.557252937343423,0.3701312171966431,0.18712172014677986,1.586372061511564
earnings_yield,10,0.1,50,192,0.0995450480421865,True,0.3533465803341611,0.19294191919513204,0.16040466113902907,1.254187094081272,0.22473868366459238,0.09122599149133559,0.1335126921732568,0.9548459603568702,0.5814641717738129,0.3708769444155444,0.21058722735826851,1.6402929600098484
earnings_yield,10,0.1,100,192,0.0995450480421865,True,0.32730189680997435,0.1904129847781213,0.13688891203185305,1.178523441221415,0.19808961134121006,0.087811739398443,0.11027787194276706,0.8612138664969827,0.557252937343423,0.3701312171966431,0.18712172014677986,1.586372061511564
earnings_yield,20,0.2,50,192,0.06636438774137336,True,0.32558142808564017,0.19294191919513204,0.13263950889050813,1.379025117101208,0.23609404055732175,0.09122599149133559,0.14486804906598616,1.080986150206044,0.4782914055323544,0.3708769444155444,0.10741446111680997,1.8168410390086573
earnings_yield,20,0.2,100,192,0.06636438774137336,True,0.2999161105834416,0.1904129847781213,0.10950312580532029,1.2850647851018657,0.21061447290740065,0.087811739398443,0.12280273350895765,0.9813788941221275,0.4525600351490531,0.3701312171966431,0.08242881795240997,1.7311220712721158
earnings_yield,20,0.1,50,192,0.06636438774137336,True,0.32558142808564017,0.19294191919513204,0.13263950889050813,1.379025117101208,0.23609404055732175,0.09122599149133559,0.14486804906598616,1.080986150206044,0.4782914055323544,0.3708769444155444,0.10741446111680997,1.8168410390086573
earnings_yield,20,0.1,100,192,0.06636438774137336,True,0.2999161105834416,0.1904129847781213,0.10950312580532029,1.2850647851018657,0.21061447290740065,0.087811739398443,0.12280273350895765,0.9813788941221275,0.4525600351490531,0.3701312171966431,0.08242881795240997,1.7311220712721158
earnings_yield,30,0.2,50,192,0.04667626468388442,True,0.2877121747764033,0.19294191919513204,0.09477025558127128,1.257222336571198,0.17542469977053154,0.09122599149133559,0.08419870827919596,0.873540892854025,0.4846778354139032,0.3708769444155444,0.11380089099835877,1.794374165113191
earnings_yield,30,0.2,100,192,0.04667626468388442,True,0.26416158644091814,0.1904129847781213,0.07374860166279684,1.1678621695356837,0.1526965845676671,0.087811739398443,0.0648848451692241,0.7782636627701058,0.4599541573391934,0.3701312171966431,0.08982294014255032,1.7109994301920306
earnings_yield,30,0.1,50,192,0.04667626468388442,True,0.2877121747764033,0.19294191919513204,0.09477025558127128,1.257222336571198,0.17542469977053154,0.09122599149133559,0.08419870827919596,0.873540892854025,0.4846778354139032,0.3708769444155444,0.11380089099835877,1.794374165113191
earnings_yield,30,0.1,100,192,0.04667626468388442,True,0.26416158644091814,0.1904129847781213,0.07374860166279684,1.1678621695356837,0.1526965845676671,0.087811739398443,0.0648848451692241,0.7782636627701058,0.4599541573391934,0.3701312171966431,0.08982294014255032,1.7109994301920306
earnings_yield,50,0.2,50,192,0.031346026621147646,True,0.25095172984207337,0.19294191919513204,0.05800981064694133,1.1781314402416385,0.14057207267891902,0.09122599149133559,0.049346081187583435,0.7664992301718,0.4448552783215811,0.3708769444155444,0.0739783339060367,1.7440251453252953
earnings_yield,50,0.2,100,192,0.031346026621147646,True,0.2306415169837086,0.1904129847781213,0.04022853220558731,1.0949850018302307,0.1208139402331172,0.087811739398443,0.0330022008346742,0.6753154480797585,0.4238508617359398,0.3701312171966431,0.053719644539296674,1.670876178980242
earnings_yield,50,0.1,50,192,0.031346026621147646,True,0.25095172984207337,0.19294191919513204,0.05800981064694133,1.1781314402416385,0.14057207267891902,0.09122599149133559,0.049346081187583435,0.7664992301718,0.4448552783215811,0.3708769444155444,0.0739783339060367,1.7440251453252953
earnings_yield,50,0.1,100,192,0.031346026621147646,True,0.2306415169837086,0.1904129847781213,0.04022853220558731,1.0949850018302307,0.1208139402331172,0.087811739398443,0.0330022008346742,0.6753154480797585,0.4238508617359398,0.3701312171966431,0.053719644539296674,1.670876178980242
