halfspread_bps,cand_ann_return,prod_ann_return,delta_ann_return,cand_sharpe,prod_sharpe,delta_sharpe,cand_max_dd,cand_cvar5,cand_calmar
0,0.06729053840112109,0.06275440458600534,0.00453613381511575,0.8902595343917565,0.8008624109549246,0.08939712343683193,-0.1262093075224806,-0.025497244993708167,0.5331662119224859
5,0.06544876608206462,0.06120427681737284,0.0042444892646917864,0.8659216796571665,0.7811728386405778,0.08474884101658864,-0.1264595064825157,-0.025543387809428768,0.5175472204702426
10,0.06360993357261324,0.05965622791986869,0.003953705652744555,0.8415964642689969,0.7614888286344553,0.0801076356345416,-0.12670969760813566,-0.025589713460421538,0.5020131432191898
