halfspread_bps,cand_ann_return,prod_ann_return,delta_ann_return,cand_sharpe,prod_sharpe,delta_sharpe,cand_max_dd,cand_cvar5,cand_calmar
0,0.06559804251086843,0.06275440458600534,0.002843637924863085,0.8575623169796123,0.8008624109549246,0.05669990602468766,-0.12672954957012683,-0.025982983620720473,0.5176223125023356
5,0.06389860403375724,0.06120427681737284,0.0026943272163844068,0.8353538164600282,0.7811728386405778,0.054180977819450304,-0.12700851825622228,-0.026020536706888062,0.5031048697446463
10,0.06220165077457396,0.05965622791986869,0.0025454228547052704,0.8131546742268801,0.7614888286344553,0.05166584559242482,-0.12728747794655426,-0.026058089793055652,0.4886706200643815
