target,model,subperiod,start,end,n_oos,brier,auc,log_loss,pos_rate,pred_mean,high_risk_decile_precision,high_risk_decile_recall,calibration_mae
target_ggg1_underperformance_4w,logistic_l2_balanced,3,2022-03-18,2026-04-10,213,0.35567459791891554,0.5405301575105648,1.1510830146886273,0.3568075117370892,0.5354628575262959,0.5,0.14473684210526316,0.30528726334197964
target_ggg1_underperformance_4w,decision_tree_depth2,0,2010-01-01,2014-01-24,213,0.26499840187206936,0.5622241835834069,1.1005144616350124,0.4835680751173709,0.42886431105380035,0.6071428571428571,0.1650485436893204,0.10787417014351024
target_ggg1_underperformance_4w,decision_tree_depth2,1,2014-01-31,2018-02-16,212,0.21115984501821666,0.7143121815655396,0.6146638465554881,0.4009433962264151,0.4259946611103531,0.6666666666666666,0.21176470588235294,0.1254207591733874
target_ggg1_underperformance_4w,decision_tree_depth2,2,2018-02-23,2022-03-11,212,0.251008737119072,0.5651118035190615,0.7127530809736343,0.41509433962264153,0.40916285781698586,0.5882352941176471,0.22727272727272727,0.20413817699216077
target_ggg1_underperformance_4w,decision_tree_depth2,3,2022-03-18,2026-04-10,213,0.25590116293711823,0.5830772185939301,0.7103728155394586,0.3568075117370892,0.49647592804817,0.38461538461538464,0.13157894736842105,0.1807917653408418
target_ggg1_underperformance_4w,random_forest_small,0,2010-01-01,2014-01-24,213,0.2445858262261905,0.5762577228596646,0.682037708522702,0.4835680751173709,0.460150210374874,0.5454545454545454,0.11650485436893204,0.04539286399562188
target_ggg1_underperformance_4w,random_forest_small,1,2014-01-31,2018-02-16,212,0.22675329293503177,0.6524316813339509,0.6448671859898559,0.4009433962264151,0.4125747541615969,0.6363636363636364,0.16470588235294117,0.06865193044554736
target_ggg1_underperformance_4w,random_forest_small,2,2018-02-23,2022-03-11,212,0.22843488154808106,0.6594574780058651,0.6485053511891268,0.41509433962264153,0.3962650742371865,0.5909090909090909,0.14772727272727273,0.0746312496575043
target_ggg1_underperformance_4w,random_forest_small,3,2022-03-18,2026-04-10,213,0.23014894609663353,0.6281213983864772,0.6528292674860922,0.3568075117370892,0.4424634429039356,0.6818181818181818,0.19736842105263158,0.10898626926958806
target_ggg1_underperformance_4w,hist_gradient_shallow,0,2010-01-01,2014-01-24,213,0.2627601492172787,0.5664607237422771,0.7329984661867572,0.4835680751173709,0.4534325032698197,0.5454545454545454,0.11650485436893204,0.09997215166932075
target_ggg1_underperformance_4w,hist_gradient_shallow,1,2014-01-31,2018-02-16,212,0.2281478361937685,0.6264937471051413,0.6534118809102094,0.4009433962264151,0.37249342631381493,0.7272727272727273,0.18823529411764706,0.09607067635258108
target_ggg1_underperformance_4w,hist_gradient_shallow,2,2018-02-23,2022-03-11,212,0.2364386826448261,0.6332478005865103,0.6768368021953941,0.41509433962264153,0.3532728842365521,0.6363636363636364,0.1590909090909091,0.06830227137609567
target_ggg1_underperformance_4w,hist_gradient_shallow,3,2022-03-18,2026-04-10,213,0.24393711335732768,0.60315021129466,0.6833982107660113,0.3568075117370892,0.4672465109724709,0.6363636363636364,0.18421052631578946,0.1337872665867422
target_ggg1_adverse_tail_4w,baseline_state_rate,0,2010-01-01,2014-01-24,213,0.22032884564584618,0.4488255033557047,0.6417603997374792,0.3004694835680751,0.2163168430924769,0.23529411764705882,0.125,0.08033070171246645
target_ggg1_adverse_tail_4w,baseline_state_rate,1,2014-01-31,2018-02-16,212,0.2282018034500074,0.33395599833956,0.6621026709302229,0.3113207547169811,0.2487775311771503,0.1282051282051282,0.07575757575757576,0.1471044659449701
target_ggg1_adverse_tail_4w,baseline_state_rate,2,2018-02-23,2022-03-11,212,0.1742359134677818,0.47961128048780494,0.5314795719836154,0.22641509433962265,0.2512040615438619,0.043478260869565216,0.020833333333333332,0.05086164645503768
target_ggg1_adverse_tail_4w,baseline_state_rate,3,2022-03-18,2026-04-10,213,0.1895107944498057,0.3942464477055672,0.565430513483283,0.2535211267605634,0.2550384242813779,0.10714285714285714,0.05555555555555555,0.07775023861132581
target_ggg1_adverse_tail_4w,logistic_simple,0,2010-01-01,2014-01-24,213,0.2930707144801086,0.5437290268456375,1.151851333790447,0.3004694835680751,0.3191818739765883,0.2727272727272727,0.09375,0.2398126369481178
target_ggg1_adverse_tail_4w,logistic_simple,1,2014-01-31,2018-02-16,212,0.3452492465262941,0.4624325446243254,1.1876943753482332,0.3113207547169811,0.287257950629644,0.09090909090909091,0.030303030303030304,0.2924298454887038
target_ggg1_adverse_tail_4w,logistic_simple,2,2018-02-23,2022-03-11,212,0.2668804212201722,0.5651676829268293,1.0534688522847688,0.22641509433962265,0.3044742431601432,0.18181818181818182,0.08333333333333333,0.20261442026670476
target_ggg1_adverse_tail_4w,logistic_simple,3,2022-03-18,2026-04-10,213,0.3064198977149528,0.4139296529233637,1.3868181416649354,0.2535211267605634,0.2985178191869755,0.22727272727272727,0.09259259259259259,0.30672040092592096
target_ggg1_adverse_tail_4w,logistic_l2_balanced,0,2010-01-01,2014-01-24,213,0.3007590259326498,0.5511744966442953,0.997284763732371,0.3004694835680751,0.4351466215251134,0.2727272727272727,0.09375,0.2491176574356854
target_ggg1_adverse_tail_4w,logistic_l2_balanced,1,2014-01-31,2018-02-16,212,0.33221526348257296,0.48578248235782484,1.0020220343506194,0.3113207547169811,0.4210388873792172,0.13636363636363635,0.045454545454545456,0.2598643760742583
target_ggg1_adverse_tail_4w,logistic_l2_balanced,2,2018-02-23,2022-03-11,212,0.29394923751304614,0.5322662601626016,0.9910122325736754,0.22641509433962265,0.4049206802195302,0.22727272727272727,0.10416666666666667,0.2765299598246805
target_ggg1_adverse_tail_4w,logistic_l2_balanced,3,2022-03-18,2026-04-10,213,0.3429334828646009,0.41276496622408576,1.2507941145987138,0.2535211267605634,0.40140380287712774,0.18181818181818182,0.07407407407407407,0.3282133238765634
target_ggg1_adverse_tail_4w,decision_tree_depth2,0,2010-01-01,2014-01-24,213,0.23522248018837066,0.4865247483221477,0.8704247365807967,0.3004694835680751,0.27159119907795165,0.46153846153846156,0.1875,0.10602745160023441
target_ggg1_adverse_tail_4w,decision_tree_depth2,1,2014-01-31,2018-02-16,212,0.21435040568372707,0.4932544624325446,0.6768743565973631,0.3113207547169811,0.2835574346212802,0.5,0.18181818181818182,0.13301357764128302
target_ggg1_adverse_tail_4w,decision_tree_depth2,2,2018-02-23,2022-03-11,212,0.18645635292241952,0.4913617886178862,0.5665754651403326,0.22641509433962265,0.22620854997435927,0.20833333333333334,0.10416666666666667,0.10407464021850152
target_ggg1_adverse_tail_4w,decision_tree_depth2,3,2022-03-18,2026-04-10,213,0.19177197183843672,0.4997670626601444,0.580858135265865,0.2535211267605634,0.3119694919223562,0.45454545454545453,0.18518518518518517,0.1262574357846648
target_ggg1_adverse_tail_4w,random_forest_small,0,2010-01-01,2014-01-24,213,0.2166156805420477,0.46581375838926165,0.6288355879237678,0.3004694835680751,0.2823578931627048,0.22727272727272727,0.078125,0.058762041254927476
target_ggg1_adverse_tail_4w,random_forest_small,1,2014-01-31,2018-02-16,212,0.21853960656703728,0.48609381486093817,0.6310183248375887,0.3113207547169811,0.2657763164186435,0.36363636363636365,0.12121212121212122,0.0809562977012487
target_ggg1_adverse_tail_4w,random_forest_small,2,2018-02-23,2022-03-11,212,0.1774829737800692,0.5478912601626016,0.5398958958158107,0.22641509433962265,0.2663221565481529,0.18181818181818182,0.08333333333333333,0.04530262972189879
target_ggg1_adverse_tail_4w,random_forest_small,3,2022-03-18,2026-04-10,213,0.18878181960145277,0.568600046587468,0.5646021165466875,0.2535211267605634,0.29814297508676335,0.36363636363636365,0.14814814814814814,0.051082303623207134
target_ggg1_adverse_tail_4w,hist_gradient_shallow,0,2010-01-01,2014-01-24,213,0.24654068164390916,0.4720008389261745,0.7186470220417419,0.3004694835680751,0.2989540574512899,0.13636363636363635,0.046875,0.13128413616060586
target_ggg1_adverse_tail_4w,hist_gradient_shallow,1,2014-01-31,2018-02-16,212,0.21442164075249698,0.5749792444997924,0.6278714100507647,0.3113207547169811,0.24971793739487416,0.5909090909090909,0.19696969696969696,0.06149208045282848
target_ggg1_adverse_tail_4w,hist_gradient_shallow,2,2018-02-23,2022-03-11,212,0.18646175142606225,0.532520325203252,0.5623681313410896,0.22641509433962265,0.23339914866457273,0.09090909090909091,0.041666666666666664,0.08140349177954335
target_ggg1_adverse_tail_4w,hist_gradient_shallow,3,2022-03-18,2026-04-10,213,0.19963253136815987,0.4850920102492429,0.5950543604251706,0.2535211267605634,0.29640278797296654,0.36363636363636365,0.14814814814814814,0.10692405228640287
target_state_quality_good_4w,baseline_state_rate,0,2010-01-01,2014-01-24,213,0.2850020024900919,0.4745845120226308,0.7778032027434856,0.5258215962441315,0.4058848142585775,0.43478260869565216,0.08928571428571429,0.16750607260903574
target_state_quality_good_4w,baseline_state_rate,1,2014-01-31,2018-02-16,212,0.26467386940963333,0.4566399286987522,0.7294110995476706,0.4811320754716981,0.46246260000176154,0.5483870967741935,0.16666666666666666,0.15660032697011236
target_state_quality_good_4w,baseline_state_rate,2,2018-02-23,2022-03-11,212,0.23652814892377427,0.5633339343671114,0.6662766494956017,0.44339622641509435,0.46089185180201486,0.6538461538461539,0.18085106382978725,0.06909128894672419
target_state_quality_good_4w,baseline_state_rate,3,2022-03-18,2026-04-10,213,0.2491995885377371,0.565505657708628,0.6906736568670165,0.5258215962441315,0.45264552357004556,0.5454545454545454,0.10714285714285714,0.10318808520143037
target_state_quality_good_4w,logistic_simple,0,2010-01-01,2014-01-24,213,0.38596382517248873,0.4960219236209335,1.4295437787354468,0.5258215962441315,0.5068733860914268,0.4090909090909091,0.08035714285714286,0.32809597763585013
target_state_quality_good_4w,logistic_simple,1,2014-01-31,2018-02-16,212,0.4154467173003231,0.46426024955436723,1.5475960415263512,0.4811320754716981,0.5838619532881465,0.5,0.10784313725490197,0.37935656516319416
target_state_quality_good_4w,logistic_simple,2,2018-02-23,2022-03-11,212,0.28211030420838645,0.6283808150018033,1.0955186522694396,0.44339622641509435,0.4180445421916873,0.6818181818181818,0.1595744680851064,0.21559986049234622
target_state_quality_good_4w,logistic_simple,3,2022-03-18,2026-04-10,213,0.35084675557908707,0.5121994342291372,1.2034946360578458,0.5258215962441315,0.5201008510449644,0.5,0.09821428571428571,0.2696486469073974
target_state_quality_good_4w,logistic_l2_balanced,0,2010-01-01,2014-01-24,213,0.3486841747527805,0.5086633663366336,1.101282992505735,0.5258215962441315,0.5308995767900628,0.5,0.09821428571428571,0.2738517769820615
target_state_quality_good_4w,logistic_l2_balanced,1,2014-01-31,2018-02-16,212,0.38527527711113835,0.4638146167557932,1.260133973434317,0.4811320754716981,0.5747381347120545,0.4090909090909091,0.08823529411764706,0.3478984547739739
target_state_quality_good_4w,logistic_l2_balanced,2,2018-02-23,2022-03-11,212,0.2805560650958418,0.6078254597908402,0.9471294156758944,0.44339622641509435,0.48167209532761596,0.6818181818181818,0.1595744680851064,0.1741425616243132
target_state_quality_good_4w,logistic_l2_balanced,3,2022-03-18,2026-04-10,213,0.31718054647604155,0.5434052333804809,1.005582396857738,0.5258215962441315,0.5449839624278621,0.5909090909090909,0.11607142857142858,0.2471573251600258
target_state_quality_good_4w,decision_tree_depth2,0,2010-01-01,2014-01-24,213,0.3138548356474074,0.5081771570014145,0.8916763850150947,0.5258215962441315,0.4385697292089922,0.45454545454545453,0.08928571428571429,0.23180037101975862
target_state_quality_good_4w,decision_tree_depth2,1,2014-01-31,2018-02-16,212,0.31963799200420023,0.3526292335115864,0.9616205027000111,0.4811320754716981,0.4725967015142204,0.13333333333333333,0.0392156862745098,0.2906901249886945
target_state_quality_good_4w,decision_tree_depth2,2,2018-02-23,2022-03-11,212,0.2843012176511376,0.42021276595744683,0.7976623656043472,0.44339622641509435,0.5012373817435319,0.29545454545454547,0.13829787234042554,0.2446220324266271
target_state_quality_good_4w,decision_tree_depth2,3,2022-03-18,2026-04-10,213,0.2519398977681325,0.5030940594059405,0.6970308654619085,0.5258215962441315,0.47661724973717007,0.2903225806451613,0.08035714285714286,0.11344051471643865
target_state_quality_good_4w,random_forest_small,0,2010-01-01,2014-01-24,213,0.24989446187777195,0.5308521923620932,0.6930409413898359,0.5258215962441315,0.5237446806022423,0.5909090909090909,0.11607142857142858,0.05459280374792234
target_state_quality_good_4w,random_forest_small,1,2014-01-31,2018-02-16,212,0.2696573144711334,0.37032085561497324,0.7333715572387153,0.4811320754716981,0.49412913084619725,0.2727272727272727,0.058823529411764705,0.19113117617196013
target_state_quality_good_4w,random_forest_small,2,2018-02-23,2022-03-11,212,0.24695939826348243,0.5515686981608368,0.6872096622044647,0.44339622641509435,0.4751887956116141,0.4090909090909091,0.09574468085106383,0.04684659763013469
target_state_quality_good_4w,random_forest_small,3,2022-03-18,2026-04-10,213,0.2504188438549165,0.5945014144271569,0.6947404220253779,0.5258215962441315,0.4556896092202934,0.6363636363636364,0.125,0.07032512486665302
target_state_quality_good_4w,hist_gradient_shallow,0,2010-01-01,2014-01-24,213,0.2800090320887214,0.5297913719943423,0.7700784787106674,0.5258215962441315,0.46034292117712605,0.5454545454545454,0.10714285714285714,0.13250494993166329
target_state_quality_good_4w,hist_gradient_shallow,1,2014-01-31,2018-02-16,212,0.2921174312446771,0.43253119429590015,0.7882421192552973,0.4811320754716981,0.5164561279902963,0.3181818181818182,0.06862745098039216,0.17052552215728364
target_state_quality_good_4w,hist_gradient_shallow,2,2018-02-23,2022-03-11,212,0.25234929888392016,0.5425531914893618,0.6992841323296439,0.44339622641509435,0.46680071097344317,0.5909090909090909,0.13829787234042554,0.11510159922692527
target_state_quality_good_4w,hist_gradient_shallow,3,2022-03-18,2026-04-10,213,0.26041257449533706,0.5379243281471005,0.716042187886372,0.5258215962441315,0.42930987114512176,0.5454545454545454,0.10714285714285714,0.14518097774815136
target_stress_transition_4w,baseline_state_rate,0,2010-01-01,2014-01-17,212,0.04602142386742707,0.7699754567766567,0.40368187183028037,0.08962264150943396,0.16225137884617927,0.5416666666666666,0.6842105263157895,0.10056617535822066
target_stress_transition_4w,baseline_state_rate,1,2014-01-24,2018-02-02,211,0.18752248023947005,0.7161989795918368,0.5709205305101128,0.3033175355450237,0.2318563379106777,0.7419354838709677,0.359375,0.17848229794174403
target_stress_transition_4w,baseline_state_rate,2,2018-02-09,2022-02-18,211,0.08068785433517402,0.8820346320346321,0.30050688513632995,0.27014218009478674,0.2988446667104849,0.7931034482758621,0.40350877192982454,0.06593335050402394
target_stress_transition_4w,baseline_state_rate,3,2022-02-25,2026-03-13,212,0.08339852158803071,0.8884079391891891,0.28689743296284675,0.3018867924528302,0.30207638320508945,0.8974358974358975,0.546875,0.013860019110675147
target_stress_transition_4w,logistic_simple,0,2010-01-01,2014-01-17,212,0.05790401681890768,0.9067357512953368,0.25302168979114176,0.08962264150943396,0.09407213029613523,0.6363636363636364,0.7368421052631579,0.037715729276726354
target_stress_transition_4w,logistic_simple,1,2014-01-24,2018-02-02,211,0.21279853988579306,0.7206632653061225,1.0351014875375961,0.3033175355450237,0.18115596137027867,0.7272727272727273,0.25,0.16759716852610468
target_stress_transition_4w,logistic_simple,2,2018-02-09,2022-02-18,211,0.1628383665746835,0.8183526999316473,0.7236008627852172,0.27014218009478674,0.29050311134350054,0.8181818181818182,0.3157894736842105,0.11771385846108133
target_stress_transition_4w,logistic_simple,3,2022-02-25,2026-03-13,212,0.1738626159818926,0.8078547297297297,0.9426462947627035,0.3018867924528302,0.2737334083593598,0.8181818181818182,0.28125,0.12859902372237714
target_stress_transition_4w,logistic_l2_balanced,0,2010-01-01,2014-01-17,212,0.05640603752291519,0.8988273793291519,0.22779255249301528,0.08962264150943396,0.10522751791541064,0.6363636363636364,0.7368421052631579,0.039501756940304035
target_stress_transition_4w,logistic_l2_balanced,1,2014-01-24,2018-02-02,211,0.2072996538144465,0.69015731292517,0.8397283876703576,0.3033175355450237,0.21678313526237283,0.7272727272727273,0.25,0.15352725232694486
target_stress_transition_4w,logistic_l2_balanced,2,2018-02-09,2022-02-18,211,0.15707493645020038,0.8606744133059923,0.5424657298673446,0.27014218009478674,0.34738341684476454,0.8636363636363636,0.3333333333333333,0.12852126202384842
target_stress_transition_4w,logistic_l2_balanced,3,2022-02-25,2026-03-13,212,0.15769348363035593,0.8326646959459459,0.6846344628835639,0.3018867924528302,0.3135144029258229,0.9090909090909091,0.3125,0.13395576664575368
target_stress_transition_4w,decision_tree_depth2,0,2010-01-01,2014-01-17,212,0.04040572127972629,0.6873466048541043,0.22290353032342367,0.08962264150943396,0.12824738096656757,0.325,0.6842105263157895,0.06775487104316424
target_stress_transition_4w,decision_tree_depth2,1,2014-01-24,2018-02-02,211,0.24218029762348137,0.5720131802721089,1.81982887183032,0.3033175355450237,0.33541827592510787,0.2,0.078125,0.21057455817749338
target_stress_transition_4w,decision_tree_depth2,2,2018-02-09,2022-02-18,211,0.11260276994966603,0.7239690134426977,0.38703345721256605,0.27014218009478674,0.2710856342602534,0.9310344827586207,0.47368421052631576,0.08706424592324383
target_stress_transition_4w,decision_tree_depth2,3,2022-02-25,2026-03-13,212,0.08813294873856167,0.8256967905405405,0.3175539706048391,0.3018867924528302,0.2973758899065807,1.0,0.390625,0.07303358294434269
target_stress_transition_4w,random_forest_small,0,2010-01-01,2014-01-17,212,0.07722069649305437,0.8467412053449687,0.28512315080027684,0.08962264150943396,0.21346699869207314,0.5909090909090909,0.6842105263157895,0.12409223948277445
target_stress_transition_4w,random_forest_small,1,2014-01-24,2018-02-02,211,0.1529449951560406,0.794749149659864,0.48889719247564056,0.3033175355450237,0.2338606239203405,0.8636363636363636,0.296875,0.12896565918622854
target_stress_transition_4w,random_forest_small,2,2018-02-09,2022-02-18,211,0.0942225789980169,0.9213943950786055,0.3304872546983186,0.27014218009478674,0.31598700951210684,1.0,0.38596491228070173,0.07012482830508635
target_stress_transition_4w,random_forest_small,3,2022-02-25,2026-03-13,212,0.07656949191358747,0.9168602195945946,0.28174255713847246,0.3018867924528302,0.3013601293649214,1.0,0.34375,0.05160336000288439
target_stress_transition_4w,hist_gradient_shallow,0,2010-01-01,2014-01-17,212,0.05667672558978015,0.8393782383419689,0.21508821137213013,0.08962264150943396,0.1313333384872212,0.5909090909090909,0.6842105263157895,0.0575823861782926
target_stress_transition_4w,hist_gradient_shallow,1,2014-01-24,2018-02-02,211,0.1492173906502505,0.7503188775510204,0.513735143712621,0.3033175355450237,0.2361451046522629,0.8636363636363636,0.296875,0.08230169384216826
target_stress_transition_4w,hist_gradient_shallow,2,2018-02-09,2022-02-18,211,0.10278353049474839,0.894110275689223,0.34570412367177933,0.27014218009478674,0.3217069713981494,1.0,0.38596491228070173,0.09603576464100268
target_stress_transition_4w,hist_gradient_shallow,3,2022-02-25,2026-03-13,212,0.07451671618140218,0.9273648648648648,0.2742746400421176,0.3018867924528302,0.2775595864099888,1.0,0.34375,0.03054854784068996
target_triple_barrier_bad_8w,baseline_state_rate,0,2010-01-01,2014-01-10,211,0.05254114086470841,0.2582089552238806,0.33191917671812354,0.04739336492890995,0.08129836886293902,0.0,0.0,0.08237650643163241
target_triple_barrier_bad_8w,baseline_state_rate,1,2014-01-17,2018-01-19,210,0.05061011056761031,0.2704431247144815,0.21018596191843195,0.05238095238095238,0.06715181843926304,0.0,0.0,0.06673449346229021
target_triple_barrier_bad_8w,baseline_state_rate,2,2018-01-26,2022-01-28,210,0.08514865405436937,0.3848167539267015,0.4640332184891781,0.09047619047619047,0.06669374215768904,0.0,0.0,0.08059673559081969
target_triple_barrier_bad_8w,baseline_state_rate,3,2022-02-04,2026-02-13,211,0.021168147743579096,0.3774154589371981,0.11880371857228864,0.018957345971563982,0.06391588544578473,0.0,0.0,0.047210641504140574
target_triple_barrier_bad_8w,logistic_simple,0,2012-06-29,2015-11-20,178,0.06975359130611784,0.4066412629286881,0.34806561126358115,0.06179775280898876,0.056515398663273264,0.05555555555555555,0.09090909090909091,0.06874196232125536
target_triple_barrier_bad_8w,logistic_simple,1,2015-11-27,2019-04-19,178,0.08671053108654005,0.7066130800146145,0.3377206926333659,0.09550561797752809,0.10214628921289236,0.2777777777777778,0.29411764705882354,0.06850442854308239
target_triple_barrier_bad_8w,logistic_simple,2,2019-04-26,2022-09-16,178,0.05631627468886661,0.9243918474687706,0.17243829106030492,0.05056179775280899,0.05958598007733749,0.3333333333333333,0.6666666666666666,0.009030273148323251
target_triple_barrier_bad_8w,logistic_simple,3,2022-09-23,2026-02-13,178,0.07508403120567395,0.4640804597701149,0.26815304303260634,0.02247191011235955,0.13481210095688656,0.0,0.0,0.12995898513583165
target_triple_barrier_bad_8w,logistic_l2_balanced,0,2012-06-29,2015-11-20,178,0.0948817587240385,0.457267283614589,0.3592254361795792,0.06179775280898876,0.15363208229375222,0.1111111111111111,0.18181818181818182,0.14898108269084073
target_triple_barrier_bad_8w,logistic_l2_balanced,1,2015-11-27,2019-04-19,178,0.10543941180591249,0.7007672634271099,0.3580325749760495,0.09550561797752809,0.1759735066379515,0.3333333333333333,0.35294117647058826,0.11405796876754057
target_triple_barrier_bad_8w,logistic_l2_balanced,2,2019-04-26,2022-09-16,178,0.05967730769159772,0.9460880999342537,0.2076140166306988,0.05056179775280899,0.12221421686029466,0.3333333333333333,0.6666666666666666,0.07126510317840948
target_triple_barrier_bad_8w,logistic_l2_balanced,3,2022-09-23,2026-02-13,178,0.16132937274270429,0.5402298850574713,0.5014918091189213,0.02247191011235955,0.2676414645282848,0.05555555555555555,0.25,0.24751402965978192
target_triple_barrier_bad_8w,decision_tree_depth2,0,2012-06-29,2015-11-20,178,0.0658047265036512,0.3502994011976048,0.31841314598247145,0.06179775280898876,0.03377863592161551,0.09090909090909091,0.18181818181818182,0.059257675570232
target_triple_barrier_bad_8w,decision_tree_depth2,1,2015-11-27,2019-04-19,178,0.11382287503352397,0.5149799050054804,0.4351458835573108,0.09550561797752809,0.06911015305705402,0.0,0.0,0.16622738493177053
target_triple_barrier_bad_8w,decision_tree_depth2,2,2019-04-26,2022-09-16,178,0.05989479347893126,0.05029585798816566,0.23898900174764112,0.05056179775280899,0.06210693486619016,0.0,0.0,0.0861621703989444
target_triple_barrier_bad_8w,decision_tree_depth2,3,2022-09-23,2026-02-13,178,0.023112610724440458,0.367816091954023,0.11497332944998075,0.02247191011235955,0.04077769973339623,0.0,0.0,0.033200463776593914
target_triple_barrier_bad_8w,random_forest_small,0,2012-06-29,2015-11-20,178,0.06358751298578812,0.2357103973870441,0.28555023694456505,0.06179775280898876,0.062113883122743935,0.0,0.0,0.08266616783607675
target_triple_barrier_bad_8w,random_forest_small,1,2015-11-27,2019-04-19,178,0.08935317454769595,0.4044574351479722,0.3392093035483601,0.09550561797752809,0.08221149475686601,0.0,0.0,0.06370504268060975
target_triple_barrier_bad_8w,random_forest_small,2,2019-04-26,2022-09-16,178,0.0479243637623634,0.6719263642340565,0.19584452063924,0.05056179775280899,0.06783437444342842,0.0,0.0,0.030258919732852087
target_triple_barrier_bad_8w,random_forest_small,3,2022-09-23,2026-02-13,178,0.02461520798969891,0.5747126436781609,0.12787275683912214,0.02247191011235955,0.06730228956856515,0.0,0.0,0.04473600486917872
target_triple_barrier_bad_8w,hist_gradient_shallow,0,2012-06-29,2015-11-20,178,0.061569030410733375,0.4904735982580294,0.2793645147311951,0.06179775280898876,0.029127556880517998,0.0,0.0,0.06714535846767868
target_triple_barrier_bad_8w,hist_gradient_shallow,1,2015-11-27,2019-04-19,178,0.08395286589526926,0.668980635732554,0.3298118410292693,0.09550561797752809,0.035253729420898765,0.2777777777777778,0.29411764705882354,0.06388465604852187
target_triple_barrier_bad_8w,hist_gradient_shallow,2,2019-04-26,2022-09-16,178,0.046313329196797724,0.8448389217619987,0.17792451801471598,0.05056179775280899,0.025882952346154255,0.16666666666666666,0.3333333333333333,0.03174692207481368
target_triple_barrier_bad_8w,hist_gradient_shallow,3,2022-09-23,2026-02-13,178,0.027236049841767387,0.5977011494252874,0.12263069699531075,0.02247191011235955,0.04249003228756387,0.0,0.0,0.037733794382237465
