n_oos,brier,auc,log_loss,pos_rate,pred_mean,high_risk_decile_precision,high_risk_decile_recall,calibration_mae,target,model,baseline_brier,baseline_auc,brier_delta_vs_baseline,auc_delta_vs_baseline,status
850.0,0.24867382266545185,0.5147122581234027,0.6952166561586546,0.41411764705882353,0.3716326933726329,0.39325842696629215,0.09943181818181818,0.0769668450417871,target_ggg1_underperformance_4w,baseline_state_rate,0.24867382266545185,0.5147122581234027,0.0,0.0,OK
850.0,0.34184786231382,0.5552893391748813,1.3234401882303557,0.41411764705882353,0.44435988554917377,0.4117647058823529,0.09943181818181818,0.27426251661599144,target_ggg1_underperformance_4w,logistic_simple,0.24867382266545185,0.5147122581234027,0.09317403964836812,0.040577081051478614,OK
850.0,0.3241933899896688,0.5682274552756481,1.0903626564597786,0.41411764705882353,0.5095245707300677,0.4588235294117647,0.11079545454545454,0.2407891580403994,target_ggg1_underperformance_4w,logistic_l2_balanced,0.24867382266545185,0.5147122581234027,0.07551956732421694,0.0535151971522454,OK
850.0,0.24580158437348487,0.6099254974443229,0.7848604454992193,0.41411764705882353,0.4401774881662535,0.5568181818181818,0.13920454545454544,0.08616068388909862,target_ggg1_underperformance_4w,decision_tree_depth2,0.24867382266545185,0.5147122581234027,-0.0028722382919669776,0.09521323932092018,OK
850.0,0.23249223470021343,0.6199399872216137,0.6570842867903735,0.41411764705882353,0.427918531492857,0.5764705882352941,0.13920454545454544,0.023600071979419983,target_ggg1_underperformance_4w,random_forest_small,0.24867382266545185,0.5147122581234027,-0.016181587965238414,0.10522772909821099,OK
850.0,0.24284571637902733,0.6036418400876231,0.6867120153050914,0.41411764705882353,0.4117259857297479,0.6,0.14488636363636365,0.07363829409504552,target_ggg1_underperformance_4w,hist_gradient_shallow,0.24867382266545185,0.5147122581234027,-0.0058281062864245226,0.0889295819642204,OK
850.0,0.20307369332581784,0.41665620466465797,0.6002012941338307,0.27294117647058824,0.24281737600880668,0.10227272727272728,0.03879310344827586,0.10247073492806144,target_ggg1_adverse_tail_4w,baseline_state_rate,0.20307369332581784,0.41665620466465797,0.0,0.0,OK
850.0,0.3028976352468222,0.49417615221515454,1.1951331794472857,0.27294117647058824,0.3023732467379694,0.17647058823529413,0.06465517241379311,0.26341307158278304,target_ggg1_adverse_tail_4w,logistic_simple,0.20307369332581784,0.41665620466465797,0.09982394192100438,0.07751994755049657,OK
850.0,0.31747456304104194,0.49778205557415467,1.060428312555849,0.27294117647058824,0.4156337279160139,0.2235294117647059,0.08189655172413793,0.278378343337629,target_ggg1_adverse_tail_4w,logistic_l2_balanced,0.20307369332581784,0.41665620466465797,0.11440086971522409,0.0811258509094967,OK
850.0,0.20696570718378005,0.5094367258118513,0.6738054281314477,0.27294117647058824,0.2733750775498131,0.4418604651162791,0.16379310344827586,0.10416746434136588,target_ggg1_adverse_tail_4w,decision_tree_depth2,0.20307369332581784,0.41665620466465797,0.003892013857962201,0.09278052114719332,OK
850.0,0.20036053478135551,0.5179039727708962,0.5911012303890913,0.27294117647058824,0.2781783073012913,0.2823529411764706,0.10344827586206896,0.03158842235016611,target_ggg1_adverse_tail_4w,random_forest_small,0.20307369332581784,0.41665620466465797,-0.0027131585444623296,0.1012477681062382,OK
850.0,0.21179079236873558,0.5144689487780382,0.6260578555770887,0.27294117647058824,0.2696845062587875,0.3411764705882353,0.125,0.0913750518213819,target_ggg1_adverse_tail_4w,hist_gradient_shallow,0.20307369332581784,0.41665620466465797,0.00871709904291773,0.0978127441133802,OK
850.0,0.25887031385365883,0.5272397563676633,0.7160839692873068,0.49411764705882355,0.4454330655763497,0.5764705882352941,0.11666666666666667,0.10095756100390196,target_state_quality_good_4w,baseline_state_rate,0.25887031385365883,0.5272397563676633,0.0,0.0,OK
850.0,0.35861499089403776,0.5250719822812846,1.3190323499243282,0.49411764705882355,0.5072349288844425,0.5411764705882353,0.10952380952380952,0.28957778286328917,target_state_quality_good_4w,logistic_simple,0.25887031385365883,0.5272397563676633,0.09974467704037893,-0.002167774086378693,OK
850.0,0.3329240354936693,0.5311904761904762,1.0784731369715113,0.49411764705882355,0.5330848972021507,0.5647058823529412,0.11428571428571428,0.2519846616502368,target_state_quality_good_4w,logistic_l2_balanced,0.25887031385365883,0.5272397563676633,0.07405372164001045,0.00395071982281292,OK
850.0,0.2924110478405195,0.4477491694352159,0.8368971910966184,0.49411764705882355,0.47222076725432477,0.2558139534883721,0.05238095238095238,0.14008622424403852,target_state_quality_good_4w,decision_tree_depth2,0.25887031385365883,0.5272397563676633,0.033540733986860694,-0.07949058693244737,OK
850.0,0.2542229143774131,0.5063012181616833,0.7020713516816407,0.49411764705882355,0.487194004872066,0.4823529411764706,0.09761904761904762,0.051525104019241694,target_state_quality_good_4w,random_forest_small,0.25887031385365883,0.5272397563676633,-0.004647399476245706,-0.020938538205980017,OK
850.0,0.27121970469372597,0.5071982281284607,0.7434109027307964,0.49411764705882355,0.4681723466175901,0.4470588235294118,0.09047619047619047,0.11927711135147996,target_state_quality_good_4w,hist_gradient_shallow,0.25887031385365883,0.5272397563676633,0.012349390840067143,-0.020041528239202577,OK
846.0,0.09932554259078835,0.8265034206829148,0.3903947958836198,0.24113475177304963,0.24871796398337384,0.8229166666666666,0.3872549019607843,0.06442151120097264,target_stress_transition_4w,baseline_state_rate,0.09932554259078835,0.8265034206829148,0.0,0.0,OK
846.0,0.1517658551027544,0.8093198338525441,0.7382598210916416,0.24113475177304963,0.20980477368507372,0.7529411764705882,0.3137254901960784,0.1293641924267426,target_stress_transition_4w,logistic_simple,0.09932554259078835,0.8265034206829148,0.05244031251196604,-0.01718358683037069,OK
846.0,0.14452971280181323,0.8240867998289658,0.5733776430972695,0.24113475177304963,0.2456411698734604,0.7647058823529411,0.31862745098039214,0.10439833450086922,target_stress_transition_4w,logistic_l2_balanced,0.09932554259078835,0.8265034206829148,0.04520417021102488,-0.002416620853949003,OK
846.0,0.1206967202149068,0.775620762323621,0.6858450846629323,0.24113475177304963,0.2579248918134972,0.7209302325581395,0.30392156862745096,0.08260538880749453,target_stress_transition_4w,decision_tree_depth2,0.09932554259078835,0.8265034206829148,0.021371177624118443,-0.05088265835929384,OK
846.0,0.10018425305994588,0.8640927554822554,0.34641329602449206,0.24113475177304963,0.266147992674148,0.9647058823529412,0.4019607843137255,0.06792425604873147,target_stress_transition_4w,random_forest_small,0.09932554259078835,0.8265034206829148,0.0008587104691575309,0.03758933479934057,OK
846.0,0.09572719150955722,0.861382169690306,0.3369818084136277,0.24113475177304963,0.24159821291352898,0.9647058823529412,0.4019607843137255,0.04050724505231047,target_stress_transition_4w,hist_gradient_shallow,0.09932554259078835,0.8265034206829148,-0.0035983510812311326,0.034878749007391185,OK
842.0,0.052330166825373406,0.3541239462292094,0.28110280141552857,0.052256532066508314,0.06977170473218605,0.0,0.0,0.060429364365341895,target_triple_barrier_bad_8w,baseline_state_rate,0.052330166825373406,0.3541239462292094,0.0,0.0,OK
712.0,0.07196610707179961,0.6632619679400967,0.28159440949746456,0.05758426966292135,0.08826494222759743,0.125,0.21951219512195122,0.06354505419885707,target_triple_barrier_bad_8w,logistic_simple,0.052330166825373406,0.3541239462292094,0.019635940246426203,0.30913802171088733,OK
712.0,0.10533196274106325,0.6899785540329323,0.35659095922631223,0.05758426966292135,0.1798653175800708,0.1527777777777778,0.2682926829268293,0.14694005609003993,target_triple_barrier_bad_8w,logistic_l2_balanced,0.052330166825373406,0.3541239462292094,0.05300179591568985,0.3358546078037229,OK
712.0,0.06565875143513672,0.3488968049143979,0.27688034018435104,0.05758426966292135,0.051443355894563975,0.02666666666666667,0.04878048780487805,0.07114759553562718,target_triple_barrier_bad_8w,decision_tree_depth2,0.052330166825373406,0.3541239462292094,0.013328584609763314,-0.005227141314811501,OK
712.0,0.056370064821386595,0.44309548907709645,0.23711920449282178,0.05758426966292135,0.06986551047290089,0.0,0.0,0.03720037583075259,target_triple_barrier_bad_8w,random_forest_small,0.052330166825373406,0.3541239462292094,0.004039897996013189,0.08897154284788705,OK
712.0,0.05476781883614194,0.6530115226636619,0.2274328926926228,0.05758426966292135,0.03318856773378372,0.1388888888888889,0.24390243902439024,0.02436298441088348,target_triple_barrier_bad_8w,hist_gradient_shallow,0.052330166825373406,0.3541239462292094,0.0024376520107685373,0.2988875764344525,OK
,,,,,,,,,hmm_style_regime_proxy,hmmlearn,,,,,SKIPPED_MISSING_DEPENDENCY
