target,model,market_state,mean_fwd_return_high_decile,n_oos,brier,auc,log_loss,pos_rate,pred_mean,high_risk_decile_precision,high_risk_decile_recall,calibration_mae
target_ggg1_underperformance_4w,baseline_state_rate,calm_trend,0.00948590215971949,257,0.2725692510334074,0.35784492173279936,0.7415488983745161,0.5214007782101168,0.46319466374208473,0.4146341463414634,0.12686567164179105,0.1663156147952362
target_ggg1_underperformance_4w,baseline_state_rate,neutral_mixed,0.005512407008309149,366,0.25387361642466594,0.5201192478214339,0.7041628367862487,0.42349726775956287,0.33854442820637104,0.4473684210526316,0.10967741935483871,0.09748804470128059
target_ggg1_underperformance_4w,baseline_state_rate,recovery_confirmed,0.01312658088108581,40,0.16362542494217652,0.66015625,0.5152971499836101,0.2,0.27325979482844887,0.25,0.125,0.14781249508263744
target_ggg1_underperformance_4w,baseline_state_rate,recovery_fragile,0.0026216026040306673,35,0.31004085034377504,0.4068627450980392,0.8696696523739185,0.4857142857142857,0.2916064573808904,0.25,0.058823529411764705,0.22471306108447914
target_ggg1_underperformance_4w,baseline_state_rate,stressed_panic,-0.001737325999923714,148,0.2063353158135171,0.3958133971291866,0.60749320849181,0.25675675675675674,0.34081527426975095,0.2631578947368421,0.13157894736842105,0.11232236168882151
target_ggg1_underperformance_4w,logistic_simple,calm_trend,0.0005316572092042382,257,0.3287641842117995,0.5723819924766411,1.0770619604450231,0.5214007782101168,0.49625105273285236,0.6153846153846154,0.11940298507462686,0.2606495783551847
target_ggg1_underperformance_4w,logistic_simple,neutral_mixed,0.005257946463530886,366,0.3507814547489076,0.5434948784589513,1.34177838026841,0.42349726775956287,0.45589639731846404,0.3783783783783784,0.09032258064516129,0.2747214113251424
target_ggg1_underperformance_4w,logistic_simple,recovery_confirmed,0.004905995470240105,40,0.3352955762270879,0.5546875,1.7291500269889746,0.2,0.40223465776374817,0.0,0.0,0.277320739289245
target_ggg1_underperformance_4w,logistic_simple,recovery_fragile,-0.017762904040484903,35,0.33661599813820453,0.5882352941176471,1.2649043903154207,0.4857142857142857,0.4449865783918579,1.0,0.23529411764705882,0.30621457858315526
target_ggg1_underperformance_4w,logistic_simple,stressed_panic,0.01087565270536094,148,0.3537146688165394,0.4241626794258373,1.641695582109865,0.25675675675675674,0.3454333686945765,0.0,0.0,0.30477345518489984
target_ggg1_underperformance_4w,logistic_l2_balanced,calm_trend,0.0010901672170549445,257,0.30931599725455167,0.567103506855964,0.9278445591255422,0.5214007782101168,0.5916004950353839,0.6538461538461539,0.12686567164179105,0.24091471378173895
target_ggg1_underperformance_4w,logistic_l2_balanced,neutral_mixed,0.005021200011403545,366,0.3281017401398363,0.5631554808133312,1.0798678789287526,0.42349726775956287,0.5200876229454052,0.4594594594594595,0.10967741935483871,0.2521748702245488
target_ggg1_underperformance_4w,logistic_l2_balanced,recovery_confirmed,0.004553880380515305,40,0.3474998941866051,0.5546875,1.3360074524783148,0.2,0.47147014123986003,0.25,0.125,0.35071581751192304
target_ggg1_underperformance_4w,logistic_l2_balanced,recovery_fragile,-0.017762904040484903,35,0.3114985314622516,0.5882352941176471,0.9558294164267143,0.4857142857142857,0.5035960761910896,1.0,0.23529411764705882,0.294551242562632
target_ggg1_underperformance_4w,logistic_l2_balanced,stressed_panic,0.009424111848079076,148,0.34285851387326466,0.43516746411483254,1.3845414037142683,0.25675675675675674,0.3597701262598821,0.0,0.0,0.2831980633890023
