cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision_x,last_recent_decision_x,recent_decision_rows_x,symbol_count,current_tickers,first_recent_decision_y,last_recent_decision_y,recent_decision_rows_y,first_recent_decision,last_recent_decision,recent_decision_rows,recovered_symbol,current_primary,selection_basis,candidate_format_valid,candidate_unique_across_ciks,audit_status
0001040971,SL GREEN REALTY CORP,finance_insurance_real_estate,0001628280-26-008669,2026-02-18 00:00:00+00:00,SLG|SLG.PRI,xbrl_symbol_recovered,slg-20251231.htm,c21595b6dce629f97816277222fc041b00933efd778bd85f9ceba6b4c04cce9b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,SLG|SLG-PI,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,SLG,SLG,sec_current_primary_matches_xbrl_first,True,False,rejected_duplicate_symbol
0001428205,"ARMOUR RESIDENTIAL REIT, INC.",finance_insurance_real_estate,0001428205-26-000029,2026-02-19 00:00:00+00:00,ARR-PRC|ARR,xbrl_symbol_recovered,arr-20251231.htm,2154291d7ac97877a22e3c7e7ba24ed8a18a68fc6b46d70ab8015369c1d47ab8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,ARR|ARR-PC,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ARR-PRC,ARR,sec_xbrl_first_reported_symbol,False,True,rejected_security_format
0001492869,"SL GREEN OPERATING PARTNERSHIP, L.P.",finance_insurance_real_estate,0001628280-26-011290,2026-02-26 00:00:00+00:00,SLG|SLG.PRI,xbrl_symbol_recovered,slg-20251231.htm,e55093ef76a16481f2da3d96448c5895c78611e1fb13f8762ca41af297c8146b,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,1,2,,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,1,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,1,SLG,,sec_xbrl_first_reported_symbol,True,False,rejected_duplicate_symbol
0001812667,CC NEUBERGER PRINCIPAL HOLDINGS II,finance_insurance_real_estate,0001410578-22-001212,2022-05-10 00:00:00+00:00,PRPB.U|PRPB,xbrl_symbol_recovered,prpb-20220331x10q.htm,08c3c4add9440be62b8a2ce50dfa608af84546c9b2212a9dc0095a17cf0ea894,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,2,,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,PRPB.U,,sec_xbrl_first_reported_symbol,False,True,rejected_security_format
0001818873,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP. VI,finance_insurance_real_estate,0001410578-22-002095,2022-08-09 00:00:00+00:00,IPOF.U|IPOF,xbrl_symbol_recovered,ipof-20220630x10q.htm,28838c18a79ab4913d29b9e39fc1c7e4c959f6d84a8453195ac0347bf7734c9e,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,2,,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,IPOF.U,,sec_xbrl_first_reported_symbol,False,True,rejected_security_format
0001828248,CHURCHILL CAPITAL CORP VII,finance_insurance_real_estate,0001410578-23-002315,2023-11-10 00:00:00+00:00,CVII.U|CVII,xbrl_symbol_recovered,cvii-20230930x10q.htm,dffcb233c4231dd48fb473910b2a3f81451e1b05b0844f927b6211a915459419,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,2,,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,CVII.U,,sec_xbrl_first_reported_symbol,False,True,rejected_security_format
0001829426,FAR PEAK ACQUISITION CORP,finance_insurance_real_estate,0001193125-23-030135,2023-02-10 00:00:00+00:00,FPAC.U|FPAC|FPAC.W,xbrl_symbol_recovered,d385912d10q.htm,839d0ce1687a5a42958e557f53fd300c64df330e63d81635d042dad51060ec9e,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,3,,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,FPAC.U,,sec_xbrl_first_reported_symbol,False,True,rejected_security_format
0001831359,JAWS MUSTANG ACQUISITION CORP,finance_insurance_real_estate,0001410578-23-001637,2023-08-10 00:00:00+00:00,JWSM.U|JWSM,xbrl_symbol_recovered,jwsm-20230630x10q.htm,1335edc1ee3a7082988598ab4e040c6d4a19800d64631003d408b3ecb8431a8c,2023-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,7,2,JWSMF|JWSUF|JWSWF,2023-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,7,2023-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,7,JWSM.U,JWSMF,sec_xbrl_first_reported_symbol,False,True,rejected_security_format
0001829432,ARES ACQUISITION CORP,manufacturing,0001628280-23-037495,2023-11-09 00:00:00+00:00,AAC.U|AAC,xbrl_symbol_recovered,aac-20230930.htm,90961a04e346f11ff543acbff2d26c4d1160086a42e2418adc050d23b4ca3d10,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,2,,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,AAC.U,,sec_xbrl_first_reported_symbol,False,True,rejected_security_format
