cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,legacy_symbols,legacy_status,instance_document,instance_sha256
0001102541,EARTHLINK HOLDINGS CORP.,technology,0001102541-17-000014,2017-02-25 00:00:00+00:00,,no_explicit_symbol_tag,elnk-20161231x10k.htm,b834d400fc1d1a483c9fdaf5bfa4596dcbff64ca4c976107dfa8cd4a369651d5,,instance_has_no_explicit_symbol,,
0001104252,DDI CORP,technology,0001193125-12-182392,2012-04-26 00:00:00+00:00,,no_explicit_symbol_tag,d328721d10q.htm,0443fe5071faafd5689bec505ea06bd53393e1bf693a745309addef3546f2cfa,,instance_has_no_explicit_symbol,,
0001104855,"SUPPORT.COM, INC.",technology,0001140361-16-084871,2016-11-05 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,3fc2ec541ec0aa16b5d28f9693ba18078171cc7129cfac5d8e95d7caa1988ca3,,instance_has_no_explicit_symbol,,
0001105472,SONUS NETWORKS INC,technology,0001105472-17-000033,2017-10-28 00:00:00+00:00,,no_explicit_symbol_tag,sons9301710-q.htm,e210172263c9ca77784a9706b4654e63bf31b679ee66a6fa13b89e11e8e093bc,,instance_has_no_explicit_symbol,,
0001106851,OMNIVISION TECHNOLOGIES INC,technology,0001104659-15-083252,2015-12-08 00:00:00+00:00,,no_explicit_symbol_tag,a15-19866_110q.htm,98403f0b06665a05526e226a4e241103accae7bf4a83d3337e16219effd1e051,,instance_has_no_explicit_symbol,,
0001107694,"RACKSPACE HOSTING, INC.",technology,0001107694-16-000099,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,rax0930201610-q.htm,c932a3ee4f40fd075d0cd90de911b50bbe04ad76b413fd0e0884f3979c4ce5df,,instance_has_no_explicit_symbol,,
0001108924,OPNET TECHNOLOGIES INC,technology,0001193125-12-457833,2012-11-08 00:00:00+00:00,,no_explicit_symbol_tag,d398587d10q.htm,7aa00ce488090dfceb74e8415db33d406b8f64b96c84d7d7026100cf53343f2b,,instance_has_no_explicit_symbol,,
0001110903,NETWORK ENGINES INC,technology,0001104659-12-056416,2012-08-10 00:00:00+00:00,,no_explicit_symbol_tag,a12-13708_110q.htm,27659b972426f84d8f3998ceb70de2b3f2015b6feb6441f3522c19743e3ce3b5,,instance_has_no_explicit_symbol,,
0001120295,IXIA,technology,0001120295-17-000006,2017-03-02 00:00:00+00:00,,no_explicit_symbol_tag,a2016q4form10-k.htm,d5bbcd74055018e8c122a1f50d68348e9e0c0b820676c51bceedb08e500290cc,,instance_has_no_explicit_symbol,,
0001122388,ELLIE MAE INC,technology,0001122388-19-000013,2019-03-02 00:00:00+00:00,,no_explicit_symbol_tag,elli-20181231x10k.htm,9ac0e029e33a2bf7f8908738bbdfaed023127dbbfca43e47c581cbdee6ade0cb,,instance_has_no_explicit_symbol,,
0001130866,HITTITE MICROWAVE CORP,technology,0001104659-14-035153,2014-05-07 00:00:00+00:00,,no_explicit_symbol_tag,a14-9947_110q.htm,b2c600cebb78b843ccdd9f89ceaafa5c3144f8d1e5233dd63a902a13b093c73c,,instance_has_no_explicit_symbol,,
0001135711,NETLOGIC MICROSYSTEMS INC,technology,0001135711-12-000008,2012-02-16 00:00:00+00:00,,no_explicit_symbol_tag,n10k.htm,a207af869e034775824ca0ce360fc3b44fde81548b36bb6a3dcff967f4f48059,,instance_has_no_explicit_symbol,,
0001137204,"HIPCRICKET, INC.",technology,0001415889-14-000083,2014-01-10 00:00:00+00:00,,no_explicit_symbol_tag,hipp10qnov302013.htm,de0d1bcabd3a52a3a2efa1374463cb2935607608db317a1c484d7b424de29819,,instance_has_no_explicit_symbol,,
0001138830,AUTHENTEC INC,technology,0001437749-12-007899,2012-08-09 00:00:00+00:00,,no_explicit_symbol_tag,ati_10q-062912.htm,a54c9ea115ac96f1275f00820ac8ed30287565e9268e943a6f27dabbf31faf94,,instance_has_no_explicit_symbol,,
0001141982,COOPER INDUSTRIES PLC,technology,0001193125-12-451589,2012-11-06 00:00:00+00:00,,no_explicit_symbol_tag,d396803d10q.htm,808358ba2552269dc34cf2854f7b01cee7038d1066c79b534b3c1bfe1ce223ce,,instance_has_no_explicit_symbol,,
0001142701,UNITED ONLINE INC,technology,0001047469-16-013069,2016-05-11 00:00:00+00:00,,no_explicit_symbol_tag,a2228567z10-q.htm,100569e5beb951594e02888e853f0516a98506a0e0cfae20f46c2c041fc9af0f,,instance_has_no_explicit_symbol,,
0001157780,OPNEXT INC,technology,0001193125-12-265345,2012-06-09 00:00:00+00:00,,no_explicit_symbol_tag,d328135d10k.htm,751c59457e92c673c2fc70ef12b5edb930ba23f200eaf9b82d9e1d7d71cffcd3,,instance_has_no_explicit_symbol,,
0001165231,"PROCERA NETWORKS, INC.",technology,0001140361-15-017497,2015-05-06 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,9015102e826b5d12e28837655ac7f70dabf1fdfab16f73f28c19efe047fe1926,,instance_has_no_explicit_symbol,,
0001168195,SOURCEFIRE INC,technology,0001168195-13-000015,2013-08-03 00:00:00+00:00,,no_explicit_symbol_tag,fire630201310q.htm,a17d92f41a89d703e3ea2e2fda138e57df164e7dee33a33b13e5cf2fee7e11ec,,instance_has_no_explicit_symbol,,
0001171012,UNI-PIXEL,technology,0001185185-15-002725,2015-11-03 00:00:00+00:00,,no_explicit_symbol_tag,unipixel10q093015.htm,58c9ebd28ef47d8d71068a667182df9311968f8fa83d2572f5f62bc5dae779df,,instance_has_no_explicit_symbol,,
0001182325,TANGOE INC,technology,0001104659-15-077269,2015-11-10 00:00:00+00:00,,no_explicit_symbol_tag,a15-17993_110q.htm,05aba56a86fb42fc2b6fe45e35b199e3d34d52f243e699da033f70c0bda25935,,instance_has_no_explicit_symbol,,
0001223862,INFOBLOX INC,technology,0001223862-16-000086,2016-06-03 00:00:00+00:00,,no_explicit_symbol_tag,form10-qxq3x16.htm,bcc7deb399faae33653219298a2d12a2eeb20cfb17fc9345203532631b12d888,,instance_has_no_explicit_symbol,,
0001226308,"DTS, INC.",technology,0001047469-14-002677,2014-03-21 00:00:00+00:00,,no_explicit_symbol_tag,a2218752z10-k.htm,306e905f49e9293bd7c79f7c9b09152f7b4cdb094718099ef895c85be0da6aa9,,instance_has_no_explicit_symbol,,
0001259515,CONTROL4 CORP,technology,0001558370-19-004875,2019-05-11 00:00:00+00:00,,no_explicit_symbol_tag,ctrl-20190331x10q.htm,d8ce4568ce2d98a0787e08d463e2fed1e236bffbaf9918915bb2eda9643a22b6,,instance_has_no_explicit_symbol,,
0001288776,GOOGLE INC.,technology,0001288776-15-000046,2015-10-30 00:00:00+00:00,,no_explicit_symbol_tag,goog10-qq32015.htm,b4ed5d299ac5668047956ff4760dfe74d58cbbc4e6be4d6bc75d417bb35a6c10,,instance_has_no_explicit_symbol,,
0001294016,RUCKUS WIRELESS INC,technology,0001294016-16-000076,2016-05-04 00:00:00+00:00,,no_explicit_symbol_tag,q1201610-q.htm,b68e0de1e70065aa43290ecf03eb74e2851930c7fdc1f8986284ab739d29a90e,,instance_has_no_explicit_symbol,,
0001311241,INTERMOLECULAR INC,technology,0001311241-15-000052,2015-11-07 00:00:00+00:00,,no_explicit_symbol_tag,imi-20150930x10q.htm,ecec77005ace0868f18a8d93d4a5abebefcf91d1e31328f091f411399c0767f8,,instance_has_no_explicit_symbol,,
0001313911,RALLY SOFTWARE DEVELOPMENT CORP,technology,0001104659-15-043465,2015-06-05 00:00:00+00:00,,no_explicit_symbol_tag,a15-8707_110q.htm,87e3d9cef826da0c997d7b11663c38294b3dad40278557541c360dafadabe019,,instance_has_no_explicit_symbol,,
0001314223,"AMBER ROAD, INC.",technology,0001314223-19-000009,2019-05-11 00:00:00+00:00,,no_explicit_symbol_tag,ambr-20190331.htm,32542c335db612261c34446fc9137e34cbf1cd770f40deb8cb6c4ffb91467d0c,,instance_has_no_explicit_symbol,,
0001316360,IHS INC.,technology,0001316360-16-000147,2016-06-29 00:00:00+00:00,,no_explicit_symbol_tag,q21610q.htm,6b78f17933d3b6bd4f3d4c1194f6e1e84e38df99b00796aeac6c569bfcd39ea0,,instance_has_no_explicit_symbol,,
0001316625,SILICON GRAPHICS INTERNATIONAL CORP,technology,0001316625-16-000029,2016-04-30 00:00:00+00:00,,no_explicit_symbol_tag,a10q2016q3.htm,93e8079c554daa71659c144ca97c5b4c1ac6d2bb110b43f77a2b0552849ccf9a,,instance_has_no_explicit_symbol,,
0001322705,SPANSION INC.,technology,0001437749-15-002287,2015-02-12 00:00:00+00:00,,no_explicit_symbol_tag,code20141231_10k.htm,efd94e174524f3210c1ec34828d3ac4559b8f7a89a952259cf89586447b20ae2,,instance_has_no_explicit_symbol,,
0001324245,"SOLERA HOLDINGS, INC",technology,0001324245-16-000077,2016-01-30 00:00:00+00:00,,no_explicit_symbol_tag,slh2015123110q.htm,b706d0dd173853bdfb92d4f1342e8ce1bc3fd048ad4ecacae1e20d7ae53bce82,,instance_has_no_explicit_symbol,,
0001327471,REALD INC.,technology,0001628280-16-010641,2016-02-03 00:00:00+00:00,,no_explicit_symbol_tag,rld-12312015x10q.htm,48694a923963da42ca4ddb9c846314febd262cc49a4a84da8afc1887488c186b,,instance_has_no_explicit_symbol,,
0001329919,"VOCUS, INC.",technology,0001193125-14-167701,2014-04-30 00:00:00+00:00,,no_explicit_symbol_tag,d704126d10q.htm,1da2a88404ce1ca340bbfff1262b537f00141b995aa65fd46704d27bd3599915,,instance_has_no_explicit_symbol,,
0001333513,"DEALERTRACK TECHNOLOGIES, INC",technology,0001144204-15-047853,2015-08-11 00:00:00+00:00,,no_explicit_symbol_tag,v417547_10q.htm,4d0e4f9b983cacfe016c4de388e0cb6ae7d9898837594c759d41bd9837ceed51,,instance_has_no_explicit_symbol,,
0001365038,LEAF GROUP LTD.,technology,0001558370-20-006264,2020-05-12 00:00:00+00:00,,no_explicit_symbol_tag,leaf-20200331x10q.htm,9031c0b4590d6629196d4316ecff7af07c3535a4bf0701b09548de1ba86caa41,,instance_has_no_explicit_symbol,,
0001370702,QUANTENNA COMMUNICATIONS INC,technology,0001370702-19-000014,2019-05-01 00:00:00+00:00,,no_explicit_symbol_tag,qtna-33119x10q.htm,0a31c5f6510a8afdfb2a5cc2949f9fe7ac2b9f83c904fc8f0d0de56f98944e83,,instance_has_no_explicit_symbol,,
0001372414,"AEROHIVE NETWORKS, INC",technology,0001372414-19-000065,2019-07-31 00:00:00+00:00,,no_explicit_symbol_tag,aerohiveq2201910-q.htm,4ca1df1868050fb21619fdbdf8891a6914721ac757979005a26cb7bbec6dafc7,,instance_has_no_explicit_symbol,,
0001372664,"COMVERGE, INC.",technology,0001372664-12-000022,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,comv_2012331.htm,537946853af059e188e6282073f35e11c48558944a705eba236554adc50285c3,,instance_has_no_explicit_symbol,,
0001375557,"GUIDANCE SOFTWARE, INC.",technology,0001104659-17-049926,2017-08-08 00:00:00+00:00,,no_explicit_symbol_tag,a17-13359_110q.htm,ab28671c4eed870b2cbba8e1b5fb0a6146c828177274fd32c4d955b25a3df3ed,,instance_has_no_explicit_symbol,,
0001388133,SHORETEL INC,technology,0001567619-17-001905,2017-09-09 00:00:00+00:00,,no_explicit_symbol_tag,h10046143x1_10k.htm,a415bb50fef02a00b588f7fad027bf267e57a9e3146725f2ae3a25827c7e3eba,,instance_has_no_explicit_symbol,,
0001394954,GT ADVANCED TECHNOLOGIES INC.,technology,0001445305-14-003496,2014-08-08 00:00:00+00:00,,no_explicit_symbol_tag,gtatq2cy2014-10q.htm,7f2616713b9da8658473e0f05c386c31c9689cc329a0ad4a739d72372017ba06,,instance_has_no_explicit_symbol,,
0001400400,"DEMANDTEC, INC.",technology,0001104659-12-000939,2012-01-10 00:00:00+00:00,,no_explicit_symbol_tag,a11-31611_110q.htm,c99781f1582247f3c113560e3254d60a15dab8b2310edc4d872d2365045feb3f,,instance_has_no_explicit_symbol,,
0001402305,"SUCCESSFACTORS, INC.",technology,0001445305-12-000706,2012-03-17 00:00:00+00:00,,no_explicit_symbol_tag,sfsf-12311110k.htm,a30731b768db582d7c039b063c5f4a8009d003308936b3712159237cd5db9237,,instance_has_no_explicit_symbol,,
0001407450,"CONVIO, INC.",technology,0001407450-12-000005,2012-03-10 00:00:00+00:00,,no_explicit_symbol_tag,cnvo10k.htm,df9308521a012a07a45ccb9d3623b690a2dfdb25657dec99dce64d406f247f46,,instance_has_no_explicit_symbol,,
0001410240,"HUGHES TELEMATICS, INC.",technology,0001277423-12-000010,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,hutc3311210q.htm,58ffc3fec1a27ed529a3399e6fd52eaf73d2c95b2041800b8488703ba9e64610,,instance_has_no_explicit_symbol,,
0001433269,DILIGENT CORP,technology,0001047469-16-011110,2016-03-15 00:00:00+00:00,,no_explicit_symbol_tag,a2227754z10-k.htm,abef2ad8140e1ad2e4575850c4267c63e259fa1354122acc833ae9515a1fdb33,,instance_has_no_explicit_symbol,,
0001434388,"WONHE HIGH-TECH INTERNATIONAL, INC.",technology,0001213900-15-008875,2015-11-19 00:00:00+00:00,,no_explicit_symbol_tag,f10q0915_wonhehightechinter.htm,821e723c85b0518bf69e1b70fa863c6ae48fabbe6918cca418606aad2d2a4934,,instance_has_no_explicit_symbol,,
0001441634,AVAGO TECHNOLOGIES LTD,technology,0001441634-15-000089,2015-12-18 00:00:00+00:00,,no_explicit_symbol_tag,avgo-110115x10k.htm,7f781633d05818d9bedc2d14eef07f78524c1052cfd6038eb4afbbe4b4bd5b7d,,instance_has_no_explicit_symbol,,
0001462047,PRIME GLOBAL CAPITAL GROUP INC,technology,0001019687-15-003456,2015-09-15 00:00:00+00:00,,no_explicit_symbol_tag,primeglobal_10q-073115.htm,3fc4b490250be561011c8aa2f2e8b0755dfa187e70f7f7a5580370a6fc21780b,,instance_has_no_explicit_symbol,,
0001468516,AOL INC.,technology,0001468516-15-000012,2015-05-09 00:00:00+00:00,,no_explicit_symbol_tag,aol-2015331x10q.htm,98446c15ef529e47bd631f10a2daed9aeb38542512b7b823d5ad6952a8fa11d1,,instance_has_no_explicit_symbol,,
0001477200,ROCKET FUEL INC.,technology,0001477200-17-000101,2017-08-10 00:00:00+00:00,,no_explicit_symbol_tag,form10-qdocumentq22017with.htm,222740a560cff2cfd84ea574221c2b6d224b127503bb922d17e85c819df9bdc2,,instance_has_no_explicit_symbol,,
0001488075,"INTRALINKS HOLDINGS, INC.",technology,0001488075-16-000259,2016-11-03 00:00:00+00:00,,no_explicit_symbol_tag,il-20160930x10q.htm,8cfc26948c20a4b78d368ad4742189d6104a2ad56bef5e2fea97a65c7ae97471,,instance_has_no_explicit_symbol,,
0001490660,"MARKETO, INC.",technology,0001104659-16-136571,2016-08-04 00:00:00+00:00,,no_explicit_symbol_tag,a16-11504_110q.htm,ef9807a6899b6cace75631104574a1652142a88f8075bf4e22bc3201718d1bfb,,instance_has_no_explicit_symbol,,
0001495569,"MOTOROLA MOBILITY HOLDINGS, INC",technology,0001193125-12-201021,2012-05-02 00:00:00+00:00,,no_explicit_symbol_tag,d320667d10q.htm,f4fab3b2cfbd5d4df6e65cfb7cf5ddda4e30d127f1e07a6b8cbbd2bb61dcbde8,,instance_has_no_explicit_symbol,,
0001517650,"INTERACTIVE INTELLIGENCE GROUP, INC.",technology,0001517650-16-000260,2016-11-05 00:00:00+00:00,,no_explicit_symbol_tag,inin-2016930x10q.htm,e7c206c71d7931266a869ec4deb5feab3f112eccdba91e29c7b6df005be94fa8,,instance_has_no_explicit_symbol,,
0001518222,"BANKRATE, INC.",technology,0001562762-17-000122,2017-08-09 00:00:00+00:00,,no_explicit_symbol_tag,rate-20170630x10q.htm,db5965204ed9fb3ce4398d9f9e72bb500eabbc9b6f36a172be3dfe8ccaec4cea,,instance_has_no_explicit_symbol,,
0001563699,COVISINT CORP,technology,0001563699-17-000011,2017-06-06 00:00:00+00:00,,no_explicit_symbol_tag,covs-2017331x10k.htm,d6aa3adfe447a22ef84750fa8f2556147317689540693683ac344ddc83d13c3c,,instance_has_no_explicit_symbol,,
0001565337,TEXTURA CORP,technology,0001565337-16-000164,2016-05-07 00:00:00+00:00,,no_explicit_symbol_tag,txtr033116-10q.htm,ddd739da15febd71e0230e19a52836b544c9095b25b13679d1c83615f7d629a5,,instance_has_no_explicit_symbol,,
0001566469,"NANTHEALTH, INC.",technology,0001566469-19-000054,2019-11-09 00:00:00+00:00,,no_explicit_symbol_tag,a0930201910-qq3.htm,e0d7c6469e08481556acfb0ea2d79d02a203afccc9949bc2259bc24762fd3afc,,instance_has_no_explicit_symbol,,
0001579910,RESONANT INC,technology,0001579910-20-000003,2020-03-14 00:00:00+00:00,,no_explicit_symbol_tag,resn20191231-10k.htm,6346a6d5dc41ce81e8fc244bb9a3e09aa5d57dcb079114229f4edabcb3fa1259,,instance_has_no_explicit_symbol,,
0001627014,"BLACK KNIGHT, INC.",technology,0001558370-23-017617,2023-11-04 00:00:00+00:00,,no_explicit_symbol_tag,bki-20230930x10q.htm,d1d40f203bf012079ca6c5dfecdab61991725d1aef05d13dbbdac7f02c68f0b4,,instance_has_no_explicit_symbol,,
0001646383,CSRA INC.,technology,0001646383-18-000010,2018-02-08 00:00:00+00:00,,no_explicit_symbol_tag,csrafy18q310-q.htm,0fdc1524cfd4ef60575ffcba2db5b1eabce0a78a73b41ffacb38216b967eb62c,,instance_has_no_explicit_symbol,,
0001649338,BROADCOM LTD,technology,0001649338-18-000027,2018-03-16 00:00:00+00:00,,no_explicit_symbol_tag,avgo-02042018x10q.htm,d9625ba0e2c190e12d886398ffe9417c167e4d7078b59e08ac85187690dd4f43,,instance_has_no_explicit_symbol,,
0001665658,"COMMERCEHUB, INC.",technology,0001665658-18-000036,2018-05-09 00:00:00+00:00,,no_explicit_symbol_tag,commercehub-033118x10q.htm,7777837e6eb9d82ad94e6fff3430ec6c7cc00b0e49448c8d61694c13b063432b,,instance_has_no_explicit_symbol,,
0000008411,ATWOOD OCEANICS INC,energy,0000008411-17-000030,2017-08-04 00:00:00+00:00,,no_explicit_symbol_tag,atw-20170630x10q.htm,ad0cfafd932d8f2bbba84c98bcaac0f3c4caa8d6120edd1c3d1f64093a9234d5,ATW,instance_symbol_recovered,atw-20170630.xml,d0010b3dcdb07c906a8f2033663a42d59154691953640978ac556d9c791fe71a
0000095304,SUNOCO INC,energy,0001193125-12-332203,2012-08-03 00:00:00+00:00,,no_explicit_symbol_tag,d366684d10q.htm,ea13c15865704ae2905706643c08c3af1dd730aec2b998f6fd35641715906362,SUN,instance_symbol_recovered,sun-20120630.xml,5a4370fd735f42f0477597107936fc0a32f03d40728df89bde7d5fc7ec8c946b
0000351231,DAWSON GEOPHYSICAL CO,energy,0001193125-15-037407,2015-02-07 00:00:00+00:00,,no_explicit_symbol_tag,d845949d10q.htm,ad836bda4b7a7a0369c38bd919197b57d085d267a79ff2c8815cb97a6e1b4285,DWSN,instance_symbol_recovered,dwsn-20141231.xml,fe5e9f0c3574e4f919fe29131978fdb748152df7c33c746976c67e8e2c68b600
0000750199,"EPL OIL & GAS, INC.",energy,0000750199-14-000026,2014-05-09 00:00:00+00:00,,no_explicit_symbol_tag,epl-20140331x10q.htm,bcac8467c73dc678abb830ae5b43b422bf5543f9514352ab8b304f99ef6b2d26,EPL,instance_symbol_recovered,epl-20140331.xml,136b939e1d0dfdd59a365fec51326f227ba3de0f0ad07ec588960af8f0a2dfe2
0000891456,PLAINS EXPLORATION & PRODUCTION CO,energy,0001193125-13-201832,2013-05-07 00:00:00+00:00,,no_explicit_symbol_tag,d524701d10q.htm,2a0069c380b7080cf270f471f365594ce6fdcc33ae013413835676b228fec68d,PXP,instance_symbol_recovered,pxp-20130331.xml,bab0fd5e51cc90d71af118a422a5b82137efb047f18e9fd3eb774d35e78a3df1
0000904080,STONE ENERGY CORP,energy,0000904080-18-000023,2018-05-08 00:00:00+00:00,,no_explicit_symbol_tag,sgy03311810-q.htm,630d335e47427ce0302a0d62c4c2df52af529ea9022276c33543648a18cdc3e9,SGY,instance_symbol_recovered,sgy-20180331.xml,29d94f853048767d35894b33b9a524a6aca1aa124980e12bf195e4f878f8357b
0000907649,FX ENERGY INC,energy,0001038838-15-000167,2015-11-07 00:00:00+00:00,,no_explicit_symbol_tag,q093015.htm,356e6dd85cdf7c8513e90f15e2cbd4320d2faa569db55e543d090fc0ae818b0e,FXEN,instance_symbol_recovered,fxen-20150930.xml,d26bc8638b81b0ec1432b93e8ec88614373d0de21ace3d7f2d19d0138639b737
0000943861,GOODRICH PETROLEUM CORP,energy,0001564590-16-028596,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,gdp-10q_20160930.htm,a398786be1bbe8f33619c076d74d12059609752124cfac60d2a431b5111befce,GDP,instance_symbol_recovered,gdp-20160930.xml,a91292f153f0186b03b4a32d11aaf63b57fa6b01c0fb0e8929e44ba5ddabf5c4
0001092289,TRANSATLANTIC PETROLEUM LTD.,energy,0001564590-16-018925,2016-05-11 00:00:00+00:00,,no_explicit_symbol_tag,tat-10q_20160331.htm,9a9d09e2087998fabe6568ce37bb9a5a1c8d30ade8bf37dd6cb6efabdc5d29e5,TAT,instance_symbol_recovered,tat-20160331.xml,6e807964e315bf1e3e97d16b27af8710f76bfd0d5955cfbcfa2657dbb613120e
0001102392,"ROYAL ENERGY RESOURCES, INC.",energy,0001493152-17-013144,2017-11-15 00:00:00+00:00,,no_explicit_symbol_tag,form10-q.htm,40e5ec4ce101807536c80874473ed61398cd7a5b6a208c35287fb3dcf9b2af45,ROYE,instance_symbol_recovered,roye-20170930.xml,e2664c93f68ca11d3cde14827074a618fa9c34cbd447c1ab8d3b99372dfbcfbd
0001133260,UNION DRILLING INC,energy,0001193125-12-448620,2012-11-03 00:00:00+00:00,,no_explicit_symbol_tag,d398824d10q.htm,d281df41c7e07302bdfceef4bdd73618812be71296fa3e2cdb331ab0aa89b0c2,UDRL,instance_symbol_recovered,udrl-20120930.xml,80f22052fa1f60a82408fb47f775d243ab458d16fcc7bf948abdeeb30aa4dd88
0001144945,PENN VIRGINIA RESOURCE PARTNERS L P,energy,0001193125-12-333931,2012-08-04 00:00:00+00:00,,no_explicit_symbol_tag,d365414d10q.htm,2b8e39d59d3c01a59d27d2c3e3e27865ce585f89fcf66767dec1b70b687a0f93,PVR,instance_symbol_recovered,pvr-20120630.xml,0de2f0df0b15ac3e73adaff14f99d9664607eece465c22c44caa74dbe46d4aa7
0001172139,BILL BARRETT CORP,energy,0001172139-18-000043,2018-02-28 00:00:00+00:00,,no_explicit_symbol_tag,bbg-12312017x10xk.htm,849716a37a474d67ebeaa1406601bb7763c9466588bc62000acf5bbcdbab34d1,BBG,instance_symbol_recovered,bbg-20171231.xml,5591659479f2f7f3b42ff4fb21e7fd0f9ff4deb78ccb96997bfa2af0c11e2418
0001173911,ENBRIDGE ENERGY MANAGEMENT L L C,energy,0001173911-18-000016,2018-11-03 00:00:00+00:00,,no_explicit_symbol_tag,eem930201810q-document.htm,eb03b68201468ab83296ee8d32818fa5251770ee81dbd531473b2ccbc59c9a0b,EEQ,instance_symbol_recovered,eem-20180930.xml,931ad4ce79eeee7421db27fd0207365f9f4f649996c4d681d705849421471779
0001330849,"HERCULES OFFSHORE, INC.",energy,0001330849-15-000096,2015-11-06 00:00:00+00:00,,no_explicit_symbol_tag,a2015q310-q.htm,9c32cb7829a2e385be3bbbb498aafb701dd14ea72b231d49709dbccb96b8450a,HEROQ,instance_symbol_recovered,heroq-20150930.xml,c50b3244957e6a9498fc6ffec10e634d43cf4d1a102905a8a6dd2859d45379cf
0001338613,REGENCY ENERGY PARTNERS LP,energy,0001338613-15-000019,2015-05-09 00:00:00+00:00,,no_explicit_symbol_tag,rgp-33115x10xq.htm,fbe0d79fb05afdd38b9190e8faf3fb7696f01cea2f49703b368dd09b40fad895,RGP,instance_symbol_recovered,rgp-20150331.xml,d9a9987dfc61503e32609923d08d92050d64062f98aa0651a3d3707785b5f62c
0001340282,ROSETTA RESOURCES INC.,energy,0001193125-15-256598,2015-07-21 00:00:00+00:00,,no_explicit_symbol_tag,d944225d10q.htm,f1ecf01a2172ecb778ee06bbdda0d5f559bae9608a424e7df9d7265d9c8e82a7,ROSE,instance_symbol_recovered,rose-20150630.xml,954b1a38809a6f4b649c9f2fbb7f6705aac62603ef5e8411eaf708cfc7142ab3
0001343719,ENERGY XXI LTD,energy,0001144204-16-134337,2016-11-15 00:00:00+00:00,,no_explicit_symbol_tag,v451121_10q.htm,ef7119b5fa929d4a7591ad08fdd93c9be9a5174c1c6e6d23d8ff44029acb8ef1,EXXI,instance_symbol_recovered,exxi-20160930.xml,f156d7a524621bdcba0873ed64a4cd04f47246d32b54b1a09a1f243d5ee55542
0001349976,AMERICAN STANDARD ENERGY CORP.,energy,0001144204-12-062950,2012-11-16 00:00:00+00:00,,no_explicit_symbol_tag,v326440_10q.htm,670b1fefd8bb1ba6e708b5468c8fb4bcae53828947ce6664c11c19955d4dead4,ASEN,instance_symbol_recovered,asen-20120930.xml,989c6ccaec88776c601e59c49eda9ea10542cdee2ec3927a72626de045789c86
0001361937,"EV ENERGY PARTNERS, LP",energy,0001144204-17-057379,2017-11-10 00:00:00+00:00,,no_explicit_symbol_tag,v476224_10q.htm,2dcab21ba047ee3909fb875c059e20ea4442a782626262eb6008b1b0d1473773,EVEP,instance_symbol_recovered,evep-20170930.xml,df2c5955d8bf23fc9e6bc99e9b667780f5c2a5e52f6e58eb0c5939976a54e6dd
0001397516,REX ENERGY CORP,energy,0001564590-16-028616,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,rexx-10q_20160930.htm,b9d97a34883dd66becfb12c02e57a2748ac8fe2e75e05597d45bd1ee71d014cc,REXX,instance_symbol_recovered,rexx-20160930.xml,7ff272e4c1685ab1ab33774e0e802e12c40a04176f0ef20e21b1294c65ae364f
0001402281,ERIN ENERGY CORP.,energy,0001402281-18-000017,2018-03-17 00:00:00+00:00,,no_explicit_symbol_tag,ern-123117x10k.htm,a72b845720ff86698be93a91384cef9a63896c2273ad2c9bee7bd45c539e671a,ERN,instance_symbol_recovered,ern-20171231.xml,2dc0550d37c6fc24fc66812933f93eac02aeaf6a9d0aa62cbe3aaab705e774e8
0001403853,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",energy,0001403853-16-000079,2016-11-08 00:00:00+00:00,,no_explicit_symbol_tag,nesc_20160930x10-q.htm,3ebc976285471653f8b8c6c73c335e3588d9e8b7eca8cb6777d162f865d78025,NESC,instance_symbol_recovered,nes-20160930.xml,81bcffa74ba9020170a97a554338a9be0aa9d6e22185adeb8931c1f8d5456e30
0001404079,SAMSON OIL & GAS LTD,energy,0001144204-15-029377,2015-05-12 00:00:00+00:00,,no_explicit_symbol_tag,v410184_10q.htm,ae6d6b5ea2ebbacc1418dbd805fff0e8ae6757ccdffd4b84e1fbbb626faa609f,SSN,instance_symbol_recovered,ssn-20150331.xml,0664e7723d0dac55ec9affefea708bb78858b96244c6ca79feb4127f04a4051a
0001405073,APPROACH RESOURCES INC,energy,0001564590-19-043769,2019-11-19 00:00:00+00:00,,no_explicit_symbol_tag,arex-10q_20190930.htm,44b7cd40963adb27a72adf712fc849bb22381b8e537ddba7e0d82dfa0d584c98,AREX,instance_symbol_recovered,arex-20190930.xml,219e5942fbaed33f69efbb655e6f76d4fea96546a162f4e547b7f00faf8625ca
