reason_category,n_weeks,share_of_total_favorable_25_bil_weeks,avg_composite_forward_4w_return,avg_composite_forward_13w_return,avg_production_forward_4w_return,avg_production_forward_13w_return,avg_SPY_forward_4w_return,avg_SPY_forward_13w_return,prob_stressed_panic_within_next_4w,prob_prod_drawdown_worsen_next_4w
volatility_high,147,0.38992042440318303,0.008784335559515648,0.02539625224153144,0.007238313881105967,0.024894917400398994,0.01310692286414302,0.03766296742038928,0.047619047619047616,0.6666666666666666
unknown,108,0.2864721485411141,0.002366820001285585,0.010244540555939237,0.003472134888892611,0.011383977037624702,0.008202461324422237,0.02450755088218792,0.08333333333333333,0.7037037037037037
breadth_or_trend_weak,38,0.10079575596816977,0.010403454633021515,0.02395468967767967,0.009927268754062997,0.022534227041981176,0.009225106162335328,0.01262378778075424,0.07894736842105263,0.6578947368421053
signal_failed,29,0.07692307692307693,0.0042719922247226125,0.02330146012992572,0.00287916655795777,0.01320263132192307,0.007056676947920475,0.037349333661985916,0.0,0.3448275862068966
regime_uncertain,24,0.0636604774535809,0.009242438533548053,0.03160244193566469,0.007859713355678246,0.03094683574018288,0.02817609239638033,0.07483808675208682,0.0,0.7916666666666666
residual_normalization_cash,18,0.04774535809018567,0.006569654408009002,0.032627998574812876,0.004337592083379816,0.030672730026438038,0.016636456696905444,0.047620923892797956,0.0,0.8888888888888888
defensive_fallback,13,0.034482758620689655,-0.005699757296034951,0.005226795405455667,-0.0038667663748397875,0.00943542876022316,0.003785196055987927,0.043435319806315056,0.0,0.8461538461538461
